,economy,measure,vehicle_type,medium,transport_type,scenario,unit,date,fuel,frequency,unit.1,scope,comment,dataset,drive,value
3764,07_INA,energy,all,pipeline,combined,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3765,07_INA,energy,all,pipeline,combined,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3766,07_INA,energy,all,rail,combined,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3767,07_INA,energy,all,rail,combined,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3768,07_INA,energy,all,rail,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3769,07_INA,energy,all,rail,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3770,07_INA,energy,all,rail,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3771,07_INA,energy,all,rail,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3772,07_INA,energy,all,road,combined,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,1364.177713
3773,07_INA,energy,all,road,combined,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,1364.177713
3774,07_INA,energy,all,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3775,07_INA,energy,all,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3776,07_INA,energy,all,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3777,07_INA,energy,all,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3778,07_INA,energy,all,ship,combined,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.133209198
3779,07_INA,energy,all,ship,combined,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.133209198
3780,07_INA,energy,all,ship,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3781,07_INA,energy,all,ship,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3782,07_INA,energy,all,ship,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3783,07_INA,energy,all,ship,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3784,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3785,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3786,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3787,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3788,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3789,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3790,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3791,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3792,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3793,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3794,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3795,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3796,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3797,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3798,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3799,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3800,07_INA,energy,bus,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3801,07_INA,energy,bus,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3802,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3803,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3804,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3805,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3806,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3807,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3808,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3809,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3810,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3811,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3812,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3813,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3814,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3815,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3816,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3817,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3818,07_INA,energy,car,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3819,07_INA,energy,car,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3820,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3821,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3822,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3823,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3824,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3825,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3826,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3827,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3828,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3829,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3830,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3831,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3832,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3833,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3834,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3835,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3836,07_INA,energy,ht,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3837,07_INA,energy,ht,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3838,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3839,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3840,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3841,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3842,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3843,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3844,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3845,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3846,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3847,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3848,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3849,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3850,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3851,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3852,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3853,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3854,07_INA,energy,lcv,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3855,07_INA,energy,lcv,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3856,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3857,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3858,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3859,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3860,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3861,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3862,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3863,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3864,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3865,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3866,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3867,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3868,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3869,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3870,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3871,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3872,07_INA,energy,lt,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3873,07_INA,energy,lt,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3874,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3875,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3876,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3877,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3878,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3879,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3880,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3881,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3882,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3883,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3884,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3885,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3886,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3887,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3888,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3889,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3890,07_INA,energy,mt,road,freight,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3891,07_INA,energy,mt,road,freight,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3892,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3893,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3894,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3895,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3896,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3897,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3898,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3899,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3900,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3901,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3902,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3903,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3904,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3905,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3906,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3907,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3908,07_INA,energy,suv,road,passenger,reference,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3909,07_INA,energy,suv,road,passenger,target,pj,1998,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3910,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3911,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3912,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3913,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3914,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3915,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3916,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3917,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3918,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3919,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3920,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3921,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3922,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3923,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3924,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3925,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3926,07_INA,energy,2w,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3927,07_INA,energy,2w,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3928,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3929,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3930,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3931,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3932,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3933,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3934,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3935,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3936,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3937,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3938,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3939,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3940,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3941,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3942,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3943,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3944,07_INA,energy,2w,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3945,07_INA,energy,2w,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_g,0.0
3946,07_INA,energy,all,air,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,77.66347485
3947,07_INA,energy,all,air,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,77.66347485
3948,07_INA,energy,all,air,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3949,07_INA,energy,all,air,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3950,07_INA,energy,all,air,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3951,07_INA,energy,all,air,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3952,07_INA,energy,all,nonspecified,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,2.814497718
3953,07_INA,energy,all,nonspecified,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,2.814497718
3954,07_INA,energy,all,pipeline,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3955,07_INA,energy,all,pipeline,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3956,07_INA,energy,all,rail,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3957,07_INA,energy,all,rail,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3958,07_INA,energy,all,rail,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3959,07_INA,energy,all,rail,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3960,07_INA,energy,all,rail,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3961,07_INA,energy,all,rail,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3962,07_INA,energy,all,road,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,1421.36835
3963,07_INA,energy,all,road,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,1421.36835
3964,07_INA,energy,all,road,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3965,07_INA,energy,all,road,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3966,07_INA,energy,all,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3967,07_INA,energy,all,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3968,07_INA,energy,all,ship,combined,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.15661279
3969,07_INA,energy,all,ship,combined,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.15661279
3970,07_INA,energy,all,ship,freight,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3971,07_INA,energy,all,ship,freight,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3972,07_INA,energy,all,ship,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3973,07_INA,energy,all,ship,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3974,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3975,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,all,0.0
3976,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3977,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,bev,0.0
3978,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3979,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,cng,0.0
3980,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3981,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,fcev,0.0
3982,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3983,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_d,0.0
3984,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3985,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,ice_g,0.0
3986,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3987,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,lpg,0.0
3988,07_INA,energy,bus,road,passenger,reference,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
3989,07_INA,energy,bus,road,passenger,target,pj,1999,all,yearly,pj,national,no_comment,9th_outlook_esto,phev_d,0.0
