Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Source
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,08_JPN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,09_ROK,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,09_ROK,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,10_MAS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,10_MAS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,11_MEX,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,11_MEX,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,11_MEX,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,12_NZ,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,13_PNG,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,13_PNG,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,14_PE,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,14_PE,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,15_RP,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,15_RP,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,15_RP,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,16_RUS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,17_SIN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,17_SIN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,18_CT,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,18_CT,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,19_THA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,20_USA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,13_PNG,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,13_PNG,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,17_SIN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,freight,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,13_PNG,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,13_PNG,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
rail,passenger,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Turnover_rate,,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,Load,Tonnes,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,PJ per km ,0.0,8th edition transport model,Reference
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,Occupancy,Passengers,0.0,8th edition transport model,Reference
