Economy,Year,Transport Type,Vehicle Type,Turnover_rate,Scenario
12_NZ,2019,passenger,lv,0.09,Reference
12_NZ,2020,freight,ht,0.0699999999999999,Reference
12_NZ,2020,freight,lt,0.0699999999999999,Reference
12_NZ,2020,passenger,2w,0.11,Reference
12_NZ,2020,passenger,bus,0.05,Reference
12_NZ,2020,passenger,lt,0.0699999999999999,Reference
12_NZ,2020,passenger,lv,0.09,Reference
12_NZ,2021,freight,ht,0.0699999999999999,Reference
12_NZ,2021,freight,lt,0.0699999999999999,Reference
12_NZ,2021,passenger,2w,0.11,Reference
12_NZ,2021,passenger,bus,0.05,Reference
12_NZ,2021,passenger,lt,0.0699999999999999,Reference
12_NZ,2021,passenger,lv,0.09,Reference
12_NZ,2022,freight,ht,0.0699999999999999,Reference
12_NZ,2022,freight,lt,0.0699999999999999,Reference
12_NZ,2022,passenger,2w,0.11,Reference
12_NZ,2022,passenger,bus,0.05,Reference
12_NZ,2022,passenger,lt,0.0699999999999999,Reference
12_NZ,2022,passenger,lv,0.09,Reference
12_NZ,2023,freight,ht,0.0699999999999999,Reference
12_NZ,2023,freight,lt,0.0699999999999999,Reference
12_NZ,2023,passenger,2w,0.11,Reference
12_NZ,2023,passenger,bus,0.05,Reference
12_NZ,2023,passenger,lt,0.0699999999999999,Reference
12_NZ,2023,passenger,lv,0.09,Reference
12_NZ,2024,freight,ht,0.0699999999999999,Reference
12_NZ,2024,freight,lt,0.0699999999999999,Reference
12_NZ,2024,passenger,2w,0.11,Reference
12_NZ,2024,passenger,bus,0.05,Reference
12_NZ,2024,passenger,lt,0.0699999999999999,Reference
12_NZ,2024,passenger,lv,0.09,Reference
12_NZ,2025,freight,ht,0.0699999999999999,Reference
12_NZ,2025,freight,lt,0.0699999999999999,Reference
12_NZ,2025,passenger,2w,0.11,Reference
12_NZ,2025,passenger,bus,0.05,Reference
12_NZ,2025,passenger,lt,0.0699999999999999,Reference
12_NZ,2025,passenger,lv,0.09,Reference
12_NZ,2026,freight,ht,0.0699999999999999,Reference
12_NZ,2026,freight,lt,0.0699999999999999,Reference
12_NZ,2026,passenger,2w,0.11,Reference
12_NZ,2026,passenger,bus,0.05,Reference
12_NZ,2026,passenger,lt,0.0699999999999999,Reference
12_NZ,2026,passenger,lv,0.09,Reference
12_NZ,2027,freight,ht,0.0699999999999999,Reference
12_NZ,2027,freight,lt,0.0699999999999999,Reference
12_NZ,2027,passenger,2w,0.11,Reference
12_NZ,2027,passenger,bus,0.05,Reference
12_NZ,2027,passenger,lt,0.0699999999999999,Reference
12_NZ,2027,passenger,lv,0.09,Reference
12_NZ,2028,freight,ht,0.0699999999999999,Reference
12_NZ,2028,freight,lt,0.0699999999999999,Reference
12_NZ,2028,passenger,2w,0.11,Reference
12_NZ,2028,passenger,bus,0.05,Reference
12_NZ,2028,passenger,lt,0.0699999999999999,Reference
12_NZ,2028,passenger,lv,0.09,Reference
12_NZ,2029,freight,ht,0.0699999999999999,Reference
12_NZ,2029,freight,lt,0.0699999999999999,Reference
12_NZ,2029,passenger,2w,0.11,Reference
12_NZ,2029,passenger,bus,0.05,Reference
12_NZ,2029,passenger,lt,0.0699999999999999,Reference
12_NZ,2029,passenger,lv,0.09,Reference
12_NZ,2030,freight,ht,0.0699999999999999,Reference
12_NZ,2030,freight,lt,0.0699999999999999,Reference
12_NZ,2030,passenger,2w,0.11,Reference
12_NZ,2030,passenger,bus,0.05,Reference
12_NZ,2030,passenger,lt,0.0699999999999999,Reference
12_NZ,2030,passenger,lv,0.09,Reference
12_NZ,2031,freight,ht,0.0699999999999999,Reference
12_NZ,2031,freight,lt,0.0699999999999999,Reference
12_NZ,2031,passenger,2w,0.11,Reference
12_NZ,2031,passenger,bus,0.05,Reference
12_NZ,2031,passenger,lt,0.0699999999999999,Reference
12_NZ,2031,passenger,lv,0.09,Reference
12_NZ,2032,freight,ht,0.0699999999999999,Reference
12_NZ,2032,freight,lt,0.0699999999999999,Reference
12_NZ,2032,passenger,2w,0.11,Reference
12_NZ,2032,passenger,bus,0.05,Reference
12_NZ,2032,passenger,lt,0.0699999999999999,Reference
12_NZ,2032,passenger,lv,0.09,Reference
12_NZ,2033,freight,ht,0.0699999999999999,Reference
12_NZ,2033,freight,lt,0.0699999999999999,Reference
12_NZ,2033,passenger,2w,0.11,Reference
12_NZ,2033,passenger,bus,0.05,Reference
12_NZ,2033,passenger,lt,0.0699999999999999,Reference
12_NZ,2033,passenger,lv,0.09,Reference
12_NZ,2034,freight,ht,0.0699999999999999,Reference
12_NZ,2034,freight,lt,0.0699999999999999,Reference
12_NZ,2034,passenger,2w,0.11,Reference
12_NZ,2034,passenger,bus,0.05,Reference
12_NZ,2034,passenger,lt,0.0699999999999999,Reference
12_NZ,2034,passenger,lv,0.09,Reference
12_NZ,2035,freight,ht,0.0699999999999999,Reference
12_NZ,2035,freight,lt,0.0699999999999999,Reference
12_NZ,2035,passenger,2w,0.11,Reference
12_NZ,2035,passenger,bus,0.05,Reference
12_NZ,2035,passenger,lt,0.0699999999999999,Reference
12_NZ,2035,passenger,lv,0.09,Reference
12_NZ,2036,freight,ht,0.0699999999999999,Reference
12_NZ,2036,freight,lt,0.0699999999999999,Reference
12_NZ,2036,passenger,2w,0.11,Reference
12_NZ,2036,passenger,bus,0.05,Reference
12_NZ,2036,passenger,lt,0.0699999999999999,Reference
12_NZ,2036,passenger,lv,0.09,Reference
12_NZ,2037,freight,ht,0.0699999999999999,Reference
12_NZ,2037,freight,lt,0.0699999999999999,Reference
12_NZ,2037,passenger,2w,0.11,Reference
12_NZ,2037,passenger,bus,0.05,Reference
12_NZ,2037,passenger,lt,0.0699999999999999,Reference
12_NZ,2037,passenger,lv,0.09,Reference
12_NZ,2038,freight,ht,0.0699999999999999,Reference
12_NZ,2038,freight,lt,0.0699999999999999,Reference
12_NZ,2038,passenger,2w,0.11,Reference
12_NZ,2038,passenger,bus,0.05,Reference
12_NZ,2038,passenger,lt,0.0699999999999999,Reference
12_NZ,2038,passenger,lv,0.09,Reference
12_NZ,2039,freight,ht,0.0699999999999999,Reference
12_NZ,2039,freight,lt,0.0699999999999999,Reference
12_NZ,2039,passenger,2w,0.11,Reference
12_NZ,2039,passenger,bus,0.05,Reference
12_NZ,2039,passenger,lt,0.0699999999999999,Reference
12_NZ,2039,passenger,lv,0.09,Reference
12_NZ,2040,freight,ht,0.0699999999999999,Reference
12_NZ,2040,freight,lt,0.0699999999999999,Reference
12_NZ,2040,passenger,2w,0.11,Reference
12_NZ,2040,passenger,bus,0.05,Reference
12_NZ,2040,passenger,lt,0.0699999999999999,Reference
12_NZ,2040,passenger,lv,0.09,Reference
12_NZ,2041,freight,ht,0.0699999999999999,Reference
12_NZ,2041,freight,lt,0.0699999999999999,Reference
12_NZ,2041,passenger,2w,0.11,Reference
12_NZ,2041,passenger,bus,0.05,Reference
12_NZ,2041,passenger,lt,0.0699999999999999,Reference
12_NZ,2041,passenger,lv,0.09,Reference
12_NZ,2042,freight,ht,0.0699999999999999,Reference
12_NZ,2042,freight,lt,0.0699999999999999,Reference
12_NZ,2042,passenger,2w,0.11,Reference
12_NZ,2042,passenger,bus,0.05,Reference
12_NZ,2042,passenger,lt,0.0699999999999999,Reference
12_NZ,2042,passenger,lv,0.09,Reference
12_NZ,2043,freight,ht,0.0699999999999999,Reference
12_NZ,2043,freight,lt,0.0699999999999999,Reference
12_NZ,2043,passenger,2w,0.11,Reference
12_NZ,2043,passenger,bus,0.05,Reference
12_NZ,2043,passenger,lt,0.0699999999999999,Reference
12_NZ,2043,passenger,lv,0.09,Reference
12_NZ,2044,freight,ht,0.0699999999999999,Reference
12_NZ,2044,freight,lt,0.0699999999999999,Reference
12_NZ,2044,passenger,2w,0.11,Reference
12_NZ,2044,passenger,bus,0.05,Reference
12_NZ,2044,passenger,lt,0.0699999999999999,Reference
12_NZ,2044,passenger,lv,0.09,Reference
12_NZ,2045,freight,ht,0.0699999999999999,Reference
12_NZ,2045,freight,lt,0.0699999999999999,Reference
12_NZ,2045,passenger,2w,0.11,Reference
12_NZ,2045,passenger,bus,0.05,Reference
12_NZ,2045,passenger,lt,0.0699999999999999,Reference
12_NZ,2045,passenger,lv,0.09,Reference
12_NZ,2046,freight,ht,0.0699999999999999,Reference
12_NZ,2046,freight,lt,0.0699999999999999,Reference
12_NZ,2046,passenger,2w,0.11,Reference
12_NZ,2046,passenger,bus,0.05,Reference
12_NZ,2046,passenger,lt,0.0699999999999999,Reference
12_NZ,2046,passenger,lv,0.09,Reference
12_NZ,2047,freight,ht,0.0699999999999999,Reference
12_NZ,2047,freight,lt,0.0699999999999999,Reference
12_NZ,2047,passenger,2w,0.11,Reference
12_NZ,2047,passenger,bus,0.05,Reference
12_NZ,2047,passenger,lt,0.0699999999999999,Reference
12_NZ,2047,passenger,lv,0.09,Reference
12_NZ,2048,freight,ht,0.0699999999999999,Reference
12_NZ,2048,freight,lt,0.0699999999999999,Reference
12_NZ,2048,passenger,2w,0.11,Reference
12_NZ,2048,passenger,bus,0.05,Reference
12_NZ,2048,passenger,lt,0.0699999999999999,Reference
12_NZ,2048,passenger,lv,0.09,Reference
12_NZ,2049,freight,ht,0.0699999999999999,Reference
12_NZ,2049,freight,lt,0.0699999999999999,Reference
12_NZ,2049,passenger,2w,0.11,Reference
12_NZ,2049,passenger,bus,0.05,Reference
12_NZ,2049,passenger,lt,0.0699999999999999,Reference
12_NZ,2049,passenger,lv,0.09,Reference
12_NZ,2050,freight,ht,0.0699999999999999,Reference
12_NZ,2050,freight,lt,0.0699999999999999,Reference
12_NZ,2050,passenger,2w,0.11,Reference
12_NZ,2050,passenger,bus,0.05,Reference
12_NZ,2050,passenger,lt,0.0699999999999999,Reference
12_NZ,2050,passenger,lv,0.09,Reference
13_PNG,2018,freight,ht,0.0699999999999999,Reference
13_PNG,2018,freight,lt,0.0699999999999999,Reference
13_PNG,2018,passenger,2w,0.11,Reference
13_PNG,2018,passenger,bus,0.05,Reference
13_PNG,2018,passenger,lt,0.0699999999999999,Reference
13_PNG,2018,passenger,lv,0.09,Reference
13_PNG,2019,freight,ht,0.0699999999999999,Reference
13_PNG,2019,freight,lt,0.0699999999999999,Reference
13_PNG,2019,passenger,2w,0.11,Reference
13_PNG,2019,passenger,bus,0.05,Reference
13_PNG,2019,passenger,lt,0.0699999999999999,Reference
13_PNG,2019,passenger,lv,0.09,Reference
13_PNG,2020,freight,ht,0.0699999999999999,Reference
13_PNG,2020,freight,lt,0.0699999999999999,Reference
13_PNG,2020,passenger,2w,0.11,Reference
13_PNG,2020,passenger,bus,0.05,Reference
13_PNG,2020,passenger,lt,0.0699999999999999,Reference
13_PNG,2020,passenger,lv,0.09,Reference
13_PNG,2021,freight,ht,0.0699999999999999,Reference
13_PNG,2021,freight,lt,0.0699999999999999,Reference
13_PNG,2021,passenger,2w,0.11,Reference
13_PNG,2021,passenger,bus,0.05,Reference
13_PNG,2021,passenger,lt,0.0699999999999999,Reference
13_PNG,2021,passenger,lv,0.09,Reference
13_PNG,2022,freight,ht,0.0699999999999999,Reference
13_PNG,2022,freight,lt,0.0699999999999999,Reference
13_PNG,2022,passenger,2w,0.11,Reference
13_PNG,2022,passenger,bus,0.05,Reference
13_PNG,2022,passenger,lt,0.0699999999999999,Reference
13_PNG,2022,passenger,lv,0.09,Reference
13_PNG,2023,freight,ht,0.0699999999999999,Reference
13_PNG,2023,freight,lt,0.0699999999999999,Reference
13_PNG,2023,passenger,2w,0.11,Reference
13_PNG,2023,passenger,bus,0.05,Reference
13_PNG,2023,passenger,lt,0.0699999999999999,Reference
13_PNG,2023,passenger,lv,0.09,Reference
13_PNG,2024,freight,ht,0.0699999999999999,Reference
13_PNG,2024,freight,lt,0.0699999999999999,Reference
13_PNG,2024,passenger,2w,0.11,Reference
13_PNG,2024,passenger,bus,0.05,Reference
13_PNG,2024,passenger,lt,0.0699999999999999,Reference
13_PNG,2024,passenger,lv,0.09,Reference
13_PNG,2025,freight,ht,0.0699999999999999,Reference
13_PNG,2025,freight,lt,0.0699999999999999,Reference
13_PNG,2025,passenger,2w,0.11,Reference
13_PNG,2025,passenger,bus,0.05,Reference
13_PNG,2025,passenger,lt,0.0699999999999999,Reference
13_PNG,2025,passenger,lv,0.09,Reference
13_PNG,2026,freight,ht,0.0699999999999999,Reference
13_PNG,2026,freight,lt,0.0699999999999999,Reference
13_PNG,2026,passenger,2w,0.11,Reference
13_PNG,2026,passenger,bus,0.05,Reference
13_PNG,2026,passenger,lt,0.0699999999999999,Reference
13_PNG,2026,passenger,lv,0.09,Reference
13_PNG,2027,freight,ht,0.0699999999999999,Reference
13_PNG,2027,freight,lt,0.0699999999999999,Reference
13_PNG,2027,passenger,2w,0.11,Reference
13_PNG,2027,passenger,bus,0.05,Reference
13_PNG,2027,passenger,lt,0.0699999999999999,Reference
13_PNG,2027,passenger,lv,0.09,Reference
13_PNG,2028,freight,ht,0.0699999999999999,Reference
13_PNG,2028,freight,lt,0.0699999999999999,Reference
13_PNG,2028,passenger,2w,0.11,Reference
13_PNG,2028,passenger,bus,0.05,Reference
13_PNG,2028,passenger,lt,0.0699999999999999,Reference
13_PNG,2028,passenger,lv,0.09,Reference
13_PNG,2029,freight,ht,0.0699999999999999,Reference
13_PNG,2029,freight,lt,0.0699999999999999,Reference
13_PNG,2029,passenger,2w,0.11,Reference
13_PNG,2029,passenger,bus,0.05,Reference
13_PNG,2029,passenger,lt,0.0699999999999999,Reference
13_PNG,2029,passenger,lv,0.09,Reference
13_PNG,2030,freight,ht,0.0699999999999999,Reference
13_PNG,2030,freight,lt,0.0699999999999999,Reference
13_PNG,2030,passenger,2w,0.11,Reference
13_PNG,2030,passenger,bus,0.05,Reference
13_PNG,2030,passenger,lt,0.0699999999999999,Reference
13_PNG,2030,passenger,lv,0.09,Reference
13_PNG,2031,freight,ht,0.0699999999999999,Reference
13_PNG,2031,freight,lt,0.0699999999999999,Reference
13_PNG,2031,passenger,2w,0.11,Reference
13_PNG,2031,passenger,bus,0.05,Reference
13_PNG,2031,passenger,lt,0.0699999999999999,Reference
13_PNG,2031,passenger,lv,0.09,Reference
13_PNG,2032,freight,ht,0.0699999999999999,Reference
13_PNG,2032,freight,lt,0.0699999999999999,Reference
13_PNG,2032,passenger,2w,0.11,Reference
13_PNG,2032,passenger,bus,0.05,Reference
13_PNG,2032,passenger,lt,0.0699999999999999,Reference
13_PNG,2032,passenger,lv,0.09,Reference
13_PNG,2033,freight,ht,0.0699999999999999,Reference
13_PNG,2033,freight,lt,0.0699999999999999,Reference
13_PNG,2033,passenger,2w,0.11,Reference
13_PNG,2033,passenger,bus,0.05,Reference
13_PNG,2033,passenger,lt,0.0699999999999999,Reference
13_PNG,2033,passenger,lv,0.09,Reference
13_PNG,2034,freight,ht,0.0699999999999999,Reference
13_PNG,2034,freight,lt,0.0699999999999999,Reference
13_PNG,2034,passenger,2w,0.11,Reference
13_PNG,2034,passenger,bus,0.05,Reference
13_PNG,2034,passenger,lt,0.0699999999999999,Reference
13_PNG,2034,passenger,lv,0.09,Reference
13_PNG,2035,freight,ht,0.0699999999999999,Reference
13_PNG,2035,freight,lt,0.0699999999999999,Reference
13_PNG,2035,passenger,2w,0.11,Reference
13_PNG,2035,passenger,bus,0.05,Reference
13_PNG,2035,passenger,lt,0.0699999999999999,Reference
13_PNG,2035,passenger,lv,0.09,Reference
13_PNG,2036,freight,ht,0.0699999999999999,Reference
13_PNG,2036,freight,lt,0.0699999999999999,Reference
13_PNG,2036,passenger,2w,0.11,Reference
13_PNG,2036,passenger,bus,0.05,Reference
13_PNG,2036,passenger,lt,0.0699999999999999,Reference
13_PNG,2036,passenger,lv,0.09,Reference
13_PNG,2037,freight,ht,0.0699999999999999,Reference
13_PNG,2037,freight,lt,0.0699999999999999,Reference
13_PNG,2037,passenger,2w,0.11,Reference
13_PNG,2037,passenger,bus,0.05,Reference
13_PNG,2037,passenger,lt,0.0699999999999999,Reference
13_PNG,2037,passenger,lv,0.09,Reference
13_PNG,2038,freight,ht,0.0699999999999999,Reference
13_PNG,2038,freight,lt,0.0699999999999999,Reference
13_PNG,2038,passenger,2w,0.11,Reference
13_PNG,2038,passenger,bus,0.05,Reference
13_PNG,2038,passenger,lt,0.0699999999999999,Reference
13_PNG,2038,passenger,lv,0.09,Reference
13_PNG,2039,freight,ht,0.0699999999999999,Reference
13_PNG,2039,freight,lt,0.0699999999999999,Reference
13_PNG,2039,passenger,2w,0.11,Reference
13_PNG,2039,passenger,bus,0.05,Reference
13_PNG,2039,passenger,lt,0.0699999999999999,Reference
13_PNG,2039,passenger,lv,0.09,Reference
13_PNG,2040,freight,ht,0.0699999999999999,Reference
13_PNG,2040,freight,lt,0.0699999999999999,Reference
13_PNG,2040,passenger,2w,0.11,Reference
13_PNG,2040,passenger,bus,0.05,Reference
13_PNG,2040,passenger,lt,0.0699999999999999,Reference
13_PNG,2040,passenger,lv,0.09,Reference
13_PNG,2041,freight,ht,0.0699999999999999,Reference
13_PNG,2041,freight,lt,0.0699999999999999,Reference
13_PNG,2041,passenger,2w,0.11,Reference
13_PNG,2041,passenger,bus,0.05,Reference
13_PNG,2041,passenger,lt,0.0699999999999999,Reference
13_PNG,2041,passenger,lv,0.09,Reference
13_PNG,2042,freight,ht,0.0699999999999999,Reference
13_PNG,2042,freight,lt,0.0699999999999999,Reference
13_PNG,2042,passenger,2w,0.11,Reference
13_PNG,2042,passenger,bus,0.05,Reference
13_PNG,2042,passenger,lt,0.0699999999999999,Reference
13_PNG,2042,passenger,lv,0.09,Reference
13_PNG,2043,freight,ht,0.0699999999999999,Reference
13_PNG,2043,freight,lt,0.0699999999999999,Reference
13_PNG,2043,passenger,2w,0.11,Reference
13_PNG,2043,passenger,bus,0.05,Reference
13_PNG,2043,passenger,lt,0.0699999999999999,Reference
13_PNG,2043,passenger,lv,0.09,Reference
13_PNG,2044,freight,ht,0.0699999999999999,Reference
13_PNG,2044,freight,lt,0.0699999999999999,Reference
13_PNG,2044,passenger,2w,0.11,Reference
13_PNG,2044,passenger,bus,0.05,Reference
13_PNG,2044,passenger,lt,0.0699999999999999,Reference
13_PNG,2044,passenger,lv,0.09,Reference
13_PNG,2045,freight,ht,0.0699999999999999,Reference
13_PNG,2045,freight,lt,0.0699999999999999,Reference
13_PNG,2045,passenger,2w,0.11,Reference
13_PNG,2045,passenger,bus,0.05,Reference
13_PNG,2045,passenger,lt,0.0699999999999999,Reference
13_PNG,2045,passenger,lv,0.09,Reference
13_PNG,2046,freight,ht,0.0699999999999999,Reference
13_PNG,2046,freight,lt,0.0699999999999999,Reference
13_PNG,2046,passenger,2w,0.11,Reference
13_PNG,2046,passenger,bus,0.05,Reference
13_PNG,2046,passenger,lt,0.0699999999999999,Reference
13_PNG,2046,passenger,lv,0.09,Reference
13_PNG,2047,freight,ht,0.0699999999999999,Reference
13_PNG,2047,freight,lt,0.0699999999999999,Reference
13_PNG,2047,passenger,2w,0.11,Reference
13_PNG,2047,passenger,bus,0.05,Reference
13_PNG,2047,passenger,lt,0.0699999999999999,Reference
13_PNG,2047,passenger,lv,0.09,Reference
13_PNG,2048,freight,ht,0.0699999999999999,Reference
13_PNG,2048,freight,lt,0.0699999999999999,Reference
13_PNG,2048,passenger,2w,0.11,Reference
13_PNG,2048,passenger,bus,0.05,Reference
13_PNG,2048,passenger,lt,0.0699999999999999,Reference
13_PNG,2048,passenger,lv,0.09,Reference
13_PNG,2049,freight,ht,0.0699999999999999,Reference
13_PNG,2049,freight,lt,0.0699999999999999,Reference
13_PNG,2049,passenger,2w,0.11,Reference
13_PNG,2049,passenger,bus,0.05,Reference
13_PNG,2049,passenger,lt,0.0699999999999999,Reference
13_PNG,2049,passenger,lv,0.09,Reference
13_PNG,2050,freight,ht,0.0699999999999999,Reference
13_PNG,2050,freight,lt,0.0699999999999999,Reference
13_PNG,2050,passenger,2w,0.11,Reference
13_PNG,2050,passenger,bus,0.05,Reference
13_PNG,2050,passenger,lt,0.0699999999999999,Reference
13_PNG,2050,passenger,lv,0.09,Reference
14_PE,2018,freight,ht,0.0699999999999999,Reference
14_PE,2018,freight,lt,0.0699999999999999,Reference
14_PE,2018,passenger,2w,0.11,Reference
14_PE,2018,passenger,bus,0.05,Reference
14_PE,2018,passenger,lt,0.0699999999999999,Reference
14_PE,2018,passenger,lv,0.09,Reference
14_PE,2019,freight,ht,0.0699999999999999,Reference
14_PE,2019,freight,lt,0.0699999999999999,Reference
14_PE,2019,passenger,2w,0.11,Reference
14_PE,2019,passenger,bus,0.05,Reference
14_PE,2019,passenger,lt,0.0699999999999999,Reference
14_PE,2019,passenger,lv,0.09,Reference
14_PE,2020,freight,ht,0.0699999999999999,Reference
14_PE,2020,freight,lt,0.0699999999999999,Reference
14_PE,2020,passenger,2w,0.11,Reference
14_PE,2020,passenger,bus,0.05,Reference
14_PE,2020,passenger,lt,0.0699999999999999,Reference
14_PE,2020,passenger,lv,0.09,Reference
14_PE,2021,freight,ht,0.0699999999999999,Reference
14_PE,2021,freight,lt,0.0699999999999999,Reference
14_PE,2021,passenger,2w,0.11,Reference
14_PE,2021,passenger,bus,0.05,Reference
14_PE,2021,passenger,lt,0.0699999999999999,Reference
14_PE,2021,passenger,lv,0.09,Reference
14_PE,2022,freight,ht,0.0699999999999999,Reference
14_PE,2022,freight,lt,0.0699999999999999,Reference
14_PE,2022,passenger,2w,0.11,Reference
14_PE,2022,passenger,bus,0.05,Reference
14_PE,2022,passenger,lt,0.0699999999999999,Reference
14_PE,2022,passenger,lv,0.09,Reference
14_PE,2023,freight,ht,0.0699999999999999,Reference
14_PE,2023,freight,lt,0.0699999999999999,Reference
14_PE,2023,passenger,2w,0.11,Reference
14_PE,2023,passenger,bus,0.05,Reference
14_PE,2023,passenger,lt,0.0699999999999999,Reference
14_PE,2023,passenger,lv,0.09,Reference
14_PE,2024,freight,ht,0.0699999999999999,Reference
14_PE,2024,freight,lt,0.0699999999999999,Reference
14_PE,2024,passenger,2w,0.11,Reference
14_PE,2024,passenger,bus,0.05,Reference
14_PE,2024,passenger,lt,0.0699999999999999,Reference
14_PE,2024,passenger,lv,0.09,Reference
14_PE,2025,freight,ht,0.0699999999999999,Reference
14_PE,2025,freight,lt,0.0699999999999999,Reference
14_PE,2025,passenger,2w,0.11,Reference
14_PE,2025,passenger,bus,0.05,Reference
14_PE,2025,passenger,lt,0.0699999999999999,Reference
14_PE,2025,passenger,lv,0.09,Reference
14_PE,2026,freight,ht,0.0699999999999999,Reference
14_PE,2026,freight,lt,0.0699999999999999,Reference
14_PE,2026,passenger,2w,0.11,Reference
14_PE,2026,passenger,bus,0.05,Reference
14_PE,2026,passenger,lt,0.0699999999999999,Reference
14_PE,2026,passenger,lv,0.09,Reference
14_PE,2027,freight,ht,0.0699999999999999,Reference
14_PE,2027,freight,lt,0.0699999999999999,Reference
14_PE,2027,passenger,2w,0.11,Reference
14_PE,2027,passenger,bus,0.05,Reference
14_PE,2027,passenger,lt,0.0699999999999999,Reference
14_PE,2027,passenger,lv,0.09,Reference
14_PE,2028,freight,ht,0.0699999999999999,Reference
14_PE,2028,freight,lt,0.0699999999999999,Reference
14_PE,2028,passenger,2w,0.11,Reference
14_PE,2028,passenger,bus,0.05,Reference
14_PE,2028,passenger,lt,0.0699999999999999,Reference
14_PE,2028,passenger,lv,0.09,Reference
14_PE,2029,freight,ht,0.0699999999999999,Reference
14_PE,2029,freight,lt,0.0699999999999999,Reference
14_PE,2029,passenger,2w,0.11,Reference
14_PE,2029,passenger,bus,0.05,Reference
14_PE,2029,passenger,lt,0.0699999999999999,Reference
14_PE,2029,passenger,lv,0.09,Reference
14_PE,2030,freight,ht,0.0699999999999999,Reference
14_PE,2030,freight,lt,0.0699999999999999,Reference
14_PE,2030,passenger,2w,0.11,Reference
14_PE,2030,passenger,bus,0.05,Reference
14_PE,2030,passenger,lt,0.0699999999999999,Reference
14_PE,2030,passenger,lv,0.09,Reference
14_PE,2031,freight,ht,0.0699999999999999,Reference
14_PE,2031,freight,lt,0.0699999999999999,Reference
14_PE,2031,passenger,2w,0.11,Reference
14_PE,2031,passenger,bus,0.05,Reference
14_PE,2031,passenger,lt,0.0699999999999999,Reference
14_PE,2031,passenger,lv,0.09,Reference
14_PE,2032,freight,ht,0.0699999999999999,Reference
14_PE,2032,freight,lt,0.0699999999999999,Reference
14_PE,2032,passenger,2w,0.11,Reference
14_PE,2032,passenger,bus,0.05,Reference
14_PE,2032,passenger,lt,0.0699999999999999,Reference
14_PE,2032,passenger,lv,0.09,Reference
14_PE,2033,freight,ht,0.0699999999999999,Reference
14_PE,2033,freight,lt,0.0699999999999999,Reference
14_PE,2033,passenger,2w,0.11,Reference
14_PE,2033,passenger,bus,0.05,Reference
14_PE,2033,passenger,lt,0.0699999999999999,Reference
14_PE,2033,passenger,lv,0.09,Reference
14_PE,2034,freight,ht,0.0699999999999999,Reference
14_PE,2034,freight,lt,0.0699999999999999,Reference
14_PE,2034,passenger,2w,0.11,Reference
14_PE,2034,passenger,bus,0.05,Reference
14_PE,2034,passenger,lt,0.0699999999999999,Reference
14_PE,2034,passenger,lv,0.09,Reference
14_PE,2035,freight,ht,0.0699999999999999,Reference
14_PE,2035,freight,lt,0.0699999999999999,Reference
14_PE,2035,passenger,2w,0.11,Reference
14_PE,2035,passenger,bus,0.05,Reference
14_PE,2035,passenger,lt,0.0699999999999999,Reference
14_PE,2035,passenger,lv,0.09,Reference
14_PE,2036,freight,ht,0.0699999999999999,Reference
14_PE,2036,freight,lt,0.0699999999999999,Reference
14_PE,2036,passenger,2w,0.11,Reference
14_PE,2036,passenger,bus,0.05,Reference
14_PE,2036,passenger,lt,0.0699999999999999,Reference
14_PE,2036,passenger,lv,0.09,Reference
14_PE,2037,freight,ht,0.0699999999999999,Reference
14_PE,2037,freight,lt,0.0699999999999999,Reference
14_PE,2037,passenger,2w,0.11,Reference
14_PE,2037,passenger,bus,0.05,Reference
14_PE,2037,passenger,lt,0.0699999999999999,Reference
14_PE,2037,passenger,lv,0.09,Reference
14_PE,2038,freight,ht,0.0699999999999999,Reference
14_PE,2038,freight,lt,0.0699999999999999,Reference
14_PE,2038,passenger,2w,0.11,Reference
14_PE,2038,passenger,bus,0.05,Reference
14_PE,2038,passenger,lt,0.0699999999999999,Reference
14_PE,2038,passenger,lv,0.09,Reference
14_PE,2039,freight,ht,0.0699999999999999,Reference
14_PE,2039,freight,lt,0.0699999999999999,Reference
14_PE,2039,passenger,2w,0.11,Reference
14_PE,2039,passenger,bus,0.05,Reference
14_PE,2039,passenger,lt,0.0699999999999999,Reference
14_PE,2039,passenger,lv,0.09,Reference
14_PE,2040,freight,ht,0.0699999999999999,Reference
14_PE,2040,freight,lt,0.0699999999999999,Reference
14_PE,2040,passenger,2w,0.11,Reference
14_PE,2040,passenger,bus,0.05,Reference
14_PE,2040,passenger,lt,0.0699999999999999,Reference
14_PE,2040,passenger,lv,0.09,Reference
14_PE,2041,freight,ht,0.0699999999999999,Reference
14_PE,2041,freight,lt,0.0699999999999999,Reference
14_PE,2041,passenger,2w,0.11,Reference
14_PE,2041,passenger,bus,0.05,Reference
14_PE,2041,passenger,lt,0.0699999999999999,Reference
14_PE,2041,passenger,lv,0.09,Reference
14_PE,2042,freight,ht,0.0699999999999999,Reference
14_PE,2042,freight,lt,0.0699999999999999,Reference
14_PE,2042,passenger,2w,0.11,Reference
14_PE,2042,passenger,bus,0.05,Reference
14_PE,2042,passenger,lt,0.0699999999999999,Reference
14_PE,2042,passenger,lv,0.09,Reference
14_PE,2043,freight,ht,0.0699999999999999,Reference
14_PE,2043,freight,lt,0.0699999999999999,Reference
14_PE,2043,passenger,2w,0.11,Reference
14_PE,2043,passenger,bus,0.05,Reference
