Economy,Year,Transport Type,Vehicle Type,Occupancy_or_load,Scenario
20_USA,1997,passenger,bus,21.6245023025328,Reference
20_USA,1997,passenger,lt,1.5,Reference
20_USA,1997,passenger,lv,1.8,Reference
20_USA,1998,freight,2w,0.05,Reference
20_USA,1998,freight,ht,6.0,Reference
20_USA,1998,freight,lt,0.25,Reference
20_USA,1998,passenger,2w,1.25,Reference
20_USA,1998,passenger,bus,21.6070025882463,Reference
20_USA,1998,passenger,lt,1.5,Reference
20_USA,1998,passenger,lv,1.8,Reference
20_USA,1999,freight,2w,0.05,Reference
20_USA,1999,freight,ht,6.0,Reference
20_USA,1999,freight,lt,0.25,Reference
20_USA,1999,passenger,2w,1.25,Reference
20_USA,1999,passenger,bus,22.4565908858019,Reference
20_USA,1999,passenger,lt,1.5,Reference
20_USA,1999,passenger,lv,1.8,Reference
20_USA,2000,freight,2w,0.05,Reference
20_USA,2000,freight,ht,6.0,Reference
20_USA,2000,freight,lt,0.25,Reference
20_USA,2000,passenger,2w,1.25,Reference
20_USA,2000,passenger,bus,34.5789511429022,Reference
20_USA,2000,passenger,lt,1.5,Reference
20_USA,2000,passenger,lv,1.8,Reference
20_USA,2001,freight,2w,0.05,Reference
20_USA,2001,freight,ht,6.0,Reference
20_USA,2001,freight,lt,0.25,Reference
20_USA,2001,passenger,2w,1.25,Reference
20_USA,2001,passenger,bus,32.7497061557864,Reference
20_USA,2001,passenger,lt,1.5,Reference
20_USA,2001,passenger,lv,1.8,Reference
20_USA,2002,freight,2w,0.05,Reference
20_USA,2002,freight,ht,6.0,Reference
20_USA,2002,freight,lt,0.25,Reference
20_USA,2002,passenger,2w,1.25,Reference
20_USA,2002,passenger,bus,32.8935113338509,Reference
20_USA,2002,passenger,lt,1.5,Reference
20_USA,2002,passenger,lv,1.8,Reference
20_USA,2003,freight,2w,0.05,Reference
20_USA,2003,freight,ht,6.0,Reference
20_USA,2003,freight,lt,0.25,Reference
20_USA,2003,passenger,2w,1.25,Reference
20_USA,2003,passenger,bus,32.8974877272691,Reference
20_USA,2003,passenger,lt,1.5,Reference
20_USA,2003,passenger,lv,1.8,Reference
20_USA,2004,freight,2w,0.05,Reference
20_USA,2004,freight,ht,6.0,Reference
20_USA,2004,freight,lt,0.25,Reference
20_USA,2004,passenger,2w,1.25,Reference
20_USA,2004,passenger,bus,32.1765431981959,Reference
20_USA,2004,passenger,lt,1.5,Reference
20_USA,2004,passenger,lv,1.8,Reference
20_USA,2005,freight,2w,0.05,Reference
20_USA,2005,freight,ht,6.0,Reference
20_USA,2005,freight,lt,0.25,Reference
20_USA,2005,passenger,2w,1.25,Reference
20_USA,2005,passenger,bus,31.307891252925,Reference
20_USA,2005,passenger,lt,1.5,Reference
20_USA,2005,passenger,lv,1.8,Reference
20_USA,2006,freight,2w,0.05,Reference
20_USA,2006,freight,ht,6.0,Reference
20_USA,2006,freight,lt,0.25,Reference
20_USA,2006,passenger,2w,1.25,Reference
20_USA,2006,passenger,bus,32.6237753898405,Reference
20_USA,2006,passenger,lt,1.5,Reference
20_USA,2006,passenger,lv,1.8,Reference
20_USA,2007,freight,2w,0.05,Reference
20_USA,2007,freight,ht,6.0,Reference
20_USA,2007,freight,lt,0.25,Reference
20_USA,2007,passenger,2w,1.25,Reference
20_USA,2007,passenger,bus,32.8697680533033,Reference
20_USA,2007,passenger,lt,1.5,Reference
20_USA,2007,passenger,lv,1.8,Reference
20_USA,2008,freight,2w,0.05,Reference
20_USA,2008,freight,ht,6.0,Reference
20_USA,2008,freight,lt,0.25,Reference
20_USA,2008,passenger,2w,1.25,Reference
20_USA,2008,passenger,bus,33.2163844165688,Reference
20_USA,2008,passenger,lt,1.5,Reference
20_USA,2008,passenger,lv,1.8,Reference
20_USA,2009,freight,2w,0.05,Reference
20_USA,2009,freight,ht,6.0,Reference
20_USA,2009,freight,lt,0.25,Reference
20_USA,2009,passenger,2w,1.25,Reference
20_USA,2009,passenger,bus,31.5840926868168,Reference
20_USA,2009,passenger,lt,1.5,Reference
20_USA,2009,passenger,lv,1.8,Reference
20_USA,2010,freight,2w,0.05,Reference
20_USA,2010,freight,ht,6.0,Reference
20_USA,2010,freight,lt,0.25,Reference
20_USA,2010,passenger,2w,1.25,Reference
20_USA,2010,passenger,bus,30.6443358514801,Reference
20_USA,2010,passenger,lt,1.5,Reference
20_USA,2010,passenger,lv,1.8,Reference
20_USA,2011,freight,2w,0.05,Reference
20_USA,2011,freight,ht,6.0,Reference
20_USA,2011,freight,lt,0.25,Reference
20_USA,2011,passenger,2w,1.25,Reference
20_USA,2011,passenger,bus,37.705078172926,Reference
20_USA,2011,passenger,lt,1.5,Reference
20_USA,2011,passenger,lv,1.8,Reference
20_USA,2012,freight,2w,0.05,Reference
20_USA,2012,freight,ht,6.0,Reference
20_USA,2012,freight,lt,0.25,Reference
20_USA,2012,passenger,2w,1.25,Reference
20_USA,2012,passenger,bus,34.154552705187,Reference
20_USA,2012,passenger,lt,1.5,Reference
20_USA,2012,passenger,lv,1.8,Reference
20_USA,2013,freight,2w,0.05,Reference
20_USA,2013,freight,ht,6.0,Reference
20_USA,2013,freight,lt,0.25,Reference
20_USA,2013,passenger,2w,1.25,Reference
20_USA,2013,passenger,bus,30.9277929056499,Reference
20_USA,2013,passenger,lt,1.5,Reference
20_USA,2013,passenger,lv,1.8,Reference
20_USA,2014,freight,2w,0.05,Reference
20_USA,2014,freight,ht,6.0,Reference
20_USA,2014,freight,lt,0.25,Reference
20_USA,2014,passenger,2w,1.25,Reference
20_USA,2014,passenger,bus,31.7806242483787,Reference
20_USA,2014,passenger,lt,1.5,Reference
20_USA,2014,passenger,lv,1.8,Reference
20_USA,2015,freight,2w,0.05,Reference
20_USA,2015,freight,ht,6.0,Reference
20_USA,2015,freight,lt,0.25,Reference
20_USA,2015,passenger,2w,1.25,Reference
20_USA,2015,passenger,bus,31.7421097792159,Reference
20_USA,2015,passenger,lt,1.5,Reference
20_USA,2015,passenger,lv,1.8,Reference
20_USA,2016,freight,2w,0.04975,Reference
20_USA,2016,freight,ht,5.97,Reference
20_USA,2016,freight,lt,0.24875,Reference
20_USA,2016,passenger,2w,1.24625,Reference
20_USA,2016,passenger,bus,32.3301569751378,Reference
20_USA,2016,passenger,lt,1.4955,Reference
20_USA,2016,passenger,lv,1.7946,Reference
21_VN,1990,freight,2w,0.05,Reference
21_VN,1990,freight,ht,3.0,Reference
21_VN,1990,freight,lt,0.4,Reference
21_VN,1990,passenger,2w,1.35,Reference
21_VN,1990,passenger,lt,2.0,Reference
21_VN,1990,passenger,lv,1.2,Reference
21_VN,1991,freight,2w,0.05,Reference
21_VN,1991,freight,ht,3.0,Reference
21_VN,1991,freight,lt,0.4,Reference
21_VN,1991,passenger,2w,1.35,Reference
21_VN,1991,passenger,lt,2.0,Reference
21_VN,1991,passenger,lv,1.2,Reference
21_VN,1992,freight,2w,0.05,Reference
21_VN,1992,freight,ht,3.0,Reference
21_VN,1992,freight,lt,0.4,Reference
21_VN,1992,passenger,2w,1.35,Reference
21_VN,1992,passenger,lt,2.0,Reference
21_VN,1992,passenger,lv,1.2,Reference
21_VN,1993,freight,2w,0.05,Reference
21_VN,1993,freight,ht,3.0,Reference
21_VN,1993,freight,lt,0.4,Reference
21_VN,1993,passenger,2w,1.35,Reference
21_VN,1993,passenger,lt,2.0,Reference
21_VN,1993,passenger,lv,1.2,Reference
21_VN,1994,freight,2w,0.05,Reference
21_VN,1994,freight,ht,3.0,Reference
21_VN,1994,freight,lt,0.4,Reference
21_VN,1994,passenger,2w,1.35,Reference
21_VN,1994,passenger,lt,2.0,Reference
21_VN,1994,passenger,lv,1.2,Reference
21_VN,1995,freight,2w,0.05,Reference
21_VN,1995,freight,ht,3.0,Reference
21_VN,1995,freight,lt,0.4,Reference
21_VN,1995,passenger,2w,1.35,Reference
21_VN,1995,passenger,lt,2.0,Reference
21_VN,1995,passenger,lv,1.2,Reference
21_VN,1996,freight,2w,0.05,Reference
21_VN,1996,freight,ht,3.0,Reference
21_VN,1996,freight,lt,0.4,Reference
21_VN,1996,passenger,2w,1.35,Reference
21_VN,1996,passenger,lt,2.0,Reference
21_VN,1996,passenger,lv,1.2,Reference
21_VN,1997,freight,2w,0.05,Reference
21_VN,1997,freight,ht,3.0,Reference
21_VN,1997,freight,lt,0.4,Reference
21_VN,1997,passenger,2w,1.35,Reference
21_VN,1997,passenger,lt,2.0,Reference
21_VN,1997,passenger,lv,1.2,Reference
21_VN,1998,freight,2w,0.05,Reference
21_VN,1998,freight,ht,3.0,Reference
21_VN,1998,freight,lt,0.4,Reference
21_VN,1998,passenger,2w,1.35,Reference
21_VN,1998,passenger,lt,2.0,Reference
21_VN,1998,passenger,lv,1.2,Reference
21_VN,1999,freight,2w,0.05,Reference
21_VN,1999,freight,ht,3.0,Reference
21_VN,1999,freight,lt,0.4,Reference
21_VN,1999,passenger,2w,1.35,Reference
21_VN,1999,passenger,lt,2.0,Reference
21_VN,1999,passenger,lv,1.2,Reference
21_VN,2000,freight,2w,0.05,Reference
21_VN,2000,freight,ht,3.0,Reference
21_VN,2000,freight,lt,0.4,Reference
21_VN,2000,passenger,2w,1.35,Reference
21_VN,2000,passenger,lt,2.0,Reference
21_VN,2000,passenger,lv,1.2,Reference
21_VN,2001,freight,2w,0.05,Reference
21_VN,2001,freight,ht,3.0,Reference
21_VN,2001,freight,lt,0.4,Reference
21_VN,2001,passenger,2w,1.35,Reference
21_VN,2001,passenger,lt,2.0,Reference
21_VN,2001,passenger,lv,1.2,Reference
21_VN,2002,freight,2w,0.05,Reference
21_VN,2002,freight,ht,3.0,Reference
21_VN,2002,freight,lt,0.4,Reference
21_VN,2002,passenger,2w,1.35,Reference
21_VN,2002,passenger,lt,2.0,Reference
21_VN,2002,passenger,lv,1.2,Reference
21_VN,2003,freight,2w,0.05,Reference
21_VN,2003,freight,ht,3.0,Reference
21_VN,2003,freight,lt,0.4,Reference
21_VN,2003,passenger,2w,1.35,Reference
21_VN,2003,passenger,lt,2.0,Reference
21_VN,2003,passenger,lv,1.2,Reference
21_VN,2004,freight,2w,0.05,Reference
21_VN,2004,freight,ht,3.0,Reference
21_VN,2004,freight,lt,0.4,Reference
21_VN,2004,passenger,2w,1.35,Reference
21_VN,2004,passenger,bus,24.0568711358083,Reference
21_VN,2004,passenger,lt,2.0,Reference
21_VN,2004,passenger,lv,1.2,Reference
21_VN,2005,freight,2w,0.05,Reference
21_VN,2005,freight,ht,3.0,Reference
21_VN,2005,freight,lt,0.4,Reference
21_VN,2005,passenger,2w,1.35,Reference
21_VN,2005,passenger,bus,24.7297716019086,Reference
21_VN,2005,passenger,lt,2.0,Reference
21_VN,2005,passenger,lv,1.2,Reference
21_VN,2006,freight,2w,0.05,Reference
21_VN,2006,freight,ht,3.0,Reference
21_VN,2006,freight,lt,0.4,Reference
21_VN,2006,passenger,2w,1.35,Reference
21_VN,2006,passenger,bus,27.5674903437078,Reference
21_VN,2006,passenger,lt,2.0,Reference
21_VN,2006,passenger,lv,1.2,Reference
21_VN,2007,freight,2w,0.05,Reference
21_VN,2007,freight,ht,3.0,Reference
21_VN,2007,freight,lt,0.4,Reference
21_VN,2007,passenger,2w,1.35,Reference
21_VN,2007,passenger,bus,28.4312041914575,Reference
21_VN,2007,passenger,lt,2.0,Reference
21_VN,2007,passenger,lv,1.2,Reference
21_VN,2008,freight,2w,0.05,Reference
21_VN,2008,freight,ht,3.0,Reference
21_VN,2008,freight,lt,0.4,Reference
21_VN,2008,passenger,2w,1.35,Reference
21_VN,2008,passenger,bus,28.6483920197894,Reference
21_VN,2008,passenger,lt,2.0,Reference
21_VN,2008,passenger,lv,1.2,Reference
21_VN,2009,freight,2w,0.05,Reference
21_VN,2009,freight,ht,3.0,Reference
21_VN,2009,freight,lt,0.4,Reference
21_VN,2009,passenger,2w,1.35,Reference
21_VN,2009,passenger,bus,30.3115103042986,Reference
21_VN,2009,passenger,lt,2.0,Reference
21_VN,2009,passenger,lv,1.2,Reference
21_VN,2010,freight,2w,0.05,Reference
21_VN,2010,freight,ht,3.0,Reference
21_VN,2010,freight,lt,0.4,Reference
21_VN,2010,passenger,2w,1.35,Reference
21_VN,2010,passenger,bus,19.2741668782768,Reference
21_VN,2010,passenger,lt,2.0,Reference
21_VN,2010,passenger,lv,1.2,Reference
21_VN,2011,freight,2w,0.05,Reference
21_VN,2011,freight,ht,3.0,Reference
21_VN,2011,freight,lt,0.4,Reference
21_VN,2011,passenger,2w,1.35,Reference
21_VN,2011,passenger,bus,22.3742124629071,Reference
21_VN,2011,passenger,lt,2.0,Reference
21_VN,2011,passenger,lv,1.2,Reference
21_VN,2012,freight,2w,0.05,Reference
21_VN,2012,freight,ht,3.0,Reference
21_VN,2012,freight,lt,0.4,Reference
21_VN,2012,passenger,2w,1.35,Reference
21_VN,2012,passenger,bus,22.1650162557438,Reference
21_VN,2012,passenger,lt,2.0,Reference
21_VN,2012,passenger,lv,1.2,Reference
21_VN,2013,freight,2w,0.05,Reference
21_VN,2013,freight,ht,3.0,Reference
21_VN,2013,freight,lt,0.4,Reference
21_VN,2013,passenger,2w,1.35,Reference
21_VN,2013,passenger,lt,2.0,Reference
21_VN,2013,passenger,lv,1.2,Reference
21_VN,2014,freight,2w,0.05,Reference
21_VN,2014,freight,ht,3.0,Reference
21_VN,2014,freight,lt,0.4,Reference
21_VN,2014,passenger,2w,1.35,Reference
21_VN,2014,passenger,lt,2.0,Reference
21_VN,2014,passenger,lv,1.2,Reference
21_VN,2015,freight,2w,0.05,Reference
21_VN,2015,freight,ht,3.0,Reference
21_VN,2015,freight,lt,0.4,Reference
21_VN,2015,passenger,2w,1.35,Reference
21_VN,2015,passenger,lt,2.0,Reference
21_VN,2015,passenger,lv,1.2,Reference
21_VN,2016,freight,2w,0.04975,Reference
21_VN,2016,freight,ht,2.985,Reference
21_VN,2016,freight,lt,0.398,Reference
21_VN,2016,passenger,2w,1.34325,Reference
21_VN,2016,passenger,bus,20.2848877995118,Reference
21_VN,2016,passenger,lt,1.98,Reference
21_VN,2016,passenger,lv,1.194,Reference
01_AUS,1990,freight,2w,0.05,Carbon Neutral
01_AUS,1990,freight,ht,9.0,Carbon Neutral
01_AUS,1990,freight,lt,0.4,Carbon Neutral
01_AUS,1990,passenger,2w,1.5,Carbon Neutral
01_AUS,1990,passenger,lt,1.15,Carbon Neutral
01_AUS,1990,passenger,lv,1.6,Carbon Neutral
01_AUS,1991,freight,2w,0.05,Carbon Neutral
01_AUS,1991,freight,ht,9.0,Carbon Neutral
01_AUS,1991,freight,lt,0.4,Carbon Neutral
01_AUS,1991,passenger,2w,1.5,Carbon Neutral
01_AUS,1991,passenger,bus,14.4338146164833,Carbon Neutral
01_AUS,1991,passenger,lt,1.15,Carbon Neutral
01_AUS,1991,passenger,lv,1.6,Carbon Neutral
01_AUS,1992,freight,2w,0.05,Carbon Neutral
01_AUS,1992,freight,ht,9.0,Carbon Neutral
01_AUS,1992,freight,lt,0.4,Carbon Neutral
01_AUS,1992,passenger,2w,1.5,Carbon Neutral
01_AUS,1992,passenger,lt,1.15,Carbon Neutral
01_AUS,1992,passenger,lv,1.6,Carbon Neutral
01_AUS,1993,freight,2w,0.05,Carbon Neutral
01_AUS,1993,freight,ht,9.0,Carbon Neutral
01_AUS,1993,freight,lt,0.4,Carbon Neutral
01_AUS,1993,passenger,2w,1.5,Carbon Neutral
01_AUS,1993,passenger,bus,12.6819523500012,Carbon Neutral
01_AUS,1993,passenger,lt,1.15,Carbon Neutral
01_AUS,1993,passenger,lv,1.6,Carbon Neutral
01_AUS,1994,freight,2w,0.05,Carbon Neutral
01_AUS,1994,freight,ht,9.0,Carbon Neutral
01_AUS,1994,freight,lt,0.4,Carbon Neutral
01_AUS,1994,passenger,2w,1.5,Carbon Neutral
01_AUS,1994,passenger,lt,1.15,Carbon Neutral
01_AUS,1994,passenger,lv,1.6,Carbon Neutral
01_AUS,1995,freight,2w,0.05,Carbon Neutral
01_AUS,1995,freight,ht,9.0,Carbon Neutral
01_AUS,1995,freight,lt,0.4,Carbon Neutral
01_AUS,1995,passenger,2w,1.5,Carbon Neutral
01_AUS,1995,passenger,bus,11.0501889360275,Carbon Neutral
01_AUS,1995,passenger,lt,1.15,Carbon Neutral
01_AUS,1995,passenger,lv,1.6,Carbon Neutral
01_AUS,1996,freight,2w,0.05,Carbon Neutral
01_AUS,1996,freight,ht,9.0,Carbon Neutral
01_AUS,1996,freight,lt,0.4,Carbon Neutral
01_AUS,1996,passenger,2w,1.5,Carbon Neutral
01_AUS,1996,passenger,bus,10.127124220206,Carbon Neutral
01_AUS,1996,passenger,lt,1.15,Carbon Neutral
01_AUS,1996,passenger,lv,1.6,Carbon Neutral
01_AUS,1997,freight,2w,0.05,Carbon Neutral
01_AUS,1997,freight,ht,9.0,Carbon Neutral
01_AUS,1997,freight,lt,0.4,Carbon Neutral
01_AUS,1997,passenger,2w,1.5,Carbon Neutral
01_AUS,1997,passenger,bus,9.62179733421791,Carbon Neutral
01_AUS,1997,passenger,lt,1.15,Carbon Neutral
01_AUS,1997,passenger,lv,1.6,Carbon Neutral
01_AUS,1998,freight,2w,0.05,Carbon Neutral
01_AUS,1998,freight,ht,9.0,Carbon Neutral
01_AUS,1998,freight,lt,0.4,Carbon Neutral
01_AUS,1998,passenger,2w,1.5,Carbon Neutral
01_AUS,1998,passenger,bus,9.26886617373388,Carbon Neutral
01_AUS,1998,passenger,lt,1.15,Carbon Neutral
01_AUS,1998,passenger,lv,1.6,Carbon Neutral
01_AUS,1999,freight,2w,0.05,Carbon Neutral
01_AUS,1999,freight,ht,9.0,Carbon Neutral
01_AUS,1999,freight,lt,0.4,Carbon Neutral
01_AUS,1999,passenger,2w,1.5,Carbon Neutral
01_AUS,1999,passenger,bus,9.049192764404,Carbon Neutral
01_AUS,1999,passenger,lt,1.15,Carbon Neutral
01_AUS,1999,passenger,lv,1.6,Carbon Neutral
01_AUS,2000,freight,2w,0.05,Carbon Neutral
01_AUS,2000,freight,ht,9.0,Carbon Neutral
01_AUS,2000,freight,lt,0.4,Carbon Neutral
01_AUS,2000,passenger,2w,1.5,Carbon Neutral
01_AUS,2000,passenger,lt,1.15,Carbon Neutral
01_AUS,2000,passenger,lv,1.6,Carbon Neutral
01_AUS,2001,freight,2w,0.05,Carbon Neutral
01_AUS,2001,freight,ht,9.0,Carbon Neutral
01_AUS,2001,freight,lt,0.4,Carbon Neutral
01_AUS,2001,passenger,2w,1.5,Carbon Neutral
01_AUS,2001,passenger,bus,9.1501981567119,Carbon Neutral
01_AUS,2001,passenger,lt,1.15,Carbon Neutral
01_AUS,2001,passenger,lv,1.6,Carbon Neutral
01_AUS,2002,freight,2w,0.05,Carbon Neutral
01_AUS,2002,freight,ht,9.0,Carbon Neutral
01_AUS,2002,freight,lt,0.4,Carbon Neutral
01_AUS,2002,passenger,2w,1.5,Carbon Neutral
01_AUS,2002,passenger,bus,8.85286707750849,Carbon Neutral
01_AUS,2002,passenger,lt,1.15,Carbon Neutral
01_AUS,2002,passenger,lv,1.6,Carbon Neutral
01_AUS,2003,freight,2w,0.05,Carbon Neutral
01_AUS,2003,freight,ht,9.0,Carbon Neutral
01_AUS,2003,freight,lt,0.4,Carbon Neutral
01_AUS,2003,passenger,2w,1.5,Carbon Neutral
01_AUS,2003,passenger,bus,9.03412335218645,Carbon Neutral
01_AUS,2003,passenger,lt,1.15,Carbon Neutral
01_AUS,2003,passenger,lv,1.6,Carbon Neutral
01_AUS,2004,freight,2w,0.05,Carbon Neutral
01_AUS,2004,freight,ht,9.0,Carbon Neutral
01_AUS,2004,freight,lt,0.4,Carbon Neutral
01_AUS,2004,passenger,2w,1.5,Carbon Neutral
01_AUS,2004,passenger,bus,8.91960279067225,Carbon Neutral
01_AUS,2004,passenger,lt,1.15,Carbon Neutral
01_AUS,2004,passenger,lv,1.6,Carbon Neutral
01_AUS,2005,freight,2w,0.05,Carbon Neutral
01_AUS,2005,freight,ht,9.0,Carbon Neutral
01_AUS,2005,freight,lt,0.4,Carbon Neutral
01_AUS,2005,passenger,2w,1.5,Carbon Neutral
01_AUS,2005,passenger,bus,8.79869965657037,Carbon Neutral
01_AUS,2005,passenger,lt,1.15,Carbon Neutral
01_AUS,2005,passenger,lv,1.6,Carbon Neutral
01_AUS,2006,freight,2w,0.05,Carbon Neutral
01_AUS,2006,freight,ht,9.0,Carbon Neutral
01_AUS,2006,freight,lt,0.4,Carbon Neutral
01_AUS,2006,passenger,2w,1.5,Carbon Neutral
01_AUS,2006,passenger,bus,8.68020701013932,Carbon Neutral
01_AUS,2006,passenger,lt,1.15,Carbon Neutral
01_AUS,2006,passenger,lv,1.6,Carbon Neutral
01_AUS,2007,freight,2w,0.05,Carbon Neutral
01_AUS,2007,freight,ht,9.0,Carbon Neutral
01_AUS,2007,freight,lt,0.4,Carbon Neutral
01_AUS,2007,passenger,2w,1.5,Carbon Neutral
01_AUS,2007,passenger,bus,8.55677546724477,Carbon Neutral
01_AUS,2007,passenger,lt,1.15,Carbon Neutral
01_AUS,2007,passenger,lv,1.6,Carbon Neutral
01_AUS,2008,freight,2w,0.05,Carbon Neutral
01_AUS,2008,freight,ht,9.0,Carbon Neutral
01_AUS,2008,freight,lt,0.4,Carbon Neutral
01_AUS,2008,passenger,2w,1.5,Carbon Neutral
01_AUS,2008,passenger,bus,8.39300510860109,Carbon Neutral
01_AUS,2008,passenger,lt,1.15,Carbon Neutral
01_AUS,2008,passenger,lv,1.6,Carbon Neutral
01_AUS,2009,freight,2w,0.05,Carbon Neutral
01_AUS,2009,freight,ht,9.0,Carbon Neutral
01_AUS,2009,freight,lt,0.4,Carbon Neutral
01_AUS,2009,passenger,2w,1.5,Carbon Neutral
01_AUS,2009,passenger,bus,8.16381333310035,Carbon Neutral
01_AUS,2009,passenger,lt,1.15,Carbon Neutral
01_AUS,2009,passenger,lv,1.6,Carbon Neutral
01_AUS,2010,freight,2w,0.05,Carbon Neutral
01_AUS,2010,freight,ht,9.0,Carbon Neutral
01_AUS,2010,freight,lt,0.4,Carbon Neutral
01_AUS,2010,passenger,2w,1.5,Carbon Neutral
01_AUS,2010,passenger,bus,8.10284105483354,Carbon Neutral
01_AUS,2010,passenger,lt,1.15,Carbon Neutral
01_AUS,2010,passenger,lv,1.6,Carbon Neutral
01_AUS,2011,freight,2w,0.05,Carbon Neutral
01_AUS,2011,freight,ht,9.0,Carbon Neutral
01_AUS,2011,freight,lt,0.4,Carbon Neutral
01_AUS,2011,passenger,2w,1.5,Carbon Neutral
01_AUS,2011,passenger,bus,8.12137849305228,Carbon Neutral
01_AUS,2011,passenger,lt,1.15,Carbon Neutral
01_AUS,2011,passenger,lv,1.6,Carbon Neutral
01_AUS,2012,freight,2w,0.05,Carbon Neutral
01_AUS,2012,freight,ht,9.0,Carbon Neutral
01_AUS,2012,freight,lt,0.4,Carbon Neutral
01_AUS,2012,passenger,2w,1.5,Carbon Neutral
01_AUS,2012,passenger,bus,8.06886249596341,Carbon Neutral
01_AUS,2012,passenger,lt,1.15,Carbon Neutral
01_AUS,2012,passenger,lv,1.6,Carbon Neutral
01_AUS,2013,freight,2w,0.05,Carbon Neutral
01_AUS,2013,freight,ht,9.0,Carbon Neutral
01_AUS,2013,freight,lt,0.4,Carbon Neutral
01_AUS,2013,passenger,2w,1.5,Carbon Neutral
01_AUS,2013,passenger,bus,8.00072121168894,Carbon Neutral
01_AUS,2013,passenger,lt,1.15,Carbon Neutral
01_AUS,2013,passenger,lv,1.6,Carbon Neutral
01_AUS,2014,freight,2w,0.05,Carbon Neutral
01_AUS,2014,freight,ht,9.0,Carbon Neutral
01_AUS,2014,freight,lt,0.4,Carbon Neutral
01_AUS,2014,passenger,2w,1.5,Carbon Neutral
01_AUS,2014,passenger,bus,8.05521318374718,Carbon Neutral
01_AUS,2014,passenger,lt,1.15,Carbon Neutral
01_AUS,2014,passenger,lv,1.6,Carbon Neutral
01_AUS,2015,freight,2w,0.05,Carbon Neutral
01_AUS,2015,freight,ht,9.0,Carbon Neutral
01_AUS,2015,freight,lt,0.4,Carbon Neutral
01_AUS,2015,passenger,2w,1.5,Carbon Neutral
01_AUS,2015,passenger,bus,8.01866061275072,Carbon Neutral
01_AUS,2015,passenger,lt,1.15,Carbon Neutral
01_AUS,2015,passenger,lv,1.6,Carbon Neutral
01_AUS,2016,freight,2w,0.04975,Carbon Neutral
01_AUS,2016,freight,ht,8.955,Carbon Neutral
01_AUS,2016,freight,lt,0.398,Carbon Neutral
01_AUS,2016,passenger,2w,1.4925,Carbon Neutral
01_AUS,2016,passenger,bus,8.01346249845407,Carbon Neutral
01_AUS,2016,passenger,lt,1.1385,Carbon Neutral
01_AUS,2016,passenger,lv,1.592,Carbon Neutral
02_BD,1990,freight,2w,0.05,Carbon Neutral
02_BD,1990,freight,ht,6.0,Carbon Neutral
02_BD,1990,freight,lt,0.25,Carbon Neutral
02_BD,1990,passenger,2w,1.6,Carbon Neutral
02_BD,1990,passenger,lt,1.8,Carbon Neutral
02_BD,1990,passenger,lv,1.7,Carbon Neutral
02_BD,1991,freight,2w,0.05,Carbon Neutral
02_BD,1991,freight,ht,6.0,Carbon Neutral
02_BD,1991,freight,lt,0.25,Carbon Neutral
02_BD,1991,passenger,2w,1.6,Carbon Neutral
02_BD,1991,passenger,lt,1.8,Carbon Neutral
02_BD,1991,passenger,lv,1.7,Carbon Neutral
02_BD,1992,freight,2w,0.05,Carbon Neutral
02_BD,1992,freight,ht,6.0,Carbon Neutral
02_BD,1992,freight,lt,0.25,Carbon Neutral
02_BD,1992,passenger,2w,1.6,Carbon Neutral
02_BD,1992,passenger,lt,1.8,Carbon Neutral
02_BD,1992,passenger,lv,1.7,Carbon Neutral
02_BD,1993,freight,2w,0.05,Carbon Neutral
02_BD,1993,freight,ht,6.0,Carbon Neutral
02_BD,1993,freight,lt,0.25,Carbon Neutral
02_BD,1993,passenger,2w,1.6,Carbon Neutral
02_BD,1993,passenger,lt,1.8,Carbon Neutral
02_BD,1993,passenger,lv,1.7,Carbon Neutral
02_BD,1994,freight,2w,0.05,Carbon Neutral
02_BD,1994,freight,ht,6.0,Carbon Neutral
02_BD,1994,freight,lt,0.25,Carbon Neutral
02_BD,1994,passenger,2w,1.6,Carbon Neutral
02_BD,1994,passenger,lt,1.8,Carbon Neutral
02_BD,1994,passenger,lv,1.7,Carbon Neutral
02_BD,1995,freight,2w,0.05,Carbon Neutral
02_BD,1995,freight,ht,6.0,Carbon Neutral
02_BD,1995,freight,lt,0.25,Carbon Neutral
02_BD,1995,passenger,2w,1.6,Carbon Neutral
02_BD,1995,passenger,lt,1.8,Carbon Neutral
02_BD,1995,passenger,lv,1.7,Carbon Neutral
02_BD,1996,freight,2w,0.05,Carbon Neutral
02_BD,1996,freight,ht,6.0,Carbon Neutral
02_BD,1996,freight,lt,0.25,Carbon Neutral
02_BD,1996,passenger,2w,1.6,Carbon Neutral
02_BD,1996,passenger,lt,1.8,Carbon Neutral
02_BD,1996,passenger,lv,1.7,Carbon Neutral
02_BD,1997,freight,2w,0.05,Carbon Neutral
02_BD,1997,freight,ht,6.0,Carbon Neutral
02_BD,1997,freight,lt,0.25,Carbon Neutral
02_BD,1997,passenger,2w,1.6,Carbon Neutral
02_BD,1997,passenger,lt,1.8,Carbon Neutral
02_BD,1997,passenger,lv,1.7,Carbon Neutral
02_BD,1998,freight,2w,0.05,Carbon Neutral
02_BD,1998,freight,ht,6.0,Carbon Neutral
02_BD,1998,freight,lt,0.25,Carbon Neutral
02_BD,1998,passenger,2w,1.6,Carbon Neutral
02_BD,1998,passenger,lt,1.8,Carbon Neutral
02_BD,1998,passenger,lv,1.7,Carbon Neutral
02_BD,1999,freight,2w,0.05,Carbon Neutral
