Economy,Year,Transport Type,Vehicle Type,Occupancy_or_load,Scenario
11_MEX,2010,passenger,lv,1.4,Reference
11_MEX,2011,freight,2w,0.05,Reference
11_MEX,2011,freight,ht,6.5,Reference
11_MEX,2011,freight,lt,0.4,Reference
11_MEX,2011,passenger,2w,1.08,Reference
11_MEX,2011,passenger,bus,10.7882807617857,Reference
11_MEX,2011,passenger,lt,1.4,Reference
11_MEX,2011,passenger,lv,1.4,Reference
11_MEX,2012,freight,2w,0.05,Reference
11_MEX,2012,freight,ht,6.5,Reference
11_MEX,2012,freight,lt,0.4,Reference
11_MEX,2012,passenger,2w,1.08,Reference
11_MEX,2012,passenger,bus,10.8883861500837,Reference
11_MEX,2012,passenger,lt,1.4,Reference
11_MEX,2012,passenger,lv,1.4,Reference
11_MEX,2013,freight,2w,0.05,Reference
11_MEX,2013,freight,ht,6.5,Reference
11_MEX,2013,freight,lt,0.4,Reference
11_MEX,2013,passenger,2w,1.08,Reference
11_MEX,2013,passenger,bus,10.7170418020065,Reference
11_MEX,2013,passenger,lt,1.4,Reference
11_MEX,2013,passenger,lv,1.4,Reference
11_MEX,2014,freight,2w,0.05,Reference
11_MEX,2014,freight,ht,6.5,Reference
11_MEX,2014,freight,lt,0.4,Reference
11_MEX,2014,passenger,2w,1.08,Reference
11_MEX,2014,passenger,bus,10.9308667971001,Reference
11_MEX,2014,passenger,lt,1.4,Reference
11_MEX,2014,passenger,lv,1.4,Reference
11_MEX,2015,freight,2w,0.05,Reference
11_MEX,2015,freight,ht,6.5,Reference
11_MEX,2015,freight,lt,0.4,Reference
11_MEX,2015,passenger,2w,1.08,Reference
11_MEX,2015,passenger,bus,10.9769022379127,Reference
11_MEX,2015,passenger,lt,1.4,Reference
11_MEX,2015,passenger,lv,1.4,Reference
11_MEX,2016,freight,2w,0.0425,Reference
11_MEX,2016,freight,ht,5.52499999999999,Reference
11_MEX,2016,freight,lt,0.34,Reference
11_MEX,2016,passenger,2w,0.918,Reference
11_MEX,2016,passenger,bus,9.27818841734401,Reference
11_MEX,2016,passenger,lt,1.19,Reference
11_MEX,2016,passenger,lv,1.19,Reference
12_NZ,1990,freight,2w,0.05,Reference
12_NZ,1990,freight,ht,4.7,Reference
12_NZ,1990,freight,lt,0.4,Reference
12_NZ,1990,passenger,2w,1.08,Reference
12_NZ,1990,passenger,lt,1.5,Reference
12_NZ,1990,passenger,lv,1.5,Reference
12_NZ,1991,freight,2w,0.05,Reference
12_NZ,1991,freight,ht,4.7,Reference
12_NZ,1991,freight,lt,0.4,Reference
12_NZ,1991,passenger,2w,1.08,Reference
12_NZ,1991,passenger,lt,1.5,Reference
12_NZ,1991,passenger,lv,1.5,Reference
12_NZ,1992,freight,2w,0.05,Reference
12_NZ,1992,freight,ht,4.7,Reference
12_NZ,1992,freight,lt,0.4,Reference
12_NZ,1992,passenger,2w,1.08,Reference
12_NZ,1992,passenger,lt,1.5,Reference
12_NZ,1992,passenger,lv,1.5,Reference
12_NZ,1993,freight,2w,0.05,Reference
12_NZ,1993,freight,ht,4.7,Reference
12_NZ,1993,freight,lt,0.4,Reference
12_NZ,1993,passenger,2w,1.08,Reference
12_NZ,1993,passenger,lt,1.5,Reference
12_NZ,1993,passenger,lv,1.5,Reference
12_NZ,1994,freight,2w,0.05,Reference
12_NZ,1994,freight,ht,4.7,Reference
12_NZ,1994,freight,lt,0.4,Reference
12_NZ,1994,passenger,2w,1.08,Reference
12_NZ,1994,passenger,lt,1.5,Reference
12_NZ,1994,passenger,lv,1.5,Reference
12_NZ,1995,freight,2w,0.05,Reference
12_NZ,1995,freight,ht,4.7,Reference
12_NZ,1995,freight,lt,0.4,Reference
12_NZ,1995,passenger,2w,1.08,Reference
12_NZ,1995,passenger,lt,1.5,Reference
12_NZ,1995,passenger,lv,1.5,Reference
12_NZ,1996,freight,2w,0.05,Reference
12_NZ,1996,freight,ht,4.7,Reference
12_NZ,1996,freight,lt,0.4,Reference
12_NZ,1996,passenger,2w,1.08,Reference
12_NZ,1996,passenger,lt,1.5,Reference
12_NZ,1996,passenger,lv,1.5,Reference
12_NZ,1997,freight,2w,0.05,Reference
12_NZ,1997,freight,ht,4.7,Reference
12_NZ,1997,freight,lt,0.4,Reference
12_NZ,1997,passenger,2w,1.08,Reference
12_NZ,1997,passenger,lt,1.5,Reference
12_NZ,1997,passenger,lv,1.5,Reference
12_NZ,1998,freight,2w,0.05,Reference
12_NZ,1998,freight,ht,4.7,Reference
12_NZ,1998,freight,lt,0.4,Reference
12_NZ,1998,passenger,2w,1.08,Reference
12_NZ,1998,passenger,lt,1.5,Reference
12_NZ,1998,passenger,lv,1.5,Reference
12_NZ,1999,freight,2w,0.05,Reference
12_NZ,1999,freight,ht,4.7,Reference
12_NZ,1999,freight,lt,0.4,Reference
12_NZ,1999,passenger,2w,1.08,Reference
12_NZ,1999,passenger,lt,1.5,Reference
12_NZ,1999,passenger,lv,1.5,Reference
12_NZ,2000,freight,2w,0.05,Reference
12_NZ,2000,freight,ht,4.7,Reference
12_NZ,2000,freight,lt,0.4,Reference
12_NZ,2000,passenger,2w,1.08,Reference
12_NZ,2000,passenger,bus,0.0,Reference
12_NZ,2000,passenger,lt,1.5,Reference
12_NZ,2000,passenger,lv,1.5,Reference
12_NZ,2001,freight,2w,0.05,Reference
12_NZ,2001,freight,ht,4.7,Reference
12_NZ,2001,freight,lt,0.4,Reference
12_NZ,2001,passenger,2w,1.08,Reference
12_NZ,2001,passenger,bus,0.0,Reference
12_NZ,2001,passenger,lt,1.5,Reference
12_NZ,2001,passenger,lv,1.5,Reference
12_NZ,2002,freight,2w,0.05,Reference
12_NZ,2002,freight,ht,4.7,Reference
12_NZ,2002,freight,lt,0.4,Reference
12_NZ,2002,passenger,2w,1.08,Reference
12_NZ,2002,passenger,bus,0.0,Reference
12_NZ,2002,passenger,lt,1.5,Reference
12_NZ,2002,passenger,lv,1.5,Reference
12_NZ,2003,freight,2w,0.05,Reference
12_NZ,2003,freight,ht,4.7,Reference
12_NZ,2003,freight,lt,0.4,Reference
12_NZ,2003,passenger,2w,1.08,Reference
12_NZ,2003,passenger,bus,0.0,Reference
12_NZ,2003,passenger,lt,1.5,Reference
12_NZ,2003,passenger,lv,1.5,Reference
12_NZ,2004,freight,2w,0.05,Reference
12_NZ,2004,freight,ht,4.7,Reference
12_NZ,2004,freight,lt,0.4,Reference
12_NZ,2004,passenger,2w,1.08,Reference
12_NZ,2004,passenger,bus,0.0,Reference
12_NZ,2004,passenger,lt,1.5,Reference
12_NZ,2004,passenger,lv,1.5,Reference
12_NZ,2005,freight,2w,0.05,Reference
12_NZ,2005,freight,ht,4.7,Reference
12_NZ,2005,freight,lt,0.4,Reference
12_NZ,2005,passenger,2w,1.08,Reference
12_NZ,2005,passenger,bus,0.0,Reference
12_NZ,2005,passenger,lt,1.5,Reference
12_NZ,2005,passenger,lv,1.5,Reference
12_NZ,2006,freight,2w,0.05,Reference
12_NZ,2006,freight,ht,4.7,Reference
12_NZ,2006,freight,lt,0.4,Reference
12_NZ,2006,passenger,2w,1.08,Reference
12_NZ,2006,passenger,bus,0.0,Reference
12_NZ,2006,passenger,lt,1.5,Reference
12_NZ,2006,passenger,lv,1.5,Reference
12_NZ,2007,freight,2w,0.05,Reference
12_NZ,2007,freight,ht,4.7,Reference
12_NZ,2007,freight,lt,0.4,Reference
12_NZ,2007,passenger,2w,1.08,Reference
12_NZ,2007,passenger,bus,0.0,Reference
12_NZ,2007,passenger,lt,1.5,Reference
12_NZ,2007,passenger,lv,1.5,Reference
12_NZ,2008,freight,2w,0.05,Reference
12_NZ,2008,freight,ht,4.7,Reference
12_NZ,2008,freight,lt,0.4,Reference
12_NZ,2008,passenger,2w,1.08,Reference
12_NZ,2008,passenger,bus,0.0,Reference
12_NZ,2008,passenger,lt,1.5,Reference
12_NZ,2008,passenger,lv,1.5,Reference
12_NZ,2009,freight,2w,0.05,Reference
12_NZ,2009,freight,ht,4.7,Reference
12_NZ,2009,freight,lt,0.4,Reference
12_NZ,2009,passenger,2w,1.08,Reference
12_NZ,2009,passenger,bus,0.0,Reference
12_NZ,2009,passenger,lt,1.5,Reference
12_NZ,2009,passenger,lv,1.5,Reference
12_NZ,2010,freight,2w,0.05,Reference
12_NZ,2010,freight,ht,4.7,Reference
12_NZ,2010,freight,lt,0.4,Reference
12_NZ,2010,passenger,2w,1.08,Reference
12_NZ,2010,passenger,bus,0.0,Reference
12_NZ,2010,passenger,lt,1.5,Reference
12_NZ,2010,passenger,lv,1.5,Reference
12_NZ,2011,freight,2w,0.05,Reference
12_NZ,2011,freight,ht,4.7,Reference
12_NZ,2011,freight,lt,0.4,Reference
12_NZ,2011,passenger,2w,1.08,Reference
12_NZ,2011,passenger,bus,13.0965918307367,Reference
12_NZ,2011,passenger,lt,1.5,Reference
12_NZ,2011,passenger,lv,1.5,Reference
12_NZ,2012,freight,2w,0.05,Reference
12_NZ,2012,freight,ht,4.7,Reference
12_NZ,2012,freight,lt,0.4,Reference
12_NZ,2012,passenger,2w,1.08,Reference
12_NZ,2012,passenger,bus,13.2783506499381,Reference
12_NZ,2012,passenger,lt,1.5,Reference
12_NZ,2012,passenger,lv,1.5,Reference
12_NZ,2013,freight,2w,0.05,Reference
12_NZ,2013,freight,ht,4.7,Reference
12_NZ,2013,freight,lt,0.4,Reference
12_NZ,2013,passenger,2w,1.08,Reference
12_NZ,2013,passenger,bus,13.0167542635355,Reference
12_NZ,2013,passenger,lt,1.5,Reference
12_NZ,2013,passenger,lv,1.5,Reference
12_NZ,2014,freight,2w,0.05,Reference
12_NZ,2014,freight,ht,4.7,Reference
12_NZ,2014,freight,lt,0.4,Reference
12_NZ,2014,passenger,2w,1.08,Reference
12_NZ,2014,passenger,bus,13.2158457343266,Reference
12_NZ,2014,passenger,lt,1.5,Reference
12_NZ,2014,passenger,lv,1.5,Reference
12_NZ,2015,freight,2w,0.05,Reference
12_NZ,2015,freight,ht,4.7,Reference
12_NZ,2015,freight,lt,0.4,Reference
12_NZ,2015,passenger,2w,1.08,Reference
12_NZ,2015,passenger,bus,13.689503475002,Reference
12_NZ,2015,passenger,lt,1.5,Reference
12_NZ,2015,passenger,lv,1.5,Reference
12_NZ,2016,freight,2w,0.06,Reference
12_NZ,2016,freight,ht,5.64,Reference
12_NZ,2016,freight,lt,0.48,Reference
12_NZ,2016,passenger,2w,1.296,Reference
12_NZ,2016,passenger,bus,15.4323856293713,Reference
12_NZ,2016,passenger,lt,1.79999999999999,Reference
12_NZ,2016,passenger,lv,1.79999999999999,Reference
13_PNG,1990,freight,2w,0.05,Reference
13_PNG,1990,freight,ht,2.0,Reference
13_PNG,1990,freight,lt,0.4,Reference
13_PNG,1990,passenger,2w,1.08,Reference
13_PNG,1990,passenger,lt,1.6,Reference
13_PNG,1990,passenger,lv,1.6,Reference
13_PNG,1991,freight,2w,0.05,Reference
13_PNG,1991,freight,ht,2.0,Reference
13_PNG,1991,freight,lt,0.4,Reference
13_PNG,1991,passenger,2w,1.08,Reference
13_PNG,1991,passenger,lt,1.6,Reference
13_PNG,1991,passenger,lv,1.6,Reference
13_PNG,1992,freight,2w,0.05,Reference
13_PNG,1992,freight,ht,2.0,Reference
13_PNG,1992,freight,lt,0.4,Reference
13_PNG,1992,passenger,2w,1.08,Reference
13_PNG,1992,passenger,lt,1.6,Reference
13_PNG,1992,passenger,lv,1.6,Reference
13_PNG,1993,freight,2w,0.05,Reference
13_PNG,1993,freight,ht,2.0,Reference
13_PNG,1993,freight,lt,0.4,Reference
13_PNG,1993,passenger,2w,1.08,Reference
13_PNG,1993,passenger,lt,1.6,Reference
13_PNG,1993,passenger,lv,1.6,Reference
13_PNG,1994,freight,2w,0.05,Reference
13_PNG,1994,freight,ht,2.0,Reference
13_PNG,1994,freight,lt,0.4,Reference
13_PNG,1994,passenger,2w,1.08,Reference
13_PNG,1994,passenger,lt,1.6,Reference
13_PNG,1994,passenger,lv,1.6,Reference
13_PNG,1995,freight,2w,0.05,Reference
13_PNG,1995,freight,ht,2.0,Reference
13_PNG,1995,freight,lt,0.4,Reference
13_PNG,1995,passenger,2w,1.08,Reference
13_PNG,1995,passenger,lt,1.6,Reference
13_PNG,1995,passenger,lv,1.6,Reference
13_PNG,1996,freight,2w,0.05,Reference
13_PNG,1996,freight,ht,2.0,Reference
13_PNG,1996,freight,lt,0.4,Reference
13_PNG,1996,passenger,2w,1.08,Reference
13_PNG,1996,passenger,lt,1.6,Reference
13_PNG,1996,passenger,lv,1.6,Reference
13_PNG,1997,freight,2w,0.05,Reference
13_PNG,1997,freight,ht,2.0,Reference
13_PNG,1997,freight,lt,0.4,Reference
13_PNG,1997,passenger,2w,1.08,Reference
13_PNG,1997,passenger,lt,1.6,Reference
13_PNG,1997,passenger,lv,1.6,Reference
13_PNG,1998,freight,2w,0.05,Reference
13_PNG,1998,freight,ht,2.0,Reference
13_PNG,1998,freight,lt,0.4,Reference
13_PNG,1998,passenger,2w,1.08,Reference
13_PNG,1998,passenger,lt,1.6,Reference
13_PNG,1998,passenger,lv,1.6,Reference
13_PNG,1999,freight,2w,0.05,Reference
13_PNG,1999,freight,ht,2.0,Reference
13_PNG,1999,freight,lt,0.4,Reference
13_PNG,1999,passenger,2w,1.08,Reference
13_PNG,1999,passenger,lt,1.6,Reference
13_PNG,1999,passenger,lv,1.6,Reference
13_PNG,2000,freight,2w,0.05,Reference
13_PNG,2000,freight,ht,2.0,Reference
13_PNG,2000,freight,lt,0.4,Reference
13_PNG,2000,passenger,2w,1.08,Reference
13_PNG,2000,passenger,lt,1.6,Reference
13_PNG,2000,passenger,lv,1.6,Reference
13_PNG,2001,freight,2w,0.05,Reference
13_PNG,2001,freight,ht,2.0,Reference
13_PNG,2001,freight,lt,0.4,Reference
13_PNG,2001,passenger,2w,1.08,Reference
13_PNG,2001,passenger,lt,1.6,Reference
13_PNG,2001,passenger,lv,1.6,Reference
13_PNG,2002,freight,2w,0.05,Reference
13_PNG,2002,freight,ht,2.0,Reference
13_PNG,2002,freight,lt,0.4,Reference
13_PNG,2002,passenger,2w,1.08,Reference
13_PNG,2002,passenger,lt,1.6,Reference
13_PNG,2002,passenger,lv,1.6,Reference
13_PNG,2003,freight,2w,0.05,Reference
13_PNG,2003,freight,ht,2.0,Reference
13_PNG,2003,freight,lt,0.4,Reference
13_PNG,2003,passenger,2w,1.08,Reference
13_PNG,2003,passenger,lt,1.6,Reference
13_PNG,2003,passenger,lv,1.6,Reference
13_PNG,2004,freight,2w,0.05,Reference
13_PNG,2004,freight,ht,2.0,Reference
13_PNG,2004,freight,lt,0.4,Reference
13_PNG,2004,passenger,2w,1.08,Reference
13_PNG,2004,passenger,lt,1.6,Reference
13_PNG,2004,passenger,lv,1.6,Reference
13_PNG,2005,freight,2w,0.05,Reference
13_PNG,2005,freight,ht,2.0,Reference
13_PNG,2005,freight,lt,0.4,Reference
13_PNG,2005,passenger,2w,1.08,Reference
13_PNG,2005,passenger,lt,1.6,Reference
13_PNG,2005,passenger,lv,1.6,Reference
13_PNG,2006,freight,2w,0.05,Reference
13_PNG,2006,freight,ht,2.0,Reference
13_PNG,2006,freight,lt,0.4,Reference
13_PNG,2006,passenger,2w,1.08,Reference
13_PNG,2006,passenger,lt,1.6,Reference
13_PNG,2006,passenger,lv,1.6,Reference
13_PNG,2007,freight,2w,0.05,Reference
13_PNG,2007,freight,ht,2.0,Reference
13_PNG,2007,freight,lt,0.4,Reference
13_PNG,2007,passenger,2w,1.08,Reference
13_PNG,2007,passenger,lt,1.6,Reference
13_PNG,2007,passenger,lv,1.6,Reference
13_PNG,2008,freight,2w,0.05,Reference
13_PNG,2008,freight,ht,2.0,Reference
13_PNG,2008,freight,lt,0.4,Reference
13_PNG,2008,passenger,2w,1.08,Reference
13_PNG,2008,passenger,lt,1.6,Reference
13_PNG,2008,passenger,lv,1.6,Reference
13_PNG,2009,freight,2w,0.05,Reference
13_PNG,2009,freight,ht,2.0,Reference
13_PNG,2009,freight,lt,0.4,Reference
13_PNG,2009,passenger,2w,1.08,Reference
13_PNG,2009,passenger,lt,1.6,Reference
13_PNG,2009,passenger,lv,1.6,Reference
13_PNG,2010,freight,2w,0.05,Reference
13_PNG,2010,freight,ht,2.0,Reference
13_PNG,2010,freight,lt,0.4,Reference
13_PNG,2010,passenger,2w,1.08,Reference
13_PNG,2010,passenger,lt,1.6,Reference
13_PNG,2010,passenger,lv,1.6,Reference
13_PNG,2011,freight,2w,0.05,Reference
13_PNG,2011,freight,ht,2.0,Reference
13_PNG,2011,freight,lt,0.4,Reference
13_PNG,2011,passenger,2w,1.08,Reference
13_PNG,2011,passenger,lt,1.6,Reference
13_PNG,2011,passenger,lv,1.6,Reference
13_PNG,2012,freight,2w,0.05,Reference
13_PNG,2012,freight,ht,2.0,Reference
13_PNG,2012,freight,lt,0.4,Reference
13_PNG,2012,passenger,2w,1.08,Reference
13_PNG,2012,passenger,lt,1.6,Reference
13_PNG,2012,passenger,lv,1.6,Reference
13_PNG,2013,freight,2w,0.05,Reference
13_PNG,2013,freight,ht,2.0,Reference
13_PNG,2013,freight,lt,0.4,Reference
13_PNG,2013,passenger,2w,1.08,Reference
13_PNG,2013,passenger,lt,1.6,Reference
13_PNG,2013,passenger,lv,1.6,Reference
13_PNG,2014,freight,2w,0.05,Reference
13_PNG,2014,freight,ht,2.0,Reference
13_PNG,2014,freight,lt,0.4,Reference
13_PNG,2014,passenger,2w,1.08,Reference
13_PNG,2014,passenger,lt,1.6,Reference
13_PNG,2014,passenger,lv,1.6,Reference
13_PNG,2015,freight,2w,0.05,Reference
13_PNG,2015,freight,ht,2.0,Reference
13_PNG,2015,freight,lt,0.4,Reference
13_PNG,2015,passenger,2w,1.08,Reference
13_PNG,2015,passenger,bus,8.41407356973699,Reference
13_PNG,2015,passenger,lt,1.6,Reference
13_PNG,2015,passenger,lv,1.6,Reference
13_PNG,2016,freight,2w,0.05,Reference
13_PNG,2016,freight,ht,2.0,Reference
13_PNG,2016,freight,lt,0.4,Reference
13_PNG,2016,passenger,2w,1.08,Reference
13_PNG,2016,passenger,bus,8.41407356973699,Reference
13_PNG,2016,passenger,lt,1.6,Reference
13_PNG,2016,passenger,lv,1.6,Reference
14_PE,1990,freight,2w,0.05,Reference
14_PE,1990,freight,ht,4.0,Reference
14_PE,1990,freight,lt,0.4,Reference
14_PE,1990,passenger,2w,1.08,Reference
14_PE,1990,passenger,bus,11.0998396131192,Reference
14_PE,1990,passenger,lt,1.6,Reference
14_PE,1990,passenger,lv,1.6,Reference
14_PE,1991,freight,2w,0.05,Reference
14_PE,1991,freight,ht,4.0,Reference
14_PE,1991,freight,lt,0.4,Reference
14_PE,1991,passenger,2w,1.08,Reference
14_PE,1991,passenger,bus,11.0998396131192,Reference
14_PE,1991,passenger,lt,1.6,Reference
14_PE,1991,passenger,lv,1.6,Reference
14_PE,1992,freight,2w,0.05,Reference
14_PE,1992,freight,ht,4.0,Reference
14_PE,1992,freight,lt,0.4,Reference
14_PE,1992,passenger,2w,1.08,Reference
14_PE,1992,passenger,bus,11.0998396131192,Reference
14_PE,1992,passenger,lt,1.6,Reference
14_PE,1992,passenger,lv,1.6,Reference
14_PE,1993,freight,2w,0.05,Reference
14_PE,1993,freight,ht,4.0,Reference
14_PE,1993,freight,lt,0.4,Reference
14_PE,1993,passenger,2w,1.08,Reference
14_PE,1993,passenger,bus,11.0998396131192,Reference
14_PE,1993,passenger,lt,1.6,Reference
14_PE,1993,passenger,lv,1.6,Reference
14_PE,1994,freight,2w,0.05,Reference
14_PE,1994,freight,ht,4.0,Reference
14_PE,1994,freight,lt,0.4,Reference
14_PE,1994,passenger,2w,1.08,Reference
14_PE,1994,passenger,bus,11.0998396131192,Reference
14_PE,1994,passenger,lt,1.6,Reference
14_PE,1994,passenger,lv,1.6,Reference
14_PE,1995,freight,2w,0.05,Reference
14_PE,1995,freight,ht,4.0,Reference
14_PE,1995,freight,lt,0.4,Reference
14_PE,1995,passenger,2w,1.08,Reference
14_PE,1995,passenger,bus,11.0998396131192,Reference
14_PE,1995,passenger,lt,1.6,Reference
14_PE,1995,passenger,lv,1.6,Reference
14_PE,1996,freight,2w,0.05,Reference
14_PE,1996,freight,ht,4.0,Reference
14_PE,1996,freight,lt,0.4,Reference
14_PE,1996,passenger,2w,1.08,Reference
14_PE,1996,passenger,bus,11.0998396131192,Reference
14_PE,1996,passenger,lt,1.6,Reference
14_PE,1996,passenger,lv,1.6,Reference
14_PE,1997,freight,2w,0.05,Reference
14_PE,1997,freight,ht,4.0,Reference
14_PE,1997,freight,lt,0.4,Reference
14_PE,1997,passenger,2w,1.08,Reference
14_PE,1997,passenger,bus,11.0998396131192,Reference
14_PE,1997,passenger,lt,1.6,Reference
14_PE,1997,passenger,lv,1.6,Reference
14_PE,1998,freight,2w,0.05,Reference
14_PE,1998,freight,ht,4.0,Reference
14_PE,1998,freight,lt,0.4,Reference
14_PE,1998,passenger,2w,1.08,Reference
14_PE,1998,passenger,bus,11.0998396131192,Reference
14_PE,1998,passenger,lt,1.6,Reference
14_PE,1998,passenger,lv,1.6,Reference
14_PE,1999,freight,2w,0.05,Reference
14_PE,1999,freight,ht,4.0,Reference
14_PE,1999,freight,lt,0.4,Reference
14_PE,1999,passenger,2w,1.08,Reference
14_PE,1999,passenger,bus,11.0998396131192,Reference
14_PE,1999,passenger,lt,1.6,Reference
14_PE,1999,passenger,lv,1.6,Reference
14_PE,2000,freight,2w,0.05,Reference
14_PE,2000,freight,ht,4.0,Reference
14_PE,2000,freight,lt,0.4,Reference
14_PE,2000,passenger,2w,1.08,Reference
14_PE,2000,passenger,bus,11.0998396131192,Reference
14_PE,2000,passenger,lt,1.6,Reference
14_PE,2000,passenger,lv,1.6,Reference
14_PE,2001,freight,2w,0.05,Reference
14_PE,2001,freight,ht,4.0,Reference
14_PE,2001,freight,lt,0.4,Reference
14_PE,2001,passenger,2w,1.08,Reference
14_PE,2001,passenger,bus,11.0998396131192,Reference
14_PE,2001,passenger,lt,1.6,Reference
14_PE,2001,passenger,lv,1.6,Reference
14_PE,2002,freight,2w,0.05,Reference
14_PE,2002,freight,ht,4.0,Reference
14_PE,2002,freight,lt,0.4,Reference
14_PE,2002,passenger,2w,1.08,Reference
14_PE,2002,passenger,bus,10.0412884643624,Reference
14_PE,2002,passenger,lt,1.6,Reference
14_PE,2002,passenger,lv,1.6,Reference
14_PE,2003,freight,2w,0.05,Reference
14_PE,2003,freight,ht,4.0,Reference
14_PE,2003,freight,lt,0.4,Reference
14_PE,2003,passenger,2w,1.08,Reference
14_PE,2003,passenger,bus,9.87293537509161,Reference
14_PE,2003,passenger,lt,1.6,Reference
14_PE,2003,passenger,lv,1.6,Reference
14_PE,2004,freight,2w,0.05,Reference
14_PE,2004,freight,ht,4.0,Reference
14_PE,2004,freight,lt,0.4,Reference
14_PE,2004,passenger,2w,1.08,Reference
14_PE,2004,passenger,bus,9.66700374382454,Reference
14_PE,2004,passenger,lt,1.6,Reference
14_PE,2004,passenger,lv,1.6,Reference
14_PE,2005,freight,2w,0.05,Reference
14_PE,2005,freight,ht,4.0,Reference
14_PE,2005,freight,lt,0.4,Reference
14_PE,2005,passenger,2w,1.08,Reference
14_PE,2005,passenger,bus,9.52570953455585,Reference
14_PE,2005,passenger,lt,1.6,Reference
14_PE,2005,passenger,lv,1.6,Reference
14_PE,2006,freight,2w,0.05,Reference
14_PE,2006,freight,ht,4.0,Reference
14_PE,2006,freight,lt,0.4,Reference
14_PE,2006,passenger,2w,1.08,Reference
14_PE,2006,passenger,bus,9.34315542776765,Reference
14_PE,2006,passenger,lt,1.6,Reference
14_PE,2006,passenger,lv,1.6,Reference
14_PE,2007,freight,2w,0.05,Reference
14_PE,2007,freight,ht,4.0,Reference
14_PE,2007,freight,lt,0.4,Reference
14_PE,2007,passenger,2w,1.08,Reference
14_PE,2007,passenger,bus,9.18496496028151,Reference
14_PE,2007,passenger,lt,1.6,Reference
14_PE,2007,passenger,lv,1.6,Reference
14_PE,2008,freight,2w,0.05,Reference
14_PE,2008,freight,ht,4.0,Reference
14_PE,2008,freight,lt,0.4,Reference
14_PE,2008,passenger,2w,1.08,Reference
14_PE,2008,passenger,bus,9.05464029798711,Reference
14_PE,2008,passenger,lt,1.6,Reference
14_PE,2008,passenger,lv,1.6,Reference
14_PE,2009,freight,2w,0.05,Reference
14_PE,2009,freight,ht,4.0,Reference
14_PE,2009,freight,lt,0.4,Reference
14_PE,2009,passenger,2w,1.08,Reference
14_PE,2009,passenger,bus,8.940314129952,Reference
14_PE,2009,passenger,lt,1.6,Reference
14_PE,2009,passenger,lv,1.6,Reference
14_PE,2010,freight,2w,0.05,Reference
14_PE,2010,freight,ht,4.0,Reference
14_PE,2010,freight,lt,0.4,Reference
14_PE,2010,passenger,2w,1.08,Reference
14_PE,2010,passenger,bus,8.86556004343783,Reference
14_PE,2010,passenger,lt,1.6,Reference
14_PE,2010,passenger,lv,1.6,Reference
14_PE,2011,freight,2w,0.05,Reference
14_PE,2011,freight,ht,4.0,Reference
14_PE,2011,freight,lt,0.4,Reference
14_PE,2011,passenger,2w,1.08,Reference
14_PE,2011,passenger,bus,7.60638217001599,Reference
14_PE,2011,passenger,lt,1.6,Reference
14_PE,2011,passenger,lv,1.6,Reference
14_PE,2012,freight,2w,0.05,Reference
14_PE,2012,freight,ht,4.0,Reference
14_PE,2012,freight,lt,0.4,Reference
14_PE,2012,passenger,2w,1.08,Reference
14_PE,2012,passenger,bus,6.98771918879171,Reference
14_PE,2012,passenger,lt,1.6,Reference
14_PE,2012,passenger,lv,1.6,Reference
14_PE,2013,freight,2w,0.05,Reference
14_PE,2013,freight,ht,4.0,Reference
14_PE,2013,freight,lt,0.4,Reference
14_PE,2013,passenger,2w,1.08,Reference
14_PE,2013,passenger,bus,6.67892430991437,Reference
14_PE,2013,passenger,lt,1.6,Reference
14_PE,2013,passenger,lv,1.6,Reference
14_PE,2014,freight,2w,0.05,Reference
14_PE,2014,freight,ht,4.0,Reference
14_PE,2014,freight,lt,0.4,Reference
14_PE,2014,passenger,2w,1.08,Reference
14_PE,2014,passenger,bus,8.2378727912912,Reference
14_PE,2014,passenger,lt,1.6,Reference
14_PE,2014,passenger,lv,1.6,Reference
14_PE,2015,freight,2w,0.05,Reference
14_PE,2015,freight,ht,4.0,Reference
14_PE,2015,freight,lt,0.4,Reference
14_PE,2015,passenger,2w,1.08,Reference
14_PE,2015,passenger,bus,8.17670992747603,Reference
14_PE,2015,passenger,lt,1.6,Reference
14_PE,2015,passenger,lv,1.6,Reference
14_PE,2016,freight,2w,0.0425,Reference
14_PE,2016,freight,ht,3.4,Reference
14_PE,2016,freight,lt,0.34,Reference
14_PE,2016,passenger,2w,0.918,Reference
14_PE,2016,passenger,bus,7.00147969247518,Reference
14_PE,2016,passenger,lt,1.36,Reference
14_PE,2016,passenger,lv,1.36,Reference
15_RP,1990,freight,2w,0.05,Reference
15_RP,1990,freight,ht,3.85021572902577,Reference
15_RP,1990,freight,lt,0.35,Reference
15_RP,1990,passenger,2w,1.2,Reference
15_RP,1990,passenger,bus,14.6624199872931,Reference
15_RP,1990,passenger,lt,2.4,Reference
15_RP,1990,passenger,lv,2.4,Reference
15_RP,1991,freight,2w,0.05,Reference
15_RP,1991,freight,ht,3.88910679699573,Reference
15_RP,1991,freight,lt,0.35,Reference
15_RP,1991,passenger,2w,1.2,Reference
15_RP,1991,passenger,bus,14.6624199872931,Reference
15_RP,1991,passenger,lt,2.4,Reference
15_RP,1991,passenger,lv,2.4,Reference
15_RP,1992,freight,2w,0.05,Reference
15_RP,1992,freight,ht,3.92839070403609,Reference
15_RP,1992,freight,lt,0.35,Reference
15_RP,1992,passenger,2w,1.2,Reference
