,date,vehicle_type,transport_type,measure,comment,frequency,fuel,scope,economy,medium,unit,dataset,drive,value
1763,1994,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,14.896289411783275
1764,1995,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,20.390527011827665
1765,1996,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,21.558183945662435
1766,1997,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,21.152151111726685
1767,1998,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,17.50679235769049
1768,1999,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,16.70869973994704
1769,2000,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,16.636012733273752
1770,2001,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,19.661703146930165
1771,2002,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11.91400760707529
1772,2003,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,11.393857958584016
1773,2004,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,12.530582731347993
1774,2005,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,15.419342968698402
1775,2006,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,14.245813924840494
1776,2007,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,26.8874774041262
1777,2008,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,27.194445170244578
1778,2009,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,27.1142180028299
1779,2010,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,28.037182254642055
1780,2011,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,27.27102191403173
1781,2012,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,21.85967964818261
1782,2013,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,19.0189928468428
1783,2014,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,18.317125681668305
1784,2015,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,19.99767785069934
1785,2016,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,20.578459535469683
1786,2017,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,21.917543506074853
1787,2018,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,23.30734764841274
1788,2019,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,24.90003247768147
1789,2020,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,25.461169025513087
1790,2011,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,49.0
1791,2011,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0065000001341104
1792,2011,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0004600000102072
1793,2012,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0027999999001622
1794,2012,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0299999993294477
1795,2012,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,80.0
1796,2012,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,170.0
1797,2013,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,190.0
1798,2013,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,100.0
1799,2013,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0340000018477439
1800,2013,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0054000001400709
1801,2014,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0170000009238719
1802,2014,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.1599999964237213
1803,2014,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,950.0
1804,2014,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,370.0
1805,2015,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,760.0
1806,2015,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,1000.0
1807,2015,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.2000000029802322
1808,2015,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0320000015199184
1809,2016,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0430000014603138
1810,2016,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.1500000059604644
1811,2016,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,700.0
1812,2016,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,670.0
1813,2017,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,1200.0
1814,2017,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,1100.0
1815,2017,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,40.0
1816,2017,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,440.0
1817,2017,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.2599999904632568
1818,2017,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0610000006854534
1819,2018,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.0890000015497207
1820,2018,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.4199999868869781
1821,2018,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,61.0
1822,2018,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,670.0
1823,2018,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,1800.0
1824,2018,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,1800.0
1825,2019,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,6300.0
1826,2019,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,2900.0
1827,2019,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,250.0
1828,2019,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,1700.0
1829,2019,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,1.2000000476837158
1830,2019,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.1599999964237213
1831,2020,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.2199999988079071
1832,2020,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,1.100000023841858
1833,2020,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,350.0
1834,2020,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,2000.0
1835,2020,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,1700.0
1836,2020,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,5200.0
1837,2021,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,3400.0
1838,2021,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,17000.0
1839,2021,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,320.0
1840,2021,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,2000.0
1841,2021,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,2.799999952316284
1842,2021,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.3899999856948852
1843,2022,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,0.5899999737739563
1844,2022,lpv,passenger,sales_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev_and_phev,5.099999904632568
1845,2022,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_fast,470.0
1846,2022,combined,combined,ev_charging_points,no_comment,yearly,all,national,01_AUS,road,charging_points,iea_ev_explorer $ historical,publicly_available_slow,2100.0
1847,2022,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,bev,33000.0
1848,2022,lpv,passenger,sales,no_comment,yearly,all,national,01_AUS,road,stocks,iea_ev_explorer $ historical,phev,5900.0
1849,2011,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,4.600000102072e-06
1850,2012,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,2.0533332601189467e-05
1851,2013,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,3.752542470218761e-05
1852,2014,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,7.053191872670256e-05
1853,2015,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0001333333396663
1854,2016,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0001892000064253
1855,2017,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0002841095922336
1856,2018,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0004245871633564
1857,2019,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0009320388141187
1858,2020,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0013851851776794
1859,2021,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0027624998986721
1860,2022,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,bev,0.0044920452548698
1861,2011,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0
1862,2012,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,7.466666400432533e-06
1863,2013,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,1.6474576698521387e-05
1864,2014,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,9.946809051201644e-05
1865,2015,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0001866666755328
1866,2016,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0002408000081777
1867,2017,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0003258904146209
1868,2018,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0004654128521407
1869,2019,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0006679611501184
1870,2020,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0008148148103996
1871,2021,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0011374999582767
1872,2022,lpv,passenger,stock_share,no_comment,yearly,all,national,01_AUS,road,percent,iea_ev_explorer $ historical,phev,0.0014079544828696
1873,2005,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,3.591e-09
1874,2008,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,3.3516000000000003e-09
1875,2010,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,3.249e-09
1876,2011,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,3.1806e-09
1877,2012,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,3.078e-09
1878,2014,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,2.8044e-09
1879,2015,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,2.7702e-09
1880,2016,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,2.736e-09
1881,2017,all,combined,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,iea_fuel_economy $ gfei,ice,2.7018e-09
1882,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,cng,0.03
1883,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,d,0.03
1884,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1885,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,lpg,0.03
1886,2017,2w,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1887,2017,2w,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1888,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,cng,0.03
1889,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,d,0.03
1890,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1891,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,lpg,0.03
1892,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1893,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1894,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,fcev,0.03
1895,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,fcev,0.03
1896,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1897,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,cng,0.03
1898,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,d,0.03
1899,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,fcev,0.03
1900,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1901,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,lpg,0.03
1902,2017,ldv,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,phevg,0.03
1903,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1904,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,cng,0.03
1905,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,d,0.03
1906,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,fcev,0.03
1907,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1908,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,lpg,0.03
1909,2017,ldv,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,phevg,0.03
1910,2017,2w,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,bev,0.03
1911,2017,2w,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,g,0.03
1912,2017,ht,freight,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,phevd,0.03
1913,2017,bus,passenger,turnover_rate,no_comment,yearly,all,national,01_AUS,road,%,turnover_rate_est,phevd,0.03
1914,2017,2w,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,bev,156.0
1915,2017,2w,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,ice_g,828807.0
1916,2017,bus,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,cng,0.0
1917,2017,bus,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,ice_d,25962.0
1918,2017,bus,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,ice_g,69220.0
1919,2017,bus,passenger,stocks,no_comment,yearly,all,national,01_AUS,road,stocks,8th_-_new_vtypes_and_drives $ reference,lpg,1398.0
1920,2017,all,freight,energy,no_comment,yearly,all,national,01_AUS,air,pj,8th_-_new_vtypes_and_drives $ reference,all,16.890424410802993
1921,2017,all,passenger,energy,no_comment,yearly,all,national,01_AUS,air,pj,8th_-_new_vtypes_and_drives $ reference,all,112.838578441197
1922,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,bev,0.0
1923,2017,2w,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,bev,0.000211180407022
1924,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,bev,0.0
1925,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,cng,0.0370362196557059
1926,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,cng,0.0015168735021018
1927,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,ice_d,280.1977220629146
1928,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,ice_d,9.894477196698402
1929,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,fcev,0.0
1930,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,fcev,0.0
1931,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,ice_g,11.837409840806965
1932,2017,2w,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,ice_g,3.819849683871504
1933,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,ice_g,12.794582430084406
1934,2017,ht,freight,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,lpg,2.3365048038044285
1935,2017,bus,passenger,energy,no_comment,yearly,all,national,01_AUS,road,pj,8th_-_new_vtypes_and_drives $ reference,lpg,0.9720149171371406
1936,2017,all,freight,energy,no_comment,yearly,all,national,01_AUS,rail,pj,8th_-_new_vtypes_and_drives $ reference,all,47.53388589427607
1937,2017,all,passenger,energy,no_comment,yearly,all,national,01_AUS,rail,pj,8th_-_new_vtypes_and_drives $ reference,all,10.784553715723902
1938,2017,all,freight,energy,no_comment,yearly,all,national,01_AUS,ship,pj,8th_-_new_vtypes_and_drives $ reference,all,20.722119060725475
1939,2017,all,passenger,energy,no_comment,yearly,all,national,01_AUS,ship,pj,8th_-_new_vtypes_and_drives $ reference,all,3.567684871274512
1940,2017,all,passenger,activity,no_comment,yearly,all,national,01_AUS,air,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,all,77572382480.80104
1941,2017,all,passenger,activity,no_comment,yearly,all,national,01_AUS,rail,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,all,17062142702.735474
1942,2017,2w,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,bev,636225.2060654
1943,2017,2w,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,ice_g,3386713494.393088
1944,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,bev,0.0
1945,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,cng,57768.9569087372
1946,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,ice_d,6528931517.232008
1947,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,fcev,0.0
1948,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,ice_g,15305769481.976969
1949,2017,bus,passenger,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,lpg,714874482.3949943
1950,2017,all,passenger,activity,no_comment,yearly,all,national,01_AUS,ship,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,all,703540886.7407484
1951,2017,all,freight,activity,no_comment,yearly,all,national,01_AUS,air,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,all,1233438002.779041
1952,2017,all,freight,activity,no_comment,yearly,all,national,01_AUS,rail,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,all,416871404145.2897
1953,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,bev,0.0
1954,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,cng,20273983.8150333
1955,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,ice_d,196590240199.0082
1956,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,fcev,0.0
1957,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,ice_g,9128182624.377253
1958,2017,ht,freight,activity,no_comment,yearly,all,national,01_AUS,road,passenger_km_or_freight_tonne_km,8th_-_new_vtypes_and_drives $ reference,lpg,1409046603.770782
