,date,vehicle_type,transport_type,measure,comment,frequency,fuel,scope,economy,medium,unit,dataset,drive,value
7806,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,326638591.9447144
7807,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,326638591.9447144
7808,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,326638591.9447144
7809,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,1143235071.8065004
7810,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,1143235071.8065004
7811,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,571617535.9032502
7812,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,645895520.794633
7813,2024,car,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,369083154.7397903
7814,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,261310873.5557716
7815,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,261310873.5557716
7816,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,261310873.5557716
7817,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,914588057.4452004
7818,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,914588057.4452004
7819,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,457294028.7226002
7820,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,516716416.6357064
7821,2024,suv,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,295266523.79183227
7822,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,52559118.8856495
7823,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,52559118.8856495
7824,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,52559118.8856495
7825,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,183956916.0997733
7826,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,183956916.0997733
7827,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,91978458.04988664
7828,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,103930461.07331824
7829,2024,ht,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,59388834.899039
7830,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,63070942.662779406
7831,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,63070942.662779406
7832,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,63070942.662779406
7833,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,220748299.31972796
7834,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,220748299.31972796
7835,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,110374149.65986396
7836,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,124716553.2879819
7837,2024,mt,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,71266601.8788468
7838,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,176550858.43861356
7839,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,176550858.43861356
7840,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,176550858.43861356
7841,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,617928004.5351474
7842,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,617928004.5351474
7843,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,308964002.2675737
7844,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,349111866.9690099
7845,2024,lcv,freight,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,199492495.4108628
7846,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,188964474.6787604
7847,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,188964474.6787604
7848,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,188964474.6787604
7849,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,661375661.3756615
7850,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,661375661.3756615
7851,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,330687830.68783075
7852,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,373658565.7489613
7853,2024,lt,passenger,efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,213519180.42797792
7854,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,593888348.99039
7855,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,74458751.75467014
7856,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,593888348.99039
7857,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,74458751.75467014
7858,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,593888348.99039
7859,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,74458751.75467014
7860,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,2078609221.4663649
7861,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,260605631.1413455
7862,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,2078609221.4663649
7863,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,260605631.1413455
7864,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
7865,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,130302815.57067277
7866,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
7867,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,147234819.8538675
7868,2010,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,671060281.3450733
7869,2010,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,84134182.77363858
7870,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,593888348.99039
7871,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,593888348.99039
7872,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,593888348.99039
7873,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,2078609221.4663649
7874,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,2078609221.4663649
7875,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
7876,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
7877,2010,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,671060281.3450733
7878,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,326638591.9447144
7879,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,326638591.9447144
7880,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,326638591.9447144
7881,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,1143235071.8065004
7882,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,1143235071.8065004
7883,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,571617535.9032502
7884,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,645895520.794633
7885,2010,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,369083154.7397903
7886,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,261310873.5557716
7887,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,261310873.5557716
7888,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,261310873.5557716
7889,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,914588057.4452004
7890,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,914588057.4452004
7891,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,457294028.7226002
7892,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,516716416.6357064
7893,2010,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,295266523.79183227
7894,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,52559118.8856495
7895,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,52559118.8856495
7896,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,52559118.8856495
7897,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,183956916.0997733
7898,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,183956916.0997733
7899,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,91978458.04988664
7900,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,103930461.07331824
7901,2010,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,59388834.899039
7902,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,63070942.662779406
7903,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,63070942.662779406
7904,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,63070942.662779406
7905,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,220748299.31972796
7906,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,220748299.31972796
7907,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,110374149.65986396
7908,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,124716553.2879819
7909,2010,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,71266601.8788468
7910,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,176550858.43861356
7911,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,176550858.43861356
7912,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,176550858.43861356
7913,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,617928004.5351474
7914,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,617928004.5351474
7915,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,308964002.2675737
7916,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,349111866.9690099
7917,2010,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,199492495.4108628
7918,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,188964474.6787604
7919,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,188964474.6787604
7920,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,188964474.6787604
7921,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,661375661.3756615
7922,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,661375661.3756615
7923,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,330687830.68783075
7924,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,373658565.7489613
7925,2010,lt,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,213519180.42797792
7926,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,593888348.99039
7927,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,74458751.75467014
7928,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,593888348.99039
7929,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,74458751.75467014
7930,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,593888348.99039
7931,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,74458751.75467014
7932,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,2078609221.4663649
7933,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,260605631.1413455
7934,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,2078609221.4663649
7935,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,260605631.1413455
7936,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
7937,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,130302815.57067277
7938,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
7939,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,147234819.8538675
7940,2011,2w,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,671060281.3450733
7941,2011,bus,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,84134182.77363858
7942,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,593888348.99039
7943,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,593888348.99039
7944,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,593888348.99039
7945,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,2078609221.4663649
7946,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,2078609221.4663649
7947,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
7948,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
7949,2011,2w,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,671060281.3450733
7950,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,326638591.9447144
7951,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,326638591.9447144
7952,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,326638591.9447144
7953,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,1143235071.8065004
7954,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,1143235071.8065004
7955,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,571617535.9032502
7956,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,645895520.794633
7957,2011,car,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,369083154.7397903
7958,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,261310873.5557716
7959,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,261310873.5557716
7960,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,261310873.5557716
7961,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,914588057.4452004
7962,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,914588057.4452004
7963,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,457294028.7226002
7964,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,516716416.6357064
7965,2011,suv,passenger,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,295266523.79183227
7966,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,52559118.8856495
7967,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,52559118.8856495
7968,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,52559118.8856495
7969,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,183956916.0997733
7970,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,183956916.0997733
7971,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,91978458.04988664
7972,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,103930461.07331824
7973,2011,ht,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,59388834.899039
7974,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,63070942.662779406
7975,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,63070942.662779406
7976,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,63070942.662779406
7977,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,bev,220748299.31972796
7978,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,fcev,220748299.31972796
7979,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_g,110374149.65986396
7980,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,phev_d,124716553.2879819
7981,2011,mt,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_d,71266601.8788468
7982,2011,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,ice_g,176550858.43861356
7983,2011,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,cng,176550858.43861356
7984,2011,lcv,freight,new_vehicle_efficiency,no_comment,yearly,all,national,01_AUS,road,km_per_pj,usa_alternative_fuels_data_center,lpg,176550858.43861356
