economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,vehicle_type,transport_type,drive,value
09_ROK,2017,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,18034540.0
09_ROK,2017,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3540323.0
09_ROK,2017,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,147334.0
09_ROK,2017,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,720188.0
09_ROK,2018,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,18676924.0
09_ROK,2018,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3590939.0
09_ROK,2018,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,146896.0
09_ROK,2018,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,696898.0
09_ROK,2019,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,19177517.0
09_ROK,2019,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3592586.0
09_ROK,2019,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,148305.0
09_ROK,2019,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,663494.0
09_ROK,2020,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,19860955.0
09_ROK,2020,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3615245.0
09_ROK,2020,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,144338.0
09_ROK,2020,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,639504.0
09_ROK,2021,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,20410648.0
09_ROK,2021,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3631975.0
09_ROK,2021,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,141074.0
09_ROK,2021,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,608894.0
09_ROK,2022,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,car,passenger,all,20952759.0
09_ROK,2022,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,ht,freight,all,3696317.0
09_ROK,2022,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lcv,freight,all,140336.0
09_ROK,2022,road,stocks,statistics_korea_stocks,stocks,all,no_comment,national,yearly,lt,passenger,all,583625.0
