date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency,fuel,comment,scope,dataset,value
2017,10_MAS,stocks,mt,stocks,road,freight,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,78.0
2017,10_MAS,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,10_MAS,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,414.0
2017,10_MAS,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,10_MAS,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,34.5
2017,10_MAS,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,10_MAS,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,11.5
2017,15_RP,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,15_RP,stocks,car,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,77.4
2017,15_RP,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,15_RP,stocks,suv,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,6.45
2017,15_RP,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,0.0
2017,15_RP,stocks,lt,stocks,road,passenger,bev,yearly,all,no_comment,national,8th_-_new_vtypes_and_drives $ reference vehicle_dist_split,2.15
