region,category,parameter,mode,powertrain,year,unit,value
Belgium,Historical,EV stock,Vans,BEV,2010,stock,62
Belgium,Historical,EV stock,Vans,BEV,2011,stock,79
Belgium,Historical,EV stock,Vans,BEV,2012,stock,330
Belgium,Historical,EV stock,Vans,BEV,2013,stock,430
Belgium,Historical,EV stock,Vans,BEV,2014,stock,520
Belgium,Historical,EV stock,Vans,BEV,2015,stock,570
Belgium,Historical,EV stock,Vans,BEV,2016,stock,690
Belgium,Historical,EV stock,Vans,PHEV,2016,stock,1
Belgium,Historical,EV stock,Vans,PHEV,2017,stock,4
Belgium,Historical,EV stock,Vans,BEV,2017,stock,780
Belgium,Historical,EV stock,Vans,BEV,2018,stock,1000
Belgium,Historical,EV stock,Vans,PHEV,2018,stock,7
Belgium,Historical,EV stock,Vans,PHEV,2019,stock,13
Belgium,Historical,EV stock,Vans,BEV,2019,stock,1400
Belgium,Historical,EV stock,Vans,BEV,2020,stock,1800
Belgium,Historical,EV stock,Vans,PHEV,2020,stock,50
Belgium,Historical,EV stock,Vans,PHEV,2021,stock,110
Belgium,Historical,EV stock,Vans,BEV,2021,stock,2400
Canada,Historical,EV stock,Vans,PHEV,2015,stock,5
Canada,Historical,EV stock,Vans,PHEV,2016,stock,5
Canada,Historical,EV stock,Vans,PHEV,2017,stock,5
Canada,Historical,EV stock,Vans,PHEV,2018,stock,5
Canada,Historical,EV stock,Vans,PHEV,2019,stock,5
Canada,Historical,EV stock,Vans,PHEV,2020,stock,1400
Canada,Historical,EV stock,Vans,BEV,2020,stock,1600
Canada,Historical,EV stock,Vans,BEV,2021,stock,4200
Canada,Historical,EV stock,Vans,PHEV,2021,stock,4000
China,Historical,EV stock,Vans,BEV,2010,stock,400
China,Historical,EV stock,Vans,BEV,2011,stock,700
China,Historical,EV stock,Vans,BEV,2012,stock,1200
China,Historical,EV stock,Vans,BEV,2013,stock,1800
China,Historical,EV stock,Vans,BEV,2014,stock,2500
China,Historical,EV stock,Vans,PHEV,2015,stock,17
China,Historical,EV stock,Vans,BEV,2015,stock,15000
China,Historical,EV stock,Vans,BEV,2016,stock,53000
China,Historical,EV stock,Vans,PHEV,2016,stock,17
China,Historical,EV stock,Vans,PHEV,2017,stock,17
China,Historical,EV stock,Vans,BEV,2017,stock,120000
China,Historical,EV stock,Vans,BEV,2018,stock,200000
China,Historical,EV stock,Vans,PHEV,2018,stock,17
China,Historical,EV stock,Vans,PHEV,2019,stock,17
China,Historical,EV stock,Vans,BEV,2019,stock,250000
China,Historical,EV stock,Vans,BEV,2020,stock,300000
China,Historical,EV stock,Vans,PHEV,2020,stock,77
China,Historical,EV stock,Vans,PHEV,2021,stock,230
China,Historical,EV stock,Vans,BEV,2021,stock,380000
Denmark,Historical,EV stock,Vans,BEV,2010,stock,6
Denmark,Historical,EV stock,Vans,BEV,2011,stock,29
Denmark,Historical,EV stock,Vans,BEV,2012,stock,220
Denmark,Historical,EV stock,Vans,PHEV,2012,stock,9
Denmark,Historical,EV stock,Vans,PHEV,2013,stock,12
Denmark,Historical,EV stock,Vans,BEV,2013,stock,310
Denmark,Historical,EV stock,Vans,BEV,2014,stock,350
Denmark,Historical,EV stock,Vans,PHEV,2014,stock,14
