region,category,parameter,mode,powertrain,year,unit,value
China,Historical,Electricity demand,Vans,BEV,2015,GWh,45
China,Historical,Electricity demand,Vans,PHEV,2015,GWh,0.008299999870359898
China,Historical,Electricity demand,Vans,BEV,2016,GWh,160
China,Historical,Electricity demand,Vans,PHEV,2016,GWh,0.008299999870359898
China,Historical,Electricity demand,Vans,BEV,2017,GWh,360
China,Historical,Electricity demand,Vans,PHEV,2017,GWh,0.008299999870359898
China,Historical,Electricity demand,Vans,BEV,2018,GWh,610
China,Historical,Electricity demand,Vans,PHEV,2018,GWh,0.008299999870359898
China,Historical,Electricity demand,Vans,BEV,2019,GWh,740
China,Historical,Electricity demand,Vans,PHEV,2019,GWh,0.008299999870359898
China,Historical,Electricity demand,Vans,BEV,2020,GWh,890
China,Historical,Electricity demand,Vans,PHEV,2020,GWh,0.03799999877810478
China,Historical,Electricity demand,Vans,BEV,2021,GWh,1100
China,Historical,Electricity demand,Vans,PHEV,2021,GWh,0.10999999940395355
Europe,Historical,Electricity demand,Vans,BEV,2015,GWh,130
Europe,Historical,Electricity demand,Vans,PHEV,2015,GWh,1.5
Europe,Historical,Electricity demand,Vans,BEV,2016,GWh,170
Europe,Historical,Electricity demand,Vans,PHEV,2016,GWh,2.5
Europe,Historical,Electricity demand,Vans,BEV,2017,GWh,230
Europe,Historical,Electricity demand,Vans,PHEV,2017,GWh,3.700000047683716
Europe,Historical,Electricity demand,Vans,BEV,2018,GWh,310
Europe,Historical,Electricity demand,Vans,PHEV,2018,GWh,5.400000095367432
Europe,Historical,Electricity demand,Vans,BEV,2019,GWh,400
Europe,Historical,Electricity demand,Vans,PHEV,2019,GWh,9
Europe,Historical,Electricity demand,Vans,BEV,2020,GWh,530
Europe,Historical,Electricity demand,Vans,PHEV,2020,GWh,13
Europe,Historical,Electricity demand,Vans,BEV,2021,GWh,610
Europe,Historical,Electricity demand,Vans,PHEV,2021,GWh,9.899999618530273
Rest of the world,Historical,Electricity demand,Vans,BEV,2015,GWh,18
Rest of the world,Historical,Electricity demand,Vans,PHEV,2015,GWh,0.07000000029802322
Rest of the world,Historical,Electricity demand,Vans,BEV,2016,GWh,20
Rest of the world,Historical,Electricity demand,Vans,PHEV,2016,GWh,0.08399999886751175
Rest of the world,Historical,Electricity demand,Vans,BEV,2017,GWh,20
Rest of the world,Historical,Electricity demand,Vans,PHEV,2017,GWh,0.10999999940395355
Rest of the world,Historical,Electricity demand,Vans,BEV,2018,GWh,24
Rest of the world,Historical,Electricity demand,Vans,PHEV,2018,GWh,0.10999999940395355
Rest of the world,Historical,Electricity demand,Vans,BEV,2019,GWh,55
Rest of the world,Historical,Electricity demand,Vans,PHEV,2019,GWh,0.10999999940395355
Rest of the world,Historical,Electricity demand,Vans,BEV,2020,GWh,220
Rest of the world,Historical,Electricity demand,Vans,PHEV,2020,GWh,3.700000047683716
Rest of the world,Historical,Electricity demand,Vans,BEV,2021,GWh,540
Rest of the world,Historical,Electricity demand,Vans,PHEV,2021,GWh,10
World,Historical,Electricity demand,Vans,BEV,2015,GWh,210
World,Historical,Electricity demand,Vans,PHEV,2015,GWh,2.4000000953674316
World,Historical,Electricity demand,Vans,BEV,2016,GWh,370
World,Historical,Electricity demand,Vans,PHEV,2016,GWh,3.299999952316284
World,Historical,Electricity demand,Vans,BEV,2017,GWh,630
World,Historical,Electricity demand,Vans,PHEV,2017,GWh,4.599999904632568
World,Historical,Electricity demand,Vans,BEV,2018,GWh,970
World,Historical,Electricity demand,Vans,PHEV,2018,GWh,6.300000190734863
World,Historical,Electricity demand,Vans,BEV,2019,GWh,1200
World,Historical,Electricity demand,Vans,PHEV,2019,GWh,10
World,Historical,Electricity demand,Vans,BEV,2020,GWh,1700
World,Historical,Electricity demand,Vans,PHEV,2020,GWh,17
World,Historical,Electricity demand,Vans,BEV,2021,GWh,2300
World,Historical,Electricity demand,Vans,PHEV,2021,GWh,21
