,date,vehicle_type,transport_type,economy,medium,measure,dataset,unit,fuel,comment,scope,frequency,drive,value
881,1980,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,81.20180349519741
882,1981,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,81.883922370431
883,1982,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,78.37093906476385
884,1983,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,85.14079880836853
885,1984,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,91.50836367459031
886,1985,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,96.6322347596808
887,1986,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,105.37085310898188
888,1987,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,117.3708146429809
889,1988,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,135.42968034356014
890,1989,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,151.6625199387882
891,1990,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,164.66702459958026
892,1991,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,175.39656840058217
893,1992,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,201.45176161224688
894,1993,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,217.60437056724248
895,1994,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,229.52837647416385
896,1995,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,238.9041781220999
897,1996,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,244.8144056741169
898,1997,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,250.8624124823948
899,1998,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,262.1770064889166
900,1999,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,269.1561853150923
901,2000,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,274.4066107267026
902,2001,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,274.25498605225164
903,2002,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,287.8987137183418
904,2003,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,290.6581054741184
905,2004,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,301.8228237296426
906,2005,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,310.66355475969243
907,2006,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,311.57852828042826
908,2007,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,301.7008717990514
909,2008,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,285.64260147249905
910,2009,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,289.38397255944227
911,2010,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,299.2284568933273
912,2011,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,304.08299753190005
913,2012,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,300.88064653609536
914,2013,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,300.91951384438494
915,2014,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,302.77219015807594
916,2015,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,309.35364659607376
917,2016,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,317.2904328674838
918,2017,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,313.5212169420536
919,2018,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,308.0635268675614
920,2019,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,310.6865355386624
921,2020,all,passenger,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,313.6108566533936
922,1980,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
923,1981,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
924,1982,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
925,1983,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
926,1984,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
927,1985,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
928,1986,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
929,1987,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
930,1988,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
931,1989,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
932,1990,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
933,1991,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
934,1992,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
935,1993,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
936,1994,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
937,1995,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
938,1996,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
939,1997,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
940,1998,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
941,1999,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
942,2000,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
943,2001,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
944,2002,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
945,2003,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
946,2004,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
947,2005,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
948,2006,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
949,2007,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
950,2008,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
951,2009,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
952,2010,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
953,2011,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
954,2012,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
955,2013,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
956,2014,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
957,2015,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
958,2016,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
959,2017,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
960,2018,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
961,2019,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
962,2020,all,passenger,18_CT,ship,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0
963,1980,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0077690302668003
964,1981,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0073535741028001
965,1982,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0039806467599472
966,1983,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0044135866565984
967,1984,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0040117917950546
968,1985,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0041925718647028
969,1986,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0046611404562177
970,1987,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.005519417729265
971,1988,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0051896747739892
972,1989,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.005843713580611
973,1990,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0067156053044579
974,1991,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.004104106981619
975,1992,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0048902313694512
976,1993,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0070558036870567
977,1994,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0084679136379381
978,1995,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0112805515566272
979,1996,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0151620551521585
980,1997,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0145086746173817
981,1998,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0152420633886283
982,1999,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0154913335556514
983,2000,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0142868388904204
984,2001,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.013057088437252
985,2002,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0128239963409839
986,2003,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0105110176836547
987,2004,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0112271311644196
988,2005,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0132174403910472
989,2006,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0127484832006139
990,2007,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0118475418250678
991,2008,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0098687573524287
992,2009,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0096091820029862
993,2010,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0085638394541494
994,2011,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0085926355517873
995,2012,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0083277556580441
996,2013,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0087676223644148
997,2014,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0096130656872084
998,2015,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0105659260321147
999,2016,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0091094812998751
1000,2017,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0102476849486663
1001,2018,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0096796092062714
1002,2019,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0104126220495164
1003,2020,all,freight,18_CT,air,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0096487224551093
1004,1980,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0772595152479675
1005,1981,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0759924426542748
1006,1982,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0771667692941817
1007,1983,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0765883148539745
1008,1984,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0758258796468211
1009,1985,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0718172034757902
1010,1986,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0715827432866635
1011,1987,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0756720602389466
1012,1988,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0784981942748226
1013,1989,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0771356690030429
1014,1990,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0724211790390945
1015,1991,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0756200063177239
1016,1992,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0797631901703117
1017,1993,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0817846811305664
1018,1994,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0792739180581083
1019,1995,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0792535767385498
1020,1996,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0788689497362837
1021,1997,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0869715699087763
1022,1998,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.090183335302
1023,1999,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0964610468155924
1024,2000,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0972144942861978
1025,2001,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0944371219893351
1026,2002,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0971176204293371
1027,2003,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0917862602112689
1028,2004,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0934678520625014
1029,2005,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0940971921398508
1030,2006,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.0966569039818652
1031,2007,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1258220522019906
1032,2008,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1549363693078973
1033,2009,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1495180975075687
1034,2010,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1575048878631957
1035,2011,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1636706074575507
1036,2012,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1662976288005166
1037,2013,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1718553178267221
1038,2014,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1739241155447022
1039,2015,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1736623930935179
1040,2016,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1704559815299733
1041,2017,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1757015444754595
1042,2018,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.177434375320951
1043,2019,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1593686385114709
1044,2020,all,freight,18_CT,rail,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,0.1580933999801317
1045,1980,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,33.432780504802594
1046,1981,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,33.71362562956901
1047,1982,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,32.26724396413775
1048,1983,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,35.05456179593469
1049,1984,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,37.67624492807198
1050,1985,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,39.785868728889
1051,1986,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,43.38377292081624
1052,1987,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,48.32445234865666
1053,1988,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,55.759731703860666
1054,1989,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,62.44319118132199
1055,1990,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,67.79746573168538
1056,1991,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,72.21508291966788
1057,1992,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,82.94264706431557
1058,1993,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,89.59307361308325
1059,1994,all,freight,18_CT,road,energy,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,pj,all,no_comment,national,yearly,all,94.50248024033444
