Transport Type,,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,freight,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger,passenger
Vehicle Type,,HT,HT,HT,HT,HT,HT,HT,LT,LT,LT,LT,LT,LT,LT,2W,2W,BUS,BUS,BUS,BUS,BUS,BUS,BUS,LT,LT,LT,LT,LT,LT,LT,LV,LV,LV,LV,LV,LV,LV
Drive,,BEV,CNG,FCEV,D,G,LPG,PHEVD,BEV,CNG,FCEV,D,G,LPG,PHEVG,BEV,G,BEV,CNG,FCEV,D,G,LPG,PHEVD,BEV,CNG,FCEV,D,G,LPG,PHEVG,BEV,CNG,FCEV,D,G,LPG,PHEVG
Economy,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_PRC,2039,3.3222652814000004,9.803432803,11.46042959,7.798826864,9.91727912,9.803432803,8.570097709,2.0818137408,3.414373792,4.530491079,2.187930726,2.676869053,3.414373792,2.604029079,0.2718367008,0.908026558,4.8930606104,14.23078955,10.8125167,9.818106328,10.13232216,14.23078955,9.107705314,2.0818137408,3.414373792,4.530491079,2.187930726,2.676869053,3.414373792,2.604029079,0.6342856344000001,1.912049323,1.401622535,1.225241206,1.49904667,1.912049323,1.147229594
05_PRC,2040,3.3222652814000004,9.754415639,11.44323895,7.759832729,9.875559188,9.754415639,8.52724722,2.0818137408,3.380230054,4.52256272,2.166051419,2.599396911,3.380230054,2.577988788,0.2714289456,0.902124385,4.88572102,14.15963561,10.77467289,9.582108607,10.08166055,14.15963561,9.062166787,2.0818137408,3.380230054,4.52256272,2.166051419,2.599396911,3.380230054,2.577988788,0.6333342064,1.89292883,1.396716856,1.212988794,1.45566227,1.89292883,1.135757298
05_PRC,2041,3.3222652814000004,9.7300296,11.43465652,7.740433147,9.858717088,9.7300296,8.505929102,2.0818137408,3.363328904,4.52256272,2.155221161,2.535949993,3.363328904,2.565098844,0.2714289456,0.899192481,4.88572102,14.12423652,10.75581721,9.371713413,10.0564564,14.12423652,9.03951137,2.0818137408,3.363328904,4.52256272,2.155221161,2.535949993,3.363328904,2.565098844,0.6333342064,1.883464186,1.394272601,1.20692385,1.420131996,1.883464186,1.130078512
05_PRC,2042,3.3222652814000004,9.705704526,11.42608053,7.721082065,9.841897477,9.705704526,8.484664279,2.0818137408,3.346512259,4.52256272,2.144445056,2.473072559,3.346512259,2.55227335,0.2714289456,0.896270105,4.88572102,14.08892592,10.73699453,9.162310308,10.03131526,14.08892592,9.016912592,2.0818137408,3.346512259,4.52256272,2.144445056,2.473072559,3.346512259,2.55227335,0.6333342064,1.874046865,1.391832624,1.200889231,1.384920633,1.874046865,1.124428119
05_PRC,2043,3.3222652814000004,9.681440265,11.41751097,7.701779359,9.817292733,9.681440265,8.463452619,2.0818137408,3.329779698,4.52256272,2.13372283,2.460707197,3.329779698,2.539511983,0.2714289456,0.893357228,4.88572102,14.05370361,10.71820479,9.139404532,10.00623697,14.05370361,8.99437031,2.0818137408,3.329779698,4.52256272,2.13372283,2.460707197,3.329779698,2.539511983,0.6333342064,1.864676631,1.389396917,1.194884785,1.37799603,1.864676631,1.118805978
05_PRC,2044,3.3222652814000004,9.657236664,11.40894783,7.682524911,9.800537595,9.657236664,8.442293987,2.0818137408,3.313130799,4.52256272,2.123054216,2.398706699,3.313130799,2.526814423,0.2714289456,0.890453817,4.88572102,14.01856935,10.69944793,8.931510905,9.981221378,14.01856935,8.971884385,2.0818137408,3.313130799,4.52256272,2.123054216,2.398706699,3.313130799,2.526814423,0.6333342064,1.855353248,1.386965473,1.188910361,1.343275751,1.855353248,1.113211949
05_PRC,2045,3.3222652814000004,9.633093572,11.40039112,7.663318599,9.776036251,9.633093572,8.421188252,2.0818137408,3.296565145,4.52256272,2.112438945,2.386713165,3.296565145,2.514180351,0.2714289456,0.887559842,4.88572102,13.98352293,10.6807239,8.909182128,9.956268325,13.98352293,8.949454674,2.0818137408,3.296565145,4.52256272,2.112438945,2.386713165,3.296565145,2.514180351,0.6333342064,1.846076481,1.384538283,1.182965809,1.336559373,1.846076481,1.107645889
05_PRC,2046,3.3222652814000004,9.609010838,11.39184083,7.644160302,9.751596161,9.609010838,8.400135281,2.0818137408,3.28008232,4.52256272,2.10187675,2.374779599,3.28008232,2.501609449,0.2714289456,0.884675272,4.88572102,13.94856412,10.66203263,8.886909172,9.931377654,13.94856412,8.927081037,2.0818137408,3.28008232,4.52256272,2.10187675,2.374779599,3.28008232,2.501609449,0.6333342064,1.836846099,1.382115341,1.17705098,1.329876576,1.836846099,1.102107659
05_PRC,2047,3.3222652814000004,9.584988311,11.38329695,7.625049901,9.72721717,9.584988311,8.379134943,2.0818137408,3.263681908,4.52256272,2.091367367,2.362905701,3.263681908,2.489101402,0.2714289456,0.881800078,4.88572102,13.91369271,10.64337407,8.864691899,9.90654921,13.91369271,8.904763334,2.0818137408,3.263681908,4.52256272,2.091367367,2.362905701,3.263681908,2.489101402,0.6333342064,1.827661868,1.379696639,1.171165725,1.323227193,1.827661868,1.096597121
05_PRC,2048,3.3222652814000004,9.561025841,11.37475948,7.605987277,9.702899127,9.561025841,8.358187106,2.0818137408,3.247363498,4.52256272,2.08091053,2.351091173,3.247363498,2.476655895,0.2714289456,0.878934227,4.88572102,13.87890848,10.62474817,8.84253017,9.881782837,13.87890848,8.882501426,2.0818137408,3.247363498,4.52256272,2.08091053,2.351091173,3.247363498,2.476655895,0.6333342064,1.818523559,1.37728217,1.165309897,1.316611057,1.818523559,1.091114135
05_PRC,2049,3.3222652814000004,9.537123276,11.36622841,7.586972309,9.678641879,9.537123276,8.337291638,2.0818137408,3.231126681,4.52256272,2.070505977,2.339335717,3.231126681,2.464272615,0.2714289456,0.876077691,4.88572102,13.84421121,10.60615486,8.820423844,9.857078379,13.84421121,8.860295173,2.0818137408,3.231126681,4.52256272,2.070505977,2.339335717,3.231126681,2.464272615,0.6333342064,1.809430941,1.374871926,1.159483347,1.310028002,1.809430941,1.085658565
05_PRC,2050,3.3222652814000004,9.513280468,11.35770374,7.568004878,9.654445275,9.513280468,8.316448409,2.0818137408,3.214971048,4.52256272,2.060153447,2.327639038,3.214971048,2.451951252,0.2714289456,0.873230439,4.88572102,13.80960068,10.58759409,8.798372785,9.832435684,13.80960068,8.838144435,2.0818137408,3.214971048,4.52256272,2.060153447,2.327639038,3.214971048,2.451951252,0.6333342064,1.800383787,1.372465901,1.15368593,1.303477862,1.800383787,1.080230272
06_HKC,2018,5.401592812,10.353112,9.82107784,9.3178008,10.353112,10.353112,5.6942116,1.86600479,4.661841625,3.392735981,3.9883011,4.661841625,4.661841625,2.075622482,0.343737724,1.238418186,5.401592812,10.353112,9.82107784,9.3178008,10.353112,10.353112,5.6942116,1.86600479,4.661841625,3.392735981,3.9883011,4.661841625,4.661841625,2.075622482,0.687475449,2.7647515,1.249955361,2.2118012,2.7647515,2.7647515,0.86942611
06_HKC,2019,5.369183255,10.14604976,9.762151373,9.131444784,10.14604976,10.14604976,5.580327368,1.854808761,4.568604792,3.372379565,3.908535078,4.568604792,4.568604792,2.034110033,0.341675298,1.22231875,5.369183255,10.14604976,9.762151373,9.131444784,10.14604976,10.14604976,5.580327368,1.854808761,4.568604792,3.372379565,3.908535078,4.568604792,4.568604792,2.034110033,0.683350596,2.70945647,1.242455629,2.167565176,2.70945647,2.70945647,0.852037588
06_HKC,2020,5.336968156,9.943128765,9.703578465,8.948815888,9.943128765,9.943128765,5.468720821,1.843679908,4.477232697,3.352145288,3.830364376,4.477232697,4.477232697,1.993427832,0.339625246,1.206428606,5.336968156,9.943128765,9.703578465,8.948815888,9.943128765,9.943128765,5.468720821,1.843679908,4.477232697,3.352145288,3.830364376,4.477232697,4.477232697,1.993427832,0.679250493,2.655267341,1.235000896,2.124213872,2.655267341,2.655267341,0.834996836
06_HKC,2021,5.320957251,9.843697477,9.674467729,8.859327729,9.843697477,9.843697477,5.414033612,1.838148869,4.396642508,3.342088852,3.761417818,4.396642508,4.396642508,1.957546131,0.338606371,1.19858682,5.320957251,9.843697477,9.674467729,8.859327729,9.843697477,9.843697477,5.414033612,1.838148869,4.396642508,3.342088852,3.761417818,4.396642508,4.396642508,1.957546131,0.676193865,2.628714667,1.229443391,2.102971734,2.628714667,2.628714667,0.826646868
06_HKC,2022,5.304994379,9.745260502,9.645444326,8.770734452,9.745260502,9.745260502,5.359893276,1.832634422,4.317502943,3.332062585,3.693712297,4.317502943,4.317502943,1.922310301,0.337590551,1.190796006,5.304994379,9.745260502,9.645444326,8.770734452,9.745260502,9.745260502,5.359893276,1.832634422,4.317502943,3.332062585,3.693712297,4.317502943,4.317502943,1.922310301,0.673150993,2.602427521,1.223910896,2.081942016,2.602427521,2.602427521,0.818380399
06_HKC,2023,5.289079396,9.647807897,9.616507993,8.683027108,9.647807897,9.647807897,5.306294344,1.827136519,4.23978789,3.322066398,3.627225476,4.23978789,4.23978789,1.887708715,0.33657778,1.183055832,5.289079396,9.647807897,9.616507993,8.683027108,9.647807897,9.647807897,5.306294344,1.827136519,4.23978789,3.322066398,3.627225476,4.23978789,4.23978789,1.887708715,0.670121813,2.576403245,1.218403297,2.061122596,2.576403245,2.576403245,0.810196595
06_HKC,2024,5.273212158,9.551329818,9.587658469,8.596196837,9.551329818,9.551329818,5.2532314,1.821655109,4.163471708,3.312100198,3.561935417,4.163471708,4.163471708,1.853729959,0.335568046,1.175365969,5.273212158,9.551329818,9.587658469,8.596196837,9.551329818,9.551329818,5.2532314,1.821655109,4.163471708,3.312100198,3.561935417,4.163471708,4.163471708,1.853729959,0.667106265,2.550639213,1.212920482,2.04051137,2.550639213,2.550639213,0.802094629
06_HKC,2025,5.257392522,8.738269998,9.239769582,7.785798568,8.703316918,8.738269998,4.806048499,1.816190144,3.80600064,3.191920401,3.216778913,3.787390858,3.80600064,1.694570758,0.334561342,1.069932647,5.257392522,8.738269998,9.239769582,7.832985226,8.650887298,8.738269998,4.806048499,1.816190144,3.80600064,3.191920401,3.216778913,3.787390858,3.80600064,1.694570758,0.664104287,2.333515284,1.175970674,1.838810043,2.319514192,2.333515284,0.733816083
06_HKC,2026,5.241620344,8.567873733,9.177401137,7.526020287,8.447923501,8.567873733,4.712330553,1.810741573,3.707044624,3.170374938,3.079508626,3.643603876,3.707044624,1.650511919,0.333557658,1.053081208,5.241620344,8.567873733,9.177401137,7.603131151,8.362244764,8.567873733,4.712330553,1.810741573,3.707044624,3.170374938,3.079508626,3.643603876,3.707044624,1.650511919,0.661115818,2.288011736,1.168032872,1.76451465,2.239963489,2.288011736,0.719506669
06_HKC,2027,5.225895483,8.400800195,9.115453679,7.273412809,8.199180991,8.400800195,4.620440108,1.805309349,3.610661463,3.148974907,2.94720185,3.50473354,3.610661463,1.607598609,0.332556985,1.036495179,5.225895483,8.400800195,9.115453679,7.379262892,8.081569788,8.400800195,4.620440108,1.805309349,3.610661463,3.148974907,2.94720185,3.50473354,3.610661463,1.607598609,0.658140797,2.243395507,1.16014865,1.69241757,2.162633269,2.243395507,0.705476289
06_HKC,2028,5.210217797,8.236984592,9.053924367,7.027795254,7.956927116,8.236984592,4.530341525,1.799893421,3.516784265,3.127719327,2.819693279,3.370621386,3.516784265,1.565801045,0.331559314,1.02017038,5.210217797,8.236984592,9.053924367,7.161234404,7.808661393,8.236984592,4.530341525,1.799893421,3.516784265,3.127719327,2.819693279,3.370621386,3.516784265,1.565801045,0.655179163,2.199649294,1.152317647,1.62246132,2.08746718,2.199649294,0.691719502
06_HKC,2029,5.194587143,8.076363392,8.992810378,6.788991067,7.721003403,8.076363392,4.441999866,1.79449374,3.425347875,3.106607221,2.696822845,3.241113864,3.425347875,1.525090218,0.330564636,1.004102696,5.194587143,8.076363392,8.992810378,6.948903063,7.543323408,8.076363392,4.441999866,1.79449374,3.425347875,3.106607221,2.696822845,3.241113864,3.425347875,1.525090218,0.652230857,2.156756133,1.144539503,1.554589821,2.014410228,2.156756133,0.678230971
06_HKC,2030,5.179003382,7.918874306,8.932108907,6.556827925,7.491255093,7.918874306,4.355380868,1.789110259,3.33628883,3.085637623,2.578435561,3.116062193,3.33628883,1.485437872,0.329572942,0.988288079,5.179003382,7.918874306,8.932108907,6.742129584,7.285364362,7.918874306,4.355380868,1.789110259,3.33628883,3.085637623,2.578435561,3.116062193,3.33628883,1.485437872,0.649295818,2.114699389,1.136813861,1.48874837,1.943408738,2.114699389,0.665005467
06_HKC,2031,5.179003382,7.867401623,8.912011662,6.415079283,7.363887919,7.867401623,4.327070893,1.789110259,3.314602952,3.078694938,2.513719595,3.055290166,3.314602952,1.475782526,0.329572942,0.983099566,5.179003382,7.867401623,8.912011662,6.627499127,7.12786587,7.867401623,4.327070893,1.789110259,3.314602952,3.078694938,2.513719595,3.055290166,3.314602952,1.475782526,0.64734793,2.100953843,1.129140367,1.443775481,1.899262274,2.100953843,0.660682932
06_HKC,2032,5.179003382,7.816263512,8.891959636,6.274896348,7.237860013,7.816263512,4.298944932,1.789110259,3.293058033,3.071767874,2.449735997,2.995176522,3.293058033,1.466189939,0.329572942,0.977938294,5.179003382,7.816263512,8.891959636,6.514074011,6.972107053,7.816263512,4.298944932,1.789110259,3.293058033,3.071767874,2.449735997,2.995176522,3.293058033,1.466189939,0.645405887,2.087297643,1.12151867,1.39932434,1.855607604,2.087297643,0.656388493
06_HKC,2033,5.179003382,7.7654578,8.871952727,6.136264753,7.113159344,7.7654578,4.27100179,1.789110259,3.271653156,3.064856397,2.386477981,2.935715269,3.271653156,1.456659705,0.329572942,0.972804117,5.179003382,7.7654578,8.871952727,6.40184341,6.818071948,7.7654578,4.27100179,1.789110259,3.271653156,3.064856397,2.386477981,2.935715269,3.271653156,1.456659705,0.643469669,2.073730208,1.113948419,1.355390064,1.812440202,2.073730208,0.652121967
06_HKC,2034,5.179003382,7.714982324,8.851990833,5.999170255,6.989773985,7.714982324,4.243240278,1.789110259,3.25038741,3.05796047,2.323938818,2.876900466,3.25038741,1.447191417,0.329572942,0.967696896,5.179003382,7.714982324,8.851990833,6.290796587,6.665744728,7.714982324,4.243240278,1.789110259,3.25038741,3.05796047,2.323938818,2.876900466,3.25038741,1.447191417,0.64153926,2.060250962,1.106429267,1.311967812,1.769755576,2.060250962,0.647883175
06_HKC,2035,5.179003382,7.664834939,8.832073854,5.863598728,6.867692105,7.664834939,4.215659216,1.789110259,3.229259892,3.051080059,2.262111835,2.818726221,3.229259892,1.437784673,0.329572942,0.962616487,5.179003382,7.664834939,8.832073854,6.180922895,6.515109698,7.664834939,4.215659216,1.789110259,3.229259892,3.051080059,2.262111835,2.818726221,3.229259892,1.437784673,0.639614642,2.04685933,1.09896087,1.269052785,1.727549275,2.04685933,0.643671934
06_HKC,2036,5.179003382,7.615013512,8.812201688,5.729536166,6.746901971,7.615013512,4.188257431,1.789110259,3.208269703,3.044215129,2.200990417,2.761186693,3.208269703,1.428439072,0.329572942,0.957562751,5.179003382,7.615013512,8.812201688,6.072211774,6.366151296,7.615013512,4.188257431,1.789110259,3.208269703,3.044215129,2.200990417,2.761186693,3.208269703,1.428439072,0.637695798,2.033554745,1.091542884,1.226640222,1.685816883,2.033554745,0.639488066
06_HKC,2037,5.179003382,7.565515924,8.792374234,5.59696868,6.627391949,7.565515924,4.161033758,1.789110259,3.18741595,3.037365644,2.140568003,2.704276087,3.18741595,1.419154218,0.329572942,0.952535546,5.179003382,7.565515924,8.792374234,5.964652754,6.218854089,7.565515924,4.161033758,1.789110259,3.18741595,3.037365644,2.140568003,2.704276087,3.18741595,1.419154218,0.635782711,2.020336639,1.084174969,1.184725405,1.644554024,2.020336639,0.635331394
06_HKC,2038,5.179003382,7.51634007,8.772591392,5.465882499,6.509150501,7.51634007,4.133987039,1.789110259,3.166697746,3.030531572,2.080838088,2.64798866,3.166697746,1.409929716,0.329572942,0.947534735,5.179003382,7.51634007,8.772591392,5.858235451,6.073202777,7.51634007,4.133987039,1.789110259,3.166697746,3.030531572,2.080838088,2.64798866,3.166697746,1.409929716,0.633875363,2.007204451,1.076856788,1.143303655,1.603756356,2.007204451,0.63120174
06_HKC,2039,5.179003382,7.46748386,8.752853061,5.430354263,6.392166184,7.46748386,4.107116123,1.789110259,3.146114211,3.023712876,2.06731264,2.592318713,3.146114211,1.400765173,0.329572942,0.942560177,5.179003382,7.46748386,8.752853061,5.752949566,6.033726959,7.46748386,4.107116123,1.789110259,3.146114211,3.023712876,2.06731264,2.592318713,3.146114211,1.400765173,0.631973737,1.994157622,1.069588005,1.135872181,1.563419575,1.994157622,0.627098929
06_HKC,2040,5.179003382,7.418945215,8.733159142,5.39505696,6.276427652,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.537260597,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.648784887,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.537260597,3.125664469,1.391660199,0.630077816,1.981195597,1.062368286,1.128489012,1.523539414,1.981195597,0.623022786
06_HKC,2041,5.179003382,7.418945215,8.733159142,5.39505696,6.2022382,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.499052554,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.58201438,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.499052554,3.125664469,1.391660199,0.628187582,1.981195597,1.0551973,1.128489012,1.49382148,1.981195597,0.623022786
06_HKC,2042,5.179003382,7.418945215,8.733159142,5.39505696,6.128048747,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.46084451,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.515243873,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.46084451,3.125664469,1.391660199,0.626303019,1.981195597,1.048074718,1.128489012,1.464103546,1.981195597,0.623022786
06_HKC,2043,5.179003382,7.418945215,8.733159142,5.39505696,6.128048747,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.46084451,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.515243873,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.46084451,3.125664469,1.391660199,0.62442411,1.981195597,1.041000214,1.128489012,1.464103546,1.981195597,0.623022786
06_HKC,2044,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.622550838,1.981195597,1.033973462,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2045,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.620683185,1.981195597,1.026994141,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2046,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.618821136,1.981195597,1.020061931,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2047,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.616964672,1.981195597,1.013176513,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2048,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.615113778,1.981195597,1.006337571,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2049,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.613268437,1.981195597,0.999544793,1.128489012,1.434385612,1.981195597,0.623022786
06_HKC,2050,5.179003382,7.418945215,8.733159142,5.39505696,6.053859295,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.329572942,0.937611736,5.179003382,7.418945215,8.733159142,5.448473366,5.994507734,7.418945215,4.080419868,1.789110259,3.125664469,3.016909522,2.053875108,2.422636467,3.125664469,1.391660199,0.611428632,1.981195597,0.992797866,1.128489012,1.434385612,1.981195597,0.623022786
07_INA,2018,2.882446164,7.098025493,5.240811207,6.388222944,7.098025493,7.098025493,6.246262434,1.934841509,3.786804527,3.507286945,3.408124074,3.786804527,3.786804527,2.62726203,0.482552889,1.417289206,2.932676267,7.243535016,5.316061878,6.519181514,7.243535016,7.243535016,4.63586241,1.934841509,3.786804527,3.507286945,3.408124074,3.786804527,3.786804527,2.62726203,1.465380212,4.212992163,2.656294515,3.791692947,4.212992163,4.212992163,2.527795298
07_INA,2019,2.868033933,7.027045238,5.214607151,6.324340714,7.027045238,7.027045238,6.18379981,1.92323246,3.711068436,3.482735937,3.339961593,3.711068436,3.711068436,2.57471679,0.479657572,1.398864446,2.915080209,7.171099666,5.278849445,6.453989699,7.171099666,7.171099666,4.589503786,1.92323246,3.711068436,3.482735937,3.339961593,3.711068436,3.711068436,2.57471679,1.456587931,4.12873232,2.637700453,3.715859088,4.12873232,4.12873232,2.477239392
07_INA,2020,2.853693763,6.956774786,5.188534115,6.261097307,6.956774786,6.956774786,6.121961811,1.911693065,3.636847067,3.458356785,3.273162361,3.636847067,3.636847067,2.523222454,0.476779626,1.380679208,2.897589728,7.099388669,5.241897499,6.389449802,7.099388669,7.099388669,4.543608748,1.911693065,3.636847067,3.458356785,3.273162361,3.636847067,3.636847067,2.523222454,1.447848403,4.046157674,2.61923655,3.641541906,4.046157674,4.046157674,2.427694604
07_INA,2021,2.846559529,6.921990912,5.17556278,6.229791821,6.921990912,6.921990912,6.091352002,1.908825526,3.618662832,3.452304661,3.256796549,3.618662832,3.618662832,2.510606342,0.476064457,1.376192001,2.893243343,7.081640197,5.232724178,6.373476177,7.081640197,7.081640197,4.532249726,1.908825526,3.618662832,3.452304661,3.256796549,3.618662832,3.618662832,2.510606342,1.445676631,4.025926885,2.614652886,3.623334197,4.025926885,4.025926885,2.415556131
07_INA,2022,2.83944313,6.887380957,5.162623873,6.198642862,6.887380957,6.887380957,6.060895242,1.905962287,3.600569518,3.446263128,3.240512566,3.600569518,3.600569518,2.49805331,0.47535036,1.371719377,2.888903478,7.063936097,5.223566911,6.357542487,7.063936097,7.063936097,4.520919102,1.905962287,3.600569518,3.446263128,3.240512566,3.600569518,3.600569518,2.49805331,1.443508116,4.005797251,2.610077244,3.605217526,4.005797251,4.005797251,2.403478351
07_INA,2023,2.832344522,6.852944052,5.149717313,6.167649647,6.852944052,6.852944052,6.030590766,1.903103344,3.58256667,3.440232167,3.224310003,3.58256667,3.58256667,2.485563043,0.474637334,1.367261289,2.884570123,7.046276256,5.214425669,6.341648631,7.046276256,7.046276256,4.509616804,1.903103344,3.58256667,3.440232167,3.224310003,3.58256667,3.58256667,2.485563043,1.441342853,3.985768265,2.605509608,3.587191438,3.985768265,3.985768265,2.391460959
07_INA,2024,2.825263661,6.818679332,5.13684302,6.136811399,6.818679332,6.818679332,6.000437812,1.900248689,3.564653837,3.434211761,3.208188453,3.564653837,3.564653837,2.473135228,0.473925378,1.36281769,2.880243268,7.028660566,5.205300424,6.325794509,7.028660566,7.028660566,4.498342762,1.900248689,3.564653837,3.434211761,3.208188453,3.564653837,3.564653837,2.473135228,1.439180839,3.965839423,2.600949967,3.569255481,3.965839423,3.965839423,2.379503654
07_INA,2025,2.818200502,6.784585936,5.124000912,6.075596705,6.771016764,6.784585936,5.970435623,1.897398316,3.458605374,3.39825771,3.066053664,3.437853742,3.458605374,2.399559447,0.47321449,1.336386692,2.875922903,6.923669947,5.150804181,6.193915135,6.819814898,6.923669947,4.431148766,1.897398316,3.458605374,3.39825771,3.066053664,3.437853742,3.458605374,2.399559447,1.437022068,3.847855688,2.573719646,3.411124067,3.824768554,3.847855688,2.308713413
07_INA,2026,2.811155,6.750663006,5.11119091,6.002689545,6.703408365,6.750663006,5.940583445,1.894552218,3.42401932,3.386363808,2.970679162,3.352114915,3.42401932,2.375563853,0.472504669,1.327700178,2.871609019,6.889051598,5.132776367,6.069943363,6.64104574,6.889051598,4.408993022,1.894552218,3.42401932,3.386363808,2.970679162,3.352114915,3.42401932,2.375563853,1.434866535,3.809377131,2.564711627,3.305015599,3.729380211,3.809377131,2.285626279
07_INA,2027,2.804127113,6.716909691,5.098412933,5.930359566,6.636306775,6.716909691,5.910880528,1.89171039,3.389779127,3.374511535,2.876905545,3.267747079,3.389779127,2.351808214,0.471795912,1.319070127,2.867301605,6.85460634,5.114811649,5.94705646,6.463893778,6.85460634,4.386948057,1.89171039,3.389779127,3.374511535,2.876905545,3.267747079,3.389779127,2.351808214,1.432714235,3.77128336,2.555735137,3.200688188,3.635517159,3.77128336,2.262770016
07_INA,2028,2.797116795,6.683325142,5.0856669,5.85860282,6.569708615,6.683325142,5.881326125,1.888872824,3.355881336,3.362700744,2.784710333,3.184731388,3.355881336,2.328290132,0.471088218,1.310496171,2.863000653,6.820333308,5.096909809,5.825246678,6.28834731,6.820333308,4.365013317,1.888872824,3.355881336,3.362700744,2.784710333,3.184731388,3.355881336,2.328290132,1.430565164,3.733570526,2.546790064,3.098116823,3.543158429,3.733570526,2.240142316
07_INA,2029,2.790124003,6.649908517,5.072952733,5.787415382,6.503610529,6.649908517,5.851919495,1.886039515,3.322322523,3.350931292,2.694071334,3.103049236,3.322322523,2.305007231,0.470381585,1.301977946,2.858706152,6.786231641,5.079070624,5.704506318,6.114394709,6.786231641,4.34318825,1.886039515,3.322322523,3.350931292,2.694071334,3.103049236,3.322322523,2.305007231,1.428419316,3.696234821,2.537876298,2.997276816,3.452283323,3.696234821,2.217740893
07_INA,2030,2.783148693,6.616658974,5.060270351,5.716793354,6.438009182,6.616658974,5.822659897,1.883210456,3.289099297,3.339203032,2.604966643,3.022682254,3.289099297,2.281957159,0.469676013,1.293515089,2.854418093,6.752300483,5.061293877,5.58482773,5.942024425,6.752300483,4.321472309,1.883210456,3.289099297,3.339203032,2.604966643,3.022682254,3.289099297,2.281957159,1.426276687,3.659272473,2.528993731,2.898143798,3.362871402,3.659272473,2.195563484
