,date,vehicle_type,measure,transport_type,frequency,medium,unit,fuel,economy,scope,comment,dataset,drive,value
3758,2011,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3759,2012,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3760,2013,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3761,2014,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3762,2015,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3763,2016,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3764,2017,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3765,2018,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3766,2019,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3767,2020,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3768,2021,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3769,2022,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3770,2023,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,74458751.7546701
3771,2010,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3772,2011,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3773,2012,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3774,2013,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3775,2014,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3776,2015,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3777,2016,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3778,2017,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3779,2018,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3780,2019,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3781,2020,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3782,2021,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3783,2022,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3784,2023,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,413359788.359788
3785,2010,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3786,2011,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3787,2012,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3788,2013,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3789,2014,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3790,2015,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3791,2016,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3792,2017,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3793,2018,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3794,2019,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3795,2020,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3796,2021,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3797,2022,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3798,2023,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,130302815.570672
3799,2010,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3800,2011,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3801,2012,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3802,2013,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3803,2014,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3804,2015,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3805,2016,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3806,2017,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3807,2018,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3808,2019,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3809,2020,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3810,2021,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3811,2022,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3812,2023,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,1028911564.62585
3813,2010,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3814,2011,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3815,2012,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3816,2013,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3817,2014,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3818,2015,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3819,2016,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3820,2017,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3821,2018,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3822,2019,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3823,2020,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3824,2021,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3825,2022,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3826,2023,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,359302451.139185
3827,2010,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3828,2011,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3829,2012,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3830,2013,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3831,2014,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3832,2015,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3833,2016,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3834,2017,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3835,2018,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3836,2019,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3837,2020,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3838,2021,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3839,2022,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3840,2023,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,1028911564.62585
3841,2010,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3842,2011,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3843,2012,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3844,2013,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3845,2014,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3846,2015,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3847,2016,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3848,2017,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3849,2018,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3850,2019,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3851,2020,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3852,2021,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3853,2022,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3854,2023,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,359302451.139185
3855,2010,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3856,2011,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3857,2012,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3858,2013,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3859,2014,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3860,2015,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3861,2016,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3862,2017,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3863,2018,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3864,2019,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3865,2020,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3866,2021,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3867,2022,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3868,2023,lt,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,293974732.750243
3869,2010,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3870,2011,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3871,2012,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3872,2013,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3873,2014,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3874,2015,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3875,2016,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3876,2017,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3877,2018,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3878,2019,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3879,2020,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3880,2021,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3881,2022,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3882,2023,lt,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,628779289.493575
3883,2010,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3884,2011,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3885,2012,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3886,2013,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3887,2014,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3888,2015,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3889,2016,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3890,2017,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3891,2018,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3892,2019,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3893,2020,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3894,2021,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3895,2022,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3896,2023,suv,efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,293974732.750243
3897,2010,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3898,2011,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3899,2012,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3900,2013,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3901,2014,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3902,2015,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3903,2016,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3904,2017,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3905,2018,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
3906,2019,suv,new_vehicle_efficiency,passenger,yearly,road,km_per_pj,all,12_NZ,national,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,74458751.7546701
