transport_type,vehicle_type,drive,unit,medium,scope,date,measure,value,economy,frequency
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,07_INA,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,08_JPN,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,09_ROK,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,10_MAS,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,11_MEX,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,12_NZ,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,13_PNG,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,14_PE,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,15_RP,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,16_RUS,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,17_SIN,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,18_CT,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,19_THA,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,20_USA,Yearly
freight,lcv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,21_VN,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,01_AUS,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,02_BD,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,03_CDA,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,04_CHL,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,05_PRC,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,06_HKC,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,07_INA,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,08_JPN,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,09_ROK,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,10_MAS,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,11_MEX,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,12_NZ,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,13_PNG,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,14_PE,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,15_RP,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,16_RUS,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,17_SIN,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,18_CT,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,19_THA,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,20_USA,Yearly
freight,mt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,99746247.7054314,21_VN,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,01_AUS,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,02_BD,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,03_CDA,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,04_CHL,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,05_PRC,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,06_HKC,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,07_INA,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,08_JPN,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,09_ROK,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,10_MAS,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,11_MEX,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,12_NZ,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,13_PNG,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,14_PE,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,15_RP,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,16_RUS,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,17_SIN,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,18_CT,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,19_THA,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,20_USA,Yearly
freight,mt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,88275429.21930678,21_VN,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,01_AUS,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,02_BD,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,03_CDA,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,04_CHL,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,05_PRC,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,06_HKC,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,07_INA,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,08_JPN,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,09_ROK,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,10_MAS,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,11_MEX,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,12_NZ,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,13_PNG,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,14_PE,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,15_RP,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,16_RUS,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,17_SIN,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,18_CT,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,19_THA,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,20_USA,Yearly
passenger,2w,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,671060281.3450733,21_VN,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,01_AUS,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,02_BD,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,03_CDA,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,04_CHL,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,05_PRC,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,06_HKC,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,07_INA,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,08_JPN,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,09_ROK,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,10_MAS,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,11_MEX,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,12_NZ,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,13_PNG,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,14_PE,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,15_RP,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,16_RUS,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,17_SIN,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,18_CT,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,19_THA,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,20_USA,Yearly
passenger,2w,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,593888348.99039,21_VN,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,01_AUS,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,02_BD,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,03_CDA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,04_CHL,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,05_PRC,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,06_HKC,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,07_INA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,08_JPN,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,09_ROK,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,10_MAS,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,11_MEX,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,12_NZ,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,13_PNG,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,14_PE,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,15_RP,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,16_RUS,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,17_SIN,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,18_CT,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,19_THA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,20_USA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,21_VN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,01_AUS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,02_BD,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,03_CDA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,04_CHL,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,05_PRC,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,06_HKC,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,07_INA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,08_JPN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,09_ROK,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,10_MAS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,11_MEX,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,12_NZ,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,13_PNG,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,14_PE,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,15_RP,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,16_RUS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,17_SIN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,18_CT,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,19_THA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,20_USA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,21_VN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,01_AUS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,02_BD,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,03_CDA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,04_CHL,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,05_PRC,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,06_HKC,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,07_INA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,08_JPN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,09_ROK,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,10_MAS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,11_MEX,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,12_NZ,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,13_PNG,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,14_PE,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,15_RP,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,16_RUS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,17_SIN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,18_CT,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,19_THA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,20_USA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,21_VN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,01_AUS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,02_BD,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,03_CDA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,04_CHL,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,05_PRC,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,06_HKC,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,07_INA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,08_JPN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,09_ROK,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,10_MAS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,11_MEX,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,12_NZ,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,13_PNG,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,14_PE,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,15_RP,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,16_RUS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,17_SIN,Yearly
