transport_type,vehicle_sub_type,vehicle_type,unit,medium,scope,date,measure,value,drive,economy,frequency
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,19_THA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,20_USA,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,21_VN,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,21_VN,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,21_VN,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,21_VN,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,21_VN,Yearly
passenger,light truck,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,01_AUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,02_BD,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,03_CDA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,04_CHL,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,05_PRC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,06_HKC,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,07_INA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,08_JPN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,09_ROK,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,10_MAS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,11_MEX,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,12_NZ,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,13_PNG,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,14_PE,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,15_RP,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,16_RUS,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,17_SIN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,18_CT,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,19_THA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,20_USA,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,21_VN,Yearly
passenger,transit,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,21_VN,Yearly
