transport_type,vehicle_type,unit,medium,scope,date,measure,value,drive,economy,frequency
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,12_NZ,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,12_NZ,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,12_NZ,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,13_PNG,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,14_PE,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,15_RP,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,16_RUS,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,17_SIN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,18_CT,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,19_THA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,20_USA,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,bev,21_VN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,ice,21_VN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,fcev,21_VN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,phev,21_VN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,cng,21_VN,Yearly
passenger,bus,passengers,road,national,2019-12-31,Occupancy,7.52660092762209,lpg,21_VN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,01_AUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,02_BD,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,03_CDA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,04_CHL,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,05_PRC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,06_HKC,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,07_INA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,08_JPN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,09_ROK,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,10_MAS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,11_MEX,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,12_NZ,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,13_PNG,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,14_PE,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,15_RP,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,16_RUS,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,17_SIN,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,18_CT,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,19_THA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,ice,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,fcev,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,phev,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,cng,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,lpg,20_USA,Yearly
passenger,ldv,passengers,road,national,2019-12-31,Occupancy,1.82,bev,21_VN,Yearly
