transport_type,vehicle_type,drive,unit,medium,scope,date,measure,value,economy,frequency
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,15_RP,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,16_RUS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,17_SIN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,18_CT,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,19_THA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,20_USA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,21_VN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,01_AUS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,02_BD,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,03_CDA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,04_CHL,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,05_PRC,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,06_HKC,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,07_INA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,08_JPN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,09_ROK,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,10_MAS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,11_MEX,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,12_NZ,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,13_PNG,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,14_PE,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,15_RP,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,16_RUS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,17_SIN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,18_CT,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,19_THA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,20_USA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,219658746.38422593,21_VN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,01_AUS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,02_BD,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,03_CDA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,04_CHL,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,05_PRC,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,06_HKC,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,07_INA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,08_JPN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,09_ROK,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,10_MAS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,11_MEX,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,12_NZ,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,13_PNG,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,14_PE,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,15_RP,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,16_RUS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,17_SIN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,18_CT,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,19_THA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,20_USA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,214224010.77832216,21_VN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,01_AUS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,02_BD,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,03_CDA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,04_CHL,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,05_PRC,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,06_HKC,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,07_INA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,08_JPN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,09_ROK,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,10_MAS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,11_MEX,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,12_NZ,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,13_PNG,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,14_PE,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,15_RP,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,16_RUS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,17_SIN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,18_CT,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,19_THA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,20_USA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,303756666.42847246,21_VN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,01_AUS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,02_BD,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,03_CDA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,04_CHL,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,05_PRC,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,06_HKC,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,07_INA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,08_JPN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,09_ROK,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,10_MAS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,11_MEX,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,12_NZ,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,13_PNG,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,14_PE,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,15_RP,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,16_RUS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,17_SIN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,18_CT,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,19_THA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,20_USA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,296241203.47630835,21_VN,Yearly
