,date,vehicle_type,measure,transport_type,frequency,medium,unit,fuel,economy,scope,comment,dataset,drive,value
0,2016,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
1,2016,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
2,2016,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
3,2016,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
4,2016,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
5,2016,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
6,2016,mt,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
7,2016,other,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
8,2016,suv,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
9,2020,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
10,2020,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
11,2020,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
12,2020,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
13,2020,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
14,2020,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
15,2020,mt,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
16,2020,other,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
17,2020,suv,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
18,2021,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
19,2021,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
20,2021,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
21,2021,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
22,2021,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
23,2021,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
24,2021,mt,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
25,2021,other,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
26,2021,suv,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,bev,0.0
27,1991,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
28,1993,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
29,1995,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
30,1996,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
31,1997,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
32,1998,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
33,1999,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
34,2001,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
35,2002,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
36,2003,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
37,2004,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
38,2005,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
39,2006,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
40,2007,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
41,2008,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
42,2009,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
43,2010,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
44,2011,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
45,2012,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
46,2013,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
47,2014,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
48,2015,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
49,2016,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
50,2017,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
51,2018,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
52,2019,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
53,2020,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
54,2021,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
55,1991,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
56,1993,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
57,1995,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
58,1996,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
59,1997,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
60,1998,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
61,1999,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
62,2001,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
63,2002,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
64,2003,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
65,2004,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
66,2005,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
67,2006,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
68,2007,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
69,2008,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
70,2009,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
71,2010,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
72,2011,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
73,2012,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
74,2013,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
75,2014,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
76,2015,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
77,2016,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
78,2017,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
79,2018,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
80,2019,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
81,2020,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
82,2021,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
83,1991,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
84,1993,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
85,1995,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
86,1996,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
87,1997,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
