,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,scenario,unit.1,dataset,value,dataset_selection_method,comment
1908,2018,07_INA,mileage,lcv,km_per_stock,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1909,2018,07_INA,efficiency,lcv,km_per_pj,road,freight,fcev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,13316884723.090767,,,usa_alternative_fuels_data_center,197656171.21048304,manual,no_comment
1910,2019,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1911,2019,07_INA,mileage,lcv,km_per_stock,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1912,2019,07_INA,average_age,lcv,age,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.0,,,manually_inputted_data $ guess,1.0,single_datapoint,no_comment
1913,2019,07_INA,efficiency,lcv,km_per_pj,road,freight,fcev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,13316884723.090767,,,usa_alternative_fuels_data_center,197656171.21048304,manual,no_comment
1914,2020,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1915,2020,07_INA,average_age,lcv,age,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.0,,,manually_inputted_data $ guess,1.0,single_datapoint,no_comment
1916,2020,07_INA,mileage,lcv,km_per_stock,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1917,2020,07_INA,efficiency,lcv,km_per_pj,road,freight,fcev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,13316884723.090767,,,usa_alternative_fuels_data_center,197656171.21048304,manual,no_comment
1918,2021,07_INA,mileage,lcv,km_per_stock,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1919,2021,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1920,2021,07_INA,average_age,lcv,age,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.0,,,manually_inputted_data $ guess,1.0,single_datapoint,no_comment
1921,2021,07_INA,efficiency,lcv,km_per_pj,road,freight,fcev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,13316884723.090767,,,usa_alternative_fuels_data_center,197656171.21048304,manual,no_comment
1922,2022,07_INA,mileage,lcv,km_per_stock,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1923,2022,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1924,2022,07_INA,average_age,lcv,age,road,freight,fcev,all,yearly,national,['manually_inputted_data $ guess'],1,13.0,,,manually_inputted_data $ guess,1.0,single_datapoint,no_comment
1925,2022,07_INA,efficiency,lcv,km_per_pj,road,freight,fcev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,13316884723.090767,,,usa_alternative_fuels_data_center,197656171.21048304,manual,no_comment
1926,2010,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1927,2010,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,170581.38717107693,manual,no_comment
1928,2010,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1929,2010,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1930,2010,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1931,2011,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1932,2011,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,180440.80197678087,manual,no_comment
1933,2011,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1934,2011,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1935,2011,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1936,2012,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1937,2012,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,171874.12333318655,manual,no_comment
1938,2012,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1939,2012,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1940,2012,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1941,2013,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1942,2013,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,187632.03350582303,manual,no_comment
1943,2013,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1944,2013,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1945,2013,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1946,2014,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1947,2014,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,202719.59560723326,manual,no_comment
1948,2014,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1949,2014,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1950,2014,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1951,2015,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1952,2015,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,214952.73833228913,manual,no_comment
1953,2015,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1954,2015,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1955,2015,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1956,2016,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1957,2016,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,227383.1064696806,manual,no_comment
1958,2016,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1959,2016,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1960,2016,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1961,2017,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'manually_inputted_data $ guess']",2,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1962,2017,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,"['8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split', '8th_-_new_vtypes_and_drives $ reference', 'ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split']",3,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,231741.0967017004,manual,no_comment
1963,2017,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1964,2017,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1965,2017,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1966,2018,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1967,2018,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,250668.8777450708,manual,no_comment
1968,2018,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1969,2018,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1970,2018,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1971,2019,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1972,2019,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,171093.95491243468,manual,no_comment
1973,2019,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1974,2019,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1975,2019,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1976,2020,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1977,2020,07_INA,stocks,lcv,stocks,road,freight,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,2245458.3231155975,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,185874.07097900668,manual,no_comment
1978,2020,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1979,2020,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1980,2020,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1981,2021,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1982,2021,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1983,2021,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1984,2021,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1985,2022,07_INA,mileage,lcv,km_per_stock,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1986,2022,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1987,2022,07_INA,average_age,lcv,age,road,freight,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1988,2022,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5604065533.628046,,,usa_alternative_fuels_data_center,164182988.59026232,manual,no_comment
1989,2010,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1990,2010,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,2924676.4838378625,manual,no_comment
1991,2010,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1992,2010,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1993,2010,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
1994,2011,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
1995,2011,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3093719.5377422483,manual,no_comment
1996,2011,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1997,2011,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
1998,2011,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
1999,2012,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2000,2012,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,2946840.8894382054,manual,no_comment
2001,2012,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
2002,2012,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
2003,2012,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
2004,2013,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2005,2013,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3217015.6727521587,manual,no_comment
2006,2013,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
2007,2013,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
2008,2013,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
2009,2014,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2010,2014,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3475697.10809647,manual,no_comment
2011,2014,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
2012,2014,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
2013,2014,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
2014,2015,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2015,2015,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3685438.5426383363,manual,no_comment
2016,2015,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
2017,2015,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
2018,2015,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
2019,2016,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2020,2016,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3898561.474628659,manual,no_comment
2021,2016,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
2022,2016,07_INA,mileage,lcv,km_per_stock,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,975000.0,,,manually_inputted_data $ guess,75000.0,single_datapoint,no_comment
2023,2016,07_INA,efficiency,lcv,km_per_pj,road,freight,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,5152243357.323446,,,usa_alternative_fuels_data_center,160120818.75335357,manual,no_comment
2024,2017,07_INA,occupancy_or_load,lcv,passengers_or_tonnes,road,freight,ice_g,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'manually_inputted_data $ guess']",2,13.4,,,manually_inputted_data $ guess,1.0,manual,was_previously_0.365
2025,2017,07_INA,stocks,lcv,stocks,road,freight,ice_g,all,yearly,national,"['8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split', '8th_-_new_vtypes_and_drives $ reference', 'ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split']",3,38499154.3448282,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,3973280.714281697,manual,no_comment
2026,2017,07_INA,average_age,lcv,age,road,freight,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
