,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,scenario,unit.1,dataset,value,dataset_selection_method,comment
985,2011,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
986,2011,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
987,2011,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
988,2012,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
989,2012,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,472415.92277903674,manual,no_comment
990,2012,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
991,2012,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
992,2012,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
993,2013,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
994,2013,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,522822.113383794,manual,no_comment
995,2013,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
996,2013,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
997,2013,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
998,2014,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
999,2014,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,573422.5840997412,manual,no_comment
1000,2014,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1001,2014,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1002,2014,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1003,2015,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1004,2015,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,616238.359382587,manual,no_comment
1005,2015,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1006,2015,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1007,2015,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1008,2016,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1009,2016,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,658588.1004747922,manual,no_comment
1010,2016,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1011,2016,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1012,2016,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1013,2017,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1014,2017,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1015,2017,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,"['8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data vehicle_dist_split ice_split', '8th_-_new_vtypes_and_drives $ reference vehicle_dist_split', 'ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split']",3,8645173.25498262,,,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data vehicle_dist_split ice_split,921260.6635103197,manual,no_comment
1016,2017,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1017,2017,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1018,2018,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1019,2018,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,846775.4941311402,manual,no_comment
1020,2018,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1021,2018,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1022,2018,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1023,2019,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1024,2019,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,736491.3995099952,manual,no_comment
1025,2019,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1026,2019,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1027,2019,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1028,2020,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1029,2020,07_INA,stocks,car,stocks,road,passenger,ice_d,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,8645173.25498262,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,789115.4188540558,manual,no_comment
1030,2020,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1031,2020,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1032,2020,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1033,2021,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1034,2021,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1035,2021,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1036,2021,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1037,2022,07_INA,mileage,car,km_per_stock,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1038,2022,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1039,2022,07_INA,average_age,car,age,road,passenger,ice_d,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1040,2022,07_INA,efficiency,car,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,9226725776.34914,,,usa_alternative_fuels_data_center,303756666.42847246,manual,no_comment
1041,2010,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1042,2010,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,7560948.277566285,manual,no_comment
1043,2010,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1044,2010,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1045,2010,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1046,2011,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1047,2011,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,8120363.1763042435,manual,no_comment
1048,2011,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1049,2011,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1050,2011,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1051,2012,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1052,2012,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,8099783.477220964,manual,no_comment
1053,2012,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1054,2012,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1055,2012,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1056,2013,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1057,2013,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,8964020.286616206,manual,no_comment
1058,2013,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1059,2013,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1060,2013,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1061,2014,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1062,2014,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,9831588.11590026,manual,no_comment
1063,2014,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1064,2014,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1065,2014,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1066,2015,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1067,2015,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,10565683.840617415,manual,no_comment
1068,2015,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1069,2015,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1070,2015,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1071,2016,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1072,2016,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,11291789.19952521,manual,no_comment
1073,2016,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1074,2016,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1075,2016,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1076,2017,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1077,2017,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1078,2017,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,"['8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data vehicle_dist_split ice_split', '8th_-_new_vtypes_and_drives $ reference vehicle_dist_split', 'ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split']",3,148225383.84501737,,,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data vehicle_dist_split ice_split,15795428.43648968,manual,no_comment
1079,2017,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1080,2017,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1081,2018,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1082,2018,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,14518346.70586886,manual,no_comment
1083,2018,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1084,2018,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1085,2018,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1086,2019,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1087,2019,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,12627476.300490007,manual,no_comment
1088,2019,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1089,2019,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1090,2019,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1091,2020,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1092,2020,07_INA,stocks,car,stocks,road,passenger,ice_g,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split'],1,148225383.84501737,,,ato  country_official_statistics $ iea_ev_explorer_no_data vehicle_dist_split ice_split,13529738.781145945,manual,no_comment
1093,2020,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1094,2020,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1095,2020,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1096,2021,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1097,2021,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1098,2021,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1099,2021,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1100,2022,07_INA,mileage,car,km_per_stock,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
1101,2022,07_INA,occupancy_or_load,car,passengers_or_tonnes,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,19.5,,,manually_inputted_data $ guess,1.5,single_datapoint,no_comment
1102,2022,07_INA,average_age,car,age,road,passenger,ice_g,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,,,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
1103,2022,07_INA,efficiency,car,km_per_pj,road,passenger,ice_g,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,8522067510.001413,,,usa_alternative_fuels_data_center,296241203.47630835,manual,no_comment
1104,2010,07_INA,mileage,car,km_per_stock,road,passenger,lpg,all,yearly,national,['manually_inputted_data $ guess'],1,195000.0,,,manually_inputted_data $ guess,15000.0,single_datapoint,no_comment
