,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,dataset,value,dataset_selection_method,comment
0,2010,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
1,2011,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
2,2012,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
3,2013,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
4,2014,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
5,2015,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
6,2016,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
7,2017,12_NZ,travel_km,2w,km,road,passenger,bev,all,yearly,national,['estimated $ calculate_energy_and_activity()'],1,7.319999999999999,estimated $ calculate_energy_and_activity(),7.319999999999999,single_datapoint,no_comment
8,2017,12_NZ,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,bev,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'estimated $ calculate_energy_and_activity()']",2,1212608510.2652993,8th_-_new_vtypes_and_drives $ reference,700347.0,manual,no_comment
9,2017,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
10,2017,12_NZ,energy,2w,pj,road,passenger,bev,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'estimated $ calculate_energy_and_activity()']",2,0.0003063835666002546,estimated $ calculate_energy_and_activity(),3.5215854545454532e-09,manual,no_comment
11,2018,12_NZ,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,27021920074.062744,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,15.0,manual,usa_data
