,Date,Economy,Measure,Vehicle Type,Unit,Medium,Transport Type,Drive,Fuel_Type,Frequency,Scope,level_0,index,Final_dataset_selection_method,Value,Dataset
9670,2020-12-31,15_RP,Turnover_rate,2w,%,road,freight,bev,,Yearly,National,,12570.0,not enough values to interpolate,,
9671,2021-12-31,15_RP,Turnover_rate,2w,%,road,freight,bev,,Yearly,National,,13747.0,not enough values to interpolate,,
9672,2010-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,801.0,not enough values to interpolate,,
9673,2011-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,1978.0,not enough values to interpolate,,
9674,2012-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,3155.0,not enough values to interpolate,,
9675,2013-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,4332.0,not enough values to interpolate,,
9676,2014-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,5509.0,not enough values to interpolate,,
9677,2015-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,6686.0,not enough values to interpolate,,
9678,2016-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,7863.0,not enough values to interpolate,,
9679,2017-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,9040.0,Automatic,0.03,Turnover_rate_est
9680,2018-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,10217.0,not enough values to interpolate,,
9681,2019-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,11394.0,not enough values to interpolate,,
9682,2020-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,12571.0,not enough values to interpolate,,
9683,2021-12-31,15_RP,Turnover_rate,2w,%,road,freight,g,,Yearly,National,,13748.0,not enough values to interpolate,,
9684,2010-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,802.0,not enough values to interpolate,,
9685,2011-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,1979.0,not enough values to interpolate,,
9686,2012-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,3156.0,not enough values to interpolate,,
9687,2013-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,4333.0,not enough values to interpolate,,
9688,2014-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,5510.0,not enough values to interpolate,,
9689,2015-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,6687.0,not enough values to interpolate,,
9690,2016-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,7864.0,not enough values to interpolate,,
9691,2017-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,9041.0,Automatic,0.03,Turnover_rate_est
9692,2018-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,10218.0,not enough values to interpolate,,
9693,2019-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,11395.0,not enough values to interpolate,,
9694,2020-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,12572.0,not enough values to interpolate,,
9695,2021-12-31,15_RP,Turnover_rate,2w,%,road,passenger,bev,,Yearly,National,,13749.0,not enough values to interpolate,,
9696,2010-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,803.0,not enough values to interpolate,,
9697,2011-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,1980.0,not enough values to interpolate,,
9698,2012-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,3157.0,not enough values to interpolate,,
9699,2013-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,4334.0,not enough values to interpolate,,
9700,2014-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,5511.0,not enough values to interpolate,,
9701,2015-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,6688.0,not enough values to interpolate,,
9702,2016-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,7865.0,not enough values to interpolate,,
9703,2017-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,9042.0,Automatic,0.03,Turnover_rate_est
9704,2018-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,10219.0,not enough values to interpolate,,
9705,2019-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,11396.0,not enough values to interpolate,,
9706,2020-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,12573.0,not enough values to interpolate,,
9707,2021-12-31,15_RP,Turnover_rate,2w,%,road,passenger,g,,Yearly,National,,13750.0,not enough values to interpolate,,
9708,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,804.0,not enough values to interpolate,,
9709,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,1981.0,not enough values to interpolate,,
9710,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,3158.0,not enough values to interpolate,,
9711,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,4335.0,not enough values to interpolate,,
9712,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,5512.0,not enough values to interpolate,,
9713,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,6689.0,not enough values to interpolate,,
9714,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,7866.0,not enough values to interpolate,,
9715,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,9043.0,Automatic,0.03,Turnover_rate_est
9716,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,10220.0,not enough values to interpolate,,
9717,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,11397.0,not enough values to interpolate,,
9718,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,12574.0,not enough values to interpolate,,
9719,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,bev,,Yearly,National,,13751.0,not enough values to interpolate,,
9720,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,805.0,not enough values to interpolate,,
9721,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,1982.0,not enough values to interpolate,,
9722,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,3159.0,not enough values to interpolate,,
9723,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,4336.0,not enough values to interpolate,,
9724,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,5513.0,not enough values to interpolate,,
9725,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,6690.0,not enough values to interpolate,,
9726,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,7867.0,not enough values to interpolate,,
9727,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,9044.0,Automatic,0.03,Turnover_rate_est
9728,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,10221.0,not enough values to interpolate,,
9729,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,11398.0,not enough values to interpolate,,
9730,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,12575.0,not enough values to interpolate,,
9731,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,cng,,Yearly,National,,13752.0,not enough values to interpolate,,
9732,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,806.0,not enough values to interpolate,,
9733,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,1983.0,not enough values to interpolate,,
9734,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,3160.0,not enough values to interpolate,,
9735,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,4337.0,not enough values to interpolate,,
9736,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,5514.0,not enough values to interpolate,,
9737,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,6691.0,not enough values to interpolate,,
9738,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,7868.0,not enough values to interpolate,,
9739,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,9045.0,Automatic,0.03,Turnover_rate_est
9740,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,10222.0,not enough values to interpolate,,
9741,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,11399.0,not enough values to interpolate,,
9742,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,12576.0,not enough values to interpolate,,
9743,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,d,,Yearly,National,,13753.0,not enough values to interpolate,,
9744,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,807.0,not enough values to interpolate,,
9745,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,1984.0,not enough values to interpolate,,
9746,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,3161.0,not enough values to interpolate,,
9747,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,4338.0,not enough values to interpolate,,
9748,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,5515.0,not enough values to interpolate,,
9749,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,6692.0,not enough values to interpolate,,
9750,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,7869.0,not enough values to interpolate,,
9751,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,9046.0,Automatic,0.03,Turnover_rate_est
9752,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,10223.0,not enough values to interpolate,,
9753,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,11400.0,not enough values to interpolate,,
9754,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,12577.0,not enough values to interpolate,,
9755,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,fcev,,Yearly,National,,13754.0,not enough values to interpolate,,
9756,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,808.0,not enough values to interpolate,,
9757,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,1985.0,not enough values to interpolate,,
9758,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,3162.0,not enough values to interpolate,,
9759,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,4339.0,not enough values to interpolate,,
9760,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,5516.0,not enough values to interpolate,,
9761,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,6693.0,not enough values to interpolate,,
9762,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,7870.0,not enough values to interpolate,,
9763,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,9047.0,Automatic,0.03,Turnover_rate_est
9764,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,10224.0,not enough values to interpolate,,
9765,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,11401.0,not enough values to interpolate,,
9766,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,12578.0,not enough values to interpolate,,
9767,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,g,,Yearly,National,,13755.0,not enough values to interpolate,,
9768,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,809.0,not enough values to interpolate,,
9769,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,1986.0,not enough values to interpolate,,
9770,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,3163.0,not enough values to interpolate,,
9771,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,4340.0,not enough values to interpolate,,
9772,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,5517.0,not enough values to interpolate,,
9773,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,6694.0,not enough values to interpolate,,
9774,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,7871.0,not enough values to interpolate,,
9775,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,9048.0,Automatic,0.03,Turnover_rate_est
9776,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,10225.0,not enough values to interpolate,,
9777,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,11402.0,not enough values to interpolate,,
9778,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,12579.0,not enough values to interpolate,,
9779,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,lpg,,Yearly,National,,13756.0,not enough values to interpolate,,
9780,2010-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,810.0,not enough values to interpolate,,
9781,2011-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,1987.0,not enough values to interpolate,,
9782,2012-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,3164.0,not enough values to interpolate,,
9783,2013-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,4341.0,not enough values to interpolate,,
9784,2014-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,5518.0,not enough values to interpolate,,
9785,2015-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,6695.0,not enough values to interpolate,,
9786,2016-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,7872.0,not enough values to interpolate,,
9787,2017-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,9049.0,Automatic,0.03,Turnover_rate_est
9788,2018-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,10226.0,not enough values to interpolate,,
9789,2019-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,11403.0,not enough values to interpolate,,
9790,2020-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,12580.0,not enough values to interpolate,,
9791,2021-12-31,15_RP,Turnover_rate,bus,%,road,passenger,phevd,,Yearly,National,,13757.0,not enough values to interpolate,,
9792,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,811.0,not enough values to interpolate,,
9793,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,1988.0,not enough values to interpolate,,
9794,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,3165.0,not enough values to interpolate,,
9795,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,4342.0,not enough values to interpolate,,
9796,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,5519.0,not enough values to interpolate,,
9797,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,6696.0,not enough values to interpolate,,
9798,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,7873.0,not enough values to interpolate,,
9799,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,9050.0,Automatic,0.03,Turnover_rate_est
9800,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,10227.0,not enough values to interpolate,,
9801,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,11404.0,not enough values to interpolate,,
9802,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,12581.0,not enough values to interpolate,,
9803,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,bev,,Yearly,National,,13758.0,not enough values to interpolate,,
9804,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,812.0,not enough values to interpolate,,
9805,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,1989.0,not enough values to interpolate,,
9806,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,3166.0,not enough values to interpolate,,
9807,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,4343.0,not enough values to interpolate,,
9808,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,5520.0,not enough values to interpolate,,
9809,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,6697.0,not enough values to interpolate,,
9810,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,7874.0,not enough values to interpolate,,
9811,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,9051.0,Automatic,0.03,Turnover_rate_est
9812,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,10228.0,not enough values to interpolate,,
9813,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,11405.0,not enough values to interpolate,,
9814,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,12582.0,not enough values to interpolate,,
9815,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,cng,,Yearly,National,,13759.0,not enough values to interpolate,,
9816,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,813.0,not enough values to interpolate,,
9817,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,1990.0,not enough values to interpolate,,
9818,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,3167.0,not enough values to interpolate,,
9819,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,4344.0,not enough values to interpolate,,
9820,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,5521.0,not enough values to interpolate,,
9821,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,6698.0,not enough values to interpolate,,
9822,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,7875.0,not enough values to interpolate,,
9823,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,9052.0,Automatic,0.03,Turnover_rate_est
9824,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,10229.0,not enough values to interpolate,,
9825,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,11406.0,not enough values to interpolate,,
9826,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,12583.0,not enough values to interpolate,,
9827,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,d,,Yearly,National,,13760.0,not enough values to interpolate,,
9828,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,814.0,not enough values to interpolate,,
9829,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,1991.0,not enough values to interpolate,,
9830,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,3168.0,not enough values to interpolate,,
9831,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,4345.0,not enough values to interpolate,,
9832,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,5522.0,not enough values to interpolate,,
9833,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,6699.0,not enough values to interpolate,,
9834,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,7876.0,not enough values to interpolate,,
9835,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,9053.0,Automatic,0.03,Turnover_rate_est
9836,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,10230.0,not enough values to interpolate,,
9837,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,11407.0,not enough values to interpolate,,
9838,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,12584.0,not enough values to interpolate,,
9839,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,fcev,,Yearly,National,,13761.0,not enough values to interpolate,,
9840,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,815.0,not enough values to interpolate,,
9841,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,1992.0,not enough values to interpolate,,
9842,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,3169.0,not enough values to interpolate,,
9843,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,4346.0,not enough values to interpolate,,
9844,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,5523.0,not enough values to interpolate,,
9845,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,6700.0,not enough values to interpolate,,
9846,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,7877.0,not enough values to interpolate,,
9847,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,9054.0,Automatic,0.03,Turnover_rate_est
9848,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,10231.0,not enough values to interpolate,,
9849,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,11408.0,not enough values to interpolate,,
9850,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,12585.0,not enough values to interpolate,,
9851,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,g,,Yearly,National,,13762.0,not enough values to interpolate,,
9852,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,816.0,not enough values to interpolate,,
9853,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,1993.0,not enough values to interpolate,,
9854,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,3170.0,not enough values to interpolate,,
9855,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,4347.0,not enough values to interpolate,,
9856,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,5524.0,not enough values to interpolate,,
9857,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,6701.0,not enough values to interpolate,,
9858,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,7878.0,not enough values to interpolate,,
9859,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,9055.0,Automatic,0.03,Turnover_rate_est
9860,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,10232.0,not enough values to interpolate,,
9861,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,11409.0,not enough values to interpolate,,
9862,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,12586.0,not enough values to interpolate,,
9863,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,lpg,,Yearly,National,,13763.0,not enough values to interpolate,,
9864,2010-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,817.0,not enough values to interpolate,,
9865,2011-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,1994.0,not enough values to interpolate,,
9866,2012-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,3171.0,not enough values to interpolate,,
9867,2013-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,4348.0,not enough values to interpolate,,
9868,2014-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,5525.0,not enough values to interpolate,,
9869,2015-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,6702.0,not enough values to interpolate,,
9870,2016-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,7879.0,not enough values to interpolate,,
9871,2017-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,9056.0,Automatic,0.03,Turnover_rate_est
9872,2018-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,10233.0,not enough values to interpolate,,
9873,2019-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,11410.0,not enough values to interpolate,,
9874,2020-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,12587.0,not enough values to interpolate,,
9875,2021-12-31,15_RP,Turnover_rate,ht,%,road,freight,phevd,,Yearly,National,,13764.0,not enough values to interpolate,,
9876,2010-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,818.0,not enough values to interpolate,,
9877,2011-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,1995.0,not enough values to interpolate,,
9878,2012-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,3172.0,not enough values to interpolate,,
9879,2013-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,4349.0,not enough values to interpolate,,
9880,2014-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,5526.0,not enough values to interpolate,,
9881,2015-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,6703.0,not enough values to interpolate,,
9882,2016-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,7880.0,not enough values to interpolate,,
9883,2017-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,9057.0,Automatic,0.03,Turnover_rate_est
9884,2018-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,10234.0,not enough values to interpolate,,
9885,2019-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,11411.0,not enough values to interpolate,,
9886,2020-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,12588.0,not enough values to interpolate,,
9887,2021-12-31,15_RP,Turnover_rate,ldv,%,road,freight,bev,,Yearly,National,,13765.0,not enough values to interpolate,,
9888,2010-12-31,15_RP,Turnover_rate,ldv,%,road,freight,cng,,Yearly,National,,819.0,not enough values to interpolate,,
9889,2011-12-31,15_RP,Turnover_rate,ldv,%,road,freight,cng,,Yearly,National,,1996.0,not enough values to interpolate,,
