,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,dataset,value,dataset_selection_method,comment
15,2017,01_AUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),2029130733.219017,Manual,no_comment
16,2018,01_AUS,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3.168900043688098,Manual,no_comment
17,2018,01_AUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),2056367387.3561852,Manual,no_comment
18,2019,01_AUS,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3.2035086882921036,Manual,no_comment
19,2019,01_AUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),2078825681.1184113,Manual,no_comment
20,2020,01_AUS,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3.243201858236337,Manual,no_comment
21,2020,01_AUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),2104583432.719535,Manual,no_comment
22,2021,01_AUS,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3.3644131133058144,Manual,no_comment
23,2021,01_AUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),2183240022.851451,Manual,no_comment
24,2010,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),32.494456501407875,Manual,no_comment
25,2010,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,19540000000.0,Manual,no_comment
26,2011,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),33.058596371223985,Manual,no_comment
27,2011,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,19930000000.0,Manual,no_comment
28,2012,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),34.07404813689298,Manual,no_comment
29,2012,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,20410000000.0,Manual,no_comment
30,2013,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),34.976671928598755,Manual,no_comment
31,2013,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,20770000000.0,Manual,no_comment
32,2014,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),35.39037449979724,Manual,no_comment
33,2014,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,21170000000.0,Manual,no_comment
34,2015,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),35.76646774634131,Manual,no_comment
35,2015,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,21300000000.0,Manual,no_comment
36,2016,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),36.33060761615742,Manual,no_comment
37,2016,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,21630000000.0,Manual,no_comment
38,2017,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),36.443435590120636,Manual,no_comment
39,2017,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",3,ato $ country_official_statistics,22090000000.0,Manual,no_comment
40,2018,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),37.08279410924557,Manual,no_comment
41,2018,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,22530000000.0,Manual,no_comment
42,2019,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),37.38366870648082,Manual,no_comment
43,2019,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,22080000000.0,Manual,no_comment
44,2020,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),37.78721676002261,Manual,no_comment
45,2020,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,16810000000.0,Manual,no_comment
46,2021,01_AUS,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),36.50361050956769,Manual,no_comment
47,2021,01_AUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['ato $ country_official_statistics', 'estimated $ calculate_energy_and_passenger_km()']",2,ato $ country_official_statistics,12970000000.0,Manual,no_comment
48,2010,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),484.3969877351476,Manual,no_comment
49,2010,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),184753648261.66202,Manual,no_comment
50,2011,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),492.47862755073487,Manual,no_comment
51,2011,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),187836063052.98364,Manual,no_comment
52,2012,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),501.9618219020004,Manual,no_comment
53,2012,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),191453044161.3151,Manual,no_comment
54,2013,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),513.2453229244471,Manual,no_comment
55,2013,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),195756679468.39725,Manual,no_comment
56,2014,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),524.9828486556347,Manual,no_comment
57,2014,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),200233484145.77838,Manual,no_comment
58,2015,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),534.9358598794233,Manual,no_comment
59,2015,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),204029657906.85397,Manual,no_comment
60,2016,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),545.4258046718099,Manual,no_comment
61,2016,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),208030623271.06577,Manual,no_comment
62,2017,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),555.828892563394,Manual,no_comment
63,2017,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),211998460581.82904,Manual,no_comment
64,2018,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),565.7700596643458,Manual,no_comment
65,2018,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),215790116881.07074,Manual,no_comment
66,2019,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),572.6278067868056,Manual,no_comment
67,2019,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),218405727282.8908,Manual,no_comment
68,2020,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),579.5427610225667,Manual,no_comment
69,2020,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),221043157025.36853,Manual,no_comment
70,2021,01_AUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),586.3107296939241,Manual,no_comment
71,2021,01_AUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),223624525066.48773,Manual,no_comment
72,2010,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.009521059036804252,Manual,no_comment
73,2010,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),6178419.964799692,Manual,no_comment
74,2011,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.012076207904376624,Manual,no_comment
75,2011,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),7836511.014904481,Manual,no_comment
76,2012,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.013714595867013086,Manual,no_comment
77,2012,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),8899696.198329022,Manual,no_comment
78,2013,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.01474180989302561,Manual,no_comment
79,2013,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9566277.470633397,Manual,no_comment
80,2014,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.014421495841903425,Manual,no_comment
81,2014,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9358418.794323431,Manual,no_comment
82,2015,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.013677778159987549,Manual,no_comment
83,2015,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),8875804.396454314,Manual,no_comment
84,2016,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.013582052121721148,Manual,no_comment
85,2016,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),8813685.711580072,Manual,no_comment
86,2017,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),0.013600460975233918,Manual,no_comment
87,2017,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),8825631.612517426,Manual,no_comment
88,2018,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.013501053166264963,Manual,no_comment
89,2018,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),8761123.74745571,Manual,no_comment
90,2019,02_BD,energy,2w,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.014421495841903425,Manual,no_comment
91,2019,02_BD,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9358418.794323431,Manual,no_comment
92,2010,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.4422856579358294,Manual,no_comment
93,2010,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),410760069.0494431,Manual,no_comment
94,2011,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.6389824258783795,Manual,no_comment
95,2011,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),593436528.329085,Manual,no_comment
96,2012,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.8157462517540935,Manual,no_comment
97,2012,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),757600841.6396617,Manual,no_comment
98,2013,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.7965654961803459,Manual,no_comment
99,2013,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),739787267.2165991,Manual,no_comment
100,2014,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.8868278753509232,Manual,no_comment
101,2014,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),823615852.7368937,Manual,no_comment
102,2015,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.9281981324707713,Manual,no_comment
103,2015,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),862037287.7670287,Manual,no_comment
104,2016,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),1.6062942559897344,Manual,no_comment
105,2016,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),1491799536.4882412,Manual,no_comment
106,2017,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),0.9203001742933458,Manual,no_comment
107,2017,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),854702286.5340029,Manual,no_comment
108,2018,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.9428657690859902,Manual,no_comment
109,2018,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),875659432.9140766,Manual,no_comment
110,2019,02_BD,energy,bus,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),0.9752097882887804,Manual,no_comment
111,2019,02_BD,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),905698009.392182,Manual,no_comment
112,2010,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),4.050453127700825,Manual,no_comment
113,2010,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),1544881597.9523654,Manual,no_comment
114,2011,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),5.241261237704453,Manual,no_comment
115,2011,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),1999067210.7312727,Manual,no_comment
116,2012,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),8.612098597034398,Manual,no_comment
117,2012,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3284736848.655254,Manual,no_comment
118,2013,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9.550232086521378,Manual,no_comment
119,2013,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3642549942.3112583,Manual,no_comment
120,2014,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9.661764243233804,Manual,no_comment
121,2014,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3685089374.5803523,Manual,no_comment
122,2015,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),9.680083153221263,Manual,no_comment
123,2015,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3692076382.216763,Manual,no_comment
124,2016,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),10.004533158128424,Manual,no_comment
125,2016,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3815824720.0530157,Manual,no_comment
126,2017,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),10.070939206832957,Manual,no_comment
127,2017,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'estimated $ calculate_energy_and_passenger_km()']",2,estimated $ calculate_energy_and_passenger_km(),3841152622.7350035,Manual,no_comment
128,2018,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),10.273552668159745,Manual,no_comment
129,2018,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),3918431336.5066814,Manual,no_comment
130,2019,02_BD,energy,ldv,pj,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),10.565668217722667,Manual,no_comment
131,2019,02_BD,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['estimated $ calculate_energy_and_passenger_km()'],1,estimated $ calculate_energy_and_passenger_km(),4029847003.5364256,Manual,no_comment
