,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,dataset,value,dataset_selection_method,comment
0,2017,01_AUS,energy,2w,pj,road,passenger,bev,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.000211180407022,single_datapoint,no_comment
1,2017,01_AUS,passenger_km,2w,passenger_km,road,passenger,bev,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,636225.2060654,single_datapoint,no_comment
2,2017,01_AUS,energy,2w,pj,road,passenger,g,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3.819849683871504,single_datapoint,no_comment
3,2017,01_AUS,passenger_km,2w,passenger_km,road,passenger,g,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3386713494.393088,single_datapoint,no_comment
4,2017,01_AUS,energy,bus,pj,road,passenger,cng,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.0015168735021018,single_datapoint,no_comment
5,2017,01_AUS,passenger_km,bus,passenger_km,road,passenger,cng,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,57768.9569087372,single_datapoint,no_comment
6,2017,01_AUS,energy,bus,pj,road,passenger,d,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,9.894477196698402,single_datapoint,no_comment
7,2017,01_AUS,passenger_km,bus,passenger_km,road,passenger,d,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,6528931517.232008,single_datapoint,no_comment
8,2017,01_AUS,energy,bus,pj,road,passenger,g,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,12.794582430084406,single_datapoint,no_comment
9,2017,01_AUS,passenger_km,bus,passenger_km,road,passenger,g,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,15305769481.976969,single_datapoint,no_comment
10,2017,01_AUS,energy,bus,pj,road,passenger,lpg,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.9720149171371406,single_datapoint,no_comment
11,2017,01_AUS,passenger_km,bus,passenger_km,road,passenger,lpg,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,714874482.3949943,single_datapoint,no_comment
12,2017,01_AUS,energy,ldv,pj,road,passenger,bev,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.0094140884463084,single_datapoint,no_comment
13,2017,01_AUS,passenger_km,ldv,passenger_km,road,passenger,bev,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,14414375.9245035,single_datapoint,no_comment
14,2017,01_AUS,energy,ldv,pj,road,passenger,cng,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3.340184499552832,single_datapoint,no_comment
