Unit,Date,Value,Economy,Measure,Frequency,Dataset,Source
PPP,1994-12-31,758.177,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1994-12-31,463.432,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1994-12-31,491.301,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1995-12-31,794.771,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1995-12-31,566.595,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1995-12-31,549.83,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1996-12-31,812.562,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1996-12-31,610.164,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1996-12-31,604.078,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1997-12-31,830.767,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1997-12-31,570.594,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1997-12-31,652.411,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1998-12-31,858.291,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1998-12-31,382.855,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1998-12-31,625.913,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1999-12-31,835.956,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1999-12-31,497.254,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1999-12-31,707.517,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2000-12-31,825.789,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2000-12-31,576.483,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2000-12-31,789.105,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2001-12-31,835.686,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2001-12-31,547.743,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2001-12-31,846.037,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2002-12-31,847.82,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2002-12-31,626.989,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2002-12-31,925.599,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2003-12-31,860.094,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2003-12-31,702.696,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2003-12-31,973.574,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2004-12-31,863.809,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2004-12-31,792.532,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2004-12-31,1051.667,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2005-12-31,846.266,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2005-12-31,934.708,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2005-12-31,1131.379,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2006-12-31,819.103,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2006-12-31,1052.61,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2006-12-31,1227.687,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2007-12-31,816.843,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2007-12-31,1172.465,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2007-12-31,1333.989,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2008-12-31,824.126,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2008-12-31,1049.168,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2008-12-31,1400.534,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2009-12-31,848.428,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2009-12-31,943.739,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2009-12-31,1420.683,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2010-12-31,861.301,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2010-12-31,1143.568,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2010-12-31,1535.597,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2011-12-31,854.586,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2011-12-31,1253.419,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2011-12-31,1625.275,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2012-12-31,854.887,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2012-12-31,1278.046,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2012-12-31,1684.563,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2013-12-31,869.081,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2013-12-31,1370.633,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2013-12-31,1726.903,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2014-12-31,871.878,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2014-12-31,1484.489,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2014-12-31,1792.6,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2015-12-31,857.368,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2015-12-31,1466.039,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2015-12-31,1933.849,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2016-12-31,858.993,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2016-12-31,1499.362,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2016-12-31,2026.536,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2017-12-31,871.696,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2017-12-31,1623.074,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2017-12-31,2105.893,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2018-12-31,855.47,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2018-12-31,1725.373,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2018-12-31,2218.889,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2019-12-31,833.381,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2019-12-31,1651.423,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2019-12-31,2309.265,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2020-12-31,836.335,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2020-12-31,1644.676,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2020-12-31,2320.514,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2021-12-31,823.024,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2021-12-31,1810.966,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2021-12-31,2517.129,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2022-12-31,796.486,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2022-12-31,1734.207,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2022-12-31,2765.834,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2023-12-31,802.86,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2023-12-31,1792.467,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2023-12-31,2922.913,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2024-12-31,804.482,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2024-12-31,1879.043,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2024-12-31,3065.407,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2025-12-31,804.124,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2025-12-31,1961.83,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2025-12-31,3203.479,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2026-12-31,804.179,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2026-12-31,2048.476,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2026-12-31,3345.831,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2027-12-31,804.273,09_ROK,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2027-12-31,2137.201,09_ROK,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2027-12-31,3490.366,09_ROK,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1980-12-31,1.257,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1980-12-31,26.757,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1980-12-31,46.347,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1981-12-31,1.16,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1981-12-31,27.321,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1981-12-31,54.253,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1982-12-31,1.12,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1982-12-31,29.278,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1982-12-31,61.028,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1983-12-31,1.128,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1983-12-31,32.745,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1983-12-31,67.382,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1984-12-31,1.155,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1984-12-31,37.087,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1984-12-31,75.233,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1985-12-31,1.1,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1985-12-31,34.09,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1985-12-31,76.932,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1986-12-31,0.985,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1986-12-31,30.303,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1986-12-31,79.385,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1987-12-31,1.015,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1987-12-31,34.529,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1987-12-31,85.732,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1988-12-31,1.016,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1988-12-31,37.845,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1988-12-31,97.576,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1989-12-31,1.021,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1989-12-31,41.678,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1989-12-31,110.589,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1990-12-31,1.022,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1990-12-31,47.236,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1990-12-31,125.061,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1991-12-31,1.039,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1991-12-31,53.51,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1991-12-31,141.635,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1992-12-31,1.04,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1992-12-31,64.452,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1992-12-31,157.735,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1993-12-31,1.057,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1993-12-31,72.866,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1993-12-31,177.453,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1994-12-31,1.075,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1994-12-31,81.138,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1994-12-31,197.938,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1995-12-31,1.092,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1995-12-31,96.628,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1995-12-31,221.953,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1996-12-31,1.112,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1996-12-31,109.854,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1996-12-31,248.624,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1997-12-31,1.131,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1997-12-31,108.78,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1997-12-31,271.442,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1998-12-31,1.213,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1998-12-31,78.634,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1998-12-31,254.298,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1999-12-31,1.197,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1999-12-31,86.203,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1999-12-31,273.692,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2000-12-31,1.276,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2000-12-31,102.149,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2000-12-31,304.161,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2001-12-31,1.228,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2001-12-31,101.054,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2001-12-31,312.623,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2002-12-31,1.247,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2002-12-31,109.833,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2002-12-31,334.612,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2003-12-31,1.264,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2003-12-31,120.025,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2003-12-31,360.969,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2004-12-31,1.304,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2004-12-31,135.869,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2004-12-31,395.799,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2005-12-31,1.329,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2005-12-31,150.356,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2005-12-31,428.524,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2006-12-31,1.34,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2006-12-31,170.514,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2006-12-31,466.415,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2007-12-31,1.369,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2007-12-31,202.869,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2007-12-31,509.194,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2008-12-31,1.482,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2008-12-31,242.08,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2008-12-31,544.035,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2009-12-31,1.385,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2009-12-31,212.026,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2009-12-31,539.233,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2010-12-31,1.42,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2010-12-31,258.844,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2010-12-31,586.796,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2011-12-31,1.466,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2011-12-31,302.643,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2011-12-31,630.696,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2012-12-31,1.454,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2012-12-31,319.153,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2012-12-31,677.647,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2013-12-31,1.472,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2013-12-31,328.074,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2013-12-31,701.7,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2014-12-31,1.505,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2014-12-31,343.088,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2014-12-31,745.387,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2015-12-31,1.568,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2015-12-31,301.36,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2015-12-31,750.777,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2016-12-31,1.594,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2016-12-31,301.918,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2016-12-31,783.874,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2017-12-31,1.655,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2017-12-31,319.249,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2017-12-31,829.297,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2018-12-31,1.626,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2018-12-31,358.994,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2018-12-31,890.231,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2019-12-31,1.599,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2019-12-31,365.283,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2019-12-31,946.147,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2020-12-31,1.568,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2020-12-31,337.612,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2020-12-31,904.554,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2021-12-31,1.591,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2021-12-31,373.034,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2021-12-31,971.274,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2022-12-31,1.541,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2022-12-31,434.059,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2022-12-31,1096.507,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2023-12-31,1.529,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2023-12-31,467.459,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2023-12-31,1185.312,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2024-12-31,1.538,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2024-12-31,503.11,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2024-12-31,1269.685,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2025-12-31,1.551,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2025-12-31,539.616,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2025-12-31,1350.453,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2026-12-31,1.562,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2026-12-31,577.156,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2026-12-31,1437.194,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,2027-12-31,1.574,10_MAS,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,2027-12-31,615.011,10_MAS,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,2027-12-31,1522.718,10_MAS,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1980-12-31,0.013,11_MEX,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1980-12-31,228.606,11_MEX,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1980-12-31,404.343,11_MEX,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1981-12-31,0.015,11_MEX,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1981-12-31,293.61,11_MEX,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1981-12-31,480.331,11_MEX,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1982-12-31,0.023,11_MEX,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1982-12-31,213.077,11_MEX,GDP_current,Yearly,IMF,GDP_billions_USD_current
GDP_billions_international_dollars_PPP,1982-12-31,507.355,11_MEX,GDP_PPP,Yearly,IMF,GDP_billions_international_dollars_PPP
PPP,1983-12-31,0.041,11_MEX,PPP,Yearly,IMF,PPP
GDP_billions_USD_current,1983-12-31,173.714,11_MEX,GDP_current,Yearly,IMF,GDP_billions_USD_current
