Unit,Date,Value,Economy,Measure,Frequency,Dataset,Source
Thousands,2064-12-31,5197.191,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2065-12-31,5115.18,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2066-12-31,5033.279,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2067-12-31,4951.5,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2068-12-31,4869.794,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2069-12-31,4788.296,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2070-12-31,4707.083,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2071-12-31,4626.157,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2072-12-31,4545.563,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2073-12-31,4465.435,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2074-12-31,4385.81,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2075-12-31,4306.698,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2076-12-31,4228.234,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2077-12-31,4150.457,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2078-12-31,4073.385,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2079-12-31,3997.16,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2080-12-31,3921.898,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2081-12-31,3847.692,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2082-12-31,3774.679,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2083-12-31,3702.965,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2084-12-31,3632.642,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2085-12-31,3563.683,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2086-12-31,3496.098,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2087-12-31,3429.983,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2088-12-31,3365.39,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2089-12-31,3302.354,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2090-12-31,3240.921,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2091-12-31,3181.091,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2092-12-31,3122.88,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2093-12-31,3066.363,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2094-12-31,3011.548,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2095-12-31,2958.395,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2096-12-31,2906.91,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2097-12-31,2857.115,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2098-12-31,2808.89,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2099-12-31,2762.072,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2100-12-31,2716.57,06_HKC,Population,Yearly,UN,Population forecast Zero migration
Thousands,2023-12-31,7487.221,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2024-12-31,7483.291,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2025-12-31,7476.933,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2026-12-31,7468.167,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2027-12-31,7456.986,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2028-12-31,7443.328,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2029-12-31,7427.154,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2030-12-31,7408.468,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2031-12-31,7387.008,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2032-12-31,7362.708,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2033-12-31,7335.73,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2034-12-31,7306.135,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2035-12-31,7274.167,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2036-12-31,7239.797,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2037-12-31,7203.105,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2038-12-31,7164.278,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2039-12-31,7123.364,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2040-12-31,7080.521,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2041-12-31,7035.641,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2042-12-31,6988.806,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2043-12-31,6940.377,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2044-12-31,6890.563,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2045-12-31,6839.37,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2046-12-31,6786.944,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2047-12-31,6733.396,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2048-12-31,6678.792,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2049-12-31,6623.153,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2050-12-31,6566.47,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2051-12-31,6508.727,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2052-12-31,6449.776,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2053-12-31,6389.69,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2054-12-31,6328.641,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2055-12-31,6266.699,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2056-12-31,6203.863,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2057-12-31,6140.413,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2058-12-31,6076.545,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2059-12-31,6012.292,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2060-12-31,5947.801,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2061-12-31,5883.283,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2062-12-31,5818.96,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2063-12-31,5754.82,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2064-12-31,5691.035,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2065-12-31,5627.703,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2066-12-31,5564.805,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2067-12-31,5502.355,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2068-12-31,5440.341,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2069-12-31,5378.993,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2070-12-31,5318.414,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2071-12-31,5258.583,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2072-12-31,5199.615,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2073-12-31,5141.752,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2074-12-31,5085.062,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2075-12-31,5029.638,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2076-12-31,4975.647,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2077-12-31,4923.109,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2078-12-31,4872.135,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2079-12-31,4822.874,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2080-12-31,4775.385,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2081-12-31,4729.702,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2082-12-31,4685.951,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2083-12-31,4644.144,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2084-12-31,4604.206,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2085-12-31,4565.989,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2086-12-31,4529.387,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2087-12-31,4494.434,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2088-12-31,4461.086,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2089-12-31,4429.22,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2090-12-31,4398.685,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2091-12-31,4369.323,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2092-12-31,4341.02,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2093-12-31,4313.727,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2094-12-31,4287.331,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2095-12-31,4261.746,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2096-12-31,4236.9,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2097-12-31,4212.774,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2098-12-31,4189.303,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2099-12-31,4166.418,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2100-12-31,4144.04,06_HKC,Population,Yearly,UN,Population forecast Constant mortality
Thousands,2023-12-31,7486.81,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2024-12-31,7481.775,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2025-12-31,7473.756,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2026-12-31,7462.749,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2027-12-31,7448.744,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2028-12-31,7431.737,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2029-12-31,7411.73,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2030-12-31,7388.731,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2031-12-31,7362.752,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2032-12-31,7333.827,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2033-12-31,7301.972,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2034-12-31,7267.238,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2035-12-31,7229.727,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2036-12-31,7189.542,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2037-12-31,7146.797,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2038-12-31,7101.579,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2039-12-31,7053.96,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2040-12-31,7004.015,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2041-12-31,6951.803,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2042-12-31,6897.405,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2043-12-31,6840.945,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2044-12-31,6782.575,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2045-12-31,6722.447,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2046-12-31,6660.715,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2047-12-31,6597.487,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2048-12-31,6532.843,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2049-12-31,6466.82,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2050-12-31,6399.468,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2051-12-31,6330.846,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2052-12-31,6261.004,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2053-12-31,6190.033,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2054-12-31,6118.04,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2055-12-31,6045.137,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2056-12-31,5971.46,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2057-12-31,5897.155,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2058-12-31,5822.36,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2059-12-31,5747.208,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2060-12-31,5671.831,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2061-12-31,5596.352,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2062-12-31,5520.877,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2063-12-31,5445.497,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2064-12-31,5370.274,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2065-12-31,5295.255,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2066-12-31,5220.493,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2067-12-31,5146.033,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2068-12-31,5071.941,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2069-12-31,4998.286,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2070-12-31,4925.142,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2071-12-31,4852.599,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2072-12-31,4780.745,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2073-12-31,4709.685,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2074-12-31,4639.523,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2075-12-31,4570.374,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2076-12-31,4502.346,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2077-12-31,4435.549,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2078-12-31,4370.087,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2079-12-31,4306.063,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2080-12-31,4243.572,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2081-12-31,4182.673,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2082-12-31,4123.422,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2083-12-31,4065.852,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2084-12-31,4009.963,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2085-12-31,3955.744,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2086-12-31,3903.168,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2087-12-31,3852.175,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2088-12-31,3802.708,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2089-12-31,3754.689,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2090-12-31,3708.023,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2091-12-31,3662.628,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2092-12-31,3618.399,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2093-12-31,3575.227,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2094-12-31,3533.019,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2095-12-31,3491.673,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2096-12-31,3451.086,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2097-12-31,3411.175,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2098-12-31,3371.87,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2099-12-31,3333.105,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2100-12-31,3294.844,06_HKC,Population,Yearly,UN,Population forecast No change
Thousands,2022-12-31,7515.745,06_HKC,Population,Yearly,UN,Population estimate
Thousands,2023-12-31,7565.866,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2024-12-31,7609.851,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2025-12-31,7647.69,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2026-12-31,7679.345,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2027-12-31,7704.796,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2028-12-31,7724.063,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2029-12-31,7737.199,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2030-12-31,7744.296,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2031-12-31,7745.501,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2032-12-31,7740.992,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2033-12-31,7730.999,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2034-12-31,7715.842,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2035-12-31,7695.934,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2036-12-31,7671.75,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2037-12-31,7643.78,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2038-12-31,7612.449,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2039-12-31,7578.095,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2040-12-31,7541.068,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2041-12-31,7501.758,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2042-12-31,7460.624,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2043-12-31,7418.158,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2044-12-31,7374.742,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2045-12-31,7330.604,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2046-12-31,7285.853,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2047-12-31,7240.551,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2048-12-31,7194.835,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2049-12-31,7149.017,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2050-12-31,7103.605,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2051-12-31,7059.228,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2052-12-31,7016.532,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2053-12-31,6976.04,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2054-12-31,6938.007,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2055-12-31,6902.468,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2056-12-31,6869.288,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2057-12-31,6838.145,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2058-12-31,6808.577,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2059-12-31,6780.028,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2060-12-31,6751.901,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2061-12-31,6723.643,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2062-12-31,6694.726,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2063-12-31,6664.678,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2064-12-31,6633.158,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2065-12-31,6599.941,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2066-12-31,6564.984,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2067-12-31,6528.402,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2068-12-31,6490.4,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2069-12-31,6451.288,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2070-12-31,6411.456,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2071-12-31,6371.304,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2072-12-31,6331.261,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2073-12-31,6291.764,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2074-12-31,6253.228,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2075-12-31,6216.053,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2076-12-31,6180.59,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2077-12-31,6147.15,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2078-12-31,6116.044,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2079-12-31,6087.557,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2080-12-31,6061.912,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2081-12-31,6039.321,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2082-12-31,6019.965,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2083-12-31,6003.94,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2084-12-31,5991.328,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2085-12-31,5982.155,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2086-12-31,5976.347,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2087-12-31,5973.769,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2088-12-31,5974.213,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2089-12-31,5977.403,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2090-12-31,5982.984,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2091-12-31,5990.552,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2092-12-31,5999.658,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2093-12-31,6009.815,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2094-12-31,6020.521,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2095-12-31,6031.296,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2096-12-31,6041.677,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2097-12-31,6051.247,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2098-12-31,6059.651,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2099-12-31,6066.615,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2100-12-31,6071.931,06_HKC,Population,Yearly,UN,Population forecast Momentum
Thousands,2023-12-31,7570.265,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2024-12-31,7623.276,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2025-12-31,7670.605,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2026-12-31,7712.216,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2027-12-31,7748.106,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2028-12-31,7778.302,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2029-12-31,7802.845,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2030-12-31,7821.855,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2031-12-31,7835.512,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2032-12-31,7844.008,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2033-12-31,7847.564,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2034-12-31,7846.529,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2035-12-31,7841.342,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2036-12-31,7832.475,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2037-12-31,7820.417,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2038-12-31,7805.526,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2039-12-31,7788.093,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2040-12-31,7768.419,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2041-12-31,7746.829,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2042-12-31,7723.727,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2043-12-31,7699.495,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2044-12-31,7674.408,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2045-12-31,7648.61,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2046-12-31,7622.083,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2047-12-31,7594.785,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2048-12-31,7566.823,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2049-12-31,7538.425,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2050-12-31,7510.033,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2051-12-31,7482.224,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2052-12-31,7455.546,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2053-12-31,7430.462,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2054-12-31,7407.244,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2055-12-31,7385.888,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2056-12-31,7366.232,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2057-12-31,7348.051,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2058-12-31,7330.905,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2059-12-31,7314.258,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2060-12-31,7297.565,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
Thousands,2061-12-31,7280.309,06_HKC,Population,Yearly,UN,Population forecast Instant replacement zero migration
