Medium,Transport Type,Vehicle Type,Drive,Economy,Year,Measure,Value
road,freight,ht,cng,01_AUS,2017,Activity,0.020273984
road,freight,ht,d,01_AUS,2017,Activity,196.5902402
road,freight,ht,g,01_AUS,2017,Activity,9.128182624
road,freight,ht,lpg,01_AUS,2017,Activity,1.409046604
road,freight,lt,bev,01_AUS,2017,Activity,0.000192609
road,freight,lt,cng,01_AUS,2017,Activity,0.022284395
road,freight,lt,d,01_AUS,2017,Activity,5.609708074
road,freight,lt,g,01_AUS,2017,Activity,2.507949343
road,freight,lt,lpg,01_AUS,2017,Activity,0.367893664
road,freight,lt,phevg,01_AUS,2017,Activity,0.000613456
road,passenger,2w,bev,01_AUS,2017,Activity,0.000636225
road,passenger,2w,g,01_AUS,2017,Activity,3.386713494
road,passenger,bus,cng,01_AUS,2017,Activity,5.78E-05
road,passenger,bus,d,01_AUS,2017,Activity,6.528931517
road,passenger,bus,g,01_AUS,2017,Activity,15.30576948
road,passenger,bus,lpg,01_AUS,2017,Activity,0.714874482
road,passenger,lt,bev,01_AUS,2017,Activity,0.000984653
road,passenger,lt,cng,01_AUS,2017,Activity,0.113939504
road,passenger,lt,d,01_AUS,2017,Activity,28.68227559
road,passenger,lt,g,01_AUS,2017,Activity,12.82307274
road,passenger,lt,lpg,01_AUS,2017,Activity,1.88102978
road,passenger,lt,phevg,01_AUS,2017,Activity,0.003133159
road,passenger,lv,bev,01_AUS,2017,Activity,0.013429723
road,passenger,lv,cng,01_AUS,2017,Activity,1.408305205
road,passenger,lv,d,01_AUS,2017,Activity,39.23412873
road,passenger,lv,g,01_AUS,2017,Activity,239.765302
road,passenger,lv,lpg,01_AUS,2017,Activity,12.48113449
road,passenger,lv,phevg,01_AUS,2017,Activity,0.03882874
road,freight,ht,d,02_BD,2017,Activity,0.993549392
road,freight,ht,g,02_BD,2017,Activity,0.037670013
road,freight,lt,d,02_BD,2017,Activity,0.018457864
road,freight,lt,g,02_BD,2017,Activity,0.035846544
road,passenger,2w,bev,02_BD,2017,Activity,4.30E-06
road,passenger,2w,g,02_BD,2017,Activity,0.013769616
road,passenger,bus,d,02_BD,2017,Activity,0.723537087
road,passenger,bus,g,02_BD,2017,Activity,0.062916165
road,passenger,lt,d,02_BD,2017,Activity,1.015299698
road,passenger,lt,g,02_BD,2017,Activity,1.971787674
road,passenger,lv,bev,02_BD,2017,Activity,0.001361924
road,passenger,lv,d,02_BD,2017,Activity,0.194454479
road,passenger,lv,g,02_BD,2017,Activity,2.280532107
road,freight,ht,cng,03_CDA,2017,Activity,0.453554284
road,freight,ht,d,03_CDA,2017,Activity,213.4179108
road,freight,ht,g,03_CDA,2017,Activity,143.0757632
road,freight,ht,lpg,03_CDA,2017,Activity,2.845022325
road,freight,lt,d,03_CDA,2017,Activity,0.11999325
road,freight,lt,g,03_CDA,2017,Activity,18.7651601
road,freight,lt,lpg,03_CDA,2017,Activity,0.051280899
road,passenger,2w,g,03_CDA,2017,Activity,3.268245667
road,passenger,bus,bev,03_CDA,2017,Activity,13.19465377
road,passenger,bus,cng,03_CDA,2017,Activity,2.961853558
road,passenger,bus,d,03_CDA,2017,Activity,42.10237565
road,passenger,bus,g,03_CDA,2017,Activity,1.652273562
road,passenger,bus,lpg,03_CDA,2017,Activity,0.06968712
road,passenger,lt,d,03_CDA,2017,Activity,1.531841992
road,passenger,lt,g,03_CDA,2017,Activity,239.5573156
road,passenger,lt,lpg,03_CDA,2017,Activity,0.654655455
road,passenger,lv,bev,03_CDA,2017,Activity,0.044393539
road,passenger,lv,cng,03_CDA,2017,Activity,0.272879789
road,passenger,lv,d,03_CDA,2017,Activity,3.100100188
road,passenger,lv,g,03_CDA,2017,Activity,284.0848856
road,passenger,lv,lpg,03_CDA,2017,Activity,2.510644517
road,passenger,lv,phevg,03_CDA,2017,Activity,0.005440342
road,freight,ht,d,04_CHL,2017,Activity,31.17131456
road,freight,ht,g,04_CHL,2017,Activity,0.305601121
road,passenger,2w,g,04_CHL,2017,Activity,0.414499392
road,passenger,bus,bev,04_CHL,2017,Activity,0.962606701
road,passenger,bus,d,04_CHL,2017,Activity,46.75923177
road,passenger,bus,g,04_CHL,2017,Activity,0.467592622
road,passenger,lv,bev,04_CHL,2017,Activity,0.179369646
road,passenger,lv,cng,04_CHL,2017,Activity,0.382571326
road,passenger,lv,d,04_CHL,2017,Activity,12.753596
road,passenger,lv,g,04_CHL,2017,Activity,51.01438405
road,passenger,lv,lpg,04_CHL,2017,Activity,0.637679805
road,passenger,lv,phevg,04_CHL,2017,Activity,0.008847082
road,freight,ht,bev,05_PRC,2017,Activity,0.061874
road,freight,ht,cng,05_PRC,2017,Activity,79.86419
road,freight,ht,d,05_PRC,2017,Activity,6072.511
road,freight,ht,lpg,05_PRC,2017,Activity,15.97284
road,freight,lt,bev,05_PRC,2017,Activity,0.416333
road,freight,lt,cng,05_PRC,2017,Activity,20.81683
road,freight,lt,d,05_PRC,2017,Activity,83.26733
road,freight,lt,g,05_PRC,2017,Activity,83.26733
road,freight,lt,lpg,05_PRC,2017,Activity,4.163366
road,passenger,2w,bev,05_PRC,2017,Activity,117.7288
road,passenger,2w,g,05_PRC,2017,Activity,143.8908
road,passenger,bus,bev,05_PRC,2017,Activity,274.5931
road,passenger,bus,cng,05_PRC,2017,Activity,274.5935
road,passenger,bus,d,05_PRC,2017,Activity,350.7471
road,passenger,bus,g,05_PRC,2017,Activity,156.9106
road,passenger,bus,lpg,05_PRC,2017,Activity,39.22765
road,passenger,lt,bev,05_PRC,2017,Activity,0.567264
road,passenger,lt,cng,05_PRC,2017,Activity,28.36346
road,passenger,lt,d,05_PRC,2017,Activity,113.4538
road,passenger,lt,g,05_PRC,2017,Activity,113.4538
road,passenger,lt,lpg,05_PRC,2017,Activity,5.672692
road,passenger,lv,bev,05_PRC,2017,Activity,16.69014
road,passenger,lv,cng,05_PRC,2017,Activity,146.2914
road,passenger,lv,d,05_PRC,2017,Activity,3.483129
road,passenger,lv,g,05_PRC,2017,Activity,4528.067
road,passenger,lv,lpg,05_PRC,2017,Activity,6.966257
road,passenger,lv,phevg,05_PRC,2017,Activity,5.701583
road,freight,ht,d,06_HKC,2017,Activity,5.615241282
road,freight,ht,lpg,06_HKC,2017,Activity,0.397867875
road,freight,lt,bev,06_HKC,2017,Activity,0.001017989
road,freight,lt,d,06_HKC,2017,Activity,0.426746302
road,freight,lt,g,06_HKC,2017,Activity,0.00582762
road,freight,lt,lpg,06_HKC,2017,Activity,0.168010365
road,passenger,2w,bev,06_HKC,2017,Activity,9.59E-05
road,passenger,2w,g,06_HKC,2017,Activity,0.145021955
road,passenger,bus,bev,06_HKC,2017,Activity,0.010827165
road,passenger,bus,d,06_HKC,2017,Activity,7.845769478
road,passenger,bus,lpg,06_HKC,2017,Activity,1.735917576
road,passenger,lt,bev,06_HKC,2017,Activity,0.001160542
road,passenger,lt,d,06_HKC,2017,Activity,0.488167738
road,passenger,lt,g,06_HKC,2017,Activity,0.006662656
road,passenger,lt,lpg,06_HKC,2017,Activity,0.192192023
road,passenger,lv,bev,06_HKC,2017,Activity,0.093023933
road,passenger,lv,d,06_HKC,2017,Activity,0.130323995
road,passenger,lv,g,06_HKC,2017,Activity,12.76812177
road,passenger,lv,lpg,06_HKC,2017,Activity,1.141190772
road,passenger,lv,phevg,06_HKC,2017,Activity,0.000439629
road,freight,ht,d,07_INA,2017,Activity,206.8071419
road,freight,ht,g,07_INA,2017,Activity,18.13093252
road,freight,lt,d,07_INA,2017,Activity,0.564886842
road,freight,lt,g,07_INA,2017,Activity,8.804765275
road,freight,lt,phevg,07_INA,2017,Activity,0.004667051
road,passenger,2w,bev,07_INA,2017,Activity,0.01206831
road,passenger,2w,g,07_INA,2017,Activity,241.4251573
road,passenger,bus,d,07_INA,2017,Activity,85.37275757
road,passenger,bus,g,07_INA,2017,Activity,15.35690947
road,passenger,lt,d,07_INA,2017,Activity,2.90541225
road,passenger,lt,g,07_INA,2017,Activity,45.2860125
road,passenger,lt,phevg,07_INA,2017,Activity,0.024004336
road,passenger,lv,d,07_INA,2017,Activity,14.62333261
road,passenger,lv,g,07_INA,2017,Activity,250.7236844
road,passenger,lv,phevg,07_INA,2017,Activity,0.132928225
road,freight,ht,phevd,07_INA,2017,Activity,0.095350041
road,passenger,bus,phevd,07_INA,2017,Activity,0.039361774
road,freight,ht,bev,08_JPN,2017,Activity,0.009598818
road,freight,ht,cng,08_JPN,2017,Activity,0.725295591
road,freight,ht,d,08_JPN,2017,Activity,97.78919014
road,freight,ht,g,08_JPN,2017,Activity,106.3186665
road,freight,ht,lpg,08_JPN,2017,Activity,0.3142948
road,freight,lt,bev,08_JPN,2017,Activity,0.000403066
road,freight,lt,d,08_JPN,2017,Activity,4.08271329
road,freight,lt,g,08_JPN,2017,Activity,4.438820207
road,freight,lt,lpg,08_JPN,2017,Activity,0.026243704
road,freight,lt,phevg,08_JPN,2017,Activity,3.00E-05
road,passenger,2w,g,08_JPN,2017,Activity,31.29495094
road,passenger,bus,d,08_JPN,2017,Activity,73.78252675
road,passenger,bus,fcev,08_JPN,2017,Activity,0.001136224
road,passenger,bus,g,08_JPN,2017,Activity,3.89794482
road,passenger,bus,lpg,08_JPN,2017,Activity,0.038768717
road,passenger,lt,bev,08_JPN,2017,Activity,0.007383069
road,passenger,lt,d,08_JPN,2017,Activity,74.75982294
road,passenger,lt,g,08_JPN,2017,Activity,81.28060655
road,passenger,lt,lpg,08_JPN,2017,Activity,0.480556617
road,passenger,lt,phevg,08_JPN,2017,Activity,0.000549207
road,passenger,lv,bev,08_JPN,2017,Activity,0.540461903
road,passenger,lv,d,08_JPN,2017,Activity,9.728413005
road,passenger,lv,fcev,08_JPN,2017,Activity,0.001079107
road,passenger,lv,g,08_JPN,2017,Activity,594.5141279
road,passenger,lv,lpg,08_JPN,2017,Activity,21.61869555
road,passenger,lv,phevg,08_JPN,2017,Activity,0.010796272
road,freight,ht,d,09_ROK,2017,Activity,135.6510984
road,freight,ht,lpg,09_ROK,2017,Activity,12.46793187
road,freight,lt,cng,09_ROK,2017,Activity,0.054133837
road,freight,lt,d,09_ROK,2017,Activity,0.812057845
road,freight,lt,g,09_ROK,2017,Activity,0.135342977
road,freight,lt,lpg,09_ROK,2017,Activity,0.541371906
road,passenger,2w,g,09_ROK,2017,Activity,2.885615996
road,passenger,bus,bev,09_ROK,2017,Activity,0.271044057
road,passenger,bus,cng,09_ROK,2017,Activity,97.63359139
road,passenger,bus,d,09_ROK,2017,Activity,14.91624201
road,passenger,bus,g,09_ROK,2017,Activity,13.56022
road,passenger,bus,lpg,09_ROK,2017,Activity,8.136131587
road,passenger,lt,cng,09_ROK,2017,Activity,0.702831885
road,passenger,lt,d,09_ROK,2017,Activity,10.54312946
road,passenger,lt,g,09_ROK,2017,Activity,1.757188246
road,passenger,lt,lpg,09_ROK,2017,Activity,7.028752984
road,passenger,lv,bev,09_ROK,2017,Activity,0.044092912
road,passenger,lv,d,09_ROK,2017,Activity,52.94294162
road,passenger,lv,g,09_ROK,2017,Activity,370.6005912
road,passenger,lv,lpg,09_ROK,2017,Activity,79.41441243
road,freight,ht,bev,10_MAS,2017,Activity,0.025709284
road,freight,ht,cng,10_MAS,2017,Activity,4.764046166
road,freight,ht,d,10_MAS,2017,Activity,145.4308385
road,freight,ht,g,10_MAS,2017,Activity,14.48313592
road,passenger,2w,bev,10_MAS,2017,Activity,0.033892513
road,passenger,2w,g,10_MAS,2017,Activity,33.63611357
road,passenger,bus,cng,10_MAS,2017,Activity,0.173802454
road,passenger,bus,d,10_MAS,2017,Activity,5.402296422
road,passenger,bus,g,10_MAS,2017,Activity,17.38024333
road,passenger,lv,bev,10_MAS,2017,Activity,0.009156211
road,passenger,lv,cng,10_MAS,2017,Activity,2.129566599
road,passenger,lv,d,10_MAS,2017,Activity,0.756665623
road,passenger,lv,g,10_MAS,2017,Activity,232.5965432
road,freight,ht,cng,11_MEX,2017,Activity,0.034674773
road,freight,ht,d,11_MEX,2017,Activity,221.0303522
road,freight,ht,g,11_MEX,2017,Activity,24.95837126
road,freight,lt,cng,11_MEX,2017,Activity,0.001114629
road,freight,lt,d,11_MEX,2017,Activity,0.050603531
road,freight,lt,g,11_MEX,2017,Activity,10.09055349
road,freight,lt,lpg,11_MEX,2017,Activity,0.108703276
road,passenger,2w,g,11_MEX,2017,Activity,13.23956655
road,passenger,bus,cng,11_MEX,2017,Activity,4.737251831
road,passenger,bus,d,11_MEX,2017,Activity,38.82048968
road,passenger,bus,g,11_MEX,2017,Activity,14.16543022
road,passenger,bus,lpg,11_MEX,2017,Activity,24.36300942
road,passenger,lt,cng,11_MEX,2017,Activity,0.021594278
road,passenger,lt,d,11_MEX,2017,Activity,0.980370444
road,passenger,lt,g,11_MEX,2017,Activity,195.4899073
road,passenger,lt,lpg,11_MEX,2017,Activity,2.105969017
road,passenger,lv,bev,11_MEX,2017,Activity,0.023266859
road,passenger,lv,cng,11_MEX,2017,Activity,0.008050105
road,passenger,lv,d,11_MEX,2017,Activity,0.15379828
road,passenger,lv,g,11_MEX,2017,Activity,232.8997842
road,passenger,lv,lpg,11_MEX,2017,Activity,2.573480304
road,passenger,lv,phevg,11_MEX,2017,Activity,0.01806471
road,freight,ht,cng,12_NZ,2017,Activity,0.005295619
road,freight,ht,d,12_NZ,2017,Activity,18.73924077
road,freight,ht,g,12_NZ,2017,Activity,0.409303487
road,freight,ht,lpg,12_NZ,2017,Activity,0.019513632
road,passenger,2w,bev,12_NZ,2017,Activity,0.000700347
road,passenger,2w,g,12_NZ,2017,Activity,0.465434308
road,passenger,bus,bev,12_NZ,2017,Activity,0.023931828
road,passenger,bus,cng,12_NZ,2017,Activity,0.005877423
road,passenger,bus,d,12_NZ,2017,Activity,3.302340864
road,passenger,bus,g,12_NZ,2017,Activity,0.071811719
road,passenger,bus,lpg,12_NZ,2017,Activity,0.009205798
road,passenger,lt,d,12_NZ,2017,Activity,9.016808756
road,passenger,lt,g,12_NZ,2017,Activity,3.476993027
road,passenger,lt,lpg,12_NZ,2017,Activity,0.043345975
road,passenger,lv,bev,12_NZ,2017,Activity,0.019226648
road,passenger,lv,cng,12_NZ,2017,Activity,0.000381895
road,passenger,lv,d,12_NZ,2017,Activity,4.13536926
road,passenger,lv,g,12_NZ,2017,Activity,44.6864463
road,passenger,lv,lpg,12_NZ,2017,Activity,0.068180741
road,passenger,lv,phevg,12_NZ,2017,Activity,0.012182631
road,freight,ht,d,13_PNG,2017,Activity,0.974584536
road,freight,ht,g,13_PNG,2017,Activity,0.102899754
road,passenger,2w,g,13_PNG,2017,Activity,0.010378028
road,passenger,bus,d,13_PNG,2017,Activity,7.199170376
road,passenger,bus,g,13_PNG,2017,Activity,0.763668893
road,passenger,lt,d,13_PNG,2017,Activity,0.107350041
road,passenger,lt,g,13_PNG,2017,Activity,0.97694158
road,passenger,lv,g,13_PNG,2017,Activity,0.496966993
road,freight,ht,cng,14_PE,2017,Activity,2.803774341
road,freight,ht,d,14_PE,2017,Activity,52.22405844
road,freight,ht,g,14_PE,2017,Activity,3.218911153
road,freight,ht,lpg,14_PE,2017,Activity,3.738365788
road,freight,lt,cng,14_PE,2017,Activity,0.228186583
road,freight,lt,d,14_PE,2017,Activity,0.491483262
road,freight,lt,g,14_PE,2017,Activity,0.526589209
road,passenger,2w,bev,14_PE,2017,Activity,0.002758675
road,passenger,2w,g,14_PE,2017,Activity,0.55015253
road,passenger,bus,cng,14_PE,2017,Activity,0.83831728
road,passenger,bus,d,14_PE,2017,Activity,11.17756447
road,passenger,bus,g,14_PE,2017,Activity,4.079810969
road,passenger,bus,lpg,14_PE,2017,Activity,1.117756373
road,passenger,lt,cng,14_PE,2017,Activity,2.149196535
road,passenger,lt,d,14_PE,2017,Activity,4.629080859
road,passenger,lt,g,14_PE,2017,Activity,4.959729491
road,passenger,lv,cng,14_PE,2017,Activity,3.82004056
road,passenger,lv,d,14_PE,2017,Activity,0.254670423
road,passenger,lv,g,14_PE,2017,Activity,20.11896369
road,passenger,lv,lpg,14_PE,2017,Activity,5.093408528
road,freight,ht,d,15_RP,2017,Activity,50.42855839
road,freight,ht,g,15_RP,2017,Activity,0.823986892
road,freight,lt,bev,15_RP,2017,Activity,9.63E-05
road,freight,lt,d,15_RP,2017,Activity,1.583609432
road,freight,lt,g,15_RP,2017,Activity,0.575722454
road,freight,lt,lpg,15_RP,2017,Activity,0.006788605
road,passenger,2w,g,15_RP,2017,Activity,17.73830422
road,passenger,bus,d,15_RP,2017,Activity,1.206781868
road,passenger,bus,g,15_RP,2017,Activity,9.914735102
road,passenger,lt,bev,15_RP,2017,Activity,0.002777802
road,passenger,lt,d,15_RP,2017,Activity,45.66879805
road,passenger,lt,g,15_RP,2017,Activity,16.60292743
road,passenger,lt,lpg,15_RP,2017,Activity,0.19577243
road,passenger,lv,bev,15_RP,2017,Activity,0.000438624
road,passenger,lv,d,15_RP,2017,Activity,0.689230646
road,passenger,lv,g,15_RP,2017,Activity,39.89592459
road,passenger,lv,lpg,15_RP,2017,Activity,0.007308682
road,freight,ht,cng,16_RUS,2017,Activity,6.299253936
road,freight,ht,d,16_RUS,2017,Activity,143.203039
road,freight,ht,g,16_RUS,2017,Activity,74.19121273
road,freight,ht,lpg,16_RUS,2017,Activity,2.799668425
road,freight,lt,cng,16_RUS,2017,Activity,0.090742457
road,freight,lt,d,16_RUS,2017,Activity,4.537122878
road,freight,lt,g,16_RUS,2017,Activity,4.537122878
road,freight,lt,lpg,16_RUS,2017,Activity,0.272227371
road,passenger,2w,g,16_RUS,2017,Activity,3.23014459
road,passenger,bus,cng,16_RUS,2017,Activity,12.44815488
road,passenger,bus,d,16_RUS,2017,Activity,72.5984007
road,passenger,bus,g,16_RUS,2017,Activity,20.74692476
road,passenger,bus,lpg,16_RUS,2017,Activity,5.186731222
road,passenger,lt,cng,16_RUS,2017,Activity,0.392437996
road,passenger,lt,d,16_RUS,2017,Activity,19.62189988
road,passenger,lt,g,16_RUS,2017,Activity,19.62189988
road,passenger,lt,lpg,16_RUS,2017,Activity,1.177313998
road,passenger,lv,bev,16_RUS,2017,Activity,0.0215915
road,passenger,lv,cng,16_RUS,2017,Activity,1.728086848
road,passenger,lv,d,16_RUS,2017,Activity,21.60108572
road,passenger,lv,g,16_RUS,2017,Activity,964.7044882
road,passenger,lv,lpg,16_RUS,2017,Activity,9.396472284
road,freight,ht,d,17_SIN,2017,Activity,5.637616292
road,freight,ht,g,17_SIN,2017,Activity,0.047211943
road,freight,lt,cng,17_SIN,2017,Activity,1.56E-05
road,freight,lt,d,17_SIN,2017,Activity,0.28373194
road,freight,lt,g,17_SIN,2017,Activity,0.015468834
road,passenger,2w,g,17_SIN,2017,Activity,1.67945435
road,passenger,bus,d,17_SIN,2017,Activity,6.071281583
road,passenger,bus,g,17_SIN,2017,Activity,0.02816184
road,passenger,lt,cng,17_SIN,2017,Activity,6.25E-05
road,passenger,lt,d,17_SIN,2017,Activity,1.133533287
road,passenger,lt,g,17_SIN,2017,Activity,0.061799312
road,passenger,lv,cng,17_SIN,2017,Activity,0.105386932
road,passenger,lv,d,17_SIN,2017,Activity,0.217207414
road,passenger,lv,g,17_SIN,2017,Activity,15.86619291
road,freight,ht,d,18_CT,2017,Activity,37.23382561
road,freight,ht,g,18_CT,2017,Activity,0.010928479
road,freight,lt,bev,18_CT,2017,Activity,7.04E-05
road,freight,lt,d,18_CT,2017,Activity,1.414768995
road,freight,lt,g,18_CT,2017,Activity,2.7233881
road,freight,lt,lpg,18_CT,2017,Activity,7.85E-05
road,passenger,2w,bev,18_CT,2017,Activity,0.133058166
road,passenger,2w,g,18_CT,2017,Activity,34.81793211
road,passenger,bus,bev,18_CT,2017,Activity,0.00598794
road,passenger,bus,d,18_CT,2017,Activity,1.218423925
road,passenger,bus,g,18_CT,2017,Activity,7.290931273
road,passenger,lt,bev,18_CT,2017,Activity,1.82E-05
road,passenger,lt,d,18_CT,2017,Activity,0.365100613
road,passenger,lt,g,18_CT,2017,Activity,0.702807779
road,passenger,lt,lpg,18_CT,2017,Activity,2.03E-05
road,passenger,lv,bev,18_CT,2017,Activity,0.008523686
road,passenger,lv,d,18_CT,2017,Activity,3.807902275
road,passenger,lv,g,18_CT,2017,Activity,111.9749369
road,passenger,lv,lpg,18_CT,2017,Activity,0.711938041
road,freight,ht,cng,19_THA,2017,Activity,41.33954797
road,freight,ht,d,19_THA,2017,Activity,142.6245048
road,freight,ht,g,19_THA,2017,Activity,0.10777006
road,freight,ht,lpg,19_THA,2017,Activity,15.30171143
road,freight,lt,bev,19_THA,2017,Activity,3.46E-05
road,freight,lt,cng,19_THA,2017,Activity,0.945342236
road,freight,lt,d,19_THA,2017,Activity,11.5334258
road,freight,lt,g,19_THA,2017,Activity,5.778406128
road,freight,lt,lpg,19_THA,2017,Activity,1.680112993
road,freight,lt,phevg,19_THA,2017,Activity,3.17E-05
road,passenger,2w,bev,19_THA,2017,Activity,0.261050919
road,passenger,2w,g,19_THA,2017,Activity,104.1630916
road,passenger,bus,bev,19_THA,2017,Activity,0.004382675
road,passenger,bus,cng,19_THA,2017,Activity,17.05968051
road,passenger,bus,d,19_THA,2017,Activity,33.50039794
road,passenger,bus,g,19_THA,2017,Activity,1.369387711
road,passenger,bus,lpg,19_THA,2017,Activity,11.32394164
road,passenger,lt,bev,19_THA,2017,Activity,4.53E-05
road,passenger,lt,cng,19_THA,2017,Activity,1.237834245
road,passenger,lt,d,19_THA,2017,Activity,15.10190535
road,passenger,lt,g,19_THA,2017,Activity,7.566263829
road,passenger,lt,lpg,19_THA,2017,Activity,2.199945429
road,passenger,lt,phevg,19_THA,2017,Activity,4.15E-05
road,passenger,lv,bev,19_THA,2017,Activity,0.000380792
road,passenger,lv,cng,19_THA,2017,Activity,9.902737097
road,passenger,lv,d,19_THA,2017,Activity,120.8151801
road,passenger,lv,g,19_THA,2017,Activity,60.53007926
road,passenger,lv,lpg,19_THA,2017,Activity,17.59955436
road,passenger,lv,phevg,19_THA,2017,Activity,0.000353453
road,passenger,bus,phevd,19_THA,2017,Activity,0.004183462
road,freight,ht,bev,20_USA,2017,Activity,0.021556282
road,freight,ht,cng,20_USA,2017,Activity,8.677362
road,freight,ht,d,20_USA,2017,Activity,2318.47851
road,freight,ht,g,20_USA,2017,Activity,621.4209547
road,freight,ht,lpg,20_USA,2017,Activity,1.420032345
road,freight,lt,bev,20_USA,2017,Activity,0.003333783
road,freight,lt,cng,20_USA,2017,Activity,0.156225942
road,freight,lt,d,20_USA,2017,Activity,0.686836901
road,freight,lt,fcev,20_USA,2017,Activity,0.005554422
road,freight,lt,g,20_USA,2017,Activity,154.1535543
road,freight,lt,lpg,20_USA,2017,Activity,0.202680561
road,freight,lt,phevg,20_USA,2017,Activity,0.066336259
road,passenger,2w,bev,20_USA,2017,Activity,0.095372046
road,passenger,2w,g,20_USA,2017,Activity,38.1522884
road,passenger,bus,bev,20_USA,2017,Activity,0.520677014
road,passenger,bus,cng,20_USA,2017,Activity,57.32944213
road,passenger,bus,d,20_USA,2017,Activity,488.8676614
road,passenger,bus,g,20_USA,2017,Activity,32.28371365
road,passenger,bus,lpg,20_USA,2017,Activity,0.521176721
road,passenger,lt,bev,20_USA,2017,Activity,0.507034507
road,passenger,lt,cng,20_USA,2017,Activity,1.735002942
road,passenger,lt,d,20_USA,2017,Activity,7.6278246
road,passenger,lt,fcev,20_USA,2017,Activity,0.06168594
road,passenger,lt,g,20_USA,2017,Activity,1711.987627
road,passenger,lt,lpg,20_USA,2017,Activity,2.250915489
road,passenger,lt,phevg,20_USA,2017,Activity,0.736712548
road,passenger,lv,bev,20_USA,2017,Activity,14.24699847
road,passenger,lv,cng,20_USA,2017,Activity,4.992739024
road,passenger,lv,d,20_USA,2017,Activity,38.05053664
road,passenger,lv,fcev,20_USA,2017,Activity,0.164242782
road,passenger,lv,g,20_USA,2017,Activity,4745.663334
road,passenger,lv,lpg,20_USA,2017,Activity,0.577901464
road,passenger,lv,phevg,20_USA,2017,Activity,13.76619193
road,passenger,bus,phevd,20_USA,2017,Activity,0.519319391
road,freight,ht,d,21_VN,2017,Activity,62.79434538
road,freight,ht,g,21_VN,2017,Activity,0.634286284
road,freight,lt,d,21_VN,2017,Activity,1.235149379
road,freight,lt,g,21_VN,2017,Activity,0.065007865
road,passenger,2w,bev,21_VN,2017,Activity,0.081637308
road,passenger,2w,g,21_VN,2017,Activity,171.8181236
road,passenger,bus,cng,21_VN,2017,Activity,0.113829065
road,passenger,bus,d,21_VN,2017,Activity,42.69551394
road,passenger,bus,g,21_VN,2017,Activity,76.56431134
road,passenger,bus,lpg,21_VN,2017,Activity,0.113829065
road,passenger,lt,d,21_VN,2017,Activity,30.13576402
road,passenger,lt,g,21_VN,2017,Activity,1.586092838
road,passenger,lv,bev,21_VN,2017,Activity,0.000261785
road,passenger,lv,cng,21_VN,2017,Activity,0.022575583
road,passenger,lv,d,21_VN,2017,Activity,1.540575332
road,passenger,lv,g,21_VN,2017,Activity,36.90478488
road,freight,ht,bev,01_AUS,2017,Activity,0
road,freight,ht,fcev,01_AUS,2017,Activity,0
road,freight,lt,fcev,01_AUS,2017,Activity,0
road,passenger,bus,bev,01_AUS,2017,Activity,0
road,passenger,bus,fcev,01_AUS,2017,Activity,0
road,passenger,lt,fcev,01_AUS,2017,Activity,0
road,passenger,lv,fcev,01_AUS,2017,Activity,0
road,freight,ht,phevd,01_AUS,2017,Activity,0
road,passenger,bus,phevd,01_AUS,2017,Activity,0
road,freight,ht,bev,02_BD,2017,Activity,0
road,freight,ht,cng,02_BD,2017,Activity,0
road,freight,ht,fcev,02_BD,2017,Activity,0
road,freight,ht,lpg,02_BD,2017,Activity,0
road,freight,lt,bev,02_BD,2017,Activity,0
road,freight,lt,cng,02_BD,2017,Activity,0
road,freight,lt,fcev,02_BD,2017,Activity,0
road,freight,lt,lpg,02_BD,2017,Activity,0
road,freight,lt,phevg,02_BD,2017,Activity,0
road,passenger,bus,bev,02_BD,2017,Activity,0
road,passenger,bus,cng,02_BD,2017,Activity,0
road,passenger,bus,fcev,02_BD,2017,Activity,0
road,passenger,bus,lpg,02_BD,2017,Activity,0
road,passenger,lt,bev,02_BD,2017,Activity,0
road,passenger,lt,cng,02_BD,2017,Activity,0
road,passenger,lt,fcev,02_BD,2017,Activity,0
road,passenger,lt,lpg,02_BD,2017,Activity,0
road,passenger,lt,phevg,02_BD,2017,Activity,0
road,passenger,lv,cng,02_BD,2017,Activity,0
road,passenger,lv,fcev,02_BD,2017,Activity,0
road,passenger,lv,lpg,02_BD,2017,Activity,0
road,passenger,lv,phevg,02_BD,2017,Activity,0
road,freight,ht,phevd,02_BD,2017,Activity,0
road,passenger,bus,phevd,02_BD,2017,Activity,0
road,freight,ht,bev,03_CDA,2017,Activity,0
road,freight,ht,fcev,03_CDA,2017,Activity,0
road,freight,lt,bev,03_CDA,2017,Activity,0
road,freight,lt,cng,03_CDA,2017,Activity,0
road,freight,lt,fcev,03_CDA,2017,Activity,0
road,freight,lt,phevg,03_CDA,2017,Activity,0
road,passenger,2w,bev,03_CDA,2017,Activity,0
road,passenger,bus,fcev,03_CDA,2017,Activity,0
road,passenger,lt,bev,03_CDA,2017,Activity,0
road,passenger,lt,cng,03_CDA,2017,Activity,0
road,passenger,lt,fcev,03_CDA,2017,Activity,0
road,passenger,lt,phevg,03_CDA,2017,Activity,0
road,passenger,lv,fcev,03_CDA,2017,Activity,0
road,freight,ht,phevd,03_CDA,2017,Activity,0
road,passenger,bus,phevd,03_CDA,2017,Activity,0
road,freight,ht,bev,04_CHL,2017,Activity,0
road,freight,ht,cng,04_CHL,2017,Activity,0
road,freight,ht,fcev,04_CHL,2017,Activity,0
