Medium,Transport Type,Vehicle Type,Drive,Economy,Year,Measure,Value
road,passenger,lv,g,20_USA,2017,Travel_km_per_stock,23.08641773
road,passenger,lv,lpg,20_USA,2017,Travel_km_per_stock,23.08641773
road,passenger,lv,phevg,20_USA,2017,Travel_km_per_stock,23.08641773
road,passenger,bus,phevd,20_USA,2017,Travel_km_per_stock,39.78711886
road,freight,ht,d,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,ht,g,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,lt,d,21_VN,2017,Travel_km_per_stock,13.09953699
road,freight,lt,g,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,2w,bev,21_VN,2017,Travel_km_per_stock,2.145435452
road,passenger,2w,g,21_VN,2017,Travel_km_per_stock,2.145435452
road,passenger,bus,cng,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,bus,d,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,bus,g,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,bus,lpg,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,lt,d,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,lt,g,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,lv,bev,21_VN,2017,Travel_km_per_stock,9.876163228
road,passenger,lv,cng,21_VN,2017,Travel_km_per_stock,9.876163228
road,passenger,lv,d,21_VN,2017,Travel_km_per_stock,9.876163228
road,passenger,lv,g,21_VN,2017,Travel_km_per_stock,9.876163228
road,freight,ht,bev,01_AUS,2017,Travel_km_per_stock,35.00166643
road,freight,ht,fcev,01_AUS,2017,Travel_km_per_stock,35.00166643
road,freight,lt,fcev,01_AUS,2017,Travel_km_per_stock,14.22998014
road,passenger,bus,bev,01_AUS,2017,Travel_km_per_stock,29.13614387
road,passenger,bus,fcev,01_AUS,2017,Travel_km_per_stock,29.13614387
road,passenger,lt,fcev,01_AUS,2017,Travel_km_per_stock,14.22998014
road,passenger,lv,fcev,01_AUS,2017,Travel_km_per_stock,13.32783103
road,freight,ht,phevd,01_AUS,2017,Travel_km_per_stock,35.00166643
road,passenger,bus,phevd,01_AUS,2017,Travel_km_per_stock,29.13614387
road,freight,ht,bev,02_BD,2017,Travel_km_per_stock,11.53864854
road,freight,ht,cng,02_BD,2017,Travel_km_per_stock,11.53864854
road,freight,ht,fcev,02_BD,2017,Travel_km_per_stock,11.53864854
road,freight,ht,lpg,02_BD,2017,Travel_km_per_stock,11.53864854
road,freight,lt,bev,02_BD,2017,Travel_km_per_stock,14.60165487
road,freight,lt,cng,02_BD,2017,Travel_km_per_stock,14.60165487
road,freight,lt,fcev,02_BD,2017,Travel_km_per_stock,14.60165487
road,freight,lt,lpg,02_BD,2017,Travel_km_per_stock,14.60165487
road,freight,lt,phevg,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,bus,bev,02_BD,2017,Travel_km_per_stock,9.704705183
road,passenger,bus,cng,02_BD,2017,Travel_km_per_stock,9.704705183
road,passenger,bus,fcev,02_BD,2017,Travel_km_per_stock,9.704705183
road,passenger,bus,lpg,02_BD,2017,Travel_km_per_stock,9.704705183
road,passenger,lt,bev,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,lt,cng,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,lt,fcev,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,lt,lpg,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,lt,phevg,02_BD,2017,Travel_km_per_stock,14.60165487
road,passenger,lv,cng,02_BD,2017,Travel_km_per_stock,11.54512588
road,passenger,lv,fcev,02_BD,2017,Travel_km_per_stock,11.54512588
road,passenger,lv,lpg,02_BD,2017,Travel_km_per_stock,11.54512588
road,passenger,lv,phevg,02_BD,2017,Travel_km_per_stock,11.54512588
road,freight,ht,phevd,02_BD,2017,Travel_km_per_stock,11.53864854
road,passenger,bus,phevd,02_BD,2017,Travel_km_per_stock,9.704705183
road,freight,ht,bev,03_CDA,2017,Travel_km_per_stock,39.5466205
road,freight,ht,fcev,03_CDA,2017,Travel_km_per_stock,39.5466205
road,freight,lt,bev,03_CDA,2017,Travel_km_per_stock,13.3083221
road,freight,lt,cng,03_CDA,2017,Travel_km_per_stock,13.3083221
road,freight,lt,fcev,03_CDA,2017,Travel_km_per_stock,13.3083221
road,freight,lt,phevg,03_CDA,2017,Travel_km_per_stock,13.3083221
road,passenger,2w,bev,03_CDA,2017,Travel_km_per_stock,3.691358937
road,passenger,bus,fcev,03_CDA,2017,Travel_km_per_stock,40.75613428
road,passenger,lt,bev,03_CDA,2017,Travel_km_per_stock,13.3083221
road,passenger,lt,cng,03_CDA,2017,Travel_km_per_stock,13.3083221
road,passenger,lt,fcev,03_CDA,2017,Travel_km_per_stock,13.3083221
road,passenger,lt,phevg,03_CDA,2017,Travel_km_per_stock,13.3083221
road,passenger,lv,fcev,03_CDA,2017,Travel_km_per_stock,12.08541211
road,freight,ht,phevd,03_CDA,2017,Travel_km_per_stock,39.5466205
road,passenger,bus,phevd,03_CDA,2017,Travel_km_per_stock,40.75613428
road,freight,ht,bev,04_CHL,2017,Travel_km_per_stock,37.58417499
road,freight,ht,cng,04_CHL,2017,Travel_km_per_stock,37.58417499
road,freight,ht,fcev,04_CHL,2017,Travel_km_per_stock,37.58417499
road,freight,ht,lpg,04_CHL,2017,Travel_km_per_stock,37.58417499
road,freight,lt,bev,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,cng,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,d,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,fcev,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,g,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,lpg,04_CHL,2017,Travel_km_per_stock,9.82743317
road,freight,lt,phevg,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,2w,bev,04_CHL,2017,Travel_km_per_stock,2.171981989
road,passenger,bus,cng,04_CHL,2017,Travel_km_per_stock,25.72092326
road,passenger,bus,fcev,04_CHL,2017,Travel_km_per_stock,25.72092326
road,passenger,bus,lpg,04_CHL,2017,Travel_km_per_stock,25.72092326
road,passenger,lt,bev,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,cng,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,d,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,fcev,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,g,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,lpg,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,phevg,04_CHL,2017,Travel_km_per_stock,9.82743317
road,passenger,lv,fcev,04_CHL,2017,Travel_km_per_stock,9.530488775
road,freight,ht,phevd,04_CHL,2017,Travel_km_per_stock,37.58417499
road,passenger,bus,phevd,04_CHL,2017,Travel_km_per_stock,25.72092326
road,freight,ht,fcev,05_PRC,2017,Travel_km_per_stock,46.68565603
road,freight,ht,g,05_PRC,2017,Travel_km_per_stock,46.68565603
road,freight,lt,fcev,05_PRC,2017,Travel_km_per_stock,5.012960155
road,freight,lt,phevg,05_PRC,2017,Travel_km_per_stock,5.012960155
road,passenger,bus,fcev,05_PRC,2017,Travel_km_per_stock,37.06496393
road,passenger,lt,fcev,05_PRC,2017,Travel_km_per_stock,5.012960155
road,passenger,lt,phevg,05_PRC,2017,Travel_km_per_stock,5.012960155
road,passenger,lv,fcev,05_PRC,2017,Travel_km_per_stock,11.62657094
road,freight,ht,phevd,05_PRC,2017,Travel_km_per_stock,46.68565603
road,passenger,bus,phevd,05_PRC,2017,Travel_km_per_stock,37.06496393
road,freight,ht,bev,06_HKC,2017,Travel_km_per_stock,23.33543902
road,freight,ht,cng,06_HKC,2017,Travel_km_per_stock,23.33543902
road,freight,ht,fcev,06_HKC,2017,Travel_km_per_stock,23.33543902
road,freight,ht,g,06_HKC,2017,Travel_km_per_stock,23.33543902
road,freight,lt,cng,06_HKC,2017,Travel_km_per_stock,7.81337092
road,freight,lt,fcev,06_HKC,2017,Travel_km_per_stock,7.81337092
road,freight,lt,phevg,06_HKC,2017,Travel_km_per_stock,7.81337092
road,passenger,bus,cng,06_HKC,2017,Travel_km_per_stock,15.45380449
road,passenger,bus,fcev,06_HKC,2017,Travel_km_per_stock,15.45380449
road,passenger,bus,g,06_HKC,2017,Travel_km_per_stock,15.45380449
road,passenger,lt,cng,06_HKC,2017,Travel_km_per_stock,7.81337092
road,passenger,lt,fcev,06_HKC,2017,Travel_km_per_stock,7.81337092
road,passenger,lt,phevg,06_HKC,2017,Travel_km_per_stock,7.81337092
road,passenger,lv,cng,06_HKC,2017,Travel_km_per_stock,14.72294426
road,passenger,lv,fcev,06_HKC,2017,Travel_km_per_stock,14.72294426
road,freight,ht,phevd,06_HKC,2017,Travel_km_per_stock,23.33543902
road,passenger,bus,phevd,06_HKC,2017,Travel_km_per_stock,15.45380449
road,freight,ht,bev,07_INA,2017,Travel_km_per_stock,23.91405938
road,freight,ht,cng,07_INA,2017,Travel_km_per_stock,23.91405938
road,freight,ht,fcev,07_INA,2017,Travel_km_per_stock,23.91405938
road,freight,ht,lpg,07_INA,2017,Travel_km_per_stock,23.91405938
road,freight,lt,bev,07_INA,2017,Travel_km_per_stock,4.679729069
road,freight,lt,cng,07_INA,2017,Travel_km_per_stock,4.679729069
road,freight,lt,fcev,07_INA,2017,Travel_km_per_stock,4.679729069
road,freight,lt,lpg,07_INA,2017,Travel_km_per_stock,4.679729069
road,passenger,bus,bev,07_INA,2017,Travel_km_per_stock,12.57763742
road,passenger,bus,cng,07_INA,2017,Travel_km_per_stock,12.57763742
road,passenger,bus,fcev,07_INA,2017,Travel_km_per_stock,12.57763742
road,passenger,bus,lpg,07_INA,2017,Travel_km_per_stock,12.57763742
road,passenger,lt,bev,07_INA,2017,Travel_km_per_stock,4.679729069
road,passenger,lt,cng,07_INA,2017,Travel_km_per_stock,4.679729069
road,passenger,lt,fcev,07_INA,2017,Travel_km_per_stock,4.679729069
road,passenger,lt,lpg,07_INA,2017,Travel_km_per_stock,4.679729069
road,passenger,lv,bev,07_INA,2017,Travel_km_per_stock,7.732806537
road,passenger,lv,cng,07_INA,2017,Travel_km_per_stock,7.732806537
road,passenger,lv,fcev,07_INA,2017,Travel_km_per_stock,7.732806537
road,passenger,lv,lpg,07_INA,2017,Travel_km_per_stock,7.732806537
road,freight,ht,fcev,08_JPN,2017,Travel_km_per_stock,30.95285127
road,freight,lt,cng,08_JPN,2017,Travel_km_per_stock,8.849124134
road,freight,lt,fcev,08_JPN,2017,Travel_km_per_stock,8.849124134
road,passenger,2w,bev,08_JPN,2017,Travel_km_per_stock,2.297537947
road,passenger,bus,bev,08_JPN,2017,Travel_km_per_stock,38.67066263
road,passenger,bus,cng,08_JPN,2017,Travel_km_per_stock,38.67066263
road,passenger,lt,cng,08_JPN,2017,Travel_km_per_stock,8.849124134
road,passenger,lt,fcev,08_JPN,2017,Travel_km_per_stock,8.849124134
road,passenger,lv,cng,08_JPN,2017,Travel_km_per_stock,7.982211093
road,freight,ht,phevd,08_JPN,2017,Travel_km_per_stock,30.95285127
road,passenger,bus,phevd,08_JPN,2017,Travel_km_per_stock,38.67066263
road,freight,ht,bev,09_ROK,2017,Travel_km_per_stock,27.88292115
road,freight,ht,cng,09_ROK,2017,Travel_km_per_stock,27.88292115
road,freight,ht,fcev,09_ROK,2017,Travel_km_per_stock,27.88292115
road,freight,ht,g,09_ROK,2017,Travel_km_per_stock,27.88292115
road,freight,lt,bev,09_ROK,2017,Travel_km_per_stock,12.59468621
road,freight,lt,fcev,09_ROK,2017,Travel_km_per_stock,12.59468621
road,freight,lt,phevg,09_ROK,2017,Travel_km_per_stock,12.59468621
road,passenger,2w,bev,09_ROK,2017,Travel_km_per_stock,1.231397214
road,passenger,bus,fcev,09_ROK,2017,Travel_km_per_stock,88.71186833
road,passenger,lt,bev,09_ROK,2017,Travel_km_per_stock,12.59468621
road,passenger,lt,fcev,09_ROK,2017,Travel_km_per_stock,12.59468621
road,passenger,lt,phevg,09_ROK,2017,Travel_km_per_stock,12.59468621
road,passenger,lv,cng,09_ROK,2017,Travel_km_per_stock,11.66282339
road,passenger,lv,fcev,09_ROK,2017,Travel_km_per_stock,11.66282339
road,passenger,lv,phevg,09_ROK,2017,Travel_km_per_stock,11.66282339
road,freight,ht,phevd,09_ROK,2017,Travel_km_per_stock,27.88292115
road,passenger,bus,phevd,09_ROK,2017,Travel_km_per_stock,88.71186833
road,freight,ht,fcev,10_MAS,2017,Travel_km_per_stock,29.27415252
road,freight,ht,lpg,10_MAS,2017,Travel_km_per_stock,29.27415252
road,freight,lt,bev,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,cng,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,d,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,fcev,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,g,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,lpg,10_MAS,2017,Travel_km_per_stock,9.82743317
road,freight,lt,phevg,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,bus,bev,10_MAS,2017,Travel_km_per_stock,23.2857182
road,passenger,bus,fcev,10_MAS,2017,Travel_km_per_stock,23.2857182
road,passenger,bus,lpg,10_MAS,2017,Travel_km_per_stock,23.2857182
road,passenger,lt,bev,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,cng,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,d,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,fcev,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,g,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,lpg,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lt,phevg,10_MAS,2017,Travel_km_per_stock,9.82743317
road,passenger,lv,fcev,10_MAS,2017,Travel_km_per_stock,12.44255893
road,passenger,lv,lpg,10_MAS,2017,Travel_km_per_stock,12.44255893
road,passenger,lv,phevg,10_MAS,2017,Travel_km_per_stock,12.44255893
road,freight,ht,phevd,10_MAS,2017,Travel_km_per_stock,29.27415252
road,passenger,bus,phevd,10_MAS,2017,Travel_km_per_stock,23.2857182
road,freight,ht,bev,11_MEX,2017,Travel_km_per_stock,87.64160482
road,freight,ht,fcev,11_MEX,2017,Travel_km_per_stock,87.64160482
road,freight,ht,lpg,11_MEX,2017,Travel_km_per_stock,87.64160482
road,freight,lt,bev,11_MEX,2017,Travel_km_per_stock,18.49593606
road,freight,lt,fcev,11_MEX,2017,Travel_km_per_stock,18.49593606
road,freight,lt,phevg,11_MEX,2017,Travel_km_per_stock,18.49593606
road,passenger,2w,bev,11_MEX,2017,Travel_km_per_stock,5.273323251
road,passenger,bus,bev,11_MEX,2017,Travel_km_per_stock,24.47127043
road,passenger,bus,fcev,11_MEX,2017,Travel_km_per_stock,24.47127043
road,passenger,lt,bev,11_MEX,2017,Travel_km_per_stock,18.49593606
road,passenger,lt,fcev,11_MEX,2017,Travel_km_per_stock,18.49593606
road,passenger,lt,phevg,11_MEX,2017,Travel_km_per_stock,18.49593606
road,passenger,lv,fcev,11_MEX,2017,Travel_km_per_stock,7.245136086
road,freight,ht,phevd,11_MEX,2017,Travel_km_per_stock,87.64160482
road,passenger,bus,phevd,11_MEX,2017,Travel_km_per_stock,24.47127043
road,freight,ht,bev,12_NZ,2017,Travel_km_per_stock,24.67200403
road,freight,ht,fcev,12_NZ,2017,Travel_km_per_stock,24.67200403
road,freight,lt,bev,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,cng,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,d,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,fcev,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,g,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,lpg,12_NZ,2017,Travel_km_per_stock,14.42598529
road,freight,lt,phevg,12_NZ,2017,Travel_km_per_stock,14.42598529
road,passenger,bus,fcev,12_NZ,2017,Travel_km_per_stock,21.05971732
road,passenger,lt,bev,12_NZ,2017,Travel_km_per_stock,14.42598529
road,passenger,lt,cng,12_NZ,2017,Travel_km_per_stock,14.42598529
road,passenger,lt,fcev,12_NZ,2017,Travel_km_per_stock,14.42598529
road,passenger,lt,phevg,12_NZ,2017,Travel_km_per_stock,14.42598529
road,passenger,lv,fcev,12_NZ,2017,Travel_km_per_stock,8.776322754
road,freight,ht,phevd,12_NZ,2017,Travel_km_per_stock,24.67200403
road,passenger,bus,phevd,12_NZ,2017,Travel_km_per_stock,21.05971732
road,freight,ht,bev,13_PNG,2017,Travel_km_per_stock,6.278167914
road,freight,ht,cng,13_PNG,2017,Travel_km_per_stock,6.278167914
road,freight,ht,fcev,13_PNG,2017,Travel_km_per_stock,6.278167914
road,freight,ht,lpg,13_PNG,2017,Travel_km_per_stock,6.278167914
road,freight,lt,bev,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,cng,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,d,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,fcev,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,g,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,lpg,13_PNG,2017,Travel_km_per_stock,7.405958834
road,freight,lt,phevg,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,2w,bev,13_PNG,2017,Travel_km_per_stock,0.91473443
road,passenger,bus,bev,13_PNG,2017,Travel_km_per_stock,7.27077605
road,passenger,bus,cng,13_PNG,2017,Travel_km_per_stock,7.27077605
road,passenger,bus,fcev,13_PNG,2017,Travel_km_per_stock,7.27077605
road,passenger,bus,lpg,13_PNG,2017,Travel_km_per_stock,7.27077605
road,passenger,lt,bev,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,lt,cng,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,lt,fcev,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,lt,lpg,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,lt,phevg,13_PNG,2017,Travel_km_per_stock,7.405958834
road,passenger,lv,bev,13_PNG,2017,Travel_km_per_stock,3.05493465
road,passenger,lv,cng,13_PNG,2017,Travel_km_per_stock,3.05493465
road,passenger,lv,d,13_PNG,2017,Travel_km_per_stock,3.05493465
road,passenger,lv,fcev,13_PNG,2017,Travel_km_per_stock,3.05493465
road,passenger,lv,lpg,13_PNG,2017,Travel_km_per_stock,3.05493465
road,passenger,lv,phevg,13_PNG,2017,Travel_km_per_stock,3.05493465
road,freight,ht,phevd,13_PNG,2017,Travel_km_per_stock,6.278167914
road,passenger,bus,phevd,13_PNG,2017,Travel_km_per_stock,7.27077605
road,freight,ht,bev,14_PE,2017,Travel_km_per_stock,42.38436629
road,freight,ht,fcev,14_PE,2017,Travel_km_per_stock,42.38436629
road,freight,lt,bev,14_PE,2017,Travel_km_per_stock,9.657747408
road,freight,lt,fcev,14_PE,2017,Travel_km_per_stock,9.657747408
road,freight,lt,lpg,14_PE,2017,Travel_km_per_stock,9.657747408
road,freight,lt,phevg,14_PE,2017,Travel_km_per_stock,9.657747408
road,passenger,bus,bev,14_PE,2017,Travel_km_per_stock,22.16702243
road,passenger,bus,fcev,14_PE,2017,Travel_km_per_stock,22.16702243
road,passenger,lt,bev,14_PE,2017,Travel_km_per_stock,9.657747408
road,passenger,lt,fcev,14_PE,2017,Travel_km_per_stock,9.657747408
road,passenger,lt,lpg,14_PE,2017,Travel_km_per_stock,9.657747408
road,passenger,lt,phevg,14_PE,2017,Travel_km_per_stock,9.657747408
road,passenger,lv,bev,14_PE,2017,Travel_km_per_stock,9.842323514
road,passenger,lv,fcev,14_PE,2017,Travel_km_per_stock,9.842323514
road,passenger,lv,phevg,14_PE,2017,Travel_km_per_stock,9.842323514
road,freight,ht,phevd,14_PE,2017,Travel_km_per_stock,42.38436629
road,passenger,bus,phevd,14_PE,2017,Travel_km_per_stock,22.16702243
road,freight,ht,bev,15_RP,2017,Travel_km_per_stock,28.74223243
road,freight,ht,cng,15_RP,2017,Travel_km_per_stock,28.74223243
road,freight,ht,fcev,15_RP,2017,Travel_km_per_stock,28.74223243
road,freight,ht,lpg,15_RP,2017,Travel_km_per_stock,28.74223243
road,freight,lt,cng,15_RP,2017,Travel_km_per_stock,13.04929383
road,freight,lt,fcev,15_RP,2017,Travel_km_per_stock,13.04929383
road,freight,lt,phevg,15_RP,2017,Travel_km_per_stock,13.04929383
road,passenger,2w,bev,15_RP,2017,Travel_km_per_stock,2.732965223
road,passenger,bus,bev,15_RP,2017,Travel_km_per_stock,25.71494302
road,passenger,bus,cng,15_RP,2017,Travel_km_per_stock,25.71494302
road,passenger,bus,fcev,15_RP,2017,Travel_km_per_stock,25.71494302
road,passenger,bus,lpg,15_RP,2017,Travel_km_per_stock,25.71494302
road,passenger,lt,cng,15_RP,2017,Travel_km_per_stock,13.04929383
road,passenger,lt,fcev,15_RP,2017,Travel_km_per_stock,13.04929383
road,passenger,lt,phevg,15_RP,2017,Travel_km_per_stock,13.04929383
road,passenger,lv,cng,15_RP,2017,Travel_km_per_stock,19.33966542
road,passenger,lv,fcev,15_RP,2017,Travel_km_per_stock,19.33966542
road,passenger,lv,phevg,15_RP,2017,Travel_km_per_stock,19.33966542
road,freight,ht,phevd,15_RP,2017,Travel_km_per_stock,28.74223243
road,passenger,bus,phevd,15_RP,2017,Travel_km_per_stock,25.71494302
road,freight,ht,bev,16_RUS,2017,Travel_km_per_stock,18.67120729
road,freight,ht,fcev,16_RUS,2017,Travel_km_per_stock,18.67120729
road,freight,lt,bev,16_RUS,2017,Travel_km_per_stock,6.164303082
road,freight,lt,fcev,16_RUS,2017,Travel_km_per_stock,6.164303082
road,freight,lt,phevg,16_RUS,2017,Travel_km_per_stock,6.164303082
road,passenger,2w,bev,16_RUS,2017,Travel_km_per_stock,1.328816631
road,passenger,bus,bev,16_RUS,2017,Travel_km_per_stock,11.86115991
road,passenger,bus,fcev,16_RUS,2017,Travel_km_per_stock,11.86115991
road,passenger,lt,bev,16_RUS,2017,Travel_km_per_stock,6.164303082
road,passenger,lt,fcev,16_RUS,2017,Travel_km_per_stock,6.164303082
road,passenger,lt,phevg,16_RUS,2017,Travel_km_per_stock,6.164303082
road,passenger,lv,fcev,16_RUS,2017,Travel_km_per_stock,10.81612169
road,passenger,lv,phevg,16_RUS,2017,Travel_km_per_stock,10.81612169
road,freight,ht,phevd,16_RUS,2017,Travel_km_per_stock,18.67120729
road,passenger,bus,phevd,16_RUS,2017,Travel_km_per_stock,11.86115991
road,freight,ht,bev,17_SIN,2017,Travel_km_per_stock,34.28624431
road,freight,ht,cng,17_SIN,2017,Travel_km_per_stock,34.28624431
road,freight,ht,fcev,17_SIN,2017,Travel_km_per_stock,34.28624431
road,freight,ht,lpg,17_SIN,2017,Travel_km_per_stock,34.28624431
road,freight,lt,bev,17_SIN,2017,Travel_km_per_stock,7.62719523
road,freight,lt,fcev,17_SIN,2017,Travel_km_per_stock,7.62719523
road,freight,lt,lpg,17_SIN,2017,Travel_km_per_stock,7.62719523
road,freight,lt,phevg,17_SIN,2017,Travel_km_per_stock,7.62719523
road,passenger,2w,bev,17_SIN,2017,Travel_km_per_stock,9.783609169
road,passenger,bus,bev,17_SIN,2017,Travel_km_per_stock,53.44552154
road,passenger,bus,cng,17_SIN,2017,Travel_km_per_stock,53.44552154
road,passenger,bus,fcev,17_SIN,2017,Travel_km_per_stock,53.44552154
road,passenger,bus,lpg,17_SIN,2017,Travel_km_per_stock,53.44552154
road,passenger,lt,bev,17_SIN,2017,Travel_km_per_stock,7.62719523
road,passenger,lt,fcev,17_SIN,2017,Travel_km_per_stock,7.62719523
road,passenger,lt,lpg,17_SIN,2017,Travel_km_per_stock,7.62719523
road,passenger,lt,phevg,17_SIN,2017,Travel_km_per_stock,7.62719523
road,passenger,lv,bev,17_SIN,2017,Travel_km_per_stock,18.55530577
road,passenger,lv,fcev,17_SIN,2017,Travel_km_per_stock,18.55530577
road,passenger,lv,lpg,17_SIN,2017,Travel_km_per_stock,18.55530577
road,passenger,lv,phevg,17_SIN,2017,Travel_km_per_stock,18.55530577
road,freight,ht,phevd,17_SIN,2017,Travel_km_per_stock,34.28624431
road,passenger,bus,phevd,17_SIN,2017,Travel_km_per_stock,53.44552154
road,freight,ht,bev,18_CT,2017,Travel_km_per_stock,52.50212306
road,freight,ht,cng,18_CT,2017,Travel_km_per_stock,52.50212306
road,freight,ht,fcev,18_CT,2017,Travel_km_per_stock,52.50212306
road,freight,ht,lpg,18_CT,2017,Travel_km_per_stock,52.50212306
road,freight,lt,cng,18_CT,2017,Travel_km_per_stock,0.813628718
road,freight,lt,fcev,18_CT,2017,Travel_km_per_stock,0.813628718
road,freight,lt,phevg,18_CT,2017,Travel_km_per_stock,0.813628718
road,passenger,bus,cng,18_CT,2017,Travel_km_per_stock,17.27241398
road,passenger,bus,fcev,18_CT,2017,Travel_km_per_stock,17.27241398
road,passenger,bus,lpg,18_CT,2017,Travel_km_per_stock,17.27241398
road,passenger,lt,cng,18_CT,2017,Travel_km_per_stock,0.813628718
road,passenger,lt,fcev,18_CT,2017,Travel_km_per_stock,0.813628718
road,passenger,lt,phevg,18_CT,2017,Travel_km_per_stock,0.813628718
road,passenger,lv,cng,18_CT,2017,Travel_km_per_stock,11.04578123
road,passenger,lv,fcev,18_CT,2017,Travel_km_per_stock,11.04578123
road,passenger,lv,phevg,18_CT,2017,Travel_km_per_stock,11.04578123
road,freight,ht,phevd,18_CT,2017,Travel_km_per_stock,52.50212306
road,passenger,bus,phevd,18_CT,2017,Travel_km_per_stock,17.27241398
road,freight,ht,bev,19_THA,2017,Travel_km_per_stock,38.33601424
road,freight,ht,fcev,19_THA,2017,Travel_km_per_stock,38.33601424
road,freight,lt,fcev,19_THA,2017,Travel_km_per_stock,3.709793011
road,passenger,bus,fcev,19_THA,2017,Travel_km_per_stock,22.96957238
road,passenger,lt,fcev,19_THA,2017,Travel_km_per_stock,3.709793011
road,passenger,lv,fcev,19_THA,2017,Travel_km_per_stock,12.57419226
road,freight,ht,phevd,19_THA,2017,Travel_km_per_stock,38.33601424
road,freight,ht,fcev,20_USA,2017,Travel_km_per_stock,44.31573955
road,passenger,bus,fcev,20_USA,2017,Travel_km_per_stock,39.78711886
road,freight,ht,phevd,20_USA,2017,Travel_km_per_stock,44.31573955
road,freight,ht,bev,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,ht,cng,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,ht,fcev,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,ht,lpg,21_VN,2017,Travel_km_per_stock,22.94610179
road,freight,lt,bev,21_VN,2017,Travel_km_per_stock,13.09953699
road,freight,lt,cng,21_VN,2017,Travel_km_per_stock,13.09953699
road,freight,lt,fcev,21_VN,2017,Travel_km_per_stock,13.09953699
road,freight,lt,lpg,21_VN,2017,Travel_km_per_stock,13.09953699
road,freight,lt,phevg,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,bus,bev,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,bus,fcev,21_VN,2017,Travel_km_per_stock,22.20622647
road,passenger,lt,bev,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,lt,cng,21_VN,2017,Travel_km_per_stock,13.09953699
road,passenger,lt,fcev,21_VN,2017,Travel_km_per_stock,13.09953699
