,vehicle_type,date,transport_type,economy,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
5635,bus,2013,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5636,bus,2014,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5637,bus,2015,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5638,bus,2016,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5639,bus,2017,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5640,bus,2018,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5641,bus,2019,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5642,bus,2020,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5643,bus,2021,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5644,bus,2022,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5645,bus,2023,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5646,bus,2010,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5647,bus,2011,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5648,bus,2012,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5649,bus,2013,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5650,bus,2014,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5651,bus,2015,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5652,bus,2016,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5653,bus,2017,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5654,bus,2018,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5655,bus,2019,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5656,bus,2020,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5657,bus,2021,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5658,bus,2022,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5659,bus,2023,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5660,bus,2010,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5661,bus,2011,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5662,bus,2012,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5663,bus,2013,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5664,bus,2014,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5665,bus,2015,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5666,bus,2016,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5667,bus,2017,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5668,bus,2018,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5669,bus,2019,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5670,bus,2020,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5671,bus,2021,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5672,bus,2022,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5673,bus,2023,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,260605631.141345
5674,bus,2010,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5675,bus,2011,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5676,bus,2012,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5677,bus,2013,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5678,bus,2014,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5679,bus,2015,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5680,bus,2016,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5681,bus,2017,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5682,bus,2018,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5683,bus,2019,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5684,bus,2020,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5685,bus,2021,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5686,bus,2022,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5687,bus,2023,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5688,bus,2010,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5689,bus,2011,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5690,bus,2012,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5691,bus,2013,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5692,bus,2014,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5693,bus,2015,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5694,bus,2016,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5695,bus,2017,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5696,bus,2018,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5697,bus,2019,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5698,bus,2020,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5699,bus,2021,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5700,bus,2022,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5701,bus,2023,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5702,bus,2010,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5703,bus,2011,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5704,bus,2012,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5705,bus,2013,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5706,bus,2014,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5707,bus,2015,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5708,bus,2016,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5709,bus,2017,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5710,bus,2018,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5711,bus,2019,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5712,bus,2020,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5713,bus,2021,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5714,bus,2022,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5715,bus,2023,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5716,bus,2010,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5717,bus,2011,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5718,bus,2012,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5719,bus,2013,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5720,bus,2014,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5721,bus,2015,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5722,bus,2016,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5723,bus,2017,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5724,bus,2018,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5725,bus,2019,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5726,bus,2020,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5727,bus,2021,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5728,bus,2022,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5729,bus,2023,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,84134182.7736385
5730,bus,2010,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5731,bus,2011,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5732,bus,2012,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5733,bus,2013,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5734,bus,2014,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5735,bus,2015,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5736,bus,2016,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5737,bus,2017,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5738,bus,2018,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5739,bus,2019,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5740,bus,2020,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5741,bus,2021,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5742,bus,2022,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5743,bus,2023,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5744,bus,2010,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5745,bus,2011,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5746,bus,2012,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5747,bus,2013,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5748,bus,2014,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5749,bus,2015,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5750,bus,2016,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5751,bus,2017,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5752,bus,2018,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5753,bus,2019,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5754,bus,2020,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5755,bus,2021,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5756,bus,2022,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5757,bus,2023,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5758,bus,2010,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5759,bus,2011,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5760,bus,2012,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5761,bus,2013,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5762,bus,2014,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5763,bus,2015,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5764,bus,2016,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5765,bus,2017,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5766,bus,2018,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5767,bus,2019,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5768,bus,2020,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5769,bus,2021,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5770,bus,2022,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5771,bus,2023,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5772,bus,2010,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5773,bus,2011,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5774,bus,2012,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5775,bus,2013,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5776,bus,2014,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5777,bus,2015,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5778,bus,2016,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5779,bus,2017,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5780,bus,2018,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5781,bus,2019,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5782,bus,2020,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
