,vehicle_type,date,transport_type,economy,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
18523,others,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18524,others,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18525,others,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18526,others,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18527,others,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18528,others,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18529,others,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18530,others,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18531,others,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18532,others,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18533,others,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18534,others,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18535,others,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18536,others,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18537,others,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18538,others,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18539,others,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18540,others,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18541,others,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18542,others,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18543,others,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18544,others,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18545,others,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18546,others,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18547,others,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18548,others,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18549,others,2021,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18550,others,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18551,others,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18552,others,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18553,others,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18554,others,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18555,others,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18556,others,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18557,others,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18558,others,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18559,others,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18560,others,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18561,others,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18562,others,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18563,others,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18564,others,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18565,others,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18566,others,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18567,others,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18568,others,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18569,others,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18570,others,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18571,others,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18572,others,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18573,others,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18574,others,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18575,others,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18576,others,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18577,others,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18578,others,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18579,others,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18580,others,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18581,others,2021,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18582,all,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18583,all,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18584,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18585,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18586,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18587,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18588,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18589,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18590,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18591,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18592,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18593,all,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18594,all,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18595,all,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18596,all,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18597,all,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18598,all,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18599,all,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18600,all,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18601,all,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18602,all,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18603,all,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18604,all,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18605,all,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18606,all,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18607,all,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18608,all,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18609,all,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18610,all,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18611,all,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18612,all,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_g,
18613,all,2017,freight,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18614,all,2017,passenger,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18615,all,2017,freight,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18616,all,2017,passenger,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18617,all,2017,freight,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18618,all,2017,passenger,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_g,
18619,all,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18620,all,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18621,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18622,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18623,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18624,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18625,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18626,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18627,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18628,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18629,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18630,all,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18631,all,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18632,all,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18633,all,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18634,all,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18635,all,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18636,all,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18637,all,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18638,all,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18639,all,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18640,all,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18641,all,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18642,all,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18643,all,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18644,all,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18645,all,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18646,all,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18647,all,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18648,all,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18649,all,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,ice_d,
18650,all,2017,freight,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18651,all,2017,passenger,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18652,all,2017,freight,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18653,all,2017,passenger,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18654,all,2017,freight,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18655,all,2017,passenger,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,ice_d,
18656,all,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18657,all,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18658,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18659,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18660,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18661,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18662,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18663,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18664,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18665,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18666,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18667,all,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18668,all,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18669,all,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18670,all,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18671,all,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18672,all,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18673,all,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18674,all,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18675,all,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18676,all,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18677,all,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18678,all,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18679,all,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18680,all,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18681,all,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18682,all,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18683,all,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18684,all,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18685,all,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18686,all,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_g,
18687,all,2017,freight,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18688,all,2017,passenger,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18689,all,2017,freight,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18690,all,2017,passenger,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18691,all,2017,freight,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18692,all,2017,passenger,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data ice_split,phev_g,
18693,all,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18694,all,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18695,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18696,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18697,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18698,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18699,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18700,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18701,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18702,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
18703,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data ice_split,phev_d,
