,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
1818,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1819,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1820,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1821,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1822,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1823,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1824,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1825,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1826,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1827,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1828,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1829,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1830,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1831,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1832,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1833,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1834,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1835,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1836,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1837,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,97102972.1412374
1838,mt,freight,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1839,mt,freight,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1840,mt,freight,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1841,mt,freight,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1842,mt,freight,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1843,mt,freight,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1844,mt,freight,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1845,mt,freight,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1846,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1847,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1848,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1849,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1850,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1851,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1852,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1853,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1854,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1855,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1856,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1857,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1858,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1859,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1860,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1861,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1862,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1863,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1864,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1865,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
1866,mt,freight,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1867,mt,freight,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1868,mt,freight,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1869,mt,freight,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1870,mt,freight,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1871,mt,freight,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1872,mt,freight,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1873,mt,freight,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1874,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1875,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1876,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1877,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1878,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1879,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1880,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1881,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1882,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1883,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1884,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1885,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1886,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1887,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1888,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1889,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1890,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1891,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1892,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1893,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
1894,mt,freight,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1895,mt,freight,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1896,mt,freight,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1897,mt,freight,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1898,mt,freight,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1899,mt,freight,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1900,mt,freight,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1901,mt,freight,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1902,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1903,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1904,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1905,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1906,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1907,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1908,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1909,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1910,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1911,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1912,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1913,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1914,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1915,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1916,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1917,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1918,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1919,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1920,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1921,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
1922,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1923,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1924,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1925,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1926,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1927,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1928,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1929,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1930,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1931,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1932,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1933,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1934,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1935,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1936,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1937,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1938,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1939,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1940,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1941,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1942,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1943,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1944,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1945,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1946,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1947,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1948,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1949,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
1950,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1951,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1952,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1953,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1954,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1955,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1956,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1957,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1958,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1959,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1960,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1961,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1962,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1963,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1964,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1965,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1966,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1967,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1968,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
1969,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
