Economy,Transport Type,Medium,Vehicle Type,Drive,Date,Share,Scenario
15_PHL,passenger,road,2w,bev,2023,0.0,Target
15_PHL,passenger,road,2w,bev,2024,0.026687097712428765,Target
15_PHL,passenger,road,2w,bev,2025,0.05207495725195522,Target
15_PHL,passenger,road,2w,bev,2026,0.07682366440005353,Target
15_PHL,passenger,road,2w,bev,2027,0.10132558722830584,Target
15_PHL,passenger,road,2w,bev,2028,0.12578733318947272,Target
15_PHL,passenger,road,2w,bev,2029,0.16533786062938832,Target
15_PHL,passenger,road,2w,bev,2030,0.2098937760560685,Target
15_PHL,passenger,road,2w,bev,2031,0.25926919930179226,Target
15_PHL,passenger,road,2w,bev,2032,0.31315834777916685,Target
15_PHL,passenger,road,2w,bev,2033,0.37112773206619976,Target
15_PHL,passenger,road,2w,bev,2034,0.41660427380247356,Target
15_PHL,passenger,road,2w,bev,2035,0.460573620343433,Target
15_PHL,passenger,road,2w,bev,2036,0.502469089851852,Target
15_PHL,passenger,road,2w,bev,2037,0.5417064564272368,Target
15_PHL,passenger,road,2w,bev,2038,0.5777556542433798,Target
15_PHL,passenger,road,2w,bev,2039,0.6101535181203293,Target
15_PHL,passenger,road,2w,bev,2040,0.6385253337340028,Target
15_PHL,passenger,road,2w,bev,2041,0.6627796538593792,Target
15_PHL,passenger,road,2w,bev,2042,0.6830001547508515,Target
15_PHL,passenger,road,2w,bev,2043,0.7005019515444352,Target
15_PHL,passenger,road,2w,bev,2044,0.7169353327471006,Target
15_PHL,passenger,road,2w,bev,2045,0.7330992458760326,Target
15_PHL,passenger,road,2w,bev,2046,0.749365317179753,Target
15_PHL,passenger,road,2w,bev,2047,0.7661158441489235,Target
15_PHL,passenger,road,2w,bev,2048,0.7837212861847346,Target
15_PHL,passenger,road,2w,bev,2049,0.8025337744874745,Target
15_PHL,passenger,road,2w,bev,2050,0.8228702230783655,Target
15_PHL,passenger,road,bus,bev,2023,0.0,Target
15_PHL,passenger,road,bus,bev,2024,0.055523551955993816,Target
15_PHL,passenger,road,bus,bev,2025,0.1051566932322487,Target
15_PHL,passenger,road,bus,bev,2026,0.1496538647262956,Target
15_PHL,passenger,road,bus,bev,2027,0.18980358772593645,Target
15_PHL,passenger,road,bus,bev,2028,0.22628675544776256,Target
15_PHL,passenger,road,bus,bev,2029,0.2856288502285054,Target
15_PHL,passenger,road,bus,bev,2030,0.348461656466939,Target
15_PHL,passenger,road,bus,bev,2031,0.4140870318715252,Target
15_PHL,passenger,road,bus,bev,2032,0.48180683415072584,Target
15_PHL,passenger,road,bus,bev,2033,0.5509229210130028,Target
15_PHL,passenger,road,bus,bev,2034,0.5874230189932216,Target
15_PHL,passenger,road,bus,bev,2035,0.6169416940580589,Target
15_PHL,passenger,road,bus,bev,2036,0.6406425166934115,Target
15_PHL,passenger,road,bus,bev,2037,0.6593566086749203,Target
15_PHL,passenger,road,bus,bev,2038,0.6737073113343156,Target
15_PHL,passenger,road,bus,bev,2039,0.684179445707388,Target
15_PHL,passenger,road,bus,bev,2040,0.6911608686227695,Target
15_PHL,passenger,road,bus,bev,2041,0.6953497223719982,Target
15_PHL,passenger,road,bus,bev,2042,0.6974441492466127,Target
15_PHL,passenger,road,bus,bev,2043,0.698701505076466,Target
15_PHL,passenger,road,bus,bev,2044,0.7004239388210106,Target
15_PHL,passenger,road,bus,bev,2045,0.7039619805090057,Target
15_PHL,passenger,road,bus,bev,2046,0.7100202742814613,Target
15_PHL,passenger,road,bus,bev,2047,0.7190971451385353,Target
15_PHL,passenger,road,bus,bev,2048,0.7311925930802279,Target
15_PHL,passenger,road,bus,bev,2049,0.7463066181065388,Target
15_PHL,passenger,road,bus,bev,2050,0.7644392202174684,Target
15_PHL,passenger,road,car,bev,2023,0.0,Target
15_PHL,passenger,road,car,bev,2024,0.026687097712428765,Target
15_PHL,passenger,road,car,bev,2025,0.05207495725195522,Target
15_PHL,passenger,road,car,bev,2026,0.07682366440005353,Target
15_PHL,passenger,road,car,bev,2027,0.10132558722830584,Target
15_PHL,passenger,road,car,bev,2028,0.12578733318947272,Target
15_PHL,passenger,road,car,bev,2029,0.16533786062938832,Target
15_PHL,passenger,road,car,bev,2030,0.2098937760560685,Target
15_PHL,passenger,road,car,bev,2031,0.25926919930179226,Target
15_PHL,passenger,road,car,bev,2032,0.31315834777916685,Target
15_PHL,passenger,road,car,bev,2033,0.37112773206619976,Target
15_PHL,passenger,road,car,bev,2034,0.41660427380247356,Target
15_PHL,passenger,road,car,bev,2035,0.460573620343433,Target
15_PHL,passenger,road,car,bev,2036,0.502469089851852,Target
15_PHL,passenger,road,car,bev,2037,0.5417064564272368,Target
15_PHL,passenger,road,car,bev,2038,0.5777556542433798,Target
15_PHL,passenger,road,car,bev,2039,0.6101535181203293,Target
15_PHL,passenger,road,car,bev,2040,0.6385253337340028,Target
15_PHL,passenger,road,car,bev,2041,0.6627796538593792,Target
15_PHL,passenger,road,car,bev,2042,0.6830001547508515,Target
15_PHL,passenger,road,car,bev,2043,0.7005019515444352,Target
15_PHL,passenger,road,car,bev,2044,0.7158947135901196,Target
15_PHL,passenger,road,car,bev,2045,0.7297545801019509,Target
15_PHL,passenger,road,car,bev,2046,0.7425044868294577,Target
15_PHL,passenger,road,car,bev,2047,0.754576234309696,Target
15_PHL,passenger,road,car,bev,2048,0.766388019764616,Target
15_PHL,passenger,road,car,bev,2049,0.7783379891411779,Target
15_PHL,passenger,road,car,bev,2050,0.7907873910146801,Target
15_PHL,passenger,road,car,phev_d,2023,0.0,Target
15_PHL,passenger,road,car,phev_d,2024,0.00017952451276505212,Target
15_PHL,passenger,road,car,phev_d,2025,0.00034021355281838906,Target
15_PHL,passenger,road,car,phev_d,2026,0.0004846465526633985,Target
15_PHL,passenger,road,car,phev_d,2027,0.0006155131970833687,Target
15_PHL,passenger,road,car,phev_d,2028,0.0007351459879798632,Target
15_PHL,passenger,road,car,phev_d,2029,0.0009300176306302934,Target
15_PHL,passenger,road,car,phev_d,2030,0.0011376666013736911,Target
15_PHL,passenger,road,car,phev_d,2031,0.0013561990530794488,Target
15_PHL,passenger,road,car,phev_d,2032,0.0015837306093282794,Target
15_PHL,passenger,road,car,phev_d,2033,0.0018183458785164571,Target
15_PHL,passenger,road,car,phev_d,2034,0.0019503656354810772,Target
15_PHL,passenger,road,car,phev_d,2035,0.0020626874816262555,Target
15_PHL,passenger,road,car,phev_d,2036,0.0021589247562648116,Target
15_PHL,passenger,road,car,phev_d,2037,0.0022414461951621397,Target
15_PHL,passenger,road,car,phev_d,2038,0.0023118072088715905,Target
15_PHL,passenger,road,car,phev_d,2039,0.002370997779709649,Target
15_PHL,passenger,road,car,phev_d,2040,0.002419615338424586,Target
15_PHL,passenger,road,car,phev_d,2041,0.0024592036012237805,Target
15_PHL,passenger,road,car,phev_d,2042,0.0024912755045028165,Target
15_PHL,passenger,road,car,phev_d,2043,0.0025196507165282577,Target
15_PHL,passenger,road,car,phev_d,2044,0.0025451009142939194,Target
15_PHL,passenger,road,car,phev_d,2045,0.002568340813681582,Target
15_PHL,passenger,road,car,phev_d,2046,0.002588532308731861,Target
15_PHL,passenger,road,car,phev_d,2047,0.002605762759436902,Target
15_PHL,passenger,road,car,phev_d,2048,0.0026202141599693013,Target
15_PHL,passenger,road,car,phev_d,2049,0.0026321484713274943,Target
15_PHL,passenger,road,car,phev_d,2050,0.002641878466715841,Target
15_PHL,passenger,road,car,phev_g,2023,0.0,Target
15_PHL,passenger,road,car,phev_g,2024,0.00836214108118518,Target
15_PHL,passenger,road,car,phev_g,2025,0.015846937460411437,Target
15_PHL,passenger,road,car,phev_g,2026,0.022574537512797598,Target
15_PHL,passenger,road,car,phev_g,2027,0.028670225096661173,Target
15_PHL,passenger,road,car,phev_g,2028,0.03424264671198477,Target
15_PHL,passenger,road,car,phev_g,2029,0.04331964763774594,Target
15_PHL,passenger,road,car,phev_g,2030,0.05299180862554174,Target
15_PHL,passenger,road,car,phev_g,2031,0.06317091544407627,Target
15_PHL,passenger,road,car,phev_g,2032,0.07376919500194581,Target
15_PHL,passenger,road,car,phev_g,2033,0.08469742953958441,Target
15_PHL,passenger,road,car,phev_g,2034,0.09084682839458488,Target
15_PHL,passenger,road,car,phev_g,2035,0.09607871071248526,Target
15_PHL,passenger,road,car,phev_g,2036,0.1005613836099161,Target
15_PHL,passenger,road,car,phev_g,2037,0.10440518133788959,Target
15_PHL,passenger,road,car,phev_g,2038,0.10768255396066699,Target
15_PHL,passenger,road,car,phev_g,2039,0.11043961424396934,Target
15_PHL,passenger,road,car,phev_g,2040,0.11270419014358016,Target
15_PHL,passenger,road,car,phev_g,2041,0.11454818700833777,Target
15_PHL,passenger,road,car,phev_g,2042,0.116042076482431,Target
15_PHL,passenger,road,car,phev_g,2043,0.11736377635790043,Target
15_PHL,passenger,road,car,phev_g,2044,0.11854923087317908,Target
15_PHL,passenger,road,car,phev_g,2045,0.11963173105323255,Target
15_PHL,passenger,road,car,phev_g,2046,0.1205722384393824,Target
15_PHL,passenger,road,car,phev_g,2047,0.12137482220618272,Target
15_PHL,passenger,road,car,phev_g,2048,0.12204795952994632,Target
15_PHL,passenger,road,car,phev_g,2049,0.12260385239241359,Target
15_PHL,passenger,road,car,phev_g,2050,0.12305706957653773,Target
15_PHL,passenger,road,lt,bev,2023,0.0,Target
15_PHL,passenger,road,lt,bev,2024,0.032218870294520946,Target
15_PHL,passenger,road,lt,bev,2025,0.06306360278971346,Target
15_PHL,passenger,road,lt,bev,2026,0.09332010988331592,Target
15_PHL,passenger,road,lt,bev,2027,0.12342883388533539,Target
15_PHL,passenger,road,lt,bev,2028,0.1535947629749703,Target
15_PHL,passenger,road,lt,bev,2029,0.20227919328353416,Target
15_PHL,passenger,road,lt,bev,2030,0.2571678340010396,Target
15_PHL,passenger,road,lt,bev,2031,0.31799958820676205,Target
15_PHL,passenger,road,lt,bev,2032,0.38432939617777206,Target
15_PHL,passenger,road,lt,bev,2033,0.4554552908352759,Target
15_PHL,passenger,road,lt,bev,2034,0.5111963842869767,Target
