economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,vehicle_type,transport_type,drive,value
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,321721.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,558.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,3581.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,21485.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,75.26369103784388
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,3505.736308962156
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,6219.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,37318.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,4310.790126450397
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,1908.209873549603
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,2516.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,ice_g,15093.0
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_d,1483.8500935257389
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_g,1032.149906474261
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,491595.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,755.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,4850.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,29100.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,101.9349068789564
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,4748.065093121043
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,8425.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,50546.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,5839.911049259462
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,2585.0889507405377
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,3406.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,ice_g,20443.0
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_d,2008.7414223166402
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_g,1397.2585776833596
