Economy,Transport Type,Medium,Vehicle Type,Drive,Date,Share,Scenario
15_PHL,passenger,road,2w,bev,2023,,Target
15_PHL,passenger,road,bus,bev,2023,,Target
15_PHL,passenger,road,car,bev,2023,,Target
15_PHL,passenger,road,car,phev_d,2023,,Target
15_PHL,passenger,road,car,phev_g,2023,,Target
15_PHL,freight,road,lcv,bev,2023,,Target
15_PHL,freight,road,lcv,phev_d,2023,,Target
15_PHL,freight,road,lcv,phev_g,2023,,Target
15_PHL,passenger,road,suv,bev,2023,,Target
15_PHL,passenger,road,suv,phev_d,2023,,Target
15_PHL,passenger,road,suv,phev_g,2023,,Target
15_PHL,passenger,road,2w,bev,2024,0.20000754133607845,Target
15_PHL,passenger,road,bus,bev,2024,0.20132956834132143,Target
15_PHL,passenger,road,car,bev,2024,0.025014544929121224,Target
15_PHL,passenger,road,car,phev_d,2024,0.0036790176499917225,Target
15_PHL,passenger,road,car,phev_g,2024,0.1713663730683024,Target
15_PHL,freight,road,lcv,bev,2024,0.02500433475420596,Target
15_PHL,freight,road,lcv,phev_d,2024,0.12132482322531613,Target
15_PHL,freight,road,lcv,phev_g,2024,0.053705520054125586,Target
15_PHL,passenger,road,suv,bev,2024,0.02501116505012645,Target
15_PHL,passenger,road,suv,phev_d,2024,0.10327106109203443,Target
15_PHL,passenger,road,suv,phev_g,2024,0.07183422133591158,Target
15_PHL,passenger,road,2w,bev,2025,0.20000541164251237,Target
15_PHL,passenger,road,bus,bev,2025,0.20061711033090932,Target
15_PHL,passenger,road,car,bev,2025,0.025009044236444684,Target
15_PHL,passenger,road,car,phev_d,2025,0.0036793942613640883,Target
15_PHL,passenger,road,car,phev_g,2025,0.17138391539374867,Target
15_PHL,freight,road,lcv,bev,2025,0.025003848575948888,Target
15_PHL,freight,road,lcv,phev_d,2025,0.1213164147275804,Target
15_PHL,freight,road,lcv,phev_g,2025,0.053701797957263916,Target
15_PHL,passenger,road,suv,bev,2025,0.025010060890634574,Target
15_PHL,passenger,road,suv,phev_d,2025,0.10323719177095664,Target
15_PHL,passenger,road,suv,phev_g,2025,0.07181066220636387,Target
15_PHL,passenger,road,2w,bev,2026,0.20000768418627515,Target
15_PHL,passenger,road,bus,bev,2026,0.20045348226580179,Target
15_PHL,passenger,road,car,bev,2026,0.025012787594007012,Target
15_PHL,passenger,road,car,phev_d,2026,0.0036788376604783173,Target
15_PHL,passenger,road,car,phev_g,2026,0.17135798926777826,Target
15_PHL,freight,road,lcv,bev,2026,0.02500295258043748,Target
15_PHL,freight,road,lcv,phev_d,2026,0.12131302529866746,Target
15_PHL,freight,road,lcv,phev_g,2026,0.05370029759618679,Target
15_PHL,passenger,road,suv,bev,2026,0.02500065131708908,Target
15_PHL,passenger,road,suv,phev_d,2026,0.1032340661039099,Target
15_PHL,passenger,road,suv,phev_g,2026,0.07180848802652988,Target
15_PHL,passenger,road,2w,bev,2027,0.20000712995253936,Target
15_PHL,passenger,road,bus,bev,2027,0.20098276760650588,Target
15_PHL,passenger,road,car,bev,2027,0.025005119258540084,Target
15_PHL,passenger,road,car,phev_d,2027,0.003678566071380137,Target
15_PHL,passenger,road,car,phev_g,2027,0.1713453388150901,Target
15_PHL,freight,road,lcv,bev,2027,0.02500767202762198,Target
15_PHL,freight,road,lcv,phev_d,2027,0.12132257039219342,Target
15_PHL,freight,road,lcv,phev_g,2027,0.05370452281735875,Target
15_PHL,passenger,road,suv,bev,2027,0.025018602904684554,Target
15_PHL,passenger,road,suv,phev_d,2027,0.10323502889156576,Target
15_PHL,passenger,road,suv,phev_g,2027,0.07180915773109997,Target
15_PHL,passenger,road,2w,bev,2028,0.20000612072284304,Target
15_PHL,passenger,road,bus,bev,2028,0.20082937158472136,Target
15_PHL,passenger,road,car,bev,2028,0.02500319777063819,Target
15_PHL,passenger,road,car,phev_d,2028,0.003678780367884715,Target
15_PHL,passenger,road,car,phev_g,2028,0.171355320614104,Target
15_PHL,freight,road,lcv,bev,2028,0.025005061572766545,Target
15_PHL,freight,road,lcv,phev_d,2028,0.12131476275066877,Target
15_PHL,freight,road,lcv,phev_g,2028,0.053701066694882484,Target
15_PHL,passenger,road,suv,bev,2028,0.02501056714176028,Target
15_PHL,passenger,road,suv,phev_d,2028,0.1032426276299819,Target
15_PHL,passenger,road,suv,phev_g,2028,0.07181444333048752,Target
15_PHL,passenger,road,2w,bev,2029,0.2000068360065028,Target
15_PHL,passenger,road,bus,bev,2029,0.20037077313102683,Target
15_PHL,passenger,road,car,bev,2029,0.02499617404503584,Target
15_PHL,passenger,road,car,phev_d,2029,0.003678528359683885,Target
15_PHL,passenger,road,car,phev_g,2029,0.17134358222753773,Target
15_PHL,freight,road,lcv,bev,2029,0.025002065964363406,Target
15_PHL,freight,road,lcv,phev_d,2029,0.121309089918866,Target
15_PHL,freight,road,lcv,phev_g,2029,0.053698555565057225,Target
15_PHL,passenger,road,suv,bev,2029,0.02499921498450962,Target
15_PHL,passenger,road,suv,phev_d,2029,0.10323692086201351,Target
15_PHL,passenger,road,suv,phev_g,2029,0.07181047376506405,Target
15_PHL,passenger,road,2w,bev,2030,0.23899676783701912,Target
15_PHL,passenger,road,bus,bev,2030,0.20078855824214886,Target
15_PHL,passenger,road,car,bev,2030,0.025006857033890797,Target
15_PHL,passenger,road,car,phev_d,2030,0.0036785283940359687,Target
15_PHL,passenger,road,car,phev_g,2030,0.17134358382763656,Target
15_PHL,freight,road,lcv,bev,2030,0.02500260297101003,Target
15_PHL,freight,road,lcv,phev_d,2030,0.12131141719907294,Target
15_PHL,freight,road,lcv,phev_g,2030,0.05369958575649293,Target
15_PHL,passenger,road,suv,bev,2030,0.024996569842003047,Target
15_PHL,passenger,road,suv,phev_d,2030,0.10321682781137673,Target
15_PHL,passenger,road,suv,phev_g,2030,0.07179649725865951,Target
15_PHL,passenger,road,2w,bev,2031,0.23899811704194446,Target
15_PHL,passenger,road,bus,bev,2031,0.20059074526903412,Target
15_PHL,passenger,road,car,bev,2031,0.15015897910328335,Target
15_PHL,passenger,road,car,phev_d,2031,0.0010522742792798197,Target
15_PHL,passenger,road,car,phev_g,2031,0.04901428692891713,Target
15_PHL,freight,road,lcv,bev,2031,0.1500801433832169,Target
15_PHL,freight,road,lcv,phev_d,2031,0.03467849158842845,Target
15_PHL,freight,road,lcv,phev_g,2031,0.015350745016050008,Target
15_PHL,passenger,road,suv,bev,2031,0.15051115966904713,Target
15_PHL,passenger,road,suv,phev_d,2031,0.02959261221090799,Target
15_PHL,passenger,road,suv,phev_g,2031,0.020584297604647445,Target
15_PHL,passenger,road,2w,bev,2032,0.2389973157735697,Target
15_PHL,passenger,road,bus,bev,2032,0.20129995291250952,Target
15_PHL,passenger,road,car,bev,2032,0.15017534095944124,Target
15_PHL,passenger,road,car,phev_d,2032,0.001052103738571558,Target
15_PHL,passenger,road,car,phev_g,2032,0.049006343247908854,Target
15_PHL,freight,road,lcv,bev,2032,0.15007726956224143,Target
15_PHL,freight,road,lcv,phev_d,2032,0.03467607931787239,Target
15_PHL,freight,road,lcv,phev_g,2032,0.01534967720287476,Target
15_PHL,passenger,road,suv,bev,2032,0.15053515106435872,Target
15_PHL,passenger,road,suv,phev_d,2032,0.029609349268625608,Target
15_PHL,passenger,road,suv,phev_g,2032,0.020595939719058643,Target
15_PHL,passenger,road,2w,bev,2033,0.23899727979192065,Target
15_PHL,passenger,road,bus,bev,2033,0.20088980806393045,Target
15_PHL,passenger,road,car,bev,2033,0.15017464804263278,Target
15_PHL,passenger,road,car,phev_d,2033,0.0010523966760390697,Target
15_PHL,passenger,road,car,phev_g,2033,0.04901998809447364,Target
15_PHL,freight,road,lcv,bev,2033,0.15008064547939318,Target
15_PHL,freight,road,lcv,phev_d,2033,0.03466773144848885,Target
15_PHL,freight,road,lcv,phev_g,2033,0.015345981943696395,Target
15_PHL,passenger,road,suv,bev,2033,0.15054739099317827,Target
15_PHL,passenger,road,suv,phev_d,2033,0.02959990503908831,Target
15_PHL,passenger,road,suv,phev_g,2033,0.020589370416218573,Target
15_PHL,passenger,road,2w,bev,2034,0.23899575229208617,Target
15_PHL,passenger,road,bus,bev,2034,0.20096097939548915,Target
15_PHL,passenger,road,car,bev,2034,0.15017172020125175,Target
15_PHL,passenger,road,car,phev_d,2034,0.0010515807473257608,Target
15_PHL,passenger,road,car,phev_g,2034,0.04898198263823934,Target
15_PHL,freight,road,lcv,bev,2034,0.15007694728619903,Target
15_PHL,freight,road,lcv,phev_d,2034,0.034670513800616365,Target
15_PHL,freight,road,lcv,phev_g,2034,0.015347213576795126,Target
15_PHL,passenger,road,suv,bev,2034,0.15050722679623887,Target
15_PHL,passenger,road,suv,phev_d,2034,0.029579936321603047,Target
15_PHL,passenger,road,suv,phev_g,2034,0.02057548039459526,Target
15_PHL,passenger,road,2w,bev,2035,0.2389974400012504,Target
15_PHL,passenger,road,bus,bev,2035,0.20068300714533832,Target
15_PHL,passenger,road,car,bev,2035,0.15017519041160254,Target
15_PHL,passenger,road,car,phev_d,2035,0.001052400983456647,Target
15_PHL,passenger,road,car,phev_g,2035,0.04902018873132776,Target
15_PHL,freight,road,lcv,bev,2035,0.15008403717060526,Target
15_PHL,freight,road,lcv,phev_d,2035,0.0346831291073078,Target
15_PHL,freight,road,lcv,phev_g,2035,0.015352797855333472,Target
15_PHL,passenger,road,suv,bev,2035,0.1505177315758441,Target
15_PHL,passenger,road,suv,phev_d,2035,0.029577984332149174,Target
15_PHL,passenger,road,suv,phev_g,2035,0.020574122612066523,Target
15_PHL,passenger,road,2w,bev,2036,0.238997217618142,Target
15_PHL,passenger,road,bus,bev,2036,0.2005606313488755,Target
15_PHL,passenger,road,car,bev,2036,0.15016648013318495,Target
15_PHL,passenger,road,car,phev_d,2036,0.0010521409571312662,Target
15_PHL,passenger,road,car,phev_g,2036,0.049008076865465176,Target
15_PHL,freight,road,lcv,bev,2036,0.15006900069474122,Target
15_PHL,freight,road,lcv,phev_d,2036,0.03467964737330408,Target
15_PHL,freight,road,lcv,phev_g,2036,0.01535125663458088,Target
15_PHL,passenger,road,suv,bev,2036,0.1505337328847748,Target
15_PHL,passenger,road,suv,phev_d,2036,0.029585165389260825,Target
15_PHL,passenger,road,suv,phev_g,2036,0.020579117676903944,Target
15_PHL,passenger,road,2w,bev,2037,0.23899741582515083,Target
15_PHL,passenger,road,bus,bev,2037,0.20085163481201324,Target
15_PHL,passenger,road,car,bev,2037,0.15018133961228378,Target
15_PHL,passenger,road,car,phev_d,2037,0.001052244957675933,Target
15_PHL,passenger,road,car,phev_g,2037,0.049012921146692444,Target
15_PHL,freight,road,lcv,bev,2037,0.15007177214680306,Target
15_PHL,freight,road,lcv,phev_d,2037,0.03466568752425355,Target
15_PHL,freight,road,lcv,phev_g,2037,0.015345077182320368,Target
15_PHL,passenger,road,suv,bev,2037,0.15052140152067534,Target
15_PHL,passenger,road,suv,phev_d,2037,0.02957873498893954,Target
15_PHL,passenger,road,suv,phev_g,2037,0.02057464476072517,Target
15_PHL,passenger,road,2w,bev,2038,0.2389969508666104,Target
15_PHL,passenger,road,bus,bev,2038,0.2014626075974794,Target
15_PHL,passenger,road,car,bev,2038,0.15019317452431005,Target
15_PHL,passenger,road,car,phev_d,2038,0.001052129551010931,Target
15_PHL,passenger,road,car,phev_g,2038,0.049007545575414785,Target
15_PHL,freight,road,lcv,bev,2038,0.15008606585709597,Target
15_PHL,freight,road,lcv,phev_d,2038,0.03467446563861616,Target
15_PHL,freight,road,lcv,phev_g,2038,0.015348962893293652,Target
15_PHL,passenger,road,suv,bev,2038,0.15053934809442643,Target
15_PHL,passenger,road,suv,phev_d,2038,0.029606341636278382,Target
15_PHL,passenger,road,suv,phev_g,2038,0.02059384764287154,Target
15_PHL,passenger,road,2w,bev,2039,0.23899558910429824,Target
15_PHL,passenger,road,bus,bev,2039,0.2014596488938445,Target
15_PHL,passenger,road,car,bev,2039,0.1501747345240686,Target
15_PHL,passenger,road,car,phev_d,2039,0.001052099489985081,Target
15_PHL,passenger,road,car,phev_g,2039,0.049006145351371114,Target
15_PHL,freight,road,lcv,bev,2039,0.15007982339894557,Target
15_PHL,freight,road,lcv,phev_d,2039,0.034676669394200235,Target
15_PHL,freight,road,lcv,phev_g,2039,0.015349938405448283,Target
15_PHL,passenger,road,suv,bev,2039,0.1505395067822698,Target
15_PHL,passenger,road,suv,phev_d,2039,0.029590328204692325,Target
15_PHL,passenger,road,suv,phev_g,2039,0.020582708874888174,Target
15_PHL,passenger,road,2w,bev,2040,0.2389970191748048,Target
15_PHL,passenger,road,bus,bev,2040,0.2012897082388095,Target
15_PHL,passenger,road,car,bev,2040,0.15016139320919072,Target
15_PHL,passenger,road,car,phev_d,2040,0.001052600041009202,Target
15_PHL,passenger,road,car,phev_g,2040,0.049029460709355176,Target
15_PHL,freight,road,lcv,bev,2040,0.15007778447305828,Target
15_PHL,freight,road,lcv,phev_d,2040,0.03467619829050814,Target
15_PHL,freight,road,lcv,phev_g,2040,0.015349729867177954,Target
15_PHL,passenger,road,suv,bev,2040,0.15053890461267788,Target
15_PHL,passenger,road,suv,phev_d,2040,0.029594219354634913,Target
15_PHL,passenger,road,suv,phev_g,2040,0.020585415516257706,Target
15_PHL,passenger,road,2w,bev,2041,0.28601703502022174,Target
15_PHL,passenger,road,bus,bev,2041,0.23588128411052214,Target
15_PHL,passenger,road,car,bev,2041,0.19633833229893713,Target
15_PHL,passenger,road,car,phev_d,2041,0.0013758112146572434,Target
15_PHL,passenger,road,car,phev_g,2041,0.06408443783438711,Target
15_PHL,freight,road,lcv,bev,2041,0.23823648659746038,Target
15_PHL,freight,road,lcv,phev_d,2041,0.05504387131414193,Target
15_PHL,freight,road,lcv,phev_g,2041,0.024365662822589743,Target
15_PHL,passenger,road,suv,bev,2041,0.2478177308382378,Target
15_PHL,passenger,road,suv,phev_d,2041,0.04870609291943411,Target
15_PHL,passenger,road,suv,phev_g,2041,0.033879425873856686,Target
15_PHL,passenger,road,2w,bev,2042,0.2860183401274233,Target
