economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,vehicle_type,transport_type,drive,value
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,1.123538369424962
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,0.5656330355080098
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,0.33186210746790673
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,0.1598718060126494
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,0.0014766504046547404
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,0.06878146511096335
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,0.3392090511354384
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,0.15245888094081972
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,0.0486875230106034
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,0.021551968294037042
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,0.34099871877822013
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,ice_g,0.15097061184983326
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_d,0.04144964805030763
15_PHL,2023,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_g,0.028831922136327282
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,2.5484734038171446
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,1.2827244613195063
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,0.752681014754078
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,0.3625978093681726
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,0.0033491221203072546
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,0.15600004276173243
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,0.7693484302109699
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,0.3457867658039231
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,0.11042650328369984
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,0.04888128108454744
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,0.7733162159259249
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,ice_g,0.34237085315169646
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_d,0.09399942937196919
15_PHL,2024,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_g,0.06538497565099824
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,4.128521436424174
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,2.074724343175258
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,1.2193500644381454
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,0.5874117369131052
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,0.005425608183490779
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,0.2527214828927519
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,1.2462967880437772
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,0.5601531356232178
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,0.17888409328350946
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,0.07918464666839047
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,1.2525636260508648
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,ice_g,0.5545484091062889
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_d,0.15225371416774233
15_PHL,2025,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,phev_g,0.10590601943165104
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,2w,passenger,bev,5.840895525922117
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,bus,passenger,bev,2.9326450211816346
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,bev,1.7250304337432214
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,ice_g,0.831019042738957
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_d,0.007675678634913171
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,car,passenger,phev_g,0.3575283767681539
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,bev,1.7631615924437007
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,ice_g,0.7924601139091385
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_d,0.2530709906359169
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,lcv,freight,phev_g,0.11202414148565312
15_PHL,2026,road,stocks,ph_govt_data_stocks,number,all,no_comment,national,annual,suv,passenger,bev,1.7718930078240642
