drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,,,2039,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,12.463229
,,,2040,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,12.397051
,,,2041,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,12.301572
,,,2042,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,12.140716
,,,2043,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.961712
,,,2044,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.777465
,,,2045,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.662104
,,,2046,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.519028
,,,2047,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.369761
,,,2048,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.218575
,,,2049,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.115825
,,,2050,ref2023,2022 $/mcf,20_usa,natural gas delivered : transportation : mountain,11.042764
