drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
bev,,,2031,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,101.361588
bev,,,2032,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,102.952942
bev,,,2033,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,104.526917
bev,,,2034,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,106.11953
bev,,,2035,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,107.711365
bev,,,2036,ref2023,millions,20_usa,residential equipment : equipment stock : clothes dryers : electric,109.317787
