drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,,,2027,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,35.443916
,,,2028,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,36.137474
,,,2029,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,36.650322
,,,2030,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,37.00806
,,,2031,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,37.264553
,,,2032,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,37.633518
,,,2033,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,38.06789
,,,2034,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,38.564194
,,,2035,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,38.985653
,,,2036,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,39.398945
,,,2037,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,39.809189
,,,2038,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,40.237045
,,,2039,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,40.652229
,,,2040,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,41.127975
,,,2041,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,41.567631
,,,2042,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,42.019573
,,,2043,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,42.40731
,,,2044,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,42.842342
,,,2045,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,43.266335
,,,2046,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,43.867863
,,,2047,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,44.361511
,,,2048,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,44.905075
,,,2049,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,45.395485
,,,2050,ref2023,billion passenger mi,20_usa,transportation : travel indicators : passenger rail,46.002594
