drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,,,2040,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2041,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2042,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2043,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2044,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2045,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2046,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2047,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2048,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2049,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
,,,2050,ref2023,bcf,20_usa,natural gas flows : into south central from : southeast,0.0
