drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,suv,,2035,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2036,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2037,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2038,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2039,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2040,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2041,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2042,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2043,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2044,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2045,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2046,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2047,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2048,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
,suv,,2049,ref2023,thousand 2022 $,20_usa,new light-duty vehicle prices : natural gas : small crossover light truck,0.0
