drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,,,2030,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.035565
,,,2031,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.035789
,,,2032,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.035962
,,,2033,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.03587
,,,2034,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.03616
,,,2035,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.036825
,,,2036,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.038071
,,,2037,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.039411
,,,2038,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.040213
,,,2039,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.042104
,,,2040,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.043409
,,,2041,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.04515
,,,2042,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.046964
,,,2043,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.049526
,,,2044,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.051873
,,,2045,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.054471
,,,2046,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.055805
,,,2047,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.058979
,,,2048,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.062813
,,,2049,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.066975
,,,2050,ref2023,tcf,20_usa,natural gas use : transportation : west south central,0.071118
