Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit
road,freight,ht,phev_g,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,11_MEX,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,11_MEX,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,12_NZ,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,12_NZ,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,13_PNG,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,13_PNG,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,14_PE,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,14_PE,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,15_PHL,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,15_PHL,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,16_RUS,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,16_RUS,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,bus,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,car,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,lt,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,suv,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,ht,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,lcv,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,bev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,cng,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,fcev,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,ice_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,ice_g,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,lpg,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,phev_d,2017,17_SGP,Yearly,Stocks,Stocks
road,freight,mt,phev_g,2017,17_SGP,Yearly,Stocks,Stocks
road,passenger,2w,bev,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,2w,ice_d,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,2w,ice_g,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,bev,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,cng,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,fcev,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,ice_d,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,ice_g,2017,18_CT,Yearly,Stocks,Stocks
road,passenger,bus,lpg,2017,18_CT,Yearly,Stocks,Stocks
