Economy,Fuel_Type,Date,Value
01_AUS,1.2 Other bituminous coal,1980-12-31,46.724688
01_AUS,1.3 Sub-bituminous coal,1980-12-31,24.367176
01_AUS,1.5 Lignite,1980-12-31,3.0144960000000003
01_AUS,2.1 Coke oven coke,1980-12-31,21.9807
01_AUS,2.3 Coke oven gas,1980-12-31,28.930788000000003
01_AUS,2.4 Blast furnace gas,1980-12-31,31.359132
01_AUS,2.8 BKB/PB,1980-12-31,10.215792
01_AUS,6.2 Natural gas liquids,1980-12-31,0.041868
01_AUS,7.03 Naphtha,1980-12-31,0.334944
01_AUS,7.06 Kerosene,1980-12-31,0.669888
01_AUS,7.07 Gas/diesel oil,1980-12-31,71.301204
01_AUS,7.08 Fuel oil,1980-12-31,144.905148
01_AUS,7.09 LPG,1980-12-31,5.610312
01_AUS,7.1 Refinery gas (not liquefied),1980-12-31,2.470212
01_AUS,8.1 Natural gas,1980-12-31,143.314164
01_AUS,8.3 Gas works gas,1980-12-31,4.731084
01_AUS,17 Electricity,1980-12-31,117.062928
01_AUS,19 Total,1980-12-31,736.24878
01_AUS,20 Total Renewables,1980-12-31,79.423596
01_AUS,21 Modern renewables,1980-12-31,95.80532564966292
02_BD,7.07 Gas/diesel oil,1980-12-31,1.297908
02_BD,17 Electricity,1980-12-31,0.342000000056088
02_BD,19 Total,1980-12-31,1.639908000056088
03_CDA,1.2 Other bituminous coal,1980-12-31,43.165908
03_CDA,1.3 Sub-bituminous coal,1980-12-31,0.041868
03_CDA,1.5 Lignite,1980-12-31,3.600648
03_CDA,2.1 Coke oven coke,1980-12-31,38.644164
03_CDA,2.3 Coke oven gas,1980-12-31,44.421948
03_CDA,2.4 Blast furnace gas,1980-12-31,41.574924
03_CDA,7.06 Kerosene,1980-12-31,4.019328
03_CDA,7.07 Gas/diesel oil,1980-12-31,169.942212
03_CDA,7.08 Fuel oil,1980-12-31,294.37390800000003
03_CDA,7.09 LPG,1980-12-31,11.890512
03_CDA,7.16 Petroleum coke,1980-12-31,4.940424
03_CDA,8.1 Natural gas,1980-12-31,678.47094
03_CDA,15.5 Other biomass,1980-12-31,230.608944
03_CDA,17 Electricity,1980-12-31,488.39022000000006
03_CDA,18 Heat,1980-12-31,42.035472000000006
03_CDA,19 Total,1980-12-31,2096.3307600000003
03_CDA,20 Total Renewables,1980-12-31,230.608944
03_CDA,21 Modern renewables,1980-12-31,560.9073657086461
04_CHL,1.2 Other bituminous coal,1980-12-31,11.93238
04_CHL,2.1 Coke oven coke,1980-12-31,2.470212
04_CHL,2.3 Coke oven gas,1980-12-31,0.7536240000000001
04_CHL,2.4 Blast furnace gas,1980-12-31,3.391308
04_CHL,7.03 Naphtha,1980-12-31,0.20934
04_CHL,7.06 Kerosene,1980-12-31,2.177136
04_CHL,7.07 Gas/diesel oil,1980-12-31,11.72304
04_CHL,7.08 Fuel oil,1980-12-31,36.760104000000005
04_CHL,7.09 LPG,1980-12-31,1.339776
04_CHL,7.1 Refinery gas (not liquefied),1980-12-31,0.041868
04_CHL,8.1 Natural gas,1980-12-31,0.334944
04_CHL,15.5 Other biomass,1980-12-31,22.106304
04_CHL,17 Electricity,1980-12-31,23.111136
04_CHL,19 Total,1980-12-31,116.39304
04_CHL,20 Total Renewables,1980-12-31,22.106304
04_CHL,21 Modern renewables,1980-12-31,37.79300476895583
05_PRC,1.2 Other bituminous coal,1980-12-31,4736.568708000001
05_PRC,2.1 Coke oven coke,1980-12-31,239.48496
05_PRC,2.3 Coke oven gas,1980-12-31,168.14188800000005
05_PRC,6.1 Crude oil,1980-12-31,135.14990400000002
05_PRC,7.01 Motor gasoline,1980-12-31,117.816552
05_PRC,7.06 Kerosene,1980-12-31,6.782616
05_PRC,7.07 Gas/diesel oil,1980-12-31,164.457504
05_PRC,7.08 Fuel oil,1980-12-31,620.316288
05_PRC,7.09 LPG,1980-12-31,38.267352
05_PRC,7.17 Other products,1980-12-31,429.021396
05_PRC,8.1 Natural gas,1980-12-31,499.00000000000847
05_PRC,15.5 Other biomass,1980-12-31,77.24646
05_PRC,17 Electricity,1980-12-31,849.0976745578565
05_PRC,19 Total,1980-12-31,8081.351302557864
05_PRC,20 Total Renewables,1980-12-31,77.24646
05_PRC,21 Modern renewables,1980-12-31,243.9017956336619
07_INA,1.2 Other bituminous coal,1980-12-31,2.553948
07_INA,7.06 Kerosene,1980-12-31,6.698880000000001
07_INA,7.07 Gas/diesel oil,1980-12-31,148.96634400000002
07_INA,7.08 Fuel oil,1980-12-31,49.948524000000006
07_INA,7.17 Other products,1980-12-31,0.167472
07_INA,8.1 Natural gas,1980-12-31,69.66835200000119
07_INA,17 Electricity,1980-12-31,11.725200001922934
07_INA,19 Total,1980-12-31,289.7287200019241
07_INA,21 Modern renewables,1980-12-31,4.460225018342427
08_JPN,1.1 Coking coal,1980-12-31,0.334944
08_JPN,1.2 Other bituminous coal,1980-12-31,143.18856
08_JPN,1.5 Lignite,1980-12-31,0.334944
08_JPN,2.1 Coke oven coke,1980-12-31,265.77806400000003
08_JPN,2.2 Gas coke,1980-12-31,95.793984
08_JPN,2.3 Coke oven gas,1980-12-31,179.61372
08_JPN,2.4 Blast furnace gas,1980-12-31,186.815016
08_JPN,6.1 Crude oil,1980-12-31,2.888892
08_JPN,7.06 Kerosene,1980-12-31,80.009748
08_JPN,7.07 Gas/diesel oil,1980-12-31,347.50440000000003
08_JPN,7.08 Fuel oil,1980-12-31,980.716032
08_JPN,7.09 LPG,1980-12-31,150.976008
08_JPN,7.16 Petroleum coke,1980-12-31,91.314108
08_JPN,8.1 Natural gas,1980-12-31,89.513784
08_JPN,8.3 Gas works gas,1980-12-31,24.869592
08_JPN,17 Electricity,1980-12-31,1180.04958
08_JPN,19 Total,1980-12-31,3819.659508
08_JPN,21 Modern renewables,1980-12-31,183.8345559268581
09_ROK,1.2 Other bituminous coal,1980-12-31,32.322096
09_ROK,2.1 Coke oven coke,1980-12-31,16.95654
09_ROK,2.4 Blast furnace gas,1980-12-31,7.159428
09_ROK,7.01 Motor gasoline,1980-12-31,1.130436
09_ROK,7.06 Kerosene,1980-12-31,1.46538
09_ROK,7.07 Gas/diesel oil,1980-12-31,31.484736
09_ROK,7.08 Fuel oil,1980-12-31,257.44633200000004
09_ROK,7.12 White spirit SBP,1980-12-31,1.925928
09_ROK,17 Electricity,1980-12-31,81.76820400000001
09_ROK,19 Total,1980-12-31,431.65908
09_ROK,21 Modern renewables,1980-12-31,4.356403682590832
10_MAS,1.2 Other bituminous coal,1980-12-31,2.219004
10_MAS,7.01 Motor gasoline,1980-12-31,0.879228
10_MAS,7.06 Kerosene,1980-12-31,0.962964
10_MAS,7.07 Gas/diesel oil,1980-12-31,63.681228
10_MAS,7.08 Fuel oil,1980-12-31,35.420328000000005
10_MAS,7.09 LPG,1980-12-31,0.8373600000000001
10_MAS,7.1 Refinery gas (not liquefied),1980-12-31,0.041868
10_MAS,8.1 Natural gas,1980-12-31,0.0418680000000007
10_MAS,17 Electricity,1980-12-31,16.077312
10_MAS,19 Total,1980-12-31,120.16116
10_MAS,21 Modern renewables,1980-12-31,2.23296
11_MEX,2.1 Coke oven coke,1980-12-31,67.240008
11_MEX,7.06 Kerosene,1980-12-31,8.038656
11_MEX,7.07 Gas/diesel oil,1980-12-31,43.207776
11_MEX,7.08 Fuel oil,1980-12-31,192.048516
11_MEX,7.09 LPG,1980-12-31,9.043488
11_MEX,8.1 Natural gas,1980-12-31,437.855544
11_MEX,15.5 Other biomass,1980-12-31,64.560456
11_MEX,17 Electricity,1980-12-31,108.731196
11_MEX,19 Total,1980-12-31,930.683772
11_MEX,20 Total Renewables,1980-12-31,64.560456
11_MEX,21 Modern renewables,1980-12-31,93.46526798285596
12_NZ,1.2 Other bituminous coal,1980-12-31,3.97746
12_NZ,1.3 Sub-bituminous coal,1980-12-31,17.417088
12_NZ,1.5 Lignite,1980-12-31,1.130436
12_NZ,2.1 Coke oven coke,1980-12-31,0.083736
12_NZ,2.2 Gas coke,1980-12-31,0.334944
12_NZ,7.06 Kerosene,1980-12-31,0.251208
12_NZ,7.07 Gas/diesel oil,1980-12-31,9.797112
12_NZ,7.08 Fuel oil,1980-12-31,15.449292000000002
12_NZ,7.09 LPG,1980-12-31,0.041868
12_NZ,8.1 Natural gas,1980-12-31,10.801944
12_NZ,8.3 Gas works gas,1980-12-31,0.334944
12_NZ,15.5 Other biomass,1980-12-31,13.523364
12_NZ,17 Electricity,1980-12-31,27.63288
12_NZ,19 Total,1980-12-31,100.818144
12_NZ,20 Total Renewables,1980-12-31,13.523364
12_NZ,21 Modern renewables,1980-12-31,38.50130584811471
13_PNG,7.07 Gas/diesel oil,1980-12-31,3.1819680000000004
13_PNG,7.08 Fuel oil,1980-12-31,0.083736
13_PNG,7.09 LPG,1980-12-31,0.083736
13_PNG,15.2 Bagasse,1980-12-31,0.0211140091381392
13_PNG,17 Electricity,1980-12-31,3.391308000556175
13_PNG,19 Total,1980-12-31,6.761862009694314
13_PNG,20 Total Renewables,1980-12-31,0.0211140091381392
13_PNG,21 Modern renewables,1980-12-31,0.8696295092772958
14_PE,1.2 Other bituminous coal,1980-12-31,0.7530003258983999
14_PE,2.1 Coke oven coke,1980-12-31,0.8790003804312001
14_PE,7.01 Motor gasoline,1980-12-31,1.4850006427079998
14_PE,7.06 Kerosene,1980-12-31,2.4680010681504
14_PE,7.07 Gas/diesel oil,1980-12-31,11.7570050884296
14_PE,7.08 Fuel oil,1980-12-31,45.9190198737432
14_PE,7.09 LPG,1980-12-31,0.2180000943504
14_PE,8.1 Natural gas,1980-12-31,1.7150000000000292
14_PE,15.1 Fuelwood & woodwaste,1980-12-31,16.2340070260752
14_PE,15.2 Bagasse,1980-12-31,3.1380013581264
14_PE,17 Electricity,1980-12-31,19.016000003118627
14_PE,19 Total,1980-12-31,103.58203586103146
14_PE,20 Total Renewables,1980-12-31,19.3720083842016
14_PE,21 Modern renewables,1980-12-31,32.822164901211536
15_RP,1.3 Sub-bituminous coal,1980-12-31,3.433176
15_RP,7.07 Gas/diesel oil,1980-12-31,43.375248
15_RP,7.08 Fuel oil,1980-12-31,118.82138400000002
15_RP,7.17 Other products,1980-12-31,0.293076
15_RP,17 Electricity,1980-12-31,29.55600000484718
15_RP,19 Total,1980-12-31,195.4788840048472
15_RP,21 Modern renewables,1980-12-31,9.253707097642415
17_SIN,2.1 Coke oven coke,1980-12-31,0.125604
17_SIN,7.06 Kerosene,1980-12-31,1.46538
17_SIN,7.08 Fuel oil,1980-12-31,8.206128
17_SIN,7.09 LPG,1980-12-31,1.088568
17_SIN,17 Electricity,1980-12-31,8.834148
17_SIN,19 Total,1980-12-31,19.67796
18_CT,1.2 Other bituminous coal,1980-12-31,35.127252
18_CT,2.1 Coke oven coke,1980-12-31,3.642516
18_CT,2.3 Coke oven gas,1980-12-31,6.531408000000001
18_CT,7.01 Motor gasoline,1980-12-31,0.586152
18_CT,7.03 Naphtha,1980-12-31,0.20934
18_CT,7.06 Kerosene,1980-12-31,0.251208
18_CT,7.07 Gas/diesel oil,1980-12-31,10.467
18_CT,7.08 Fuel oil,1980-12-31,184.42854
18_CT,7.09 LPG,1980-12-31,0.544284
18_CT,8.1 Natural gas,1980-12-31,45.13378465600077
18_CT,17 Electricity,1980-12-31,87.19534890174188
18_CT,19 Total,1980-12-31,374.1168335577427
18_CT,21 Modern renewables,1980-12-31,5.988067474511155
19_THA,1.2 Other bituminous coal,1980-12-31,0.041868
19_THA,1.4 Anthracite,1980-12-31,0.376812
19_THA,1.5 Lignite,1980-12-31,2.30274
19_THA,2.1 Coke oven coke,1980-12-31,2.051532
19_THA,7.01 Motor gasoline,1980-12-31,1.967796
19_THA,7.06 Kerosene,1980-12-31,2.177136
19_THA,7.07 Gas/diesel oil,1980-12-31,18.212580000000003
19_THA,7.08 Fuel oil,1980-12-31,63.430020000000006
19_THA,7.09 LPG,1980-12-31,1.716588
19_THA,17 Electricity,1980-12-31,23.234400003810443
19_THA,19 Total,1980-12-31,115.51147200381044
19_THA,21 Modern renewables,1980-12-31,2.050425733438523
20_USA,1.2 Other bituminous coal,1980-12-31,1093.550292
20_USA,1.3 Sub-bituminous coal,1980-12-31,60.7086
20_USA,1.5 Lignite,1980-12-31,39.858336
20_USA,2.1 Coke oven coke,1980-12-31,235.214424
20_USA,2.3 Coke oven gas,1980-12-31,276.580008
20_USA,2.4 Blast furnace gas,1980-12-31,314.261208
20_USA,7.01 Motor gasoline,1980-12-31,17.919504
20_USA,7.06 Kerosene,1980-12-31,168.644304
20_USA,7.07 Gas/diesel oil,1980-12-31,1034.809488
20_USA,7.08 Fuel oil,1980-12-31,1405.592496
20_USA,7.09 LPG,1980-12-31,1119.969
20_USA,8.1 Natural gas,1980-12-31,6346.016496
20_USA,17 Electricity,1980-12-31,2686.125276
20_USA,19 Total,1980-12-31,16220.333088
20_USA,20 Total Renewables,1980-12-31,1421.251128
20_USA,21 Modern renewables,1980-12-31,1736.184631739449
01_AUS,1.2 Other bituminous coal,1981-12-31,45.929196000000005
01_AUS,1.3 Sub-bituminous coal,1981-12-31,25.706952
01_AUS,1.5 Lignite,1981-12-31,3.2238360000000004
01_AUS,2.1 Coke oven coke,1981-12-31,12.267324
01_AUS,2.3 Coke oven gas,1981-12-31,29.977488
01_AUS,2.4 Blast furnace gas,1981-12-31,30.019356
01_AUS,2.8 BKB/PB,1981-12-31,9.797112
01_AUS,6.2 Natural gas liquids,1981-12-31,0.083736
01_AUS,7.03 Naphtha,1981-12-31,0.251208
01_AUS,7.06 Kerosene,1981-12-31,0.460548
01_AUS,7.07 Gas/diesel oil,1981-12-31,65.439684
01_AUS,7.08 Fuel oil,1981-12-31,116.518644
01_AUS,7.09 LPG,1981-12-31,5.359104
01_AUS,7.1 Refinery gas (not liquefied),1981-12-31,2.553948
01_AUS,8.1 Natural gas,1981-12-31,156.79566
01_AUS,8.3 Gas works gas,1981-12-31,4.772952
01_AUS,17 Electricity,1981-12-31,123.008184
01_AUS,19 Total,1981-12-31,718.078068
01_AUS,20 Total Renewables,1981-12-31,86.164344
01_AUS,21 Modern renewables,1981-12-31,103.5911452711334
02_BD,7.07 Gas/diesel oil,1981-12-31,0.711756
02_BD,17 Electricity,1981-12-31,0.36000000005904
02_BD,19 Total,1981-12-31,1.07175600005904
03_CDA,1.2 Other bituminous coal,1981-12-31,38.644164
03_CDA,1.5 Lignite,1981-12-31,4.061196
03_CDA,2.1 Coke oven coke,1981-12-31,36.299556
03_CDA,2.3 Coke oven gas,1981-12-31,39.230316
03_CDA,2.4 Blast furnace gas,1981-12-31,36.969444
03_CDA,7.06 Kerosene,1981-12-31,3.1401000000000003
03_CDA,7.07 Gas/diesel oil,1981-12-31,156.335112
03_CDA,7.08 Fuel oil,1981-12-31,257.90688
03_CDA,7.09 LPG,1981-12-31,11.72304
03_CDA,7.16 Petroleum coke,1981-12-31,4.898556
03_CDA,8.1 Natural gas,1981-12-31,631.78812
03_CDA,15.5 Other biomass,1981-12-31,206.869788
03_CDA,17 Electricity,1981-12-31,505.7235720000001
03_CDA,18 Heat,1981-12-31,45.259308
03_CDA,19 Total,1981-12-31,1978.849152
03_CDA,20 Total Renewables,1981-12-31,206.869788
03_CDA,21 Modern renewables,1981-12-31,553.8705546476361
04_CHL,1.2 Other bituminous coal,1981-12-31,13.523364
04_CHL,2.1 Coke oven coke,1981-12-31,2.470212
04_CHL,2.3 Coke oven gas,1981-12-31,0.62802
04_CHL,2.4 Blast furnace gas,1981-12-31,2.763288
04_CHL,7.03 Naphtha,1981-12-31,0.125604
04_CHL,7.06 Kerosene,1981-12-31,1.5491160000000002
04_CHL,7.07 Gas/diesel oil,1981-12-31,13.481496
04_CHL,7.08 Fuel oil,1981-12-31,31.987152
04_CHL,7.09 LPG,1981-12-31,1.423512
04_CHL,8.1 Natural gas,1981-12-31,0.334944
04_CHL,15.5 Other biomass,1981-12-31,21.436416
04_CHL,17 Electricity,1981-12-31,23.111136
04_CHL,19 Total,1981-12-31,112.750524
04_CHL,20 Total Renewables,1981-12-31,21.436416
04_CHL,21 Modern renewables,1981-12-31,37.37379981699783
05_PRC,1.2 Other bituminous coal,1981-12-31,4699.599264
05_PRC,2.1 Coke oven coke,1981-12-31,244.341648
05_PRC,2.3 Coke oven gas,1981-12-31,172.28682000000003
05_PRC,6.1 Crude oil,1981-12-31,290.187108
05_PRC,7.01 Motor gasoline,1981-12-31,112.373712
05_PRC,7.06 Kerosene,1981-12-31,5.9033880000000005
05_PRC,7.07 Gas/diesel oil,1981-12-31,160.98246
05_PRC,7.08 Fuel oil,1981-12-31,553.578696
05_PRC,7.09 LPG,1981-12-31,31.568472000000003
05_PRC,7.17 Other products,1981-12-31,420.312852
05_PRC,8.1 Natural gas,1981-12-31,436.0000000000074
05_PRC,15.5 Other biomass,1981-12-31,69.333408
05_PRC,17 Electricity,1981-12-31,865.6744187466228
05_PRC,19 Total,1981-12-31,8062.142246746632
05_PRC,20 Total Renewables,1981-12-31,69.333408
05_PRC,21 Modern renewables,1981-12-31,252.7034177920697
07_INA,1.2 Other bituminous coal,1981-12-31,3.1401000000000003
07_INA,7.06 Kerosene,1981-12-31,2.30274
07_INA,7.07 Gas/diesel oil,1981-12-31,166.969584
07_INA,7.08 Fuel oil,1981-12-31,48.273804000000005
07_INA,7.17 Other products,1981-12-31,0.251208
07_INA,8.1 Natural gas,1981-12-31,76.7021760000013
07_INA,17 Electricity,1981-12-31,15.321600002512744
07_INA,19 Total,1981-12-31,312.96121200251406
07_INA,21 Modern renewables,1981-12-31,6.070297257594405
08_JPN,1.1 Coking coal,1981-12-31,0.083736
08_JPN,1.2 Other bituminous coal,1981-12-31,263.182248
08_JPN,2.1 Coke oven coke,1981-12-31,290.31271200000003
08_JPN,2.2 Gas coke,1981-12-31,94.41234
08_JPN,2.3 Coke oven gas,1981-12-31,154.36731600000002
08_JPN,2.4 Blast furnace gas,1981-12-31,144.528336
08_JPN,6.1 Crude oil,1981-12-31,2.219004
08_JPN,7.06 Kerosene,1981-12-31,82.64743200000001
08_JPN,7.07 Gas/diesel oil,1981-12-31,356.71536000000003
08_JPN,7.08 Fuel oil,1981-12-31,766.5612120000001
08_JPN,7.09 LPG,1981-12-31,129.120912
08_JPN,7.16 Petroleum coke,1981-12-31,76.450968
08_JPN,8.1 Natural gas,1981-12-31,88.55082
08_JPN,8.3 Gas works gas,1981-12-31,27.758484000000003
08_JPN,17 Electricity,1981-12-31,1153.88208
08_JPN,19 Total,1981-12-31,3630.79296
08_JPN,21 Modern renewables,1981-12-31,175.96286122327993
09_ROK,1.2 Other bituminous coal,1981-12-31,41.993604000000005
09_ROK,2.1 Coke oven coke,1981-12-31,27.172332
09_ROK,2.4 Blast furnace gas,1981-12-31,9.922716
09_ROK,7.01 Motor gasoline,1981-12-31,0.7536240000000001
09_ROK,7.03 Naphtha,1981-12-31,0.20934
09_ROK,7.06 Kerosene,1981-12-31,4.898556
09_ROK,7.07 Gas/diesel oil,1981-12-31,46.68282
09_ROK,7.08 Fuel oil,1981-12-31,204.483312
09_ROK,7.09 LPG,1981-12-31,3.0144960000000003
09_ROK,7.12 White spirit SBP,1981-12-31,1.46538
09_ROK,7.14 Bitumen,1981-12-31,1.716588
09_ROK,17 Electricity,1981-12-31,86.499288
09_ROK,19 Total,1981-12-31,428.770188
09_ROK,21 Modern renewables,1981-12-31,5.828004357251225
10_MAS,1.2 Other bituminous coal,1981-12-31,4.144932
10_MAS,7.01 Motor gasoline,1981-12-31,0.7954920000000001
10_MAS,7.06 Kerosene,1981-12-31,1.004832
10_MAS,7.07 Gas/diesel oil,1981-12-31,80.093484
10_MAS,7.08 Fuel oil,1981-12-31,30.731112000000003
10_MAS,7.09 LPG,1981-12-31,0.8373600000000001
10_MAS,7.1 Refinery gas (not liquefied),1981-12-31,0.376812
10_MAS,8.1 Natural gas,1981-12-31,0.0418680000000007
10_MAS,17 Electricity,1981-12-31,16.830936
10_MAS,19 Total,1981-12-31,134.856828
10_MAS,21 Modern renewables,1981-12-31,2.4121923362068967
11_MEX,2.1 Coke oven coke,1981-12-31,71.343072
11_MEX,7.06 Kerosene,1981-12-31,8.917884
11_MEX,7.07 Gas/diesel oil,1981-12-31,46.264140000000005
11_MEX,7.08 Fuel oil,1981-12-31,211.726476
11_MEX,7.09 LPG,1981-12-31,9.336564
11_MEX,8.1 Natural gas,1981-12-31,498.0198600000001
11_MEX,15.5 Other biomass,1981-12-31,59.326956
11_MEX,17 Electricity,1981-12-31,118.988856
11_MEX,19 Total,1981-12-31,1024.007544
11_MEX,20 Total Renewables,1981-12-31,59.326956
11_MEX,21 Modern renewables,1981-12-31,100.90319801473544
12_NZ,1.2 Other bituminous coal,1981-12-31,4.354272
12_NZ,1.3 Sub-bituminous coal,1981-12-31,16.412256
12_NZ,1.5 Lignite,1981-12-31,1.088568
12_NZ,2.1 Coke oven coke,1981-12-31,0.125604
12_NZ,2.2 Gas coke,1981-12-31,0.502416
12_NZ,7.06 Kerosene,1981-12-31,0.251208
12_NZ,7.07 Gas/diesel oil,1981-12-31,10.006452
12_NZ,7.08 Fuel oil,1981-12-31,12.35106
12_NZ,7.09 LPG,1981-12-31,0.083736
12_NZ,8.1 Natural gas,1981-12-31,11.555568
12_NZ,8.3 Gas works gas,1981-12-31,0.251208
12_NZ,15.5 Other biomass,1981-12-31,13.439628
12_NZ,17 Electricity,1981-12-31,27.925956000000003
12_NZ,19 Total,1981-12-31,98.347932
12_NZ,20 Total Renewables,1981-12-31,13.439628
12_NZ,21 Modern renewables,1981-12-31,38.40810224929709
13_PNG,7.07 Gas/diesel oil,1981-12-31,4.270536
13_PNG,7.08 Fuel oil,1981-12-31,0.083736
13_PNG,7.09 LPG,1981-12-31,0.083736
13_PNG,15.2 Bagasse,1981-12-31,0.215280093173184
13_PNG,17 Electricity,1981-12-31,3.3075720005424425
13_PNG,19 Total,1981-12-31,7.960860093715627
13_PNG,20 Total Renewables,1981-12-31,0.215280093173184
13_PNG,21 Modern renewables,1981-12-31,1.0647506970860825
14_PE,1.2 Other bituminous coal,1981-12-31,1.9880008604064
14_PE,2.1 Coke oven coke,1981-12-31,0.8790003804312001
14_PE,7.01 Motor gasoline,1981-12-31,1.5060006517968
14_PE,7.06 Kerosene,1981-12-31,2.5520011045056
14_PE,7.07 Gas/diesel oil,1981-12-31,13.0960056679488
14_PE,7.08 Fuel oil,1981-12-31,44.957019457389606
14_PE,7.09 LPG,1981-12-31,0.2510001086328
14_PE,8.1 Natural gas,1981-12-31,1.75700000000003
14_PE,15.1 Fuelwood & woodwaste,1981-12-31,16.485007134708
14_PE,15.2 Bagasse,1981-12-31,2.845001231316
14_PE,17 Electricity,1981-12-31,20.50100000336217
14_PE,19 Total,1981-12-31,106.8170366004974
14_PE,20 Total Renewables,1981-12-31,19.330008366024
14_PE,21 Modern renewables,1981-12-31,34.721012088786225
15_RP,1.3 Sub-bituminous coal,1981-12-31,3.475044
15_RP,7.07 Gas/diesel oil,1981-12-31,42.244812
15_RP,7.08 Fuel oil,1981-12-31,104.00011199999996
15_RP,7.17 Other products,1981-12-31,0.293076
15_RP,17 Electricity,1981-12-31,27.34920000448528
15_RP,19 Total,1981-12-31,177.36224400448526
15_RP,21 Modern renewables,1981-12-31,9.740153685807917
17_SIN,2.1 Coke oven coke,1981-12-31,0.167472
17_SIN,7.06 Kerosene,1981-12-31,1.46538
17_SIN,7.08 Fuel oil,1981-12-31,8.708544
17_SIN,7.09 LPG,1981-12-31,1.214172
17_SIN,17 Electricity,1981-12-31,9.4203
17_SIN,19 Total,1981-12-31,21.017736000000003
18_CT,1.2 Other bituminous coal,1981-12-31,49.278636000000006
18_CT,2.1 Coke oven coke,1981-12-31,3.97746
18_CT,2.3 Coke oven gas,1981-12-31,6.238332000000001
18_CT,7.01 Motor gasoline,1981-12-31,0.586152
18_CT,7.06 Kerosene,1981-12-31,0.334944
18_CT,7.07 Gas/diesel oil,1981-12-31,10.173924
18_CT,7.08 Fuel oil,1981-12-31,160.68938400000002
18_CT,7.09 LPG,1981-12-31,0.586152
18_CT,8.1 Natural gas,1981-12-31,37.63939022000064
18_CT,17 Electricity,1981-12-31,84.55587908363461
18_CT,19 Total,1981-12-31,354.06025330363525
18_CT,21 Modern renewables,1981-12-31,9.661973303990017
19_THA,1.2 Other bituminous coal,1981-12-31,0.334944
19_THA,1.4 Anthracite,1981-12-31,0.041868
19_THA,1.5 Lignite,1981-12-31,2.9307600000000003
19_THA,2.1 Coke oven coke,1981-12-31,1.6747200000000002
19_THA,7.01 Motor gasoline,1981-12-31,1.507248
19_THA,7.06 Kerosene,1981-12-31,1.6747200000000002
19_THA,7.07 Gas/diesel oil,1981-12-31,15.030612
19_THA,7.08 Fuel oil,1981-12-31,58.363992
19_THA,7.09 LPG,1981-12-31,2.219004
19_THA,17 Electricity,1981-12-31,25.43040000417059
19_THA,19 Total,1981-12-31,109.2082680041706
19_THA,21 Modern renewables,1981-12-31,4.918385225492836
20_USA,1.2 Other bituminous coal,1981-12-31,1189.804824
20_USA,1.3 Sub-bituminous coal,1981-12-31,82.43809200000001
20_USA,1.5 Lignite,1981-12-31,35.629668
20_USA,2.1 Coke oven coke,1981-12-31,250.37064
20_USA,2.3 Coke oven gas,1981-12-31,258.82797600000004
20_USA,2.4 Blast furnace gas,1981-12-31,338.96332800000005
20_USA,7.01 Motor gasoline,1981-12-31,17.919504
20_USA,7.06 Kerosene,1981-12-31,98.557272
20_USA,7.07 Gas/diesel oil,1981-12-31,951.282828
20_USA,7.08 Fuel oil,1981-12-31,1217.060892
20_USA,7.09 LPG,1981-12-31,895.389048
20_USA,8.1 Natural gas,1981-12-31,6368.206536000001
20_USA,17 Electricity,1981-12-31,2714.260572
20_USA,19 Total,1981-12-31,15846.451848
20_USA,20 Total Renewables,1981-12-31,1427.573196
20_USA,21 Modern renewables,1981-12-31,1727.9677129991203
01_AUS,1.2 Other bituminous coal,1982-12-31,50.618412000000006
01_AUS,1.3 Sub-bituminous coal,1982-12-31,25.204536
01_AUS,1.5 Lignite,1982-12-31,2.847024
01_AUS,2.1 Coke oven coke,1982-12-31,19.426752
01_AUS,2.3 Coke oven gas,1982-12-31,27.2142
01_AUS,2.4 Blast furnace gas,1982-12-31,28.386504
01_AUS,2.8 BKB/PB,1982-12-31,8.876016
01_AUS,6.2 Natural gas liquids,1982-12-31,0.083736
01_AUS,7.03 Naphtha,1982-12-31,0.251208
01_AUS,7.06 Kerosene,1982-12-31,0.334944
01_AUS,7.07 Gas/diesel oil,1982-12-31,63.053208000000005
01_AUS,7.08 Fuel oil,1982-12-31,93.240036
01_AUS,7.09 LPG,1982-12-31,5.44284
01_AUS,7.1 Refinery gas (not liquefied),1982-12-31,3.516912
01_AUS,8.1 Natural gas,1982-12-31,156.46071600000002
01_AUS,8.3 Gas works gas,1982-12-31,3.3494400000000004
01_AUS,17 Electricity,1982-12-31,125.18532
01_AUS,19 Total,1982-12-31,704.764044
01_AUS,20 Total Renewables,1982-12-31,91.188504
01_AUS,21 Modern renewables,1982-12-31,108.10799904218824
02_BD,7.07 Gas/diesel oil,1982-12-31,0.879228
02_BD,17 Electricity,1982-12-31,0.432000000070848
02_BD,19 Total,1982-12-31,1.311228000070848
03_CDA,1.2 Other bituminous coal,1982-12-31,40.318884
03_CDA,1.5 Lignite,1982-12-31,3.0563640000000003
03_CDA,2.1 Coke oven coke,1982-12-31,33.452532000000005
03_CDA,2.3 Coke oven gas,1982-12-31,33.871212
03_CDA,2.4 Blast furnace gas,1982-12-31,32.196492
03_CDA,7.06 Kerosene,1982-12-31,2.805156
03_CDA,7.07 Gas/diesel oil,1982-12-31,136.28034
03_CDA,7.08 Fuel oil,1982-12-31,202.138704
