Economy,Fuel,Date,Value,Transport Type,Frequency,Unit,Source,Dataset,Measure,Vehicle Type,Drive,Medium
19_THA,19 Total,2008-12-31,818.871069559483,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
19_THA,19 Total,2008-12-31,10.232816786228884,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
19_THA,19 Total,2008-12-31,732.1629374815518,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
19_THA,19 Total,2008-12-31,4.077066960035426,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
19_THA,19 Total,2008-12-31,72.39824833166672,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
19_THA,20 Total Renewables,2008-12-31,21.84170485860276,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
19_THA,20 Total Renewables,2008-12-31,21.84170485860276,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
19_THA,21 Modern renewables,2008-12-31,21.852133946316915,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
19_THA,21 Modern renewables,2008-12-31,21.84170485860276,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
19_THA,21 Modern renewables,2008-12-31,0.0104290877141542,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,7.01 Motor gasoline,2008-12-31,15803.6480019036,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.01 Motor gasoline,2008-12-31,15658.3168009488,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,7.01 Motor gasoline,2008-12-31,145.3312009548,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,7.02 Aviation gasoline,2008-12-31,28.492798478400005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.02 Aviation gasoline,2008-12-31,28.492798478400005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,7.05 Kerosene type jet fuel,2008-12-31,2180.0479989492,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.05 Kerosene type jet fuel,2008-12-31,2180.0479989492,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,7.07 Gas/diesel oil,2008-12-31,5627.5878002472,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.07 Gas/diesel oil,2008-12-31,5168.444999184,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,7.07 Gas/diesel oil,2008-12-31,422.20860154560006,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,7.07 Gas/diesel oil,2008-12-31,36.9341995176,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
20_USA,7.08 Fuel oil,2008-12-31,3.13559919,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.08 Fuel oil,2008-12-31,3.13559919,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,7.09 LPG,2008-12-31,17.359100820000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,7.09 LPG,2008-12-31,17.359100820000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,8.1 Natural gas,2008-12-31,657.2439016812001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,8.1 Natural gas,2008-12-31,25.3386015228,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,8.1 Natural gas,2008-12-31,631.9053001584001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
20_USA,16.5 Biogasoline,2008-12-31,776.6526392928001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,16.5 Biogasoline,2008-12-31,776.6526392928001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,16.6 Biodiesel,2008-12-31,43.10244867240001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,16.6 Biodiesel,2008-12-31,43.10244867240001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,17 Electricity,2008-12-31,24.5232012888,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,17 Electricity,2008-12-31,0.345599406,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,17 Electricity,2008-12-31,24.1776018828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,19 Total,2008-12-31,25161.7934905236,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,19 Total,2008-12-31,2208.5407974276,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
20_USA,19 Total,2008-12-31,21689.5601898468,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,19 Total,2008-12-31,446.3862034284,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
20_USA,19 Total,2008-12-31,148.4668001448,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
20_USA,19 Total,2008-12-31,631.9053001584001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
20_USA,19 Total,2008-12-31,36.9341995176,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
20_USA,20 Total Renewables,2008-12-31,819.7550879652001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,20 Total Renewables,2008-12-31,819.7550879652001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,21 Modern renewables,2008-12-31,821.9630445328908,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
20_USA,21 Modern renewables,2008-12-31,819.7862041506149,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
20_USA,21 Modern renewables,2008-12-31,2.176840382275816,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
21_VN,7.01 Motor gasoline,2008-12-31,141.47501792475796,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.01 Motor gasoline,2008-12-31,141.47501792475796,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,7.05 Kerosene type jet fuel,2008-12-31,20.21063908796228,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.05 Kerosene type jet fuel,2008-12-31,20.21063908796228,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
21_VN,7.07 Gas/diesel oil,2008-12-31,183.9229035614508,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.07 Gas/diesel oil,2008-12-31,183.9229035614508,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,7.08 Fuel oil,2008-12-31,15.367434611544292,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,7.08 Fuel oil,2008-12-31,15.367434611544292,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
21_VN,17 Electricity,2008-12-31,1.8405612723018523,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,17 Electricity,2008-12-31,1.8405612723018523,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
21_VN,19 Total,2008-12-31,362.8165564580172,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,19 Total,2008-12-31,20.21063908796228,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
21_VN,19 Total,2008-12-31,325.3979214862088,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
21_VN,19 Total,2008-12-31,15.367434611544292,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
21_VN,19 Total,2008-12-31,1.8405612723018523,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
21_VN,21 Modern renewables,2008-12-31,0.6558796145626381,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
21_VN,21 Modern renewables,2008-12-31,0.6558796145626381,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,1.3 Sub-bituminous coal,2009-12-31,7.37253612,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,1.3 Sub-bituminous coal,2009-12-31,7.37253612,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.01 Motor gasoline,2009-12-31,616.5950601600001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.01 Motor gasoline,2009-12-31,616.5950601600001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,7.02 Aviation gasoline,2009-12-31,3.03291792,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.02 Aviation gasoline,2009-12-31,3.03291792,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,7.05 Kerosene type jet fuel,2009-12-31,97.7220054,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.05 Kerosene type jet fuel,2009-12-31,97.7220054,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,7.07 Gas/diesel oil,2009-12-31,407.68169508000005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.07 Gas/diesel oil,2009-12-31,355.58199324000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,7.07 Gas/diesel oil,2009-12-31,32.37610572,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,7.07 Gas/diesel oil,2009-12-31,18.44578476,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.07 Gas/diesel oil,2009-12-31,1.27781136,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,7.08 Fuel oil,2009-12-31,5.9640966,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.08 Fuel oil,2009-12-31,5.9640966,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,7.09 LPG,2009-12-31,42.26239656,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,7.09 LPG,2009-12-31,42.21466704,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,7.09 LPG,2009-12-31,0.04772952,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,8.1 Natural gas,2009-12-31,12.633669,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,8.1 Natural gas,2009-12-31,1.81539648,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,8.1 Natural gas,2009-12-31,10.10358576,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,8.1 Natural gas,2009-12-31,0.7146867600000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,16.5 Biogasoline,2009-12-31,6.914500200000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,16.5 Biogasoline,2009-12-31,6.914500200000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,16.6 Biodiesel,2009-12-31,1.32470352,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,16.6 Biodiesel,2009-12-31,1.32470352,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,17 Electricity,2009-12-31,15.3069408,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,17 Electricity,2009-12-31,9.5542776,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,17 Electricity,2009-12-31,0.01423512,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,17 Electricity,2009-12-31,5.73842808,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,19 Total,2009-12-31,1216.8105213600002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,19 Total,2009-12-31,100.75492332,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
01_AUS,19 Total,2009-12-31,1024.44632064,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,19 Total,2009-12-31,41.93038332,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,19 Total,2009-12-31,31.782417480000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
01_AUS,19 Total,2009-12-31,10.11782088,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,19 Total,2009-12-31,7.77865572,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
01_AUS,20 Total Renewables,2009-12-31,8.23920372,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,20 Total Renewables,2009-12-31,8.23920372,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,21 Modern renewables,2009-12-31,9.386908078256312,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
01_AUS,21 Modern renewables,2009-12-31,8.23920372,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
01_AUS,21 Modern renewables,2009-12-31,0.7163734533755214,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
01_AUS,21 Modern renewables,2009-12-31,0.0010673399392974,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
01_AUS,21 Modern renewables,2009-12-31,0.4302635649414942,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
02_BD,7.01 Motor gasoline,2009-12-31,10.163482373953356,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,7.01 Motor gasoline,2009-12-31,10.163482373953356,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
02_BD,7.07 Gas/diesel oil,2009-12-31,5.658868315192794,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,7.07 Gas/diesel oil,2009-12-31,5.658868315192794,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
02_BD,19 Total,2009-12-31,15.82235068914615,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
02_BD,19 Total,2009-12-31,15.82235068914615,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.01 Motor gasoline,2009-12-31,1335.89106828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.01 Motor gasoline,2009-12-31,1334.81589804,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.01 Motor gasoline,2009-12-31,1.07517024,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
03_CDA,7.02 Aviation gasoline,2009-12-31,1.07517024,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.02 Aviation gasoline,2009-12-31,1.03037148,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.02 Aviation gasoline,2009-12-31,0.04479876,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
03_CDA,7.04 Gasoline type jet fuel,2009-12-31,2.3295355200000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.04 Gasoline type jet fuel,2009-12-31,2.3295355200000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.05 Kerosene type jet fuel,2009-12-31,170.72891172,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.05 Kerosene type jet fuel,2009-12-31,167.02694316,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,7.05 Kerosene type jet fuel,2009-12-31,3.70196856,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
03_CDA,7.07 Gas/diesel oil,2009-12-31,718.7898240000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.07 Gas/diesel oil,2009-12-31,625.6661810400001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,7.07 Gas/diesel oil,2009-12-31,61.98306192,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
03_CDA,7.07 Gas/diesel oil,2009-12-31,28.11603672,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,7.07 Gas/diesel oil,2009-12-31,0.6816110400000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,7.07 Gas/diesel oil,2009-12-31,2.34293328,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
03_CDA,7.08 Fuel oil,2009-12-31,52.58160252,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.08 Fuel oil,2009-12-31,52.58160252,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,7.09 LPG,2009-12-31,11.635954560000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,7.09 LPG,2009-12-31,11.635954560000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,8.1 Natural gas,2009-12-31,113.95715976,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,8.1 Natural gas,2009-12-31,1.7019342,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,8.1 Natural gas,2009-12-31,112.25522556,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,16.5 Biogasoline,2009-12-31,32.2404534,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,16.5 Biogasoline,2009-12-31,32.2404534,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,16.6 Biodiesel,2009-12-31,4.67372484,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,16.6 Biodiesel,2009-12-31,4.67372484,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,17 Electricity,2009-12-31,14.983301160000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,17 Electricity,2009-12-31,3.42731448,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,17 Electricity,2009-12-31,11.55598668,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,19 Total,2009-12-31,2458.8862873200005,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,19 Total,2009-12-31,170.38685016,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
03_CDA,19 Total,2009-12-31,2014.1610418800003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,19 Total,2009-12-31,61.98306192,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
03_CDA,19 Total,2009-12-31,80.69763924,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
03_CDA,19 Total,2009-12-31,124.49282328,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
03_CDA,19 Total,2009-12-31,7.16487084,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
03_CDA,20 Total Renewables,2009-12-31,36.91417824,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,20 Total Renewables,2009-12-31,36.91417824,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,21 Modern renewables,2009-12-31,46.35345925687032,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
03_CDA,21 Modern renewables,2009-12-31,39.07334090812251,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
03_CDA,21 Modern renewables,2009-12-31,7.280118348747799,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
04_CHL,7.01 Motor gasoline,2009-12-31,111.6863985384,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.01 Motor gasoline,2009-12-31,111.6863985384,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,7.02 Aviation gasoline,2009-12-31,0.2239979868,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.02 Aviation gasoline,2009-12-31,0.2239979868,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,7.05 Kerosene type jet fuel,2009-12-31,12.800198970000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.05 Kerosene type jet fuel,2009-12-31,12.800198970000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,7.07 Gas/diesel oil,2009-12-31,153.02219764320003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.07 Gas/diesel oil,2009-12-31,0.0432998856,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,7.07 Gas/diesel oil,2009-12-31,139.25280052800002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,7.07 Gas/diesel oil,2009-12-31,1.8618992676,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,7.07 Gas/diesel oil,2009-12-31,11.864197962000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,7.08 Fuel oil,2009-12-31,8.200798203600002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.08 Fuel oil,2009-12-31,8.200798203600002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,7.09 LPG,2009-12-31,0.2837980512,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,7.09 LPG,2009-12-31,0.2837980512,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,8.1 Natural gas,2009-12-31,0.8415007452000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,8.1 Natural gas,2009-12-31,0.8415007452000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,17 Electricity,2009-12-31,1.519201314,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,17 Electricity,2009-12-31,1.519201314,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,19 Total,2009-12-31,288.5780914524,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,19 Total,2009-12-31,13.0674968424,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
04_CHL,19 Total,2009-12-31,252.0644978628,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
04_CHL,19 Total,2009-12-31,3.3811005816000006,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
04_CHL,19 Total,2009-12-31,20.0649961656,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
04_CHL,21 Modern renewables,2009-12-31,0.7417871571882678,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
04_CHL,21 Modern renewables,2009-12-31,0.7417871571882678,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.1 Coking coal,2009-12-31,4.333370121305828,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.1 Coking coal,2009-12-31,3.669339681337898,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.1 Coking coal,2009-12-31,0.6640304399679299,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,1.2 Other bituminous coal,2009-12-31,124.50310949824924,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.2 Other bituminous coal,2009-12-31,124.48186986184922,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.2 Other bituminous coal,2009-12-31,0.0212396364000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,1.4 Anthracite,2009-12-31,8.44149959076051,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.4 Anthracite,2009-12-31,6.680142080300121,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,1.4 Anthracite,2009-12-31,1.7613575104603878,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,1.5 Lignite,2009-12-31,0.8554957279531344,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,1.5 Lignite,2009-12-31,0.8554957279531344,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,2.1 Coke oven coke,2009-12-31,0.039858336,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,2.1 Coke oven coke,2009-12-31,0.031317264,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,2.1 Coke oven coke,2009-12-31,0.008541072,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.01 Motor gasoline,2009-12-31,1632.858994341526,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.01 Motor gasoline,2009-12-31,1447.3537582959257,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.01 Motor gasoline,2009-12-31,3.475797624000001,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.01 Motor gasoline,2009-12-31,42.02471800926385,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.01 Motor gasoline,2009-12-31,0.0240266937275082,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.01 Motor gasoline,2009-12-31,139.98069371860905,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.04 Gasoline type jet fuel,2009-12-31,21.710994723919,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.04 Gasoline type jet fuel,2009-12-31,21.710994723919,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.05 Kerosene type jet fuel,2009-12-31,405.616095432,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.05 Kerosene type jet fuel,2009-12-31,405.616095432,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.06 Kerosene,2009-12-31,3.126492900000032,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.06 Kerosene,2009-12-31,1.7249616000000003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.06 Kerosene,2009-12-31,0.034499232,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.06 Kerosene,2009-12-31,1.2937212000000002,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.06 Kerosene,2009-12-31,0.0733108680000313,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.07 Gas/diesel oil,2009-12-31,3598.4007558302324,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.07 Gas/diesel oil,2009-12-31,9.983022750936,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.07 Gas/diesel oil,2009-12-31,2694.875015731098,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.07 Gas/diesel oil,2009-12-31,239.602692816,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.07 Gas/diesel oil,2009-12-31,434.0984683597201,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.07 Gas/diesel oil,2009-12-31,0.025623216,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.07 Gas/diesel oil,2009-12-31,219.81593295647943,,Yearly,PJ,EGEDA,EGEDA,Energy,,,nonspecified
05_PRC,7.08 Fuel oil,2009-12-31,258.84418854564007,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.08 Fuel oil,2009-12-31,1.3940838201600003,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.08 Fuel oil,2009-12-31,0.8415467999999999,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.08 Fuel oil,2009-12-31,253.59110018316008,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
05_PRC,7.08 Fuel oil,2009-12-31,3.0174577423200004,,Yearly,PJ,EGEDA,EGEDA,Energy,,,pipeline
05_PRC,7.09 LPG,2009-12-31,27.45192849956821,,Yearly,PJ,EGEDA,EGEDA,Energy,,,
05_PRC,7.09 LPG,2009-12-31,0.0232727558598146,,Yearly,PJ,EGEDA,EGEDA,Energy,,,air
05_PRC,7.09 LPG,2009-12-31,19.78483945895818,,Yearly,PJ,EGEDA,EGEDA,Energy,,,road
05_PRC,7.09 LPG,2009-12-31,0.31149792,,Yearly,PJ,EGEDA,EGEDA,Energy,,,rail
05_PRC,7.09 LPG,2009-12-31,7.072925070515306,,Yearly,PJ,EGEDA,EGEDA,Energy,,,ship
