Economy,Medium,Fuel_Type,Date,Value,Transport Type,Frequency,Unit,Source,Dataset,Measure,Vehicle Type,Drive
01_AUS,rail,01_x_thermal_coal,1980-12-31,0.167472,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,01_coal,1980-12-31,0.167472,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,air,07_02_aviation_gasoline,1980-12-31,3.55878,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,air,07_x_jet_fuel,1980-12-31,38.979108,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,air,07_petroleum_products,1980-12-31,42.537888,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,road,07_01_motor_gasoline,1980-12-31,486.799236,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,road,07_07_gas_diesel_oil,1980-12-31,94.286736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,road,07_09_lpg,1980-12-31,3.684384,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,road,07_petroleum_products,1980-12-31,584.770356,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,07_07_gas_diesel_oil,1980-12-31,26.209368,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,07_petroleum_products,1980-12-31,26.209368,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,ship,07_07_gas_diesel_oil,1980-12-31,15.867972000000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,ship,07_08_fuel_oil,1980-12-31,31.694076000000003,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,ship,07_petroleum_products,1980-12-31,47.562048,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,17_electricity,1980-12-31,3.2238360000000004,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,air,19_total,1980-12-31,42.537888,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,road,19_total,1980-12-31,584.770356,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,19_total,1980-12-31,29.558808000000003,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,ship,19_total,1980-12-31,47.562048,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
01_AUS,rail,21_modern_renewables,1980-12-31,0.4511420540143226,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
02_BD,road,07_01_motor_gasoline,1980-12-31,3.0563640000000003,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
02_BD,road,07_07_gas_diesel_oil,1980-12-31,2.9726280000000003,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
02_BD,road,07_petroleum_products,1980-12-31,6.028992000000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
02_BD,road,19_total,1980-12-31,6.028992000000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,air,07_02_aviation_gasoline,1980-12-31,7.578108,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,air,07_x_jet_fuel,1980-12-31,139.92285600000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,air,07_petroleum_products,1980-12-31,147.500964,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,road,07_01_motor_gasoline,1980-12-31,1266.883812,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,road,07_07_gas_diesel_oil,1980-12-31,196.319052,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,road,07_09_lpg,1980-12-31,0.293076,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,road,07_petroleum_products,1980-12-31,1463.49594,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,rail,07_07_gas_diesel_oil,1980-12-31,89.26257600000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,rail,07_petroleum_products,1980-12-31,89.26257600000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,ship,07_07_gas_diesel_oil,1980-12-31,36.383292,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,ship,07_08_fuel_oil,1980-12-31,41.23998,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,ship,07_petroleum_products,1980-12-31,77.623272,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,07_07_gas_diesel_oil,1980-12-31,1.088568,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,07_petroleum_products,1980-12-31,1.088568,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,08_01_natural_gas,1980-12-31,68.412312,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,08_gas,1980-12-31,68.412312,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,17_electricity,1980-12-31,6.280200000000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,nonspecified,17_electricity,1980-12-31,1.925928,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,air,19_total,1980-12-31,147.542832,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,road,19_total,1980-12-31,1463.49594,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,rail,19_total,1980-12-31,89.26257600000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,ship,19_total,1980-12-31,77.623272,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,19_total,1980-12-31,75.82294800000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,nonspecified,19_total,1980-12-31,1.925928,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,pipeline,21_modern_renewables,1980-12-31,4.247300750646971,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
03_CDA,nonspecified,21_modern_renewables,1980-12-31,1.3025055635317375,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,01_x_thermal_coal,1980-12-31,2.0934,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,01_coal,1980-12-31,2.0934,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,ship,01_x_thermal_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,ship,01_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,road,07_01_motor_gasoline,1980-12-31,48.399408,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,road,07_07_gas_diesel_oil,1980-12-31,31.066056000000003,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,road,07_petroleum_products,1980-12-31,79.46546400000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,07_07_gas_diesel_oil,1980-12-31,0.711756,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,07_petroleum_products,1980-12-31,0.711756,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,ship,07_07_gas_diesel_oil,1980-12-31,4.563612,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,ship,07_petroleum_products,1980-12-31,4.563612,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,17_electricity,1980-12-31,0.460548,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,nonspecified,17_electricity,1980-12-31,0.251208,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,road,19_total,1980-12-31,79.423596,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,19_total,1980-12-31,3.2238360000000004,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,ship,19_total,1980-12-31,4.647348,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,nonspecified,19_total,1980-12-31,0.251208,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,rail,21_modern_renewables,1980-12-31,0.3125972979320909,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
04_CHL,nonspecified,21_modern_renewables,1980-12-31,0.1705076170538677,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,rail,01_x_thermal_coal,1980-12-31,423.3692160000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,rail,01_coal,1980-12-31,423.3692160000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,road,07_07_gas_diesel_oil,1980-12-31,134.98243200000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,road,07_petroleum_products,1980-12-31,134.98243200000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,07_06_kerosene,1980-12-31,13.523364,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,07_08_fuel_oil,1980-12-31,45.636120000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,07_petroleum_products,1980-12-31,59.159484000000006,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,17_electricity,1980-12-31,10.088372094677752,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,road,19_total,1980-12-31,134.98243200000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,rail,19_total,1980-12-31,423.3692160000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,19_total,1980-12-31,69.24785609467776,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
05_PRC,nonspecified,21_modern_renewables,1980-12-31,1.9800796631686324,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,rail,01_x_thermal_coal,1980-12-31,0.586152,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,rail,01_coal,1980-12-31,0.586152,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,air,07_x_jet_fuel,1980-12-31,19.719828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,air,07_petroleum_products,1980-12-31,19.719828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,road,07_01_motor_gasoline,1980-12-31,132.428484,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,road,07_07_gas_diesel_oil,1980-12-31,105.591096,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,road,07_08_fuel_oil,1980-12-31,2.72142,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,road,07_petroleum_products,1980-12-31,240.741,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,air,19_total,1980-12-31,19.719828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,road,19_total,1980-12-31,240.741,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
07_INA,rail,19_total,1980-12-31,0.586152,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,air,07_02_aviation_gasoline,1980-12-31,0.586152,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,air,07_x_jet_fuel,1980-12-31,104.167584,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,air,07_petroleum_products,1980-12-31,104.753736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,07_01_motor_gasoline,1980-12-31,1134.287856,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,07_07_gas_diesel_oil,1980-12-31,602.2711800000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,07_08_fuel_oil,1980-12-31,2.637684,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,07_09_lpg,1980-12-31,70.254504,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,07_petroleum_products,1980-12-31,1809.451224,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,07_07_gas_diesel_oil,1980-12-31,37.974276,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,07_08_fuel_oil,1980-12-31,15.281820000000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,07_petroleum_products,1980-12-31,53.25609600000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,ship,07_07_gas_diesel_oil,1980-12-31,83.90347200000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,ship,07_08_fuel_oil,1980-12-31,150.766668,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,ship,07_petroleum_products,1980-12-31,234.67014,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,nonspecified,07_08_fuel_oil,1980-12-31,2.888892,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,nonspecified,07_petroleum_products,1980-12-31,2.888892,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,17_electricity,1980-12-31,54.805212,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,air,19_total,1980-12-31,104.753736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,road,19_total,1980-12-31,1809.451224,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,19_total,1980-12-31,108.061308,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,ship,19_total,1980-12-31,234.67014,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,nonspecified,19_total,1980-12-31,2.888892,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,rail,21_modern_renewables,1980-12-31,8.537854664121244,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,,07_x_other_petroleum_products,1980-12-31,10.425132,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,,07_petroleum_products,1980-12-31,10.425132,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
08_JPN,,19_total,1980-12-31,10.425132,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,rail,01_x_thermal_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,rail,01_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,air,07_x_jet_fuel,1980-12-31,9.252828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,air,07_petroleum_products,1980-12-31,9.252828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,road,07_01_motor_gasoline,1980-12-31,35.5878,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,road,07_06_kerosene,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,road,07_09_lpg,1980-12-31,6.991956,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,road,07_petroleum_products,1980-12-31,42.663492000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,ship,07_08_fuel_oil,1980-12-31,25.53948,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,ship,07_petroleum_products,1980-12-31,25.53948,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,nonspecified,07_07_gas_diesel_oil,1980-12-31,121.124124,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,nonspecified,07_petroleum_products,1980-12-31,121.124124,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,rail,17_electricity,1980-12-31,1.423512,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,air,19_total,1980-12-31,9.252828,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,road,19_total,1980-12-31,42.705360000000006,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,rail,19_total,1980-12-31,1.507248,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,ship,19_total,1980-12-31,25.53948,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,nonspecified,19_total,1980-12-31,121.124124,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
09_ROK,rail,21_modern_renewables,1980-12-31,0.0758411291388061,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,air,07_x_jet_fuel,1980-12-31,10.67634,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,air,07_petroleum_products,1980-12-31,10.67634,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,road,07_01_motor_gasoline,1980-12-31,54.260928,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,road,07_07_gas_diesel_oil,1980-12-31,35.462196,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,road,07_petroleum_products,1980-12-31,89.723124,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,air,19_total,1980-12-31,10.67634,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
10_MAS,road,19_total,1980-12-31,89.723124,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,road,07_01_motor_gasoline,1980-12-31,620.651232,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,road,07_09_lpg,1980-12-31,6.573276000000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,road,07_petroleum_products,1980-12-31,627.224508,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,nonspecified,07_07_gas_diesel_oil,1980-12-31,325.858644,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,nonspecified,07_petroleum_products,1980-12-31,325.858644,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,rail,17_electricity,1980-12-31,1.5491160000000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,road,19_total,1980-12-31,627.224508,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,rail,19_total,1980-12-31,1.5491160000000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,nonspecified,19_total,1980-12-31,325.858644,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
11_MEX,rail,21_modern_renewables,1980-12-31,0.4118128776918252,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,rail,01_x_thermal_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,rail,01_coal,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,ship,01_x_thermal_coal,1980-12-31,0.041868,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,ship,01_coal,1980-12-31,0.041868,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,air,07_02_aviation_gasoline,1980-12-31,0.962964,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,air,07_x_jet_fuel,1980-12-31,4.940424,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,air,07_petroleum_products,1980-12-31,5.9033880000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,07_01_motor_gasoline,1980-12-31,68.412312,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,07_06_kerosene,1980-12-31,0.041868,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,07_07_gas_diesel_oil,1980-12-31,14.737536,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,07_09_lpg,1980-12-31,0.41868,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,07_petroleum_products,1980-12-31,83.61039600000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,ship,07_07_gas_diesel_oil,1980-12-31,3.475044,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,ship,07_petroleum_products,1980-12-31,3.475044,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,nonspecified,07_08_fuel_oil,1980-12-31,2.386476,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,nonspecified,07_petroleum_products,1980-12-31,2.386476,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,08_01_natural_gas,1980-12-31,0.20934,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,08_gas,1980-12-31,0.20934,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,rail,17_electricity,1980-12-31,0.125604,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,air,19_total,1980-12-31,5.9033880000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,road,19_total,1980-12-31,83.861604,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,rail,19_total,1980-12-31,0.167472,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,ship,19_total,1980-12-31,3.516912,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,nonspecified,19_total,1980-12-31,2.386476,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
12_NZ,rail,21_modern_renewables,1980-12-31,0.1135360993096123,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,air,07_01_motor_gasoline,1980-12-31,0.334944,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,air,07_x_jet_fuel,1980-12-31,1.423512,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,air,07_petroleum_products,1980-12-31,1.758456,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,road,07_01_motor_gasoline,1980-12-31,3.391308,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,road,07_07_gas_diesel_oil,1980-12-31,2.553948,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,road,07_petroleum_products,1980-12-31,5.9452560000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,ship,07_01_motor_gasoline,1980-12-31,0.376812,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,ship,07_07_gas_diesel_oil,1980-12-31,0.711756,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,ship,07_petroleum_products,1980-12-31,1.088568,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,air,19_total,1980-12-31,1.758456,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,road,19_total,1980-12-31,5.9452560000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
13_PNG,ship,19_total,1980-12-31,1.088568,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,air,07_x_jet_fuel,1980-12-31,12.9370055991336,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,air,07_petroleum_products,1980-12-31,12.9370055991336,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,road,07_01_motor_gasoline,1980-12-31,46.0660199373648,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,road,07_07_gas_diesel_oil,1980-12-31,26.1160113030048,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,road,07_08_fuel_oil,1980-12-31,9.4640040960192,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,road,07_petroleum_products,1980-12-31,81.6460353363888,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,air,19_total,1980-12-31,12.9370055991336,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
14_PE,road,19_total,1980-12-31,81.6460353363888,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,air,07_x_jet_fuel,1980-12-31,3.2657040000000004,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,air,07_petroleum_products,1980-12-31,3.2657040000000004,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,road,07_01_motor_gasoline,1980-12-31,50.74703622645037,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,road,07_petroleum_products,1980-12-31,50.74703622645037,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,ship,07_01_motor_gasoline,1980-12-31,1.4623597735496323,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,ship,07_petroleum_products,1980-12-31,1.4623597735496323,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,nonspecified,07_07_gas_diesel_oil,1980-12-31,43.54272,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,nonspecified,07_petroleum_products,1980-12-31,43.54272,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,air,19_total,1980-12-31,3.2657040000000004,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,road,19_total,1980-12-31,50.74703622645037,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,ship,19_total,1980-12-31,1.4623597735496323,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
15_RP,nonspecified,19_total,1980-12-31,43.54272,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
17_SIN,road,07_01_motor_gasoline,1980-12-31,15.616764000000002,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
17_SIN,road,07_07_gas_diesel_oil,1980-12-31,23.948496,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
17_SIN,road,07_petroleum_products,1980-12-31,39.56526,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
17_SIN,road,19_total,1980-12-31,39.56526,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,air,07_x_jet_fuel,1980-12-31,7.829316,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,air,07_petroleum_products,1980-12-31,7.829316,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,road,07_01_motor_gasoline,1980-12-31,60.792336000000006,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,road,07_07_gas_diesel_oil,1980-12-31,53.842248000000005,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,road,07_petroleum_products,1980-12-31,114.634584,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,rail,07_07_gas_diesel_oil,1980-12-31,1.716588,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,rail,07_08_fuel_oil,1980-12-31,0.083736,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,rail,07_petroleum_products,1980-12-31,1.800324,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,ship,07_07_gas_diesel_oil,1980-12-31,0.334944,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,ship,07_08_fuel_oil,1980-12-31,0.502416,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,ship,07_petroleum_products,1980-12-31,0.8373600000000001,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,rail,17_electricity,1980-12-31,0.7534883722165955,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,air,19_total,1980-12-31,7.829316,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,road,19_total,1980-12-31,114.634584,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
18_CT,rail,19_total,1980-12-31,2.5538123722165955,,Yearly,PJ,9th_cleansed,EGEDA,Energy,,
