,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
1466,ht,phev_g,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,82780612.2448979
1467,ht,phev_g,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,82780612.2448979
1468,ht,phev_g,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,82780612.2448979
1469,ht,phev_g,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,82780612.2448979
1470,ht,phev_g,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,82780612.2448979
1471,lcv,bev,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1472,lcv,bev,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1473,lcv,bev,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1474,lcv,bev,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1475,lcv,bev,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1476,lcv,bev,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1477,lcv,bev,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1478,lcv,bev,freight,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1479,lcv,bev,freight,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1480,lcv,bev,freight,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1481,lcv,bev,freight,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1482,lcv,bev,freight,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1483,lcv,bev,freight,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1484,lcv,bev,freight,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1485,lcv,bev,freight,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1486,lcv,bev,freight,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1487,lcv,bev,freight,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1488,lcv,bev,freight,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1489,lcv,bev,freight,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1490,lcv,bev,freight,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1491,lcv,bev,freight,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1492,lcv,bev,freight,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1493,lcv,bev,freight,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1494,lcv,bev,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1495,lcv,bev,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1496,lcv,bev,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1497,lcv,bev,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1498,lcv,bev,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1499,lcv,cng,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1500,lcv,cng,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1501,lcv,cng,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1502,lcv,cng,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1503,lcv,cng,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1504,lcv,cng,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1505,lcv,cng,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1506,lcv,cng,freight,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1507,lcv,cng,freight,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1508,lcv,cng,freight,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1509,lcv,cng,freight,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1510,lcv,cng,freight,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1511,lcv,cng,freight,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1512,lcv,cng,freight,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1513,lcv,cng,freight,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1514,lcv,cng,freight,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1515,lcv,cng,freight,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1516,lcv,cng,freight,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1517,lcv,cng,freight,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1518,lcv,cng,freight,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1519,lcv,cng,freight,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1520,lcv,cng,freight,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1521,lcv,cng,freight,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1522,lcv,cng,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1523,lcv,cng,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1524,lcv,cng,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1525,lcv,cng,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1526,lcv,cng,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1527,lcv,fcev,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1528,lcv,fcev,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1529,lcv,fcev,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1530,lcv,fcev,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1531,lcv,fcev,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1532,lcv,fcev,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1533,lcv,fcev,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1534,lcv,fcev,freight,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1535,lcv,fcev,freight,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1536,lcv,fcev,freight,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1537,lcv,fcev,freight,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1538,lcv,fcev,freight,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1539,lcv,fcev,freight,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1540,lcv,fcev,freight,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1541,lcv,fcev,freight,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1542,lcv,fcev,freight,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1543,lcv,fcev,freight,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1544,lcv,fcev,freight,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1545,lcv,fcev,freight,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1546,lcv,fcev,freight,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1547,lcv,fcev,freight,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1548,lcv,fcev,freight,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1549,lcv,fcev,freight,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1550,lcv,fcev,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1551,lcv,fcev,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1552,lcv,fcev,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1553,lcv,fcev,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1554,lcv,fcev,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,826719576.719576
1555,lcv,ice_d,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1556,lcv,ice_d,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1557,lcv,ice_d,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1558,lcv,ice_d,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1559,lcv,ice_d,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1560,lcv,ice_d,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1561,lcv,ice_d,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1562,lcv,ice_d,freight,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1563,lcv,ice_d,freight,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1564,lcv,ice_d,freight,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1565,lcv,ice_d,freight,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1566,lcv,ice_d,freight,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1567,lcv,ice_d,freight,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1568,lcv,ice_d,freight,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1569,lcv,ice_d,freight,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1570,lcv,ice_d,freight,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1571,lcv,ice_d,freight,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1572,lcv,ice_d,freight,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1573,lcv,ice_d,freight,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1574,lcv,ice_d,freight,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1575,lcv,ice_d,freight,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1576,lcv,ice_d,freight,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1577,lcv,ice_d,freight,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1578,lcv,ice_d,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1579,lcv,ice_d,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1580,lcv,ice_d,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1581,lcv,ice_d,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1582,lcv,ice_d,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,266898975.534972
1583,lcv,ice_g,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1584,lcv,ice_g,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1585,lcv,ice_g,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1586,lcv,ice_g,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1587,lcv,ice_g,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1588,lcv,ice_g,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1589,lcv,ice_g,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1590,lcv,ice_g,freight,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1591,lcv,ice_g,freight,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1592,lcv,ice_g,freight,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1593,lcv,ice_g,freight,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1594,lcv,ice_g,freight,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1595,lcv,ice_g,freight,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1596,lcv,ice_g,freight,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1597,lcv,ice_g,freight,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1598,lcv,ice_g,freight,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1599,lcv,ice_g,freight,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1600,lcv,ice_g,freight,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1601,lcv,ice_g,freight,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1602,lcv,ice_g,freight,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1603,lcv,ice_g,freight,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1604,lcv,ice_g,freight,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1605,lcv,ice_g,freight,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1606,lcv,ice_g,freight,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1607,lcv,ice_g,freight,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1608,lcv,ice_g,freight,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1609,lcv,ice_g,freight,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1610,lcv,ice_g,freight,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1611,lcv,lpg,freight,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1612,lcv,lpg,freight,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1613,lcv,lpg,freight,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1614,lcv,lpg,freight,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1615,lcv,lpg,freight,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1616,lcv,lpg,freight,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
1617,lcv,lpg,freight,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,236205593.34845
