,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
4288,2w,bev,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4289,2w,bev,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4290,2w,bev,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4291,2w,bev,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4292,2w,bev,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4293,2w,bev,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4294,2w,bev,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4295,2w,bev,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4296,2w,bev,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4297,2w,bev,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4298,2w,bev,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4299,2w,ice_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4300,2w,ice_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4301,2w,ice_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4302,2w,ice_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4303,2w,ice_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4304,2w,ice_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4305,2w,ice_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4306,2w,ice_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4307,2w,ice_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4308,2w,ice_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4309,2w,ice_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4310,2w,ice_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4311,2w,ice_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4312,2w,ice_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4313,2w,ice_g,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4314,2w,ice_g,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4315,2w,ice_g,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4316,2w,ice_g,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4317,2w,ice_g,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4318,2w,ice_g,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4319,2w,ice_g,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4320,2w,ice_g,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4321,2w,ice_g,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4322,2w,ice_g,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4323,2w,ice_g,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4324,2w,ice_g,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4325,2w,ice_g,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4326,2w,ice_g,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4327,bus,bev,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4328,bus,bev,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4329,bus,bev,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4330,bus,bev,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4331,bus,bev,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4332,bus,bev,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4333,bus,bev,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4334,bus,bev,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4335,bus,bev,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4336,bus,bev,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4337,bus,bev,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4338,bus,bev,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4339,bus,bev,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4340,bus,bev,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4341,bus,cng,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4342,bus,cng,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4343,bus,cng,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4344,bus,cng,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4345,bus,cng,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4346,bus,cng,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4347,bus,cng,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4348,bus,cng,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4349,bus,cng,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4350,bus,cng,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4351,bus,cng,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4352,bus,cng,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4353,bus,cng,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4354,bus,cng,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4355,bus,fcev,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4356,bus,fcev,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4357,bus,fcev,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4358,bus,fcev,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4359,bus,fcev,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4360,bus,fcev,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4361,bus,fcev,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4362,bus,fcev,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4363,bus,fcev,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4364,bus,fcev,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4365,bus,fcev,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4366,bus,fcev,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4367,bus,fcev,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4368,bus,fcev,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4369,bus,ice_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4370,bus,ice_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4371,bus,ice_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4372,bus,ice_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4373,bus,ice_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4374,bus,ice_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4375,bus,ice_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4376,bus,ice_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4377,bus,ice_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4378,bus,ice_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4379,bus,ice_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4380,bus,ice_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4381,bus,ice_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4382,bus,ice_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4383,bus,ice_g,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4384,bus,ice_g,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4385,bus,ice_g,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4386,bus,ice_g,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4387,bus,ice_g,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4388,bus,ice_g,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4389,bus,ice_g,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4390,bus,ice_g,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4391,bus,ice_g,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4392,bus,ice_g,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4393,bus,ice_g,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4394,bus,ice_g,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4395,bus,ice_g,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4396,bus,ice_g,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4397,bus,lpg,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4398,bus,lpg,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4399,bus,lpg,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4400,bus,lpg,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4401,bus,lpg,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4402,bus,lpg,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4403,bus,lpg,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4404,bus,lpg,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4405,bus,lpg,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4406,bus,lpg,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4407,bus,lpg,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4408,bus,lpg,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4409,bus,lpg,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4410,bus,lpg,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4411,bus,phev_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4412,bus,phev_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4413,bus,phev_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4414,bus,phev_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4415,bus,phev_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4416,bus,phev_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4417,bus,phev_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4418,bus,phev_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4419,bus,phev_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4420,bus,phev_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4421,bus,phev_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4422,bus,phev_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4423,bus,phev_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4424,bus,phev_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4425,bus,phev_g,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4426,bus,phev_g,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4427,bus,phev_g,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4428,bus,phev_g,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4429,bus,phev_g,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4430,bus,phev_g,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4431,bus,phev_g,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4432,bus,phev_g,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4433,bus,phev_g,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4434,bus,phev_g,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4435,bus,phev_g,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4436,bus,phev_g,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4437,bus,phev_g,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4438,bus,phev_g,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4439,car,phev_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4440,car,phev_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4441,car,phev_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4442,car,phev_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4443,car,phev_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4444,car,phev_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4445,car,phev_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4446,car,phev_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4447,car,phev_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4448,car,phev_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4449,car,phev_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4450,car,phev_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4451,car,phev_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4452,car,phev_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4453,lt,phev_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4454,lt,phev_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4455,lt,phev_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4456,lt,phev_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4457,lt,phev_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4458,lt,phev_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4459,lt,phev_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4460,lt,phev_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4461,lt,phev_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4462,lt,phev_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4463,lt,phev_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4464,lt,phev_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4465,lt,phev_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4466,lt,phev_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4467,suv,phev_d,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4468,suv,phev_d,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4469,suv,phev_d,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4470,suv,phev_d,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4471,suv,phev_d,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4472,suv,phev_d,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4473,suv,phev_d,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4474,suv,phev_d,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4475,suv,phev_d,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4476,suv,phev_d,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4477,suv,phev_d,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4478,suv,phev_d,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4479,suv,phev_d,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4480,suv,phev_d,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4481,car,bev,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4482,car,bev,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4483,car,bev,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4484,car,bev,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4485,car,bev,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4486,car,bev,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4487,car,bev,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4488,car,bev,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4489,car,bev,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4490,car,bev,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4491,car,bev,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4492,car,bev,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4493,car,bev,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4494,car,bev,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4495,car,cng,passenger,19_THA,2010,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4496,car,cng,passenger,19_THA,2011,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4497,car,cng,passenger,19_THA,2012,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4498,car,cng,passenger,19_THA,2013,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4499,car,cng,passenger,19_THA,2014,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4500,car,cng,passenger,19_THA,2015,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4501,car,cng,passenger,19_THA,2016,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4502,car,cng,passenger,19_THA,2017,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4503,car,cng,passenger,19_THA,2018,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4504,car,cng,passenger,19_THA,2019,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4505,car,cng,passenger,19_THA,2020,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4506,car,cng,passenger,19_THA,2021,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4507,car,cng,passenger,19_THA,2022,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
4508,car,cng,passenger,19_THA,2023,road,turnover_rate,manually_inputted_data $ guess,%,all,no_comment,national,yearly,0.03
