,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
3221,suv,ice_d,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3222,suv,ice_d,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3223,suv,ice_d,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3224,suv,ice_d,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3225,suv,ice_d,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3226,suv,ice_d,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3227,suv,ice_d,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3228,suv,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3229,suv,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3230,suv,ice_d,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,332174839.265811
3231,suv,ice_g,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3232,suv,ice_g,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3233,suv,ice_g,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3234,suv,ice_g,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3235,suv,ice_g,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3236,suv,ice_g,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3237,suv,ice_g,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3238,suv,ice_g,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3239,suv,ice_g,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3240,suv,ice_g,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3241,suv,ice_g,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3242,suv,ice_g,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3243,suv,ice_g,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3244,suv,ice_g,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3245,suv,ice_g,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3246,suv,ice_g,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3247,suv,ice_g,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3248,suv,ice_g,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3249,suv,ice_g,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3250,suv,ice_g,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3251,suv,ice_g,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3252,suv,ice_g,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3253,suv,ice_g,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3254,suv,ice_g,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3255,suv,ice_g,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3256,suv,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3257,suv,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3258,suv,ice_g,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3259,suv,lpg,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3260,suv,lpg,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3261,suv,lpg,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3262,suv,lpg,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3263,suv,lpg,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3264,suv,lpg,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3265,suv,lpg,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3266,suv,lpg,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3267,suv,lpg,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3268,suv,lpg,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3269,suv,lpg,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3270,suv,lpg,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3271,suv,lpg,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3272,suv,lpg,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3273,suv,lpg,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3274,suv,lpg,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3275,suv,lpg,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3276,suv,lpg,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3277,suv,lpg,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3278,suv,lpg,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3279,suv,lpg,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3280,suv,lpg,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3281,suv,lpg,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3282,suv,lpg,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3283,suv,lpg,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3284,suv,lpg,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3285,suv,lpg,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3286,suv,lpg,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,293974732.750243
3287,suv,phev_d,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3288,suv,phev_d,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3289,suv,phev_d,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3290,suv,phev_d,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3291,suv,phev_d,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3292,suv,phev_d,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3293,suv,phev_d,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3294,suv,phev_d,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3295,suv,phev_d,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3296,suv,phev_d,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3297,suv,phev_d,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3298,suv,phev_d,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3299,suv,phev_d,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3300,suv,phev_d,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3301,suv,phev_d,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3302,suv,phev_d,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3303,suv,phev_d,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3304,suv,phev_d,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3305,suv,phev_d,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3306,suv,phev_d,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3307,suv,phev_d,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3308,suv,phev_d,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3309,suv,phev_d,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3310,suv,phev_d,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3311,suv,phev_d,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3312,suv,phev_d,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3313,suv,phev_d,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3314,suv,phev_d,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,581305968.715169
3315,suv,phev_g,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3316,suv,phev_g,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3317,suv,phev_g,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3318,suv,phev_g,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3319,suv,phev_g,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3320,suv,phev_g,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3321,suv,phev_g,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3322,suv,phev_g,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3323,suv,phev_g,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3324,suv,phev_g,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3325,suv,phev_g,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3326,suv,phev_g,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3327,suv,phev_g,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3328,suv,phev_g,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3329,suv,phev_g,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3330,suv,phev_g,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3331,suv,phev_g,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3332,suv,phev_g,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3333,suv,phev_g,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3334,suv,phev_g,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3335,suv,phev_g,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3336,suv,phev_g,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3337,suv,phev_g,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3338,suv,phev_g,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3339,suv,phev_g,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3340,suv,phev_g,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3341,suv,phev_g,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3342,suv,phev_g,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,514455782.312925
3343,2w,bev,freight,19_THA,2010,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3344,2w,bev,freight,19_THA,2011,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3345,2w,bev,freight,19_THA,2012,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3346,2w,bev,freight,19_THA,2013,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3347,2w,bev,freight,19_THA,2014,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3348,2w,bev,freight,19_THA,2015,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3349,2w,bev,freight,19_THA,2016,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3350,2w,bev,freight,19_THA,2017,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3351,2w,bev,freight,19_THA,2018,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3352,2w,bev,freight,19_THA,2019,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3353,2w,bev,freight,19_THA,2020,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3354,2w,bev,freight,19_THA,2021,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3355,2w,bev,freight,19_THA,2022,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3356,2w,bev,freight,19_THA,2023,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3357,2w,ice_d,freight,19_THA,2010,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3358,2w,ice_d,freight,19_THA,2011,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3359,2w,ice_d,freight,19_THA,2012,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3360,2w,ice_d,freight,19_THA,2013,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3361,2w,ice_d,freight,19_THA,2014,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3362,2w,ice_d,freight,19_THA,2015,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3363,2w,ice_d,freight,19_THA,2016,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3364,2w,ice_d,freight,19_THA,2017,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3365,2w,ice_d,freight,19_THA,2018,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3366,2w,ice_d,freight,19_THA,2019,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3367,2w,ice_d,freight,19_THA,2020,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3368,2w,ice_d,freight,19_THA,2021,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3369,2w,ice_d,freight,19_THA,2022,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3370,2w,ice_d,freight,19_THA,2023,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3371,2w,ice_g,freight,19_THA,2010,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3372,2w,ice_g,freight,19_THA,2011,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3373,2w,ice_g,freight,19_THA,2012,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3374,2w,ice_g,freight,19_THA,2013,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3375,2w,ice_g,freight,19_THA,2014,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3376,2w,ice_g,freight,19_THA,2015,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3377,2w,ice_g,freight,19_THA,2016,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3378,2w,ice_g,freight,19_THA,2017,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3379,2w,ice_g,freight,19_THA,2018,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3380,2w,ice_g,freight,19_THA,2019,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3381,2w,ice_g,freight,19_THA,2020,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
3382,2w,ice_g,freight,19_THA,2021,road,mileage,manually_inputted_data $ guess,km_per_stock,all,no_comment,national,yearly,6000.0
