,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
2461,bus,bev,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2462,bus,bev,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2463,bus,bev,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2464,bus,bev,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2465,bus,bev,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2466,bus,bev,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2467,bus,bev,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2468,bus,bev,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2469,bus,bev,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2470,bus,bev,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2471,bus,bev,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2472,bus,bev,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2473,bus,bev,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2474,bus,bev,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2475,bus,cng,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2476,bus,cng,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2477,bus,cng,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2478,bus,cng,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2479,bus,cng,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2480,bus,cng,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2481,bus,cng,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2482,bus,cng,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2483,bus,cng,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2484,bus,cng,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2485,bus,cng,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2486,bus,cng,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2487,bus,cng,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2488,bus,cng,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2489,bus,cng,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2490,bus,cng,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2491,bus,cng,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2492,bus,cng,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2493,bus,cng,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2494,bus,cng,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2495,bus,cng,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2496,bus,cng,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2497,bus,cng,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2498,bus,cng,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2499,bus,cng,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2500,bus,cng,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2501,bus,cng,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2502,bus,cng,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2503,bus,fcev,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2504,bus,fcev,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2505,bus,fcev,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2506,bus,fcev,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2507,bus,fcev,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2508,bus,fcev,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2509,bus,fcev,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2510,bus,fcev,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2511,bus,fcev,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2512,bus,fcev,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2513,bus,fcev,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2514,bus,fcev,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2515,bus,fcev,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2516,bus,fcev,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2517,bus,fcev,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2518,bus,fcev,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2519,bus,fcev,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2520,bus,fcev,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2521,bus,fcev,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2522,bus,fcev,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2523,bus,fcev,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2524,bus,fcev,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2525,bus,fcev,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2526,bus,fcev,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2527,bus,fcev,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2528,bus,fcev,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2529,bus,fcev,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2530,bus,fcev,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,260605631.141345
2531,bus,ice_d,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2532,bus,ice_d,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2533,bus,ice_d,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2534,bus,ice_d,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2535,bus,ice_d,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2536,bus,ice_d,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2537,bus,ice_d,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2538,bus,ice_d,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2539,bus,ice_d,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2540,bus,ice_d,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2541,bus,ice_d,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2542,bus,ice_d,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2543,bus,ice_d,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2544,bus,ice_d,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2545,bus,ice_d,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2546,bus,ice_d,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2547,bus,ice_d,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2548,bus,ice_d,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2549,bus,ice_d,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2550,bus,ice_d,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2551,bus,ice_d,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2552,bus,ice_d,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2553,bus,ice_d,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2554,bus,ice_d,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2555,bus,ice_d,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2556,bus,ice_d,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2557,bus,ice_d,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2558,bus,ice_d,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,84134182.7736385
2559,bus,ice_g,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2560,bus,ice_g,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2561,bus,ice_g,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2562,bus,ice_g,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2563,bus,ice_g,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2564,bus,ice_g,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2565,bus,ice_g,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2566,bus,ice_g,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2567,bus,ice_g,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2568,bus,ice_g,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2569,bus,ice_g,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2570,bus,ice_g,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2571,bus,ice_g,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2572,bus,ice_g,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2573,bus,ice_g,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2574,bus,ice_g,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2575,bus,ice_g,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2576,bus,ice_g,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2577,bus,ice_g,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2578,bus,ice_g,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2579,bus,ice_g,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2580,bus,ice_g,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2581,bus,ice_g,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2582,bus,ice_g,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2583,bus,ice_g,passenger,19_THA,2020,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2584,bus,ice_g,passenger,19_THA,2021,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2585,bus,ice_g,passenger,19_THA,2022,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2586,bus,ice_g,passenger,19_THA,2023,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2587,bus,lpg,passenger,19_THA,2010,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2588,bus,lpg,passenger,19_THA,2011,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2589,bus,lpg,passenger,19_THA,2012,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2590,bus,lpg,passenger,19_THA,2013,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2591,bus,lpg,passenger,19_THA,2014,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2592,bus,lpg,passenger,19_THA,2015,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2593,bus,lpg,passenger,19_THA,2016,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2594,bus,lpg,passenger,19_THA,2017,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2595,bus,lpg,passenger,19_THA,2018,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2596,bus,lpg,passenger,19_THA,2019,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2597,bus,lpg,passenger,19_THA,2020,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2598,bus,lpg,passenger,19_THA,2021,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2599,bus,lpg,passenger,19_THA,2022,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2600,bus,lpg,passenger,19_THA,2023,road,efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2601,bus,lpg,passenger,19_THA,2010,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2602,bus,lpg,passenger,19_THA,2011,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2603,bus,lpg,passenger,19_THA,2012,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2604,bus,lpg,passenger,19_THA,2013,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2605,bus,lpg,passenger,19_THA,2014,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2606,bus,lpg,passenger,19_THA,2015,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2607,bus,lpg,passenger,19_THA,2016,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2608,bus,lpg,passenger,19_THA,2017,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2609,bus,lpg,passenger,19_THA,2018,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
2610,bus,lpg,passenger,19_THA,2019,road,new_vehicle_efficiency,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,km_per_pj,all,usa_data,national,yearly,74458751.7546701
