Medium,Transport Type,Vehicle Type,Drive,Economy,Frequency,Measure,Unit,Scope,Fuel_Type,Fuel,Date
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,g,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,2w,g,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,d,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,g,04_CHL,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,d,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,2w,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,2w,g,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,d,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,g,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,d,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,2w,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,2w,g,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,bev,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,d,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,bus,lpg,06_HKC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,cng,07_INA,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,d,07_INA,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,g,07_INA,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ht,phevd,07_INA,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,2w,bev,07_INA,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,2w,bev,07_INA,Yearly,Stocks,Stocks,National,,,2011-12-31
