Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit
road,passenger,bus,bev,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,04_CHL,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,05_PRC,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,06_HKC,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,07_INA,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,08_JPN,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,09_ROK,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,10_MAS,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,11_MEX,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,12_NZ,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,13_PNG,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,14_PE,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,15_RP,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,16_RUS,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,17_SIN,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,18_CT,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,19_THA,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,20_USA,Yearly,passenger_km,passenger_km
road,passenger,2w,bev,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,2w,g,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,bev,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,cng,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,d,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,fcev,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,g,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,lpg,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,bev,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,cng,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,d,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,fcev,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,g,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,lpg,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,ldv,phevg,2017,21_VN,Yearly,passenger_km,passenger_km
road,passenger,bus,phevd,2017,21_VN,Yearly,passenger_km,passenger_km
road,freight,ht,bev,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,cng,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,d,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,fcev,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,g,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,lpg,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,bev,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,cng,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,d,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,fcev,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,g,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,lpg,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,phevg,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,phevd,2017,01_AUS,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,bev,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,cng,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,d,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,fcev,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,g,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ht,lpg,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,bev,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,cng,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,d,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,fcev,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
road,freight,ldv,g,2017,02_BD,Yearly,freight_tonne_km,freight_tonne_km
