Economy,Year,Drive,Vehicle Type,Transport Type,Value,Scenario
01_AUS,2020,D,HT,freight,0.11614435560401631,Carbon Neutral
01_AUS,2021,D,HT,freight,0.1167279955808359,Carbon Neutral
01_AUS,2022,D,HT,freight,0.11731456842701067,Carbon Neutral
01_AUS,2023,D,HT,freight,0.11790408886337421,Carbon Neutral
01_AUS,2024,D,HT,freight,0.11849657173160251,Carbon Neutral
01_AUS,2025,D,HT,freight,0.11969048430471017,Carbon Neutral
01_AUS,2026,D,HT,freight,0.12114421488706696,Carbon Neutral
01_AUS,2027,D,HT,freight,0.1226217574217912,Carbon Neutral
01_AUS,2028,D,HT,freight,0.12412364081325584,Carbon Neutral
01_AUS,2029,D,HT,freight,0.12565040939724234,Carbon Neutral
01_AUS,2030,D,HT,freight,0.1272026234230385,Carbon Neutral
01_AUS,2031,D,HT,freight,0.1287808596807807,Carbon Neutral
01_AUS,2032,D,HT,freight,0.13038571214434316,Carbon Neutral
01_AUS,2033,D,HT,freight,0.13201779257653815,Carbon Neutral
01_AUS,2034,D,HT,freight,0.13367773117555065,Carbon Neutral
01_AUS,2035,D,HT,freight,0.13536617732170786,Carbon Neutral
01_AUS,2036,D,HT,freight,0.13708380028862222,Carbon Neutral
01_AUS,2037,D,HT,freight,0.1388312900041104,Carbon Neutral
01_AUS,2038,D,HT,freight,0.14060935784607578,Carbon Neutral
01_AUS,2039,D,HT,freight,0.141315937534743,Carbon Neutral
01_AUS,2040,D,HT,freight,0.14202606786614588,Carbon Neutral
01_AUS,2041,D,HT,freight,0.142382022935314,Carbon Neutral
01_AUS,2042,D,HT,freight,0.14273887010228792,Carbon Neutral
01_AUS,2043,D,HT,freight,0.14309661164329396,Carbon Neutral
01_AUS,2044,D,HT,freight,0.14345524976431767,Carbon Neutral
01_AUS,2045,D,HT,freight,0.1438147867232861,Carbon Neutral
01_AUS,2046,D,HT,freight,0.14417522478966635,Carbon Neutral
01_AUS,2047,D,HT,freight,0.1445365662028291,Carbon Neutral
01_AUS,2048,D,HT,freight,0.14489881323413425,Carbon Neutral
01_AUS,2049,D,HT,freight,0.1452619681664954,Carbon Neutral
01_AUS,2050,D,HT,freight,0.14562603325211126,Carbon Neutral
01_AUS,2018,FCEV,HT,freight,0.16073233168424617,Carbon Neutral
01_AUS,2019,FCEV,HT,freight,0.16121597962581855,Carbon Neutral
01_AUS,2020,FCEV,HT,freight,0.16170108286965695,Carbon Neutral
01_AUS,2021,FCEV,HT,freight,0.16194399887514477,Carbon Neutral
01_AUS,2022,FCEV,HT,freight,0.16218727979057565,Carbon Neutral
01_AUS,2023,FCEV,HT,freight,0.16243092616743185,Carbon Neutral
01_AUS,2024,FCEV,HT,freight,0.16267493858535076,Carbon Neutral
01_AUS,2025,FCEV,HT,freight,0.1629193175729076,Carbon Neutral
01_AUS,2026,FCEV,HT,freight,0.16316406366007735,Carbon Neutral
01_AUS,2027,FCEV,HT,freight,0.16340917743165068,Carbon Neutral
01_AUS,2028,FCEV,HT,freight,0.16365465942091575,Carbon Neutral
01_AUS,2029,FCEV,HT,freight,0.16390051018945895,Carbon Neutral
01_AUS,2030,FCEV,HT,freight,0.16414673027369098,Carbon Neutral
01_AUS,2031,FCEV,HT,freight,0.16439332026553075,Carbon Neutral
01_AUS,2032,FCEV,HT,freight,0.16464028067769682,Carbon Neutral
01_AUS,2033,FCEV,HT,freight,0.16488761210562822,Carbon Neutral
01_AUS,2034,FCEV,HT,freight,0.16513531506510162,Carbon Neutral
01_AUS,2035,FCEV,HT,freight,0.1653833901551273,Carbon Neutral
01_AUS,2036,FCEV,HT,freight,0.16563183792202238,Carbon Neutral
01_AUS,2037,FCEV,HT,freight,0.16588065888611853,Carbon Neutral
01_AUS,2038,FCEV,HT,freight,0.16612985367935543,Carbon Neutral
01_AUS,2039,FCEV,HT,freight,0.16637942282549295,Carbon Neutral
01_AUS,2040,FCEV,HT,freight,0.16662936684952676,Carbon Neutral
01_AUS,2041,FCEV,HT,freight,0.16675443269292717,Carbon Neutral
01_AUS,2042,FCEV,HT,freight,0.16687959237149697,Carbon Neutral
01_AUS,2043,FCEV,HT,freight,0.16700484602437438,Carbon Neutral
01_AUS,2044,FCEV,HT,freight,0.1671301936515543,Carbon Neutral
01_AUS,2045,FCEV,HT,freight,0.1672556353925856,Carbon Neutral
01_AUS,2046,FCEV,HT,freight,0.16738117127547247,Carbon Neutral
01_AUS,2047,FCEV,HT,freight,0.16750680135612736,Carbon Neutral
01_AUS,2048,FCEV,HT,freight,0.16763252577478238,Carbon Neutral
01_AUS,2049,FCEV,HT,freight,0.16775834453147964,Carbon Neutral
01_AUS,2050,FCEV,HT,freight,0.16788425771049745,Carbon Neutral
01_AUS,2018,G,HT,freight,0.11939343243104596,Carbon Neutral
01_AUS,2019,G,HT,freight,0.12059942670064415,Carbon Neutral
01_AUS,2020,G,HT,freight,0.12181760273074291,Carbon Neutral
01_AUS,2021,G,HT,freight,0.1224297514846614,Carbon Neutral
01_AUS,2022,G,HT,freight,0.12304497636074065,Carbon Neutral
01_AUS,2023,G,HT,freight,0.12366329283021739,Carbon Neutral
01_AUS,2024,G,HT,freight,0.12428471641366898,Carbon Neutral
01_AUS,2025,G,HT,freight,0.12636383902285972,Carbon Neutral
01_AUS,2026,G,HT,freight,0.13080697191721288,Carbon Neutral
01_AUS,2027,G,HT,freight,0.13552819016449458,Carbon Neutral
01_AUS,2028,G,HT,freight,0.14055412295250372,Carbon Neutral
01_AUS,2029,G,HT,freight,0.14591490926424072,Carbon Neutral
01_AUS,2030,G,HT,freight,0.151644795752866,Carbon Neutral
01_AUS,2031,G,HT,freight,0.15778286133610167,Carbon Neutral
01_AUS,2032,G,HT,freight,0.1643739004935281,Carbon Neutral
01_AUS,2033,G,HT,freight,0.17146950795111884,Carbon Neutral
01_AUS,2034,G,HT,freight,0.17912941991319783,Carbon Neutral
01_AUS,2035,G,HT,freight,0.18742318594263163,Carbon Neutral
01_AUS,2036,G,HT,freight,0.19643227029031363,Carbon Neutral
01_AUS,2037,G,HT,freight,0.20625271757936142,Carbon Neutral
01_AUS,2038,G,HT,freight,0.2169985674149517,Carbon Neutral
01_AUS,2039,G,HT,freight,0.2288062759083052,Carbon Neutral
01_AUS,2040,G,HT,freight,0.2418405083250481,Carbon Neutral
01_AUS,2041,G,HT,freight,0.2556594653881347,Carbon Neutral
01_AUS,2042,G,HT,freight,0.27107314254299636,Carbon Neutral
01_AUS,2043,G,HT,freight,0.2717525238465353,Carbon Neutral
01_AUS,2044,G,HT,freight,0.28909690786225983,Carbon Neutral
01_AUS,2045,G,HT,freight,0.2898214615748475,Carbon Neutral
01_AUS,2046,G,HT,freight,0.2905478311316248,Carbon Neutral
01_AUS,2047,G,HT,freight,0.29127602116337586,Carbon Neutral
01_AUS,2048,G,HT,freight,0.2920060362401549,Carbon Neutral
01_AUS,2049,G,HT,freight,0.2927378809551513,Carbon Neutral
01_AUS,2050,G,HT,freight,0.29347155983885503,Carbon Neutral
01_AUS,2018,LPG,HT,freight,0.07880754618537719,Carbon Neutral
01_AUS,2019,LPG,HT,freight,0.07960358199465907,Carbon Neutral
01_AUS,2020,LPG,HT,freight,0.0804076585953341,Carbon Neutral
01_AUS,2021,LPG,HT,freight,0.08081171717209756,Carbon Neutral
01_AUS,2022,LPG,HT,freight,0.08121780616518422,Carbon Neutral
01_AUS,2023,LPG,HT,freight,0.08162593587971904,Carbon Neutral
01_AUS,2024,LPG,HT,freight,0.08203611645933723,Carbon Neutral
01_AUS,2025,LPG,HT,freight,0.08244835821524196,Carbon Neutral
01_AUS,2026,LPG,HT,freight,0.08286267156349479,Carbon Neutral
01_AUS,2027,LPG,HT,freight,0.08327906695832273,Carbon Neutral
01_AUS,2028,LPG,HT,freight,0.08369755468119436,Carbon Neutral
01_AUS,2029,LPG,HT,freight,0.08411814539549899,Carbon Neutral
01_AUS,2030,LPG,HT,freight,0.0845408496630149,Carbon Neutral
01_AUS,2031,LPG,HT,freight,0.08496567808035317,Carbon Neutral
01_AUS,2032,LPG,HT,freight,0.08539264127803682,Carbon Neutral
01_AUS,2033,LPG,HT,freight,0.08582174999319218,Carbon Neutral
01_AUS,2034,LPG,HT,freight,0.08625301507225466,Carbon Neutral
01_AUS,2035,LPG,HT,freight,0.086686447323452,Carbon Neutral
01_AUS,2036,LPG,HT,freight,0.08712205758797976,Carbon Neutral
01_AUS,2037,LPG,HT,freight,0.08755985689227497,Carbon Neutral
01_AUS,2038,LPG,HT,freight,0.08799985622231492,Carbon Neutral
01_AUS,2039,LPG,HT,freight,0.08844206651871807,Carbon Neutral
01_AUS,2040,LPG,HT,freight,0.08888649898771432,Carbon Neutral
01_AUS,2041,LPG,HT,freight,0.08910927219830841,Carbon Neutral
01_AUS,2042,LPG,HT,freight,0.0893326036932128,Carbon Neutral
01_AUS,2043,LPG,HT,freight,0.08955649490487398,Carbon Neutral
01_AUS,2044,LPG,HT,freight,0.08978094727345964,Carbon Neutral
01_AUS,2045,LPG,HT,freight,0.09000596224695592,Carbon Neutral
01_AUS,2046,LPG,HT,freight,0.09023154103701386,Carbon Neutral
01_AUS,2047,LPG,HT,freight,0.09045768526752723,Carbon Neutral
01_AUS,2048,LPG,HT,freight,0.09068439624480922,Carbon Neutral
01_AUS,2049,LPG,HT,freight,0.09091167544537684,Carbon Neutral
01_AUS,2050,LPG,HT,freight,0.09113952427096843,Carbon Neutral
01_AUS,2018,PHEVD,HT,freight,0.14560174687221716,Carbon Neutral
01_AUS,2019,PHEVD,HT,freight,0.14707247159523615,Carbon Neutral
01_AUS,2020,PHEVD,HT,freight,0.1485580521005101,Carbon Neutral
01_AUS,2021,PHEVD,HT,freight,0.14930457498842778,Carbon Neutral
01_AUS,2022,PHEVD,HT,freight,0.1500548492339253,Carbon Neutral
01_AUS,2023,PHEVD,HT,freight,0.15080889370084546,Carbon Neutral
01_AUS,2024,PHEVD,HT,freight,0.15156672733006704,Carbon Neutral
01_AUS,2025,PHEVD,HT,freight,0.15232836918499632,Carbon Neutral
01_AUS,2026,PHEVD,HT,freight,0.15309383838262297,Carbon Neutral
01_AUS,2027,PHEVD,HT,freight,0.15386315413871213,Carbon Neutral
01_AUS,2028,PHEVD,HT,freight,0.15463633581576858,Carbon Neutral
01_AUS,2029,PHEVD,HT,freight,0.15541340282895202,Carbon Neutral
01_AUS,2030,PHEVD,HT,freight,0.1561943747169804,Carbon Neutral
01_AUS,2031,PHEVD,HT,freight,0.1569792710695082,Carbon Neutral
01_AUS,2032,PHEVD,HT,freight,0.1577681116242862,Carbon Neutral
01_AUS,2033,PHEVD,HT,freight,0.15856091619425047,Carbon Neutral
01_AUS,2034,PHEVD,HT,freight,0.1593577047170778,Carbon Neutral
01_AUS,2035,PHEVD,HT,freight,0.16015849720514533,Carbon Neutral
01_AUS,2036,PHEVD,HT,freight,0.16096331377012904,Carbon Neutral
01_AUS,2037,PHEVD,HT,freight,0.1617721746491032,Carbon Neutral
01_AUS,2038,PHEVD,HT,freight,0.16258510015289238,Carbon Neutral
01_AUS,2039,PHEVD,HT,freight,0.16340211071803912,Carbon Neutral
01_AUS,2040,PHEVD,HT,freight,0.16422322685405363,Carbon Neutral
01_AUS,2041,PHEVD,HT,freight,0.16463481387339368,Carbon Neutral
01_AUS,2042,PHEVD,HT,freight,0.16504743246501766,Carbon Neutral
01_AUS,2043,PHEVD,HT,freight,0.16546108518330116,Carbon Neutral
01_AUS,2044,PHEVD,HT,freight,0.16587577462253347,Carbon Neutral
01_AUS,2045,PHEVD,HT,freight,0.16629150336245851,Carbon Neutral
01_AUS,2046,PHEVD,HT,freight,0.1667082740511209,Carbon Neutral
01_AUS,2047,PHEVD,HT,freight,0.16712608926676525,Carbon Neutral
01_AUS,2048,PHEVD,HT,freight,0.16754495165626634,Carbon Neutral
01_AUS,2049,PHEVD,HT,freight,0.16796486382384634,Carbon Neutral
01_AUS,2050,PHEVD,HT,freight,0.16838582838653993,Carbon Neutral
01_AUS,2018,BEV,HT,freight,0.2922406030640706,Reference
01_AUS,2019,BEV,HT,freight,0.29311996295292947,Reference
01_AUS,2020,BEV,HT,freight,0.29400196885950797,Reference
01_AUS,2021,BEV,HT,freight,0.2944436343109744,Reference
01_AUS,2022,BEV,HT,freight,0.2948859632558582,Reference
01_AUS,2023,BEV,HT,freight,0.29532895669089454,Reference
01_AUS,2024,BEV,HT,freight,0.29577261561431595,Reference
01_AUS,2025,BEV,HT,freight,0.2962169410258547,Reference
01_AUS,2026,BEV,HT,freight,0.29666193392674484,Reference
01_AUS,2027,BEV,HT,freight,0.2971075953197244,Reference
01_AUS,2028,BEV,HT,freight,0.297553926209038,Reference
01_AUS,2029,BEV,HT,freight,0.2980009276004386,Reference
01_AUS,2030,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2031,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2032,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2033,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2034,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2035,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2036,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2037,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2038,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2039,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2040,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2041,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2042,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2043,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2044,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2045,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2046,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2047,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2048,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2049,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2050,BEV,HT,freight,0.29844860050119043,Reference
01_AUS,2018,CNG,HT,freight,0.07880754616080743,Reference
01_AUS,2019,CNG,HT,freight,0.07960358198061357,Reference
01_AUS,2020,CNG,HT,freight,0.08040765856627634,Reference
01_AUS,2021,CNG,HT,freight,0.08081171715203651,Reference
01_AUS,2022,CNG,HT,freight,0.08121780618295127,Reference
01_AUS,2023,CNG,HT,freight,0.08162593586226259,Reference
01_AUS,2024,CNG,HT,freight,0.08203611644448501,Reference
01_AUS,2025,CNG,HT,freight,0.08244835823566332,Reference
01_AUS,2026,CNG,HT,freight,0.08286267159363146,Reference
01_AUS,2027,CNG,HT,freight,0.08327906692827285,Reference
01_AUS,2028,CNG,HT,freight,0.08369755470178177,Reference
01_AUS,2029,CNG,HT,freight,0.08411814542892637,Reference
01_AUS,2030,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2031,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2032,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2033,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2034,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2035,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2036,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2037,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2038,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2039,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2040,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2041,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2042,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2043,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2044,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2045,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2046,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2047,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2048,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2049,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2050,CNG,HT,freight,0.08454084967731294,Reference
01_AUS,2018,D,HT,freight,0.11383308292627799,Reference
01_AUS,2019,D,HT,freight,0.11498291204674545,Reference
01_AUS,2020,D,HT,freight,0.11614435560277317,Reference
01_AUS,2021,D,HT,freight,0.11672799558067656,Reference
01_AUS,2022,D,HT,freight,0.11731456842279052,Reference
01_AUS,2023,D,HT,freight,0.11790408886712615,Reference
01_AUS,2024,D,HT,freight,0.11849657172575494,Reference
01_AUS,2025,D,HT,freight,0.11909203188518085,Reference
01_AUS,2026,D,HT,freight,0.11969048430671442,Reference
01_AUS,2027,D,HT,freight,0.12029194402684866,Reference
01_AUS,2028,D,HT,freight,0.12089642615763682,Reference
01_AUS,2029,D,HT,freight,0.12150394588707218,Reference
01_AUS,2030,D,HT,freight,0.12211451847946952,Reference
01_AUS,2031,D,HT,freight,0.12211451847946952,Reference
01_AUS,2032,D,HT,freight,0.12211451847946952,Reference
01_AUS,2033,D,HT,freight,0.12211451847946952,Reference
01_AUS,2034,D,HT,freight,0.12211451847946952,Reference
01_AUS,2035,D,HT,freight,0.12211451847946952,Reference
01_AUS,2036,D,HT,freight,0.12211451847946952,Reference
01_AUS,2037,D,HT,freight,0.12211451847946952,Reference
01_AUS,2038,D,HT,freight,0.12211451847946952,Reference
01_AUS,2039,D,HT,freight,0.12211451847946952,Reference
01_AUS,2040,D,HT,freight,0.12211451847946952,Reference
01_AUS,2041,D,HT,freight,0.12211451847946952,Reference
01_AUS,2042,D,HT,freight,0.12211451847946952,Reference
01_AUS,2043,D,HT,freight,0.12211451847946952,Reference
01_AUS,2044,D,HT,freight,0.12211451847946952,Reference
01_AUS,2045,D,HT,freight,0.12211451847946952,Reference
01_AUS,2046,D,HT,freight,0.12211451847946952,Reference
01_AUS,2047,D,HT,freight,0.12211451847946952,Reference
01_AUS,2048,D,HT,freight,0.12211451847946952,Reference
01_AUS,2049,D,HT,freight,0.12211451847946952,Reference
01_AUS,2050,D,HT,freight,0.12211451847946952,Reference
01_AUS,2018,FCEV,HT,freight,0.16073233168523887,Reference
01_AUS,2019,FCEV,HT,freight,0.1612159796241112,Reference
01_AUS,2020,FCEV,HT,freight,0.16170108287272936,Reference
01_AUS,2021,FCEV,HT,freight,0.16194399887103592,Reference
01_AUS,2022,FCEV,HT,freight,0.162187279790722,Reference
01_AUS,2023,FCEV,HT,freight,0.16243092617999197,Reference
01_AUS,2024,FCEV,HT,freight,0.16267493858787377,Reference
01_AUS,2025,FCEV,HT,freight,0.1629193175642201,Reference
01_AUS,2026,FCEV,HT,freight,0.16316406365970965,Reference
01_AUS,2027,FCEV,HT,freight,0.16340917742584843,Reference
01_AUS,2028,FCEV,HT,freight,0.16365465941497084,Reference
01_AUS,2029,FCEV,HT,freight,0.1639005101802412,Reference
01_AUS,2030,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2031,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2032,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2033,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2034,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2035,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2036,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2037,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2038,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2039,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2040,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2041,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2042,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2043,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2044,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2045,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2046,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2047,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2048,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2049,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2050,FCEV,HT,freight,0.16414673027565466,Reference
01_AUS,2018,G,HT,freight,0.11939343243362323,Reference
01_AUS,2019,G,HT,freight,0.12059942670062954,Reference
01_AUS,2020,G,HT,freight,0.12181760272790862,Reference
01_AUS,2021,G,HT,freight,0.1224297514853353,Reference
01_AUS,2022,G,HT,freight,0.12304497636717117,Reference
01_AUS,2023,G,HT,freight,0.12366329283132782,Reference
01_AUS,2024,G,HT,freight,0.12428471641339478,Reference
01_AUS,2025,G,HT,freight,0.12490926272702994,Reference
01_AUS,2026,G,HT,freight,0.1255369474643517,Reference
01_AUS,2027,G,HT,freight,0.1261677863963334,Reference
01_AUS,2028,G,HT,freight,0.12680179537319936,Reference
01_AUS,2029,G,HT,freight,0.12743899032482348,Reference
01_AUS,2030,G,HT,freight,0.12807938726112916,Reference
01_AUS,2031,G,HT,freight,0.12807938726112916,Reference
01_AUS,2032,G,HT,freight,0.12807938726112916,Reference
01_AUS,2033,G,HT,freight,0.12807938726112916,Reference
01_AUS,2034,G,HT,freight,0.12807938726112916,Reference
01_AUS,2035,G,HT,freight,0.12807938726112916,Reference
01_AUS,2036,G,HT,freight,0.12807938726112916,Reference
01_AUS,2037,G,HT,freight,0.12807938726112916,Reference
01_AUS,2038,G,HT,freight,0.12807938726112916,Reference
01_AUS,2039,G,HT,freight,0.12807938726112916,Reference
01_AUS,2040,G,HT,freight,0.12807938726112916,Reference
01_AUS,2041,G,HT,freight,0.12807938726112916,Reference
01_AUS,2042,G,HT,freight,0.12807938726112916,Reference
01_AUS,2043,G,HT,freight,0.12807938726112916,Reference
01_AUS,2044,G,HT,freight,0.12807938726112916,Reference
01_AUS,2045,G,HT,freight,0.12807938726112916,Reference
01_AUS,2046,G,HT,freight,0.12807938726112916,Reference
01_AUS,2047,G,HT,freight,0.12807938726112916,Reference
01_AUS,2048,G,HT,freight,0.12807938726112916,Reference
01_AUS,2049,G,HT,freight,0.12807938726112916,Reference
01_AUS,2050,G,HT,freight,0.12807938726112916,Reference
01_AUS,2018,LPG,HT,freight,0.07880754616080743,Reference
01_AUS,2019,LPG,HT,freight,0.07960358198061357,Reference
01_AUS,2020,LPG,HT,freight,0.08040765856627634,Reference
01_AUS,2021,LPG,HT,freight,0.08081171715203651,Reference
01_AUS,2022,LPG,HT,freight,0.08121780618295127,Reference
01_AUS,2023,LPG,HT,freight,0.08162593586226259,Reference
01_AUS,2024,LPG,HT,freight,0.08203611644448501,Reference
