Economy,Scenario,Transport Type,Year,Vehicle Type,Drive,Value
11_MEX,Reference,freight,2035,ht,cng,0.01645797686885188
21_VN,Reference,passenger,2035,bus,cng,8.605681227678475e-05
21_VN,Reference,passenger,2035,bus,d,0.009428580281078878
21_VN,Reference,passenger,2035,bus,fcev,3.229468281830539e-05
21_VN,Reference,passenger,2035,bus,g,0.0
21_VN,Reference,passenger,2035,bus,lpg,3.884542261400074e-05
21_VN,Reference,passenger,2035,lt,bev,0.009130917571374419
21_VN,Reference,passenger,2035,lt,cng,0.0
21_VN,Reference,passenger,2035,lt,d,0.07813185341539666
21_VN,Reference,passenger,2035,lt,fcev,0.0002800773123177132
21_VN,Carbon Neutral,passenger,2035,lv,bev,0.5346204568418004
21_VN,Reference,passenger,2035,lt,lpg,0.0
21_VN,Reference,passenger,2035,lt,phevg,1.6921365004112692e-05
21_VN,Reference,passenger,2035,lv,bev,0.04265723159837516
21_VN,Reference,passenger,2035,lv,cng,0.0
21_VN,Reference,passenger,2035,lv,d,0.005996666716176851
21_VN,Reference,passenger,2035,lv,fcev,0.0007758806505112378
21_VN,Reference,passenger,2035,lv,g,0.1881740407395362
21_VN,Reference,passenger,2035,lv,lpg,0.0
21_VN,Reference,passenger,2035,lv,phevg,0.0
21_VN,Reference,passenger,2035,lt,g,0.005793221528400302
01_AUS,Carbon Neutral,freight,2036,lt,bev,0.5609194361166399
01_AUS,Carbon Neutral,freight,2036,ht,lpg,0.00012676003730542092
01_AUS,Carbon Neutral,freight,2036,ht,g,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,cng,0.0
01_AUS,Carbon Neutral,freight,2036,ht,d,0.0
01_AUS,Carbon Neutral,freight,2036,ht,cng,0.0010322247585464739
01_AUS,Carbon Neutral,freight,2036,lt,g,0.0
01_AUS,Carbon Neutral,passenger,2036,bus,fcev,0.002654586199957344
01_AUS,Carbon Neutral,freight,2036,ht,fcev,0.10180866428760926
01_AUS,Carbon Neutral,freight,2036,lt,cng,0.0
01_AUS,Carbon Neutral,freight,2036,lt,phevg,0.002279682111172013
01_AUS,Carbon Neutral,freight,2036,lt,fcev,0.04310632145306079
01_AUS,Carbon Neutral,freight,2036,lt,lpg,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,bev,0.1400684579444073
01_AUS,Carbon Neutral,passenger,2036,2w,bev,0.39316402418751256
01_AUS,Carbon Neutral,passenger,2036,2w,g,0.0
01_AUS,Carbon Neutral,passenger,2036,bus,bev,0.05004741270584635
01_AUS,Carbon Neutral,passenger,2036,bus,cng,8.336001628105367e-05
01_AUS,Carbon Neutral,passenger,2036,bus,d,0.0007215682048142275
01_AUS,Carbon Neutral,passenger,2036,lt,d,0.0
01_AUS,Carbon Neutral,freight,2036,lt,d,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,fcev,0.009051974811732729
01_AUS,Carbon Neutral,freight,2036,ht,phevd,0.0
01_AUS,Reference,freight,2036,lt,cng,0.0
01_AUS,Carbon Neutral,passenger,2036,bus,g,0.0
02_BD,Carbon Neutral,passenger,2036,bus,lpg,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,g,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,lpg,0.0
01_AUS,Carbon Neutral,passenger,2036,lt,phevg,0.00011050865653150485
01_AUS,Carbon Neutral,passenger,2036,lv,bev,0.38173010692082904
01_AUS,Carbon Neutral,passenger,2036,lv,cng,0.0
01_AUS,Carbon Neutral,passenger,2036,lv,d,0.0
01_AUS,Carbon Neutral,passenger,2036,lv,fcev,0.022368000352087906
01_AUS,Reference,freight,2036,lt,d,0.20449713686219387
01_AUS,Carbon Neutral,passenger,2036,lv,g,0.0
01_AUS,Carbon Neutral,passenger,2036,lv,phevg,1.3877787807814458e-18
01_AUS,Carbon Neutral,passenger,2036,bus,phevd,0.0
01_AUS,Reference,freight,2036,ht,bev,0.036768641272590906
01_AUS,Reference,freight,2036,ht,cng,0.007344553905369119
01_AUS,Reference,freight,2036,ht,d,0.4431634399128218
01_AUS,Reference,freight,2036,ht,fcev,0.002621729029880613
01_AUS,Reference,freight,2036,ht,g,0.036911329576254696
01_AUS,Reference,freight,2036,ht,lpg,0.006839100541112829
01_AUS,Reference,freight,2036,lt,bev,0.03911202054413208
01_AUS,Carbon Neutral,passenger,2036,lv,lpg,0.0
01_AUS,Carbon Neutral,passenger,2036,bus,lpg,0.0
02_BD,Reference,passenger,2036,lv,lpg,0.0
01_AUS,Reference,freight,2036,lt,g,0.1817543231084957
01_AUS,Reference,passenger,2036,lt,cng,0.0
01_AUS,Reference,passenger,2036,2w,bev,0.030173347489347996
01_AUS,Reference,passenger,2036,2w,g,0.015070752431647598
01_AUS,Reference,passenger,2036,bus,bev,0.0013515052233013922
01_AUS,Reference,passenger,2036,bus,cng,6.139034977769253e-05
01_AUS,Reference,passenger,2036,bus,d,0.006008153454367433
01_AUS,Reference,passenger,2036,bus,fcev,2.0864535757803985e-05
01_AUS,Reference,passenger,2036,bus,g,0.0
01_AUS,Reference,passenger,2036,bus,lpg,0.0
01_AUS,Reference,freight,2036,lt,phevg,0.017754624383792227
01_AUS,Reference,passenger,2036,lt,bev,0.039994117377889125
01_AUS,Reference,passenger,2036,lv,lpg,0.00506450803858151
01_AUS,Reference,passenger,2036,lt,fcev,0.0013566118825246408
01_AUS,Reference,passenger,2036,lt,g,0.06774562938364366
01_AUS,Reference,passenger,2036,lt,lpg,0.011190836979531976
01_AUS,Reference,passenger,2036,lt,phevg,0.012100987320707739
01_AUS,Reference,passenger,2036,lv,bev,0.2682629309246791
01_AUS,Reference,passenger,2036,lv,cng,0.0
01_AUS,Reference,passenger,2036,lv,d,0.0
01_AUS,Reference,passenger,2036,lv,fcev,0.005632421554021663
01_AUS,Reference,passenger,2036,lt,d,0.07072079743216904
01_AUS,Reference,passenger,2036,lv,phevg,0.05097513810955748
01_AUS,Reference,passenger,2036,bus,phevd,0.0
02_BD,Carbon Neutral,passenger,2036,bus,g,0.0
01_AUS,Reference,freight,2036,lt,lpg,0.021401147650636596
02_BD,Carbon Neutral,freight,2036,lt,fcev,0.033689331039523734
02_BD,Carbon Neutral,freight,2036,ht,bev,0.3713356956412674
02_BD,Carbon Neutral,freight,2036,ht,cng,0.0
02_BD,Carbon Neutral,freight,2036,ht,d,0.017477351207645254
02_BD,Carbon Neutral,freight,2036,ht,fcev,0.12125538898190018
02_BD,Carbon Neutral,freight,2036,ht,g,0.0028618595062223826
02_BD,Carbon Neutral,freight,2036,ht,lpg,0.0
02_BD,Carbon Neutral,freight,2036,lt,bev,0.45041292207489986
02_BD,Carbon Neutral,freight,2036,lt,cng,0.0
02_BD,Carbon Neutral,freight,2036,lt,d,0.0029674515485411798
02_BD,Carbon Neutral,freight,2036,lt,g,0.0
01_AUS,Reference,freight,2036,ht,phevd,0.0
02_BD,Carbon Neutral,freight,2036,lt,lpg,0.0
02_BD,Carbon Neutral,freight,2036,lt,phevg,0.0
02_BD,Carbon Neutral,passenger,2036,2w,bev,0.0
02_BD,Carbon Neutral,passenger,2036,2w,g,0.0
02_BD,Carbon Neutral,passenger,2036,bus,bev,0.01172830273847054
02_BD,Carbon Neutral,passenger,2036,bus,cng,0.0
02_BD,Carbon Neutral,passenger,2036,bus,d,0.0
02_BD,Carbon Neutral,passenger,2036,bus,fcev,0.0006116667324325126
01_AUS,Reference,freight,2036,lt,fcev,0.0018319532127194834
02_BD,Carbon Neutral,passenger,2036,lt,bev,0.020093149367737546
02_BD,Reference,freight,2036,lt,lpg,0.0
02_BD,Carbon Neutral,passenger,2036,lt,d,0.0
02_BD,Carbon Neutral,passenger,2036,lt,fcev,0.001236170953196585
02_BD,Carbon Neutral,passenger,2036,lt,g,0.0
02_BD,Carbon Neutral,passenger,2036,lt,lpg,0.0
02_BD,Carbon Neutral,passenger,2036,lt,phevg,0.0
02_BD,Carbon Neutral,passenger,2036,lv,bev,0.9148767360277598
02_BD,Carbon Neutral,passenger,2036,lv,cng,0.0
02_BD,Carbon Neutral,passenger,2036,lv,d,0.0
02_BD,Carbon Neutral,passenger,2036,lv,fcev,0.051088938915637164
02_BD,Carbon Neutral,passenger,2036,lv,g,0.0
02_BD,Carbon Neutral,passenger,2036,lv,lpg,0.0
02_BD,Carbon Neutral,passenger,2036,lv,phevg,0.00036503526476594424
02_BD,Carbon Neutral,freight,2036,ht,phevd,0.0
02_BD,Carbon Neutral,passenger,2036,bus,phevd,0.0
02_BD,Reference,freight,2036,ht,bev,0.0019712250111517506
02_BD,Reference,freight,2036,ht,cng,0.0
02_BD,Reference,freight,2036,ht,d,0.48985790108562116
02_BD,Reference,freight,2036,ht,fcev,0.0005581966491165359
02_BD,Reference,freight,2036,ht,g,0.02053199455468038
02_BD,Reference,freight,2036,ht,lpg,0.0
02_BD,Reference,freight,2036,lt,bev,0.10782740378596549
02_BD,Reference,freight,2036,lt,cng,0.0
02_BD,Reference,freight,2036,lt,d,0.12741046067188816
02_BD,Reference,freight,2036,lt,fcev,0.0
02_BD,Reference,freight,2036,lt,g,0.25184281824157645
01_AUS,Reference,passenger,2036,lv,g,0.4142700075124943
02_BD,Reference,freight,2036,lt,phevg,0.0
02_BD,Reference,passenger,2036,2w,bev,0.0
02_BD,Reference,passenger,2036,2w,g,0.0
02_BD,Reference,passenger,2036,bus,bev,0.0029013210166836615
02_BD,Reference,passenger,2036,bus,cng,0.0
02_BD,Reference,passenger,2036,bus,d,0.0016434759549766634
02_BD,Reference,passenger,2036,bus,fcev,0.0
02_BD,Reference,passenger,2036,bus,g,0.0001517524363230704
02_BD,Reference,passenger,2036,bus,lpg,0.0
02_BD,Reference,passenger,2036,lt,bev,0.006462998097406002
02_BD,Reference,passenger,2036,lt,cng,0.0
02_BD,Reference,passenger,2036,lt,d,0.003887394316209007
02_BD,Reference,passenger,2036,lt,fcev,2.144353012453185e-06
02_BD,Reference,passenger,2036,lt,g,0.008151899655102234
02_BD,Reference,passenger,2036,lt,lpg,0.0
02_BD,Reference,passenger,2036,lt,phevg,0.0
02_BD,Reference,passenger,2036,lv,bev,0.36501260480552233
02_BD,Reference,passenger,2036,lv,cng,0.0
02_BD,Reference,passenger,2036,lv,d,0.006505818735157279
02_BD,Reference,passenger,2036,lv,fcev,3.314039169364013e-05
02_BD,Reference,passenger,2036,lv,g,0.5971405100141088
02_BD,Carbon Neutral,passenger,2036,lt,cng,0.0
02_BD,Reference,passenger,2036,lv,phevg,0.008106940223804898
02_BD,Reference,freight,2036,ht,phevd,0.0
02_BD,Reference,passenger,2036,bus,phevd,0.0
03_CDA,Carbon Neutral,freight,2036,ht,bev,0.1513134542389573
03_CDA,Carbon Neutral,freight,2036,ht,cng,0.0
03_CDA,Carbon Neutral,freight,2036,ht,d,0.0
03_CDA,Carbon Neutral,freight,2036,ht,fcev,0.04862809533533356
03_CDA,Carbon Neutral,freight,2036,ht,g,0.0
03_CDA,Carbon Neutral,freight,2036,ht,lpg,0.0
03_CDA,Carbon Neutral,freight,2036,lt,bev,0.7219796386437054
03_CDA,Carbon Neutral,freight,2036,lt,cng,0.0
03_CDA,Carbon Neutral,freight,2036,lt,d,0.0
03_CDA,Carbon Neutral,freight,2036,lt,fcev,0.05228849608592635
03_CDA,Carbon Neutral,freight,2036,lt,g,0.0
03_CDA,Carbon Neutral,freight,2036,lt,lpg,6.938893903907229e-19
03_CDA,Carbon Neutral,freight,2036,lt,phevg,0.0
03_CDA,Carbon Neutral,passenger,2036,2w,bev,0.18188773474510153
03_CDA,Carbon Neutral,passenger,2036,2w,g,0.0
03_CDA,Carbon Neutral,passenger,2036,bus,bev,0.045870085544944705
03_CDA,Carbon Neutral,passenger,2036,bus,cng,0.0
03_CDA,Carbon Neutral,passenger,2036,bus,d,0.0
03_CDA,Carbon Neutral,passenger,2036,bus,fcev,0.00748263872122084
03_CDA,Carbon Neutral,passenger,2036,bus,g,0.0
03_CDA,Carbon Neutral,passenger,2036,bus,lpg,0.0
03_CDA,Carbon Neutral,passenger,2036,lt,bev,0.3253425991619733
03_CDA,Carbon Neutral,passenger,2036,lt,cng,0.0
03_CDA,Carbon Neutral,passenger,2036,lt,d,2.7755575615628915e-18
03_CDA,Carbon Neutral,passenger,2036,lt,fcev,0.0432882844455595
03_CDA,Carbon Neutral,passenger,2036,lt,g,0.0
03_CDA,Carbon Neutral,passenger,2036,lt,lpg,0.0
03_CDA,Carbon Neutral,passenger,2036,lt,phevg,0.0
03_CDA,Carbon Neutral,passenger,2036,lv,bev,0.37397598060152915
03_CDA,Carbon Neutral,passenger,2036,lv,cng,0.0
03_CDA,Carbon Neutral,passenger,2036,lv,d,0.0
03_CDA,Carbon Neutral,passenger,2036,lv,fcev,0.022150408834015763
03_CDA,Carbon Neutral,passenger,2036,lv,g,0.0
03_CDA,Carbon Neutral,passenger,2036,lv,lpg,0.0
03_CDA,Carbon Neutral,passenger,2036,lv,phevg,0.0
03_CDA,Carbon Neutral,freight,2036,ht,phevd,0.025790315696077377
03_CDA,Carbon Neutral,passenger,2036,bus,phevd,2.267945655258522e-06
03_CDA,Reference,freight,2036,ht,bev,0.19402994704286144
03_CDA,Reference,freight,2036,ht,cng,0.02961106980291165
03_CDA,Reference,freight,2036,ht,d,0.22782044684784453
03_CDA,Reference,freight,2036,ht,fcev,0.06125137939345903
03_CDA,Reference,freight,2036,ht,g,0.09969699832759693
03_CDA,Reference,freight,2036,ht,lpg,0.014104772050441125
03_CDA,Reference,freight,2036,lt,bev,0.1485293609090896
06_HKC,Carbon Neutral,passenger,2036,bus,cng,0.0
03_CDA,Reference,freight,2036,lt,cng,0.009575261210716017
05_PRC,Reference,passenger,2036,lv,bev,0.03960240856886242
03_CDA,Reference,freight,2036,lt,fcev,0.034658921020498425
03_CDA,Reference,passenger,2036,bus,lpg,0.0
03_CDA,Reference,freight,2036,lt,lpg,0.004452217146253746
03_CDA,Reference,freight,2036,lt,phevg,0.0113788779089789
03_CDA,Reference,passenger,2036,2w,bev,0.06642916876508441
03_CDA,Reference,passenger,2036,2w,g,0.017937236463784426
03_CDA,Reference,passenger,2036,bus,bev,0.0025129093926659803
03_CDA,Reference,passenger,2036,bus,cng,0.0
03_CDA,Reference,passenger,2036,bus,d,0.0020672125459362247
03_CDA,Reference,passenger,2036,bus,fcev,0.0005329207080080632
03_CDA,Reference,passenger,2036,lv,g,0.0022721896069684616
03_CDA,Reference,passenger,2036,bus,g,7.687157527784195e-05
03_CDA,Reference,passenger,2036,lv,fcev,0.029730368683660247
03_CDA,Reference,passenger,2036,lt,cng,0.019698887233325628
03_CDA,Reference,passenger,2036,lt,d,0.03530374275699173
03_CDA,Reference,passenger,2036,lt,fcev,0.03663662646478502
03_CDA,Reference,passenger,2036,lt,g,0.0409095846285094
03_CDA,Reference,passenger,2036,lt,lpg,0.008493528341151111
03_CDA,Reference,passenger,2036,lt,phevg,0.023277880421097692
03_CDA,Reference,passenger,2036,lv,bev,0.36727737850670616
03_CDA,Reference,passenger,2036,lv,cng,0.012717568267574716
03_CDA,Reference,passenger,2036,lt,bev,0.3031047663941056
03_CDA,Reference,passenger,2036,lv,d,0.0
03_CDA,Reference,passenger,2036,lv,lpg,0.0026325777773122225
04_CHL,Carbon Neutral,passenger,2036,bus,fcev,0.0031804389131388474
03_CDA,Reference,freight,2036,ht,phevd,0.001875086681282479
03_CDA,Reference,passenger,2036,bus,phevd,3.881684050315927e-05
04_CHL,Carbon Neutral,freight,2036,ht,bev,0.6760110918030674
04_CHL,Carbon Neutral,freight,2036,ht,cng,0.0
04_CHL,Carbon Neutral,freight,2036,ht,d,0.0
04_CHL,Carbon Neutral,freight,2036,ht,fcev,0.22651636018683438
04_CHL,Carbon Neutral,freight,2036,ht,g,0.0
04_CHL,Carbon Neutral,freight,2036,ht,lpg,0.0
04_CHL,Carbon Neutral,freight,2036,lt,bev,0.0
03_CDA,Reference,passenger,2036,lv,phevg,0.028349764626551914
04_CHL,Carbon Neutral,freight,2036,lt,cng,0.0
04_CHL,Carbon Neutral,freight,2036,lt,fcev,0.0
04_CHL,Carbon Neutral,freight,2036,lt,g,0.0
04_CHL,Carbon Neutral,freight,2036,lt,lpg,0.0
04_CHL,Carbon Neutral,freight,2036,lt,phevg,0.0
04_CHL,Carbon Neutral,passenger,2036,2w,bev,0.012336466124124087
04_CHL,Carbon Neutral,passenger,2036,2w,g,0.0
04_CHL,Carbon Neutral,passenger,2036,bus,bev,0.018962449785086013
04_CHL,Carbon Neutral,passenger,2036,bus,cng,0.0
04_CHL,Carbon Neutral,passenger,2036,bus,d,0.0
04_CHL,Carbon Neutral,freight,2036,lt,d,0.0
04_CHL,Carbon Neutral,passenger,2036,bus,g,0.0
04_CHL,Carbon Neutral,passenger,2036,bus,lpg,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,bev,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,d,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,fcev,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,g,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,lpg,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,phevg,0.0
04_CHL,Carbon Neutral,passenger,2036,lv,bev,0.906905534774241
04_CHL,Carbon Neutral,passenger,2036,lv,cng,0.0
04_CHL,Carbon Neutral,passenger,2036,lv,d,5.551115123125783e-18
04_CHL,Carbon Neutral,passenger,2036,lv,fcev,0.05861511040341005
04_CHL,Carbon Neutral,passenger,2036,lv,g,0.0
04_CHL,Carbon Neutral,passenger,2036,lv,lpg,0.0
04_CHL,Carbon Neutral,passenger,2036,lv,phevg,0.0
04_CHL,Carbon Neutral,freight,2036,ht,phevd,0.09747254801009822
04_CHL,Carbon Neutral,passenger,2036,bus,phevd,0.0
04_CHL,Reference,freight,2036,ht,bev,0.24420563662874595
04_CHL,Reference,freight,2036,ht,cng,0.0
04_CHL,Reference,freight,2036,ht,d,0.6655693910521786
04_CHL,Reference,freight,2036,ht,fcev,0.08469022890271517
04_CHL,Reference,freight,2036,ht,g,0.005534743416360308
04_CHL,Reference,freight,2036,ht,lpg,0.0
04_CHL,Reference,freight,2036,lt,bev,0.0
04_CHL,Carbon Neutral,passenger,2036,lt,cng,0.0
04_CHL,Reference,freight,2036,lt,cng,0.0
04_CHL,Reference,freight,2036,lt,fcev,0.0
04_CHL,Reference,passenger,2036,bus,g,0.00014037031134529152
04_CHL,Reference,freight,2036,lt,g,0.0
04_CHL,Reference,freight,2036,lt,lpg,0.0
04_CHL,Reference,freight,2036,lt,phevg,0.0
04_CHL,Reference,passenger,2036,2w,bev,0.01799072865129296
04_CHL,Reference,passenger,2036,2w,g,0.00019348391983148224
04_CHL,Reference,passenger,2036,bus,bev,0.004441224919246686
04_CHL,Reference,passenger,2036,bus,cng,0.0
04_CHL,Reference,passenger,2036,bus,d,0.006193341479561065
04_CHL,Reference,passenger,2036,bus,fcev,0.0006321707574177736
04_CHL,Reference,passenger,2036,bus,lpg,0.0
04_CHL,Reference,freight,2036,lt,d,0.0
04_CHL,Reference,passenger,2036,lt,bev,0.0
04_CHL,Reference,passenger,2036,lt,cng,0.0
04_CHL,Reference,passenger,2036,lt,d,0.0
04_CHL,Reference,passenger,2036,lt,fcev,0.0
04_CHL,Reference,passenger,2036,lt,g,0.0
04_CHL,Reference,passenger,2036,lt,lpg,0.0
04_CHL,Reference,passenger,2036,lt,phevg,0.0
04_CHL,Reference,passenger,2036,lv,bev,0.3654781871789607
04_CHL,Reference,passenger,2036,lv,cng,0.0
04_CHL,Reference,passenger,2036,lv,d,0.05901403215016001
03_CDA,Reference,freight,2036,lt,d,0.018677620273358734
03_CDA,Reference,freight,2036,lt,g,0.14433804138470754
04_CHL,Reference,passenger,2036,lv,lpg,0.0
05_PRC,Carbon Neutral,passenger,2036,bus,fcev,0.018107829902508702
05_PRC,Carbon Neutral,freight,2036,lt,bev,0.8567261468746468
04_CHL,Reference,passenger,2036,lv,phevg,0.014824831972609842
04_CHL,Reference,freight,2036,ht,phevd,0.0
04_CHL,Reference,passenger,2036,bus,phevd,0.0
05_PRC,Carbon Neutral,freight,2036,ht,bev,0.06339372105349635
05_PRC,Carbon Neutral,freight,2036,ht,cng,0.0
05_PRC,Carbon Neutral,freight,2036,ht,d,0.0
05_PRC,Carbon Neutral,freight,2036,ht,fcev,0.020929226310784196
05_PRC,Carbon Neutral,passenger,2036,bus,g,0.0
05_PRC,Carbon Neutral,freight,2036,ht,g,0.0
05_PRC,Carbon Neutral,freight,2036,lt,cng,0.0
05_PRC,Carbon Neutral,passenger,2036,bus,d,0.0
05_PRC,Carbon Neutral,freight,2036,lt,d,0.0
05_PRC,Carbon Neutral,freight,2036,lt,fcev,0.0589006774098841
05_PRC,Carbon Neutral,freight,2036,lt,g,0.0
05_PRC,Carbon Neutral,freight,2036,lt,lpg,0.0
05_PRC,Carbon Neutral,freight,2036,lt,phevg,5.002327119654488e-05
05_PRC,Carbon Neutral,passenger,2036,2w,bev,0.8205159371289128
05_PRC,Carbon Neutral,passenger,2036,2w,g,0.0
05_PRC,Carbon Neutral,freight,2036,ht,lpg,0.0
05_PRC,Carbon Neutral,passenger,2036,bus,bev,0.11273858361923492
05_PRC,Carbon Neutral,passenger,2036,bus,lpg,0.0
05_PRC,Reference,freight,2036,ht,fcev,0.01354866951342516
04_CHL,Reference,passenger,2036,lv,g,0.49849390471375943
05_PRC,Carbon Neutral,passenger,2036,lt,bev,0.003181744933507852
05_PRC,Carbon Neutral,passenger,2036,lt,cng,0.0
05_PRC,Carbon Neutral,passenger,2036,lt,d,0.0
05_PRC,Carbon Neutral,passenger,2036,lt,fcev,0.0004604923725505253
05_PRC,Carbon Neutral,passenger,2036,lt,g,0.0
05_PRC,Carbon Neutral,passenger,2036,lt,lpg,0.0
05_PRC,Carbon Neutral,passenger,2036,lt,phevg,0.0
05_PRC,Carbon Neutral,passenger,2036,lv,bev,0.04212403971418197
05_PRC,Reference,freight,2036,ht,g,0.027570032970156432
05_PRC,Carbon Neutral,passenger,2036,lv,cng,0.0
05_PRC,Carbon Neutral,passenger,2036,lv,fcev,0.002870476858393373
05_PRC,Carbon Neutral,passenger,2036,lv,g,0.0
05_PRC,Carbon Neutral,passenger,2036,lv,lpg,0.0
05_PRC,Carbon Neutral,passenger,2036,lv,phevg,0.0
05_PRC,Carbon Neutral,freight,2036,ht,phevd,2.0507999207289127e-07
05_PRC,Carbon Neutral,passenger,2036,bus,phevd,8.954707098563816e-07
05_PRC,Reference,freight,2036,ht,bev,0.0783014582996759
05_PRC,Reference,freight,2036,ht,cng,0.015062203939070169
05_PRC,Reference,freight,2036,ht,d,0.0731292250396718
05_PRC,Carbon Neutral,passenger,2036,lv,d,0.0
05_PRC,Carbon Neutral,passenger,2036,bus,cng,0.0
05_PRC,Reference,freight,2036,ht,lpg,0.00047204544848394853
05_PRC,Reference,freight,2036,lt,bev,0.14193867996764464
05_PRC,Reference,passenger,2036,bus,fcev,0.0015486153869431177
05_PRC,Reference,freight,2036,lt,fcev,0.022303476678466577
05_PRC,Reference,freight,2036,lt,g,0.2223214545825166
05_PRC,Reference,freight,2036,lt,lpg,0.007383313023256276
05_PRC,Reference,freight,2036,lt,phevg,0.01110866951809549
05_PRC,Reference,passenger,2036,2w,bev,0.7802259415366788
05_PRC,Reference,passenger,2036,2w,g,0.16839644165154702
05_PRC,Reference,passenger,2036,bus,bev,0.0019058505621687208
05_PRC,Reference,passenger,2036,bus,cng,0.0
05_PRC,Reference,freight,2036,lt,d,0.33241071904370406
05_PRC,Reference,passenger,2036,bus,d,0.0
05_PRC,Reference,passenger,2036,lv,cng,0.0
05_PRC,Reference,passenger,2036,bus,lpg,0.0
05_PRC,Reference,passenger,2036,lt,bev,0.0032114121619104307
05_PRC,Reference,passenger,2036,lt,cng,0.0
05_PRC,Reference,passenger,2036,lt,d,1.650261172145291e-05
05_PRC,Reference,passenger,2036,lt,fcev,0.00021909088871588026
05_PRC,Reference,passenger,2036,lt,g,0.0
05_PRC,Reference,passenger,2036,lt,lpg,0.0
05_PRC,Reference,passenger,2036,lt,phevg,8.155687040281973e-05
05_PRC,Reference,passenger,2036,bus,g,0.0005977189459224627
05_PRC,Reference,passenger,2036,lv,d,0.0
05_PRC,Reference,passenger,2036,lv,g,0.0
06_HKC,Carbon Neutral,passenger,2036,bus,bev,0.22698425717629975
05_PRC,Reference,freight,2036,lt,cng,0.0543190766111261
06_HKC,Carbon Neutral,freight,2036,ht,lpg,0.0
05_PRC,Reference,passenger,2036,lv,lpg,0.0
05_PRC,Reference,passenger,2036,lv,phevg,0.0
05_PRC,Reference,freight,2036,ht,phevd,0.00013097536470689394
05_PRC,Reference,passenger,2036,bus,phevd,0.0002019535628144776
06_HKC,Carbon Neutral,freight,2036,ht,bev,0.5311058710418186
06_HKC,Carbon Neutral,freight,2036,ht,cng,0.0
06_HKC,Carbon Neutral,freight,2036,ht,d,0.0
06_HKC,Carbon Neutral,freight,2036,ht,fcev,0.1688941289582681
06_HKC,Carbon Neutral,freight,2036,ht,g,0.0
06_HKC,Carbon Neutral,freight,2036,lt,bev,0.2812648162319759
05_PRC,Reference,passenger,2036,lv,fcev,0.003992507252312484
06_HKC,Carbon Neutral,freight,2036,lt,cng,0.0
06_HKC,Carbon Neutral,freight,2036,lt,d,0.0
06_HKC,Carbon Neutral,freight,2036,lt,fcev,0.01873518376793734
06_HKC,Carbon Neutral,freight,2036,lt,g,0.0
06_HKC,Carbon Neutral,freight,2036,lt,lpg,0.0
06_HKC,Carbon Neutral,freight,2036,lt,phevg,0.0
06_HKC,Carbon Neutral,passenger,2036,2w,bev,0.7420950999221538
06_HKC,Carbon Neutral,passenger,2036,2w,g,0.0
04_CHL,Reference,passenger,2036,lv,fcev,0.03259772394581487
06_HKC,Carbon Neutral,passenger,2036,bus,d,0.0
08_JPN,Carbon Neutral,freight,2036,ht,fcev,0.26115524117353334
06_HKC,Carbon Neutral,passenger,2036,bus,g,0.0
06_HKC,Reference,freight,2036,ht,g,0.025570484783682585
06_HKC,Carbon Neutral,passenger,2036,lv,cng,0.0
08_JPN,Reference,passenger,2036,lt,phevg,0.03798990913571856
06_HKC,Carbon Neutral,passenger,2036,lt,bev,0.0001157592341029432
06_HKC,Carbon Neutral,passenger,2036,lt,cng,0.0
06_HKC,Carbon Neutral,passenger,2036,lt,d,0.0
06_HKC,Carbon Neutral,passenger,2036,lt,fcev,1.9697563658576998e-05
06_HKC,Carbon Neutral,passenger,2036,lt,g,0.0
06_HKC,Carbon Neutral,passenger,2036,lt,lpg,0.0
06_HKC,Reference,freight,2036,ht,lpg,0.0
06_HKC,Carbon Neutral,passenger,2036,lt,phevg,0.0
06_HKC,Carbon Neutral,passenger,2036,lv,d,0.0
06_HKC,Reference,freight,2036,ht,fcev,0.0024183996882297743
06_HKC,Carbon Neutral,passenger,2036,lv,fcev,5.010389775077887e-06
06_HKC,Carbon Neutral,passenger,2036,lv,g,0.0
06_HKC,Carbon Neutral,passenger,2036,lv,lpg,0.0
06_HKC,Carbon Neutral,passenger,2036,lv,phevg,0.0
06_HKC,Carbon Neutral,freight,2036,ht,phevd,0.0
06_HKC,Carbon Neutral,passenger,2036,bus,phevd,0.0
06_HKC,Reference,freight,2036,ht,bev,0.43494838527198254
06_HKC,Carbon Neutral,passenger,2036,lv,bev,7.91694521304234e-05
06_HKC,Reference,freight,2036,ht,cng,0.0
06_HKC,Reference,freight,2036,lt,bev,0.09718273723539897
06_HKC,Reference,passenger,2036,lt,lpg,0.0
07_INA,Reference,freight,2036,ht,fcev,0.0
06_HKC,Reference,freight,2036,lt,cng,0.0
06_HKC,Reference,freight,2036,lt,d,0.11029956009830924
06_HKC,Reference,freight,2036,lt,fcev,0.0004246011374877826
06_HKC,Reference,freight,2036,lt,g,0.006150527813254192
