Economy,Scenario,Transport Type,Year,Vehicle Type,Drive,Value
12_NZ,Carbon Neutral,passenger,2021,bus,g,0.00013352230527896672
12_NZ,Carbon Neutral,passenger,2021,bus,lpg,0.0
12_NZ,Carbon Neutral,freight,2021,lt,phevg,0.012713751754772304
12_NZ,Carbon Neutral,passenger,2021,lt,bev,0.0275873965207959
12_NZ,Carbon Neutral,passenger,2021,lv,lpg,6.425744101167034e-06
12_NZ,Carbon Neutral,passenger,2021,lt,fcev,1.502687551747424e-05
12_NZ,Carbon Neutral,passenger,2021,lt,g,0.007659486968590891
12_NZ,Carbon Neutral,passenger,2021,lt,lpg,0.0
12_NZ,Carbon Neutral,passenger,2021,lt,phevg,0.003224222134019416
12_NZ,Carbon Neutral,passenger,2021,lv,bev,0.1937182259276946
12_NZ,Carbon Neutral,passenger,2021,lv,cng,0.00017394104932139668
12_NZ,Carbon Neutral,passenger,2021,lv,d,0.004780753611268301
12_NZ,Carbon Neutral,passenger,2021,lv,fcev,1.0706830154868673e-05
12_NZ,Carbon Neutral,passenger,2021,lt,d,0.31525524030319246
12_NZ,Carbon Neutral,passenger,2021,lv,phevg,0.11798773007736053
12_NZ,Carbon Neutral,passenger,2021,bus,phevd,0.0
12_NZ,Reference,passenger,2021,bus,g,5.562619951509013e-05
12_NZ,Carbon Neutral,freight,2021,lt,lpg,0.0
12_NZ,Reference,freight,2021,lt,fcev,0.0
12_NZ,Reference,freight,2021,ht,bev,0.32857142857395993
12_NZ,Reference,freight,2021,ht,cng,0.0
12_NZ,Reference,freight,2021,ht,d,0.266550522649716
12_NZ,Reference,freight,2021,ht,fcev,0.0
12_NZ,Reference,freight,2021,ht,g,0.004878048780487391
12_NZ,Reference,freight,2021,ht,lpg,0.0
12_NZ,Reference,freight,2021,lt,bev,0.02414033967300353
12_NZ,Reference,freight,2021,lt,cng,0.0
12_NZ,Reference,freight,2021,lt,d,0.3667256071966562
12_NZ,Reference,freight,2021,lt,g,0.0
12_NZ,Carbon Neutral,freight,2021,ht,phevd,0.0
12_NZ,Reference,freight,2021,lt,lpg,0.0
12_NZ,Reference,freight,2021,lt,phevg,0.009134053126176926
12_NZ,Reference,passenger,2021,2w,bev,0.1470967597042584
12_NZ,Reference,passenger,2021,2w,g,0.08780095734234235
12_NZ,Reference,passenger,2021,bus,bev,0.0003659644870240308
12_NZ,Reference,passenger,2021,bus,cng,0.0
12_NZ,Reference,passenger,2021,bus,d,0.0039047363005091868
12_NZ,Reference,passenger,2021,bus,fcev,0.0
12_NZ,Reference,passenger,2021,lt,bev,0.011244230077449069
12_NZ,Carbon Neutral,passenger,2021,lv,g,0.08572289684373693
12_NZ,Reference,passenger,2021,lt,cng,0.0
13_PNG,Reference,passenger,2021,bus,g,0.03666242347515773
12_NZ,Reference,passenger,2021,lv,phevg,0.13476951563375814
12_NZ,Reference,passenger,2021,lt,g,0.00765948696859089
12_NZ,Reference,passenger,2021,lt,lpg,0.0
12_NZ,Reference,passenger,2021,lt,phevg,0.002958266833473967
12_NZ,Reference,passenger,2021,lv,bev,0.1650601633643248
12_NZ,Reference,passenger,2021,lv,cng,0.00019558864181123877
12_NZ,Reference,passenger,2021,lv,d,0.004780753611268301
12_NZ,Reference,passenger,2021,lv,fcev,1.0806921599019556e-05
12_NZ,Reference,passenger,2021,lv,g,0.09270829538769705
13_PNG,Carbon Neutral,freight,2021,lt,fcev,0.0
12_NZ,Reference,passenger,2021,lv,lpg,6.425744101167034e-06
13_PNG,Carbon Neutral,freight,2021,lt,d,0.0
12_NZ,Reference,passenger,2021,bus,phevd,0.0
13_PNG,Carbon Neutral,freight,2021,ht,bev,4.787437763309074e-05
13_PNG,Carbon Neutral,freight,2021,ht,cng,0.0
13_PNG,Carbon Neutral,freight,2021,ht,d,0.6782596170279667
13_PNG,Carbon Neutral,freight,2021,ht,fcev,0.0
13_PNG,Carbon Neutral,freight,2021,ht,g,0.07163714986986525
13_PNG,Carbon Neutral,freight,2021,ht,lpg,0.0
13_PNG,Carbon Neutral,freight,2021,lt,bev,0.0
12_NZ,Reference,freight,2021,ht,phevd,0.0
13_PNG,Carbon Neutral,freight,2021,lt,cng,0.0
13_PNG,Carbon Neutral,freight,2021,lt,g,0.25005535872453505
13_PNG,Carbon Neutral,passenger,2021,lv,g,0.3086461790315752
13_PNG,Carbon Neutral,freight,2021,lt,phevg,0.0
13_PNG,Carbon Neutral,passenger,2021,2w,bev,0.0
13_PNG,Carbon Neutral,passenger,2021,2w,g,0.019192004534363746
13_PNG,Carbon Neutral,passenger,2021,bus,bev,4.8398806162781414e-05
13_PNG,Carbon Neutral,passenger,2021,bus,cng,0.0
13_PNG,Carbon Neutral,passenger,2021,bus,d,0.3575473535830364
13_PNG,Carbon Neutral,passenger,2021,bus,fcev,0.0
13_PNG,Carbon Neutral,passenger,2021,bus,g,0.036683455613234314
13_PNG,Carbon Neutral,passenger,2021,bus,lpg,0.0
13_PNG,Carbon Neutral,freight,2021,lt,lpg,0.0
13_PNG,Carbon Neutral,passenger,2021,lt,bev,1.6132935387593737e-05
13_PNG,Carbon Neutral,passenger,2021,lt,d,0.00014030954697842108
13_PNG,Carbon Neutral,passenger,2021,lt,fcev,0.0
13_PNG,Carbon Neutral,passenger,2021,lt,g,0.27767776714309866
13_PNG,Carbon Neutral,passenger,2021,lt,lpg,0.0
13_PNG,Carbon Neutral,passenger,2021,lt,phevg,0.0
13_PNG,Carbon Neutral,passenger,2021,lv,bev,4.8398806162781326e-05
13_PNG,Carbon Neutral,passenger,2021,lv,cng,0.0
13_PNG,Carbon Neutral,passenger,2021,lv,d,0.0
13_PNG,Carbon Neutral,passenger,2021,lv,fcev,0.0
13_PNG,Carbon Neutral,passenger,2021,lt,cng,0.0
13_PNG,Carbon Neutral,passenger,2021,lv,lpg,0.0
13_PNG,Carbon Neutral,freight,2021,ht,phevd,0.0
14_PE,Carbon Neutral,freight,2021,lt,fcev,1.0786788341639203e-05
13_PNG,Reference,freight,2021,lt,fcev,0.0
13_PNG,Reference,freight,2021,ht,bev,0.0
13_PNG,Reference,freight,2021,ht,cng,0.0
13_PNG,Reference,freight,2021,ht,d,0.6783575521751061
13_PNG,Reference,freight,2021,ht,fcev,0.0
13_PNG,Reference,freight,2021,ht,g,0.07164244782489383
13_PNG,Reference,freight,2021,ht,lpg,0.0
13_PNG,Reference,freight,2021,lt,bev,0.0
13_PNG,Reference,freight,2021,lt,cng,0.0
13_PNG,Reference,passenger,2021,lt,bev,1.6132935387593764e-05
13_PNG,Reference,freight,2021,lt,d,0.0
13_PNG,Reference,passenger,2021,bus,lpg,0.0
13_PNG,Reference,freight,2021,lt,lpg,0.0
13_PNG,Reference,freight,2021,lt,phevg,0.0
13_PNG,Reference,passenger,2021,2w,bev,0.0
13_PNG,Reference,passenger,2021,2w,g,0.01919190655828639
13_PNG,Reference,passenger,2021,bus,bev,3.2265870775187454e-05
13_PNG,Reference,passenger,2021,bus,cng,0.0
13_PNG,Reference,passenger,2021,bus,d,0.35758472204671593
13_PNG,Reference,passenger,2021,bus,fcev,0.0
13_PNG,Reference,freight,2021,lt,g,0.2500000000000001
13_PNG,Reference,passenger,2021,lt,cng,0.0
13_PNG,Reference,passenger,2021,lt,d,0.00015644248236600322
14_PE,Carbon Neutral,freight,2021,lt,cng,0.026865040730852517
13_PNG,Carbon Neutral,passenger,2021,bus,phevd,0.0
13_PNG,Reference,passenger,2021,lt,fcev,0.0
13_PNG,Reference,passenger,2021,lt,g,0.27766203278442975
13_PNG,Reference,passenger,2021,lt,lpg,0.0
13_PNG,Reference,passenger,2021,lt,phevg,0.0
13_PNG,Reference,passenger,2021,lv,bev,1.6132935387593784e-05
13_PNG,Reference,passenger,2021,lv,cng,0.0
13_PNG,Reference,passenger,2021,lv,d,0.0
13_PNG,Reference,passenger,2021,lv,fcev,0.0
13_PNG,Reference,passenger,2021,lv,g,0.3086779409114937
13_PNG,Reference,passenger,2021,lv,lpg,0.0
13_PNG,Reference,passenger,2021,lv,phevg,0.0
13_PNG,Reference,freight,2021,ht,phevd,0.0
13_PNG,Reference,passenger,2021,bus,phevd,0.0
14_PE,Carbon Neutral,freight,2021,ht,bev,0.00010127111104823682
14_PE,Carbon Neutral,freight,2021,ht,cng,0.019539804905146577
14_PE,Carbon Neutral,freight,2021,ht,d,0.7469350104408958
14_PE,Carbon Neutral,freight,2021,ht,fcev,3.079568803470166e-05
14_PE,Carbon Neutral,freight,2021,ht,g,0.04541826985921884
14_PE,Carbon Neutral,freight,2021,ht,lpg,0.0
14_PE,Carbon Neutral,freight,2021,lt,bev,0.004243493842095327
12_NZ,Reference,passenger,2021,lt,d,0.34137646422335793
14_PE,Carbon Neutral,freight,2021,lt,d,0.07606649691425564
12_NZ,Reference,passenger,2021,lt,fcev,5.958558919269785e-06
14_PE,Carbon Neutral,freight,2021,lt,g,0.07894495235178163
14_PE,Carbon Neutral,passenger,2021,lt,bev,0.00501494358342115
16_RUS,Reference,passenger,2021,bus,cng,2.9633681700626753e-08
14_PE,Carbon Neutral,passenger,2021,2w,bev,0.0010513736915199762
14_PE,Carbon Neutral,passenger,2021,2w,g,0.21337819033824726
14_PE,Carbon Neutral,passenger,2021,bus,bev,0.002080636647590058
14_PE,Carbon Neutral,passenger,2021,bus,cng,0.0003362120084870801
14_PE,Carbon Neutral,passenger,2021,bus,d,0.03087460626187808
14_PE,Carbon Neutral,passenger,2021,bus,fcev,1.2229539981138944e-06
14_PE,Carbon Neutral,passenger,2021,bus,g,0.00019635529913863563
14_PE,Carbon Neutral,passenger,2021,lv,lpg,0.0
14_PE,Carbon Neutral,passenger,2021,bus,lpg,0.0
14_PE,Carbon Neutral,passenger,2021,lv,g,0.4225592844945722
14_PE,Carbon Neutral,passenger,2021,lt,d,0.09981898640350606
14_PE,Carbon Neutral,passenger,2021,lt,fcev,6.440058017626979e-06
14_PE,Carbon Neutral,passenger,2021,lt,g,0.10412987894743234
14_PE,Carbon Neutral,passenger,2021,lt,lpg,0.0
14_PE,Carbon Neutral,passenger,2021,lt,phevg,0.0020497752790863814
14_PE,Carbon Neutral,passenger,2021,lv,bev,0.03965009155726789
14_PE,Carbon Neutral,passenger,2021,lv,cng,0.01243880749446121
14_PE,Carbon Neutral,passenger,2021,lv,d,0.024083380965569598
14_PE,Carbon Neutral,passenger,2021,lt,cng,0.03331050441883301
14_PE,Carbon Neutral,passenger,2021,lv,fcev,1.230843357961501e-05
14_PE,Carbon Neutral,passenger,2021,lv,phevg,0.008614800990196
14_PE,Reference,passenger,2021,bus,g,0.00019635529913863563
14_PE,Carbon Neutral,passenger,2021,bus,phevd,0.00039220017319770574
14_PE,Reference,freight,2021,ht,bev,3.5211373213097266e-05
14_PE,Reference,freight,2021,ht,cng,0.02022216658499176
14_PE,Reference,freight,2021,ht,d,0.7518685582966959
14_PE,Reference,freight,2021,ht,fcev,0.0
14_PE,Reference,freight,2021,ht,g,0.04547372707116093
14_PE,Reference,freight,2021,ht,lpg,0.0
14_PE,Reference,freight,2021,lt,bev,0.0015589017905949152
14_PE,Reference,freight,2021,lt,cng,0.026588648191358998
14_PE,Carbon Neutral,freight,2021,ht,phevd,0.0
14_PE,Reference,freight,2021,lt,d,0.07480699790701738
14_PE,Reference,freight,2021,lt,g,0.07759785660411606
14_PE,Reference,freight,2021,lt,lpg,0.0
14_PE,Reference,freight,2021,lt,phevg,0.001847932180850957
14_PE,Reference,passenger,2021,2w,bev,0.0002873127119183259
14_PE,Reference,passenger,2021,2w,g,0.21429347163356996
14_PE,Reference,passenger,2021,bus,bev,0.0007434043838903545
14_PE,Reference,passenger,2021,bus,cng,0.0002646535623389799
14_PE,Reference,passenger,2021,bus,d,0.02565095763408799
14_PE,Reference,passenger,2021,bus,fcev,0.0
14_PE,Reference,freight,2021,lt,fcev,0.0
14_PE,Reference,passenger,2021,bus,lpg,0.0
14_PE,Carbon Neutral,freight,2021,lt,phevg,0.0018440773683290094
14_PE,Reference,passenger,2021,lt,cng,0.0339049658251071
14_PE,Reference,passenger,2021,lv,lpg,0.0
15_RP,Carbon Neutral,freight,2021,lt,bev,0.0006061383560319938
14_PE,Reference,passenger,2021,lt,fcev,1.1103807273437942e-06
14_PE,Reference,passenger,2021,lt,g,0.10666645577153389
14_PE,Reference,passenger,2021,lt,lpg,0.0
14_PE,Reference,passenger,2021,lt,phevg,0.0020950696163728583
14_PE,Reference,passenger,2021,lv,bev,0.020830554033928403
14_PE,Reference,passenger,2021,lv,d,0.024562587226940488
14_PE,Reference,passenger,2021,lv,fcev,2.899222556381056e-06
15_RP,Carbon Neutral,freight,2021,lt,cng,0.0
14_PE,Reference,passenger,2021,lv,g,0.44161292336557817
14_PE,Reference,passenger,2021,lv,phevg,0.008839035364137876
14_PE,Reference,passenger,2021,bus,phevd,0.0003448290933109153
15_RP,Carbon Neutral,freight,2021,ht,lpg,0.13042274258426978
15_RP,Carbon Neutral,freight,2021,ht,bev,0.010752134033389529
15_RP,Carbon Neutral,freight,2021,ht,cng,0.0
15_RP,Carbon Neutral,freight,2021,ht,d,0.4645079877268403
15_RP,Carbon Neutral,freight,2021,ht,fcev,1.1253657438667551e-05
15_RP,Carbon Neutral,freight,2021,ht,g,0.12262576515490048
14_PE,Reference,freight,2021,ht,phevd,0.0
14_PE,Reference,passenger,2021,lv,cng,0.015395355935748662
15_RP,Carbon Neutral,passenger,2021,lv,d,0.01161158836458745
15_RP,Carbon Neutral,freight,2021,lt,fcev,5.620520222482449e-06
14_PE,Reference,passenger,2021,lt,d,0.10223473037612822
15_RP,Carbon Neutral,freight,2021,lt,d,0.18892923535657719
15_RP,Carbon Neutral,freight,2021,lt,g,0.08213912261032959
15_RP,Carbon Neutral,freight,2021,lt,lpg,0.0
15_RP,Carbon Neutral,freight,2021,lt,phevg,0.0
15_RP,Carbon Neutral,passenger,2021,2w,bev,0.10389166674775084
15_RP,Carbon Neutral,passenger,2021,2w,g,0.5518503032494926
15_RP,Carbon Neutral,passenger,2021,bus,bev,0.0017366048361736313
15_RP,Carbon Neutral,passenger,2021,bus,cng,0.0
15_RP,Carbon Neutral,passenger,2021,bus,d,0.12546937005933023
15_RP,Carbon Neutral,passenger,2021,bus,fcev,0.0
15_RP,Carbon Neutral,passenger,2021,bus,g,1.5327948692438556e-05
15_RP,Carbon Neutral,passenger,2021,bus,lpg,0.0
15_RP,Carbon Neutral,passenger,2021,lt,bev,0.000316408228873581
15_RP,Carbon Neutral,passenger,2021,lt,cng,0.0
15_RP,Carbon Neutral,passenger,2021,lt,d,0.07147145487912086
15_RP,Carbon Neutral,passenger,2021,lt,fcev,1.1195533227291754e-06
15_RP,Carbon Neutral,passenger,2021,lt,g,0.08771942648333456
15_RP,Carbon Neutral,passenger,2021,lt,lpg,0.0
15_RP,Carbon Neutral,passenger,2021,lt,phevg,0.0
15_RP,Carbon Neutral,passenger,2021,lv,bev,0.005724541381709029
15_RP,Carbon Neutral,passenger,2021,lv,cng,0.0
14_PE,Reference,passenger,2021,lt,bev,0.0020733285629853343
15_RP,Carbon Neutral,passenger,2021,lv,fcev,1.5025483219540391e-06
16_RUS,Carbon Neutral,freight,2021,ht,g,0.02189887231720619
15_RP,Carbon Neutral,passenger,2021,lv,lpg,0.0028065321892665643
15_RP,Reference,freight,2021,lt,bev,0.00032040944300527316
15_RP,Carbon Neutral,passenger,2021,lv,phevg,0.0012652997272151825
15_RP,Carbon Neutral,freight,2021,ht,phevd,0.0
15_RP,Carbon Neutral,passenger,2021,bus,phevd,0.0
15_RP,Reference,freight,2021,ht,bev,0.0011401468121978737
15_RP,Reference,freight,2021,ht,cng,0.0
15_RP,Reference,freight,2021,ht,d,0.6199020566136549
15_RP,Reference,freight,2021,ht,fcev,3.7268932617769772e-06
15_RP,Reference,freight,2021,ht,g,0.012576371514829704
15_RP,Reference,passenger,2021,bus,fcev,0.0
15_RP,Reference,freight,2021,ht,lpg,0.004249520830572867
15_RP,Reference,passenger,2021,bus,d,0.12420388076584823
15_RP,Reference,freight,2021,lt,d,0.2486886224587648
15_RP,Reference,freight,2021,lt,fcev,0.0
15_RP,Reference,freight,2021,lt,g,0.11311914543371288
15_RP,Reference,freight,2021,lt,lpg,0.0
15_RP,Reference,freight,2021,lt,phevg,0.0
15_RP,Reference,passenger,2021,2w,bev,0.09458158827939792
15_RP,Reference,passenger,2021,2w,g,0.5468621748095455
15_RP,Reference,passenger,2021,bus,bev,0.0016244979924815582
15_RP,Reference,freight,2021,lt,cng,0.0
15_RP,Reference,passenger,2021,bus,g,1.5327948692438556e-05
15_RP,Reference,passenger,2021,bus,lpg,0.0
16_RUS,Carbon Neutral,freight,2021,ht,lpg,0.00022735540196435977
15_RP,Carbon Neutral,passenger,2021,lv,g,0.0361188538028083
15_RP,Reference,passenger,2021,lt,bev,0.00021608158200313044
15_RP,Reference,passenger,2021,lt,cng,0.0
15_RP,Reference,passenger,2021,lt,d,0.09633872921561926
15_RP,Reference,passenger,2021,lt,fcev,6.916840426333514e-07
15_RP,Reference,passenger,2021,lt,g,0.09574972796854032
15_RP,Reference,passenger,2021,lt,lpg,0.0
15_RP,Reference,passenger,2021,lt,phevg,0.0
15_RP,Reference,passenger,2021,lv,bev,0.002795006281702205
15_RP,Reference,passenger,2021,lv,cng,0.0
15_RP,Reference,passenger,2021,lv,d,0.010410293663321437
15_RP,Reference,passenger,2021,lv,fcev,3.465695162998582e-07
15_RP,Reference,passenger,2021,lv,g,0.02351036079130977
15_RP,Reference,passenger,2021,lv,lpg,0.0025303174518958383
15_RP,Reference,passenger,2021,lv,phevg,0.0011609749960835541
15_RP,Reference,freight,2021,ht,phevd,0.0
15_RP,Reference,passenger,2021,bus,phevd,0.0
16_RUS,Carbon Neutral,freight,2021,ht,bev,0.007819941001231713
16_RUS,Carbon Neutral,freight,2021,ht,cng,0.21196393216039294
16_RUS,Carbon Neutral,freight,2021,ht,d,0.515804112403693
16_RUS,Carbon Neutral,freight,2021,ht,fcev,1.883086618624355e-05
15_RP,Reference,passenger,2021,bus,cng,0.0
13_PNG,Carbon Neutral,passenger,2021,lv,phevg,0.0
16_RUS,Carbon Neutral,freight,2021,lt,bev,7.145483108194874e-05
16_RUS,Carbon Neutral,freight,2021,lt,d,0.1905191706319698
16_RUS,Carbon Neutral,freight,2021,lt,g,0.013373688773782918
16_RUS,Carbon Neutral,freight,2021,lt,lpg,7.27537286285945e-05
16_RUS,Carbon Neutral,freight,2021,lt,phevg,0.0
16_RUS,Carbon Neutral,passenger,2021,2w,bev,0.045875920363684305
16_RUS,Carbon Neutral,passenger,2021,2w,g,0.05995839033523546
16_RUS,Carbon Neutral,passenger,2021,bus,bev,0.03146493765275821
16_RUS,Carbon Neutral,passenger,2021,bus,cng,2.2263974393452182e-08
16_RUS,Carbon Neutral,passenger,2021,bus,d,0.0
16_RUS,Carbon Neutral,passenger,2021,bus,fcev,0.0
16_RUS,Carbon Neutral,passenger,2021,bus,g,0.0
16_RUS,Carbon Neutral,passenger,2021,bus,lpg,0.0
16_RUS,Carbon Neutral,passenger,2021,lt,bev,6.643295846634392e-05
16_RUS,Carbon Neutral,passenger,2021,lt,cng,0.04219938129409013
16_RUS,Carbon Neutral,passenger,2021,lt,d,0.1615846878874366
16_RUS,Carbon Neutral,passenger,2021,lt,fcev,1.5810970960804995e-06
16_RUS,Carbon Neutral,passenger,2021,lt,g,0.026458559070833724
16_RUS,Carbon Neutral,passenger,2021,lt,lpg,8.401569192184222e-05
16_RUS,Carbon Neutral,passenger,2021,lt,phevg,1.6386025221740964e-07
16_RUS,Carbon Neutral,passenger,2021,lv,bev,0.02192371609575263
16_RUS,Carbon Neutral,passenger,2021,lv,cng,0.06600157481589079
16_RUS,Carbon Neutral,passenger,2021,lv,d,0.002345272752626887
16_RUS,Carbon Neutral,freight,2021,lt,fcev,1.6643389796260706e-06
16_RUS,Carbon Neutral,passenger,2021,lv,fcev,1.2126608938108466e-05
16_RUS,Carbon Neutral,passenger,2021,lv,lpg,0.005474253913874491
16_RUS,Reference,freight,2021,lt,bev,3.3305291892054263e-06
16_RUS,Carbon Neutral,passenger,2021,lv,phevg,0.00020728480425791077
16_RUS,Carbon Neutral,freight,2021,ht,phevd,8.812886349981272e-05
16_RUS,Carbon Neutral,passenger,2021,bus,phevd,0.010202011686911252
16_RUS,Reference,freight,2021,ht,bev,0.003022604494924806
16_RUS,Reference,freight,2021,ht,cng,0.2159909534265882
16_RUS,Reference,freight,2021,ht,d,0.5165621321531135
16_RUS,Reference,freight,2021,ht,fcev,0.0
16_RUS,Reference,freight,2021,ht,g,0.02189887231720619
16_RUS,Reference,freight,2021,ht,lpg,0.00022735540196435977
16_RUS,Reference,freight,2021,lt,cng,0.03841377439159181
16_RUS,Carbon Neutral,passenger,2021,lv,g,0.5261396668459986
16_RUS,Reference,freight,2021,lt,d,0.1901496683785119
16_RUS,Reference,freight,2021,lt,fcev,0.0
16_RUS,Reference,freight,2021,lt,g,0.013570419051034168
16_RUS,Reference,freight,2021,lt,lpg,7.27537286285945e-05
16_RUS,Reference,freight,2021,lt,phevg,0.0
16_RUS,Reference,passenger,2021,2w,bev,0.0433811945855777
16_RUS,Reference,passenger,2021,2w,g,0.06245313633965416
16_RUS,Reference,passenger,2021,bus,bev,0.031464817138285646
14_PE,Carbon Neutral,freight,2021,lt,lpg,0.0
16_RUS,Carbon Neutral,freight,2021,lt,cng,0.038140094681383
16_RUS,Reference,passenger,2021,bus,fcev,0.0
11_MEX,Reference,freight,2021,ht,bev,4.515243461927481e-06
18_CT,Carbon Neutral,passenger,2021,lv,fcev,1.5077439769801084e-05
16_RUS,Reference,passenger,2021,lt,bev,5.866659667769798e-06
16_RUS,Reference,passenger,2021,lt,cng,0.042350724911875234
16_RUS,Reference,passenger,2021,lt,d,0.16137899448527368
16_RUS,Reference,passenger,2021,lt,fcev,0.0
16_RUS,Reference,passenger,2021,lt,g,0.026575042628595676
16_RUS,Reference,passenger,2021,lt,lpg,8.401569192184222e-05
16_RUS,Reference,passenger,2021,lt,phevg,1.6386269335922182e-07
16_RUS,Reference,passenger,2021,lv,bev,0.00874465217932445
16_RUS,Reference,passenger,2021,lv,cng,0.06666343317562401
16_RUS,Reference,passenger,2021,lv,d,0.002345272752626887
16_RUS,Reference,passenger,2021,lv,fcev,0.0
16_RUS,Reference,passenger,2021,lv,g,0.5379532132843713
16_RUS,Reference,passenger,2021,lv,lpg,0.006190095238993032
16_RUS,Reference,passenger,2021,lv,phevg,0.00020734059292797964
16_RUS,Reference,freight,2021,ht,phevd,8.813612724727402e-05
16_RUS,Reference,passenger,2021,bus,phevd,0.010202006838905608
17_SIN,Carbon Neutral,freight,2021,ht,bev,0.02150470765595649
17_SIN,Carbon Neutral,freight,2021,ht,cng,0.3227703058320206
17_SIN,Carbon Neutral,freight,2021,ht,d,0.49727971538201815
17_SIN,Carbon Neutral,freight,2021,ht,fcev,0.011611871630228027
17_SIN,Carbon Neutral,freight,2021,ht,g,0.0003646973012399704
17_SIN,Carbon Neutral,passenger,2021,lv,cng,0.10452006889246315
17_SIN,Carbon Neutral,freight,2021,ht,lpg,0.0
17_SIN,Carbon Neutral,freight,2021,lt,cng,0.014740227982802273
17_SIN,Carbon Neutral,freight,2021,lt,fcev,0.0011880199875468943
17_SIN,Carbon Neutral,freight,2021,lt,g,0.04801208452725518
17_SIN,Carbon Neutral,freight,2021,lt,lpg,0.0
17_SIN,Carbon Neutral,freight,2021,lt,phevg,0.0
17_SIN,Carbon Neutral,passenger,2021,2w,bev,1.075422357147837e-15
17_SIN,Carbon Neutral,passenger,2021,2w,g,0.0
17_SIN,Carbon Neutral,passenger,2021,bus,bev,0.00024934148214814615
17_SIN,Carbon Neutral,passenger,2021,bus,cng,0.002385726089128711
17_SIN,Carbon Neutral,passenger,2021,bus,d,0.014309692807109798
17_SIN,Carbon Neutral,freight,2021,lt,bev,0.04693748360407773
17_SIN,Carbon Neutral,passenger,2021,bus,fcev,0.00024776292414910154
17_SIN,Carbon Neutral,passenger,2021,bus,lpg,0.0
17_SIN,Carbon Neutral,passenger,2021,lt,bev,0.03278164129486957
17_SIN,Carbon Neutral,passenger,2021,lt,cng,0.008733675837399797
17_SIN,Carbon Neutral,passenger,2021,lt,d,0.0
17_SIN,Carbon Neutral,passenger,2021,lt,fcev,0.0007560063584761514
17_SIN,Carbon Neutral,passenger,2021,lt,g,0.020286839595867516
17_SIN,Carbon Neutral,passenger,2021,lt,lpg,0.0
17_SIN,Carbon Neutral,passenger,2021,lt,phevg,0.0
17_SIN,Carbon Neutral,passenger,2021,lv,bev,0.5316728208356682
17_SIN,Carbon Neutral,passenger,2021,bus,g,0.0023467916747928123
17_SIN,Carbon Neutral,passenger,2021,lv,d,0.0006906315825822715
17_SIN,Carbon Neutral,passenger,2021,lv,fcev,0.002408679697739886
17_SIN,Reference,passenger,2021,lv,cng,0.12033883286025551
17_SIN,Carbon Neutral,passenger,2021,lv,phevg,0.14407528864057723
17_SIN,Carbon Neutral,freight,2021,ht,phevd,0.0
17_SIN,Carbon Neutral,passenger,2021,bus,phevd,0.0
17_SIN,Reference,freight,2021,ht,bev,0.006724990672487585
17_SIN,Reference,freight,2021,ht,cng,0.3229758064365822
17_SIN,Reference,freight,2021,ht,d,0.5198796157143171
17_SIN,Reference,freight,2021,ht,fcev,0.004675502049660455
17_SIN,Reference,freight,2021,ht,g,0.00036469730123997034
17_SIN,Reference,freight,2021,lt,bev,0.030682886463055274
17_SIN,Carbon Neutral,passenger,2021,lv,lpg,0.0
17_SIN,Reference,passenger,2021,bus,cng,0.0022985379019811666
17_SIN,Reference,freight,2021,lt,d,0.04560304068620861
17_SIN,Reference,freight,2021,lt,fcev,0.00046758268278351367
17_SIN,Reference,freight,2021,lt,g,0.05275543111103613
17_SIN,Reference,freight,2021,lt,lpg,0.0
17_SIN,Reference,freight,2021,lt,phevg,0.0
17_SIN,Reference,passenger,2021,2w,bev,1.0754223571478371e-15
17_SIN,Reference,passenger,2021,2w,g,0.0
17_SIN,Reference,passenger,2021,bus,bev,3.7348272642389455e-05
19_THA,Carbon Neutral,passenger,2021,lt,phevg,0.0032622748635760175
17_SIN,Reference,freight,2021,lt,cng,0.015870446882629168
17_SIN,Reference,freight,2021,ht,lpg,0.0
17_SIN,Carbon Neutral,passenger,2021,lv,g,0.13453503228702648
17_SIN,Reference,passenger,2021,bus,d,0.013700967826829126
17_SIN,Reference,passenger,2021,bus,lpg,0.0
17_SIN,Reference,passenger,2021,lt,bev,0.018699188227719283
17_SIN,Reference,passenger,2021,lt,cng,0.009340302178166124
17_SIN,Reference,passenger,2021,lt,d,0.0
17_SIN,Reference,passenger,2021,lt,fcev,0.0003614961035337888
17_SIN,Reference,passenger,2021,lt,g,0.030378177419546917
17_SIN,Reference,passenger,2021,lt,lpg,0.0
17_SIN,Reference,passenger,2021,lt,phevg,0.0
17_SIN,Reference,passenger,2021,lv,bev,0.4993612031187715
17_SIN,Reference,passenger,2021,lv,d,0.0006906315825822716
17_SIN,Reference,passenger,2021,bus,fcev,0.00011269486697632676
17_SIN,Reference,passenger,2021,lv,fcev,0.0022187525192061486
17_SIN,Reference,passenger,2021,lv,g,0.1345350322870265
17_SIN,Reference,passenger,2021,lv,lpg,0.0
17_SIN,Reference,passenger,2021,lv,phevg,0.16570654858717593
17_SIN,Reference,freight,2021,ht,phevd,0.0
17_SIN,Reference,passenger,2021,bus,phevd,0.0
18_CT,Carbon Neutral,freight,2021,ht,bev,0.004031503838878911
18_CT,Carbon Neutral,freight,2021,ht,cng,0.0
18_CT,Carbon Neutral,freight,2021,ht,d,0.5631738368746148
17_SIN,Reference,passenger,2021,bus,g,0.0022202862475858864
17_SIN,Carbon Neutral,freight,2021,lt,d,0.035590886096854665
