,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
140404,2w,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,2078609221.4663649
140425,2w,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
140446,2w,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
140467,2w,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,671060281.3450733
140488,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,359302451.1391859
140509,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,359302451.1391859
140530,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,359302451.1391859
140551,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1257558578.987151
140572,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1257558578.987151
140593,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,628779289.4935753
140614,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,710485072.8740964
140635,car,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,405991470.2137694
140656,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,293974732.750243
140677,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,293974732.750243
140698,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,293974732.750243
140719,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1028911564.6258504
140740,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1028911564.6258504
140761,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,514455782.3129252
140782,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,581305968.7151698
140803,suv,passenger,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,332174839.2658113
140824,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,47303206.99708455
140845,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,47303206.99708455
140866,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,47303206.99708455
140887,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,165561224.48979592
140908,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,165561224.48979592
140929,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,82780612.24489796
140950,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,93537414.96598642
140971,ht,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,53449951.4091351
140992,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,97102972.14123748
141013,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,97102972.14123748
141034,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,97102972.14123748
141055,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,339860402.4943311
141076,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,339860402.4943311
141097,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,169930201.24716556
141118,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,192011526.83295545
141139,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,109720872.47597454
141160,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
141181,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,593888348.99039
141202,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,74458751.75467014
141223,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
141244,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
141265,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,593888348.99039
141286,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,74458751.75467014
141307,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
141328,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
141349,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,593888348.99039
141370,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,74458751.75467014
141391,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
141412,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,826719576.7195768
141433,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,2078609221.4663649
141454,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,260605631.1413455
141475,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,826719576.7195768
141496,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,826719576.7195768
141517,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,2078609221.4663649
141538,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,260605631.1413455
141559,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,826719576.7195768
141580,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,413359788.3597884
141601,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
141622,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,130302815.57067277
141643,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,413359788.3597884
141664,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,467073207.1862016
141685,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
141706,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,147234819.8538675
141727,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,467073207.1862016
141748,lcv,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,266898975.5349724
141769,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,671060281.3450733
141790,bus,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,84134182.77363858
141811,lt,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,266898975.5349724
141832,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,593888348.99039
141853,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,593888348.99039
141874,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,593888348.99039
141895,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,2078609221.4663649
141916,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,2078609221.4663649
141937,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
141958,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
141979,2w,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,671060281.3450733
142000,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,359302451.1391859
142021,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,359302451.1391859
142042,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,359302451.1391859
142063,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1257558578.987151
142084,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1257558578.987151
142105,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,628779289.4935753
142126,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,710485072.8740964
142147,car,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,405991470.2137694
142168,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,293974732.750243
142189,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,293974732.750243
142210,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,293974732.750243
142231,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1028911564.6258504
142252,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1028911564.6258504
142273,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,514455782.3129252
142294,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,581305968.7151698
142315,suv,passenger,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,332174839.2658113
142336,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,47303206.99708455
142357,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,47303206.99708455
142378,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,47303206.99708455
142399,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,165561224.48979592
142420,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,165561224.48979592
142441,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,82780612.24489796
142462,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,93537414.96598642
142483,ht,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,53449951.4091351
142504,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,97102972.14123748
142525,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,97102972.14123748
142546,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,97102972.14123748
142567,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,339860402.4943311
142588,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,339860402.4943311
142609,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,169930201.24716556
142630,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,192011526.83295545
142651,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,109720872.47597454
142672,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
142693,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,593888348.99039
142714,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,74458751.75467014
142735,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
142756,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
142777,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,593888348.99039
142798,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,74458751.75467014
142819,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
142840,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
142861,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,593888348.99039
142882,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,74458751.75467014
142903,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
142924,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,826719576.7195768
142945,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,2078609221.4663649
142966,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,260605631.1413455
142987,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,826719576.7195768
143008,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,826719576.7195768
143029,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,2078609221.4663649
143050,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,260605631.1413455
143071,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,826719576.7195768
143092,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,413359788.3597884
143113,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
143134,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,130302815.57067277
143155,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,413359788.3597884
143176,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,467073207.1862016
143197,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
143218,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,147234819.8538675
143239,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,467073207.1862016
143260,lcv,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,266898975.5349724
143281,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,671060281.3450733
143302,bus,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,84134182.77363858
143323,lt,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,266898975.5349724
143344,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,593888348.99039
143365,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,593888348.99039
143386,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,593888348.99039
143407,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,2078609221.4663649
143428,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,2078609221.4663649
143449,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,1039304610.7331824
143470,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,1174355492.3538785
143491,2w,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,671060281.3450733
143512,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,359302451.1391859
143533,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,359302451.1391859
143554,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,359302451.1391859
143575,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1257558578.987151
143596,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1257558578.987151
143617,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,628779289.4935753
143638,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,710485072.8740964
143659,car,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,405991470.2137694
143680,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,293974732.750243
143701,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,293974732.750243
143722,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,293974732.750243
143743,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,1028911564.6258504
143764,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,1028911564.6258504
143785,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,514455782.3129252
143806,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,581305968.7151698
143827,suv,passenger,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,332174839.2658113
143848,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,47303206.99708455
143869,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,47303206.99708455
143890,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,47303206.99708455
143911,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,165561224.48979592
143932,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,165561224.48979592
143953,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,82780612.24489796
143974,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,93537414.96598642
143995,ht,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,53449951.4091351
144016,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,97102972.14123748
144037,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,97102972.14123748
144058,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,97102972.14123748
144079,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,339860402.4943311
144100,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,fcev,339860402.4943311
144121,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_g,169930201.24716556
144142,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,phev_d,192011526.83295545
144163,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_d,109720872.47597454
144184,lcv,freight,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
144205,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,593888348.99039
144226,bus,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,74458751.75467014
144247,lt,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,ice_g,236205593.3484505
144268,lcv,freight,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
144289,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,593888348.99039
144310,bus,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,74458751.75467014
144331,lt,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,cng,236205593.3484505
144352,lcv,freight,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
144373,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,593888348.99039
144394,bus,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,74458751.75467014
144415,lt,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,lpg,236205593.3484505
144436,lcv,freight,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,826719576.7195768
144457,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,no_comment,national,yearly,usa_alternative_fuels_data_center,bev,2078609221.4663649
