,Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency_x,Measure,Unit_x,Dataset,Scope,Comments,Fuel,Source,Value,Frequency_y,Unit_y,_merge
7359,road,freight,lcv,cng,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7360,road,freight,lcv,fcev,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7361,road,freight,lcv,ice_d,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7362,road,freight,lcv,ice_g,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7363,road,freight,lcv,lpg,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7364,road,freight,lcv,phev_d,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7365,road,freight,lcv,phev_g,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7366,road,freight,mt,bev,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7367,road,freight,mt,cng,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7368,road,freight,mt,fcev,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7369,road,freight,mt,ice_d,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7370,road,freight,mt,ice_g,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7371,road,freight,mt,lpg,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7372,road,freight,mt,phev_d,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7373,road,freight,mt,phev_g,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7374,road,freight,2w,bev,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7375,road,freight,2w,ice_d,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7376,road,freight,2w,ice_g,2017-12-31,16_RUS,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7377,road,passenger,2w,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7378,road,passenger,2w,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7379,road,passenger,2w,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7380,road,passenger,bus,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7381,road,passenger,bus,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7382,road,passenger,bus,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7383,road,passenger,bus,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7384,road,passenger,bus,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7385,road,passenger,bus,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7386,road,passenger,bus,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7387,road,passenger,bus,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7388,road,passenger,car,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7389,road,passenger,car,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7390,road,passenger,car,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7391,road,passenger,car,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7392,road,passenger,car,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7393,road,passenger,car,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7394,road,passenger,car,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7395,road,passenger,car,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7396,road,passenger,lt,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7397,road,passenger,lt,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7398,road,passenger,lt,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7399,road,passenger,lt,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7400,road,passenger,lt,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7401,road,passenger,lt,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7402,road,passenger,lt,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7403,road,passenger,lt,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7404,road,passenger,suv,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7405,road,passenger,suv,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7406,road,passenger,suv,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7407,road,passenger,suv,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7408,road,passenger,suv,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7409,road,passenger,suv,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7410,road,passenger,suv,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7411,road,passenger,suv,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7412,road,freight,ht,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7413,road,freight,ht,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7414,road,freight,ht,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7415,road,freight,ht,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7416,road,freight,ht,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7417,road,freight,ht,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7418,road,freight,ht,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7419,road,freight,ht,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7420,road,freight,lcv,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7421,road,freight,lcv,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7422,road,freight,lcv,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7423,road,freight,lcv,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7424,road,freight,lcv,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7425,road,freight,lcv,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7426,road,freight,lcv,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7427,road,freight,lcv,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7428,road,freight,mt,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7429,road,freight,mt,cng,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7430,road,freight,mt,fcev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7431,road,freight,mt,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7432,road,freight,mt,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7433,road,freight,mt,lpg,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7434,road,freight,mt,phev_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7435,road,freight,mt,phev_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7436,road,freight,2w,bev,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7437,road,freight,2w,ice_d,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7438,road,freight,2w,ice_g,2017-12-31,17_SIN,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7439,road,passenger,2w,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7440,road,passenger,2w,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7441,road,passenger,2w,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7442,road,passenger,bus,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7443,road,passenger,bus,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7444,road,passenger,bus,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7445,road,passenger,bus,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7446,road,passenger,bus,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7447,road,passenger,bus,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7448,road,passenger,bus,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7449,road,passenger,bus,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7450,road,passenger,car,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7451,road,passenger,car,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7452,road,passenger,car,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7453,road,passenger,car,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7454,road,passenger,car,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7455,road,passenger,car,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7456,road,passenger,car,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7457,road,passenger,car,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7458,road,passenger,lt,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7459,road,passenger,lt,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7460,road,passenger,lt,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7461,road,passenger,lt,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7462,road,passenger,lt,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7463,road,passenger,lt,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7464,road,passenger,lt,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7465,road,passenger,lt,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7466,road,passenger,suv,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7467,road,passenger,suv,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7468,road,passenger,suv,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7469,road,passenger,suv,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7470,road,passenger,suv,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7471,road,passenger,suv,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7472,road,passenger,suv,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7473,road,passenger,suv,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7474,road,freight,ht,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7475,road,freight,ht,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7476,road,freight,ht,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7477,road,freight,ht,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7478,road,freight,ht,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7479,road,freight,ht,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7480,road,freight,ht,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7481,road,freight,ht,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7482,road,freight,lcv,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7483,road,freight,lcv,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7484,road,freight,lcv,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7485,road,freight,lcv,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7486,road,freight,lcv,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7487,road,freight,lcv,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7488,road,freight,lcv,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7489,road,freight,lcv,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7490,road,freight,mt,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7491,road,freight,mt,cng,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7492,road,freight,mt,fcev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7493,road,freight,mt,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7494,road,freight,mt,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7495,road,freight,mt,lpg,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7496,road,freight,mt,phev_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7497,road,freight,mt,phev_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7498,road,freight,2w,bev,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7499,road,freight,2w,ice_d,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7500,road,freight,2w,ice_g,2017-12-31,18_CT,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7501,road,passenger,2w,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7502,road,passenger,2w,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7503,road,passenger,2w,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7504,road,passenger,bus,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7505,road,passenger,bus,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7506,road,passenger,bus,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7507,road,passenger,bus,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7508,road,passenger,bus,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7509,road,passenger,bus,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7510,road,passenger,bus,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7511,road,passenger,bus,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7512,road,passenger,car,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7513,road,passenger,car,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7514,road,passenger,car,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7515,road,passenger,car,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7516,road,passenger,car,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7517,road,passenger,car,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7518,road,passenger,car,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7519,road,passenger,car,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7520,road,passenger,lt,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7521,road,passenger,lt,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7522,road,passenger,lt,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7523,road,passenger,lt,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7524,road,passenger,lt,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7525,road,passenger,lt,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7526,road,passenger,lt,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7527,road,passenger,lt,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7528,road,passenger,suv,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7529,road,passenger,suv,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7530,road,passenger,suv,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7531,road,passenger,suv,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7532,road,passenger,suv,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7533,road,passenger,suv,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7534,road,passenger,suv,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7535,road,passenger,suv,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7536,road,freight,ht,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7537,road,freight,ht,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7538,road,freight,ht,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7539,road,freight,ht,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7540,road,freight,ht,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7541,road,freight,ht,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7542,road,freight,ht,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7543,road,freight,ht,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7544,road,freight,lcv,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7545,road,freight,lcv,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7546,road,freight,lcv,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7547,road,freight,lcv,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7548,road,freight,lcv,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7549,road,freight,lcv,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7550,road,freight,lcv,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7551,road,freight,lcv,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7552,road,freight,mt,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7553,road,freight,mt,cng,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7554,road,freight,mt,fcev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7555,road,freight,mt,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7556,road,freight,mt,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7557,road,freight,mt,lpg,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7558,road,freight,mt,phev_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7559,road,freight,mt,phev_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7560,road,freight,2w,bev,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7561,road,freight,2w,ice_d,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7562,road,freight,2w,ice_g,2017-12-31,19_THA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7563,road,passenger,2w,bev,2017-12-31,20_USA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7564,road,passenger,2w,ice_d,2017-12-31,20_USA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
7565,road,passenger,2w,ice_g,2017-12-31,20_USA,,Activity,,,,,,,,Yearly,Passenger_km_or_freight_tonne_km,right_only
