Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Dataset,Scope,Comments,Fuel,Source,Value
road,freight,lcv,ice_d,2022-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2023-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2010-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2011-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2012-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2013-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2014-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2015-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2016-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2018-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2019-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2020-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2021-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
road,freight,lcv,ice_d,2022-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,266898975.534972
