,Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency_x,Measure,Unit_x,Dataset,Scope,Comments,Fuel,Source,Value,Frequency_y,Unit_y,_merge
4189,road,freight,2w,lpg,2017-12-31,10_MAS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4190,road,freight,2w,lpg,2017-12-31,11_MEX,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4191,road,freight,2w,lpg,2017-12-31,12_NZ,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4192,road,freight,2w,lpg,2017-12-31,13_PNG,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4193,road,freight,2w,lpg,2017-12-31,14_PE,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4194,road,freight,2w,lpg,2017-12-31,15_RP,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4195,road,freight,2w,lpg,2017-12-31,16_RUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4196,road,freight,2w,lpg,2017-12-31,17_SIN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4197,road,freight,2w,lpg,2017-12-31,18_CT,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4198,road,freight,2w,lpg,2017-12-31,19_THA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4199,road,freight,2w,lpg,2017-12-31,20_USA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4200,road,freight,2w,lpg,2017-12-31,21_VN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
4222,road,freight,2w,fcev,2017-12-31,01_AUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4223,road,freight,2w,fcev,2017-12-31,02_BD,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4224,road,freight,2w,fcev,2017-12-31,03_CDA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4225,road,freight,2w,fcev,2017-12-31,04_CHL,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4226,road,freight,2w,fcev,2017-12-31,05_PRC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4227,road,freight,2w,fcev,2017-12-31,06_HKC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4228,road,freight,2w,fcev,2017-12-31,07_INA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4229,road,freight,2w,fcev,2017-12-31,08_JPN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4230,road,freight,2w,fcev,2017-12-31,09_ROK,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4231,road,freight,2w,fcev,2017-12-31,10_MAS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4232,road,freight,2w,fcev,2017-12-31,11_MEX,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4233,road,freight,2w,fcev,2017-12-31,12_NZ,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4234,road,freight,2w,fcev,2017-12-31,13_PNG,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4235,road,freight,2w,fcev,2017-12-31,14_PE,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4236,road,freight,2w,fcev,2017-12-31,15_RP,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4237,road,freight,2w,fcev,2017-12-31,16_RUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4238,road,freight,2w,fcev,2017-12-31,17_SIN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4239,road,freight,2w,fcev,2017-12-31,18_CT,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4240,road,freight,2w,fcev,2017-12-31,19_THA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4241,road,freight,2w,fcev,2017-12-31,20_USA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4242,road,freight,2w,fcev,2017-12-31,21_VN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
4243,road,freight,2w,phev_g,2017-12-31,01_AUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4244,road,freight,2w,phev_g,2017-12-31,02_BD,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4245,road,freight,2w,phev_g,2017-12-31,03_CDA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4246,road,freight,2w,phev_g,2017-12-31,04_CHL,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4247,road,freight,2w,phev_g,2017-12-31,05_PRC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4248,road,freight,2w,phev_g,2017-12-31,06_HKC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4249,road,freight,2w,phev_g,2017-12-31,07_INA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4250,road,freight,2w,phev_g,2017-12-31,08_JPN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4251,road,freight,2w,phev_g,2017-12-31,09_ROK,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4252,road,freight,2w,phev_g,2017-12-31,10_MAS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4253,road,freight,2w,phev_g,2017-12-31,11_MEX,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4254,road,freight,2w,phev_g,2017-12-31,12_NZ,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4255,road,freight,2w,phev_g,2017-12-31,13_PNG,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4256,road,freight,2w,phev_g,2017-12-31,14_PE,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4257,road,freight,2w,phev_g,2017-12-31,15_RP,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4258,road,freight,2w,phev_g,2017-12-31,16_RUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4259,road,freight,2w,phev_g,2017-12-31,17_SIN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4260,road,freight,2w,phev_g,2017-12-31,18_CT,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4261,road,freight,2w,phev_g,2017-12-31,19_THA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4262,road,freight,2w,phev_g,2017-12-31,20_USA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4263,road,freight,2w,phev_g,2017-12-31,21_VN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
4264,road,freight,2w,phev_d,2017-12-31,01_AUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4265,road,freight,2w,phev_d,2017-12-31,02_BD,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4266,road,freight,2w,phev_d,2017-12-31,03_CDA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4267,road,freight,2w,phev_d,2017-12-31,04_CHL,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4268,road,freight,2w,phev_d,2017-12-31,05_PRC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4269,road,freight,2w,phev_d,2017-12-31,06_HKC,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4270,road,freight,2w,phev_d,2017-12-31,07_INA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4271,road,freight,2w,phev_d,2017-12-31,08_JPN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4272,road,freight,2w,phev_d,2017-12-31,09_ROK,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4273,road,freight,2w,phev_d,2017-12-31,10_MAS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4274,road,freight,2w,phev_d,2017-12-31,11_MEX,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4275,road,freight,2w,phev_d,2017-12-31,12_NZ,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4276,road,freight,2w,phev_d,2017-12-31,13_PNG,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4277,road,freight,2w,phev_d,2017-12-31,14_PE,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4278,road,freight,2w,phev_d,2017-12-31,15_RP,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4279,road,freight,2w,phev_d,2017-12-31,16_RUS,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4280,road,freight,2w,phev_d,2017-12-31,17_SIN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4281,road,freight,2w,phev_d,2017-12-31,18_CT,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4282,road,freight,2w,phev_d,2017-12-31,19_THA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4283,road,freight,2w,phev_d,2017-12-31,20_USA,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
4284,road,freight,2w,phev_d,2017-12-31,21_VN,Yearly,Efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5314,road,passenger,2w,cng,2017-12-31,01_AUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5315,road,passenger,2w,cng,2017-12-31,02_BD,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5316,road,passenger,2w,cng,2017-12-31,03_CDA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5317,road,passenger,2w,cng,2017-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5318,road,passenger,2w,cng,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5319,road,passenger,2w,cng,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5320,road,passenger,2w,cng,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5321,road,passenger,2w,cng,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5322,road,passenger,2w,cng,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5323,road,passenger,2w,cng,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5324,road,passenger,2w,cng,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5325,road,passenger,2w,cng,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5326,road,passenger,2w,cng,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5327,road,passenger,2w,cng,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5328,road,passenger,2w,cng,2017-12-31,15_RP,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5329,road,passenger,2w,cng,2017-12-31,16_RUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5330,road,passenger,2w,cng,2017-12-31,17_SIN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5331,road,passenger,2w,cng,2017-12-31,18_CT,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5332,road,passenger,2w,cng,2017-12-31,19_THA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5333,road,passenger,2w,cng,2017-12-31,20_USA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5334,road,passenger,2w,cng,2017-12-31,21_VN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5356,road,passenger,2w,lpg,2017-12-31,01_AUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5357,road,passenger,2w,lpg,2017-12-31,02_BD,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5358,road,passenger,2w,lpg,2017-12-31,03_CDA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5359,road,passenger,2w,lpg,2017-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5360,road,passenger,2w,lpg,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5361,road,passenger,2w,lpg,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5362,road,passenger,2w,lpg,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5363,road,passenger,2w,lpg,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5364,road,passenger,2w,lpg,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5365,road,passenger,2w,lpg,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5366,road,passenger,2w,lpg,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5367,road,passenger,2w,lpg,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5368,road,passenger,2w,lpg,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5369,road,passenger,2w,lpg,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5370,road,passenger,2w,lpg,2017-12-31,15_RP,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5371,road,passenger,2w,lpg,2017-12-31,16_RUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5372,road,passenger,2w,lpg,2017-12-31,17_SIN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5373,road,passenger,2w,lpg,2017-12-31,18_CT,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5374,road,passenger,2w,lpg,2017-12-31,19_THA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5375,road,passenger,2w,lpg,2017-12-31,20_USA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5376,road,passenger,2w,lpg,2017-12-31,21_VN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,593888348.99039,,,left_only
5440,road,passenger,2w,fcev,2017-12-31,01_AUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5441,road,passenger,2w,fcev,2017-12-31,02_BD,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5442,road,passenger,2w,fcev,2017-12-31,03_CDA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5443,road,passenger,2w,fcev,2017-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5444,road,passenger,2w,fcev,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5445,road,passenger,2w,fcev,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5446,road,passenger,2w,fcev,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5447,road,passenger,2w,fcev,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5448,road,passenger,2w,fcev,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5449,road,passenger,2w,fcev,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5450,road,passenger,2w,fcev,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5451,road,passenger,2w,fcev,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5452,road,passenger,2w,fcev,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5453,road,passenger,2w,fcev,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5454,road,passenger,2w,fcev,2017-12-31,15_RP,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
5455,road,passenger,2w,fcev,2017-12-31,16_RUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,2078609221.4663649,,,left_only
