,measure,vehicle_type,drive,year,value,unit,new_vehicles,medium
0,energy,lcv,ethanol_flex_fuel,2048,37.561069,trillion Btu,False,road
0,energy,lcv,ethanol_flex_fuel,2049,38.004097,trillion Btu,False,road
0,energy,lcv,ethanol_flex_fuel,2050,38.549274,trillion Btu,False,road
0,energy,lcv,bev,2021,,trillion Btu,False,road
0,energy,lcv,bev,2022,0.004618,trillion Btu,False,road
0,energy,lcv,bev,2023,0.004177,trillion Btu,False,road
0,energy,lcv,bev,2024,0.003821,trillion Btu,False,road
0,energy,lcv,bev,2025,0.003554,trillion Btu,False,road
0,energy,lcv,bev,2026,0.003357,trillion Btu,False,road
0,energy,lcv,bev,2027,0.0032,trillion Btu,False,road
0,energy,lcv,bev,2028,0.003084,trillion Btu,False,road
0,energy,lcv,bev,2029,0.002899,trillion Btu,False,road
0,energy,lcv,bev,2030,0.002664,trillion Btu,False,road
0,energy,lcv,bev,2031,0.002446,trillion Btu,False,road
0,energy,lcv,bev,2032,0.002253,trillion Btu,False,road
0,energy,lcv,bev,2033,0.001897,trillion Btu,False,road
0,energy,lcv,bev,2034,0.001495,trillion Btu,False,road
0,energy,lcv,bev,2035,0.001176,trillion Btu,False,road
0,energy,lcv,bev,2036,0.000923,trillion Btu,False,road
0,energy,lcv,bev,2037,0.000724,trillion Btu,False,road
0,energy,lcv,bev,2038,0.000568,trillion Btu,False,road
0,energy,lcv,bev,2039,0.000444,trillion Btu,False,road
0,energy,lcv,bev,2040,0.000396,trillion Btu,False,road
0,energy,lcv,bev,2041,0.000387,trillion Btu,False,road
0,energy,lcv,bev,2042,0.000378,trillion Btu,False,road
0,energy,lcv,bev,2043,0.000368,trillion Btu,False,road
0,energy,lcv,bev,2044,0.000298,trillion Btu,False,road
0,energy,lcv,bev,2045,0.000209,trillion Btu,False,road
0,energy,lcv,bev,2046,0.000147,trillion Btu,False,road
0,energy,lcv,bev,2047,0.000103,trillion Btu,False,road
0,energy,lcv,bev,2048,7.3e-05,trillion Btu,False,road
0,energy,lcv,bev,2049,5.1e-05,trillion Btu,False,road
0,energy,lcv,bev,2050,3.6e-05,trillion Btu,False,road
0,energy,lcv,phev_d,2021,,trillion Btu,False,road
0,energy,lcv,phev_d,2022,0.0,trillion Btu,False,road
0,energy,lcv,phev_d,2023,0.034697,trillion Btu,False,road
0,energy,lcv,phev_d,2024,0.06879,trillion Btu,False,road
0,energy,lcv,phev_d,2025,0.10379,trillion Btu,False,road
0,energy,lcv,phev_d,2026,0.139219,trillion Btu,False,road
0,energy,lcv,phev_d,2027,0.173667,trillion Btu,False,road
0,energy,lcv,phev_d,2028,0.207235,trillion Btu,False,road
0,energy,lcv,phev_d,2029,0.239813,trillion Btu,False,road
0,energy,lcv,phev_d,2030,0.272039,trillion Btu,False,road
0,energy,lcv,phev_d,2031,0.304685,trillion Btu,False,road
0,energy,lcv,phev_d,2032,0.338422,trillion Btu,False,road
0,energy,lcv,phev_d,2033,0.372229,trillion Btu,False,road
0,energy,lcv,phev_d,2034,0.407349,trillion Btu,False,road
0,energy,lcv,phev_d,2035,0.444994,trillion Btu,False,road
0,energy,lcv,phev_d,2036,0.485266,trillion Btu,False,road
0,energy,lcv,phev_d,2037,0.530182,trillion Btu,False,road
0,energy,lcv,phev_d,2038,0.580241,trillion Btu,False,road
0,energy,lcv,phev_d,2039,0.636407,trillion Btu,False,road
0,energy,lcv,phev_d,2040,0.700343,trillion Btu,False,road
0,energy,lcv,phev_d,2041,0.772136,trillion Btu,False,road
0,energy,lcv,phev_d,2042,0.85035,trillion Btu,False,road
0,energy,lcv,phev_d,2043,0.933939,trillion Btu,False,road
0,energy,lcv,phev_d,2044,1.022764,trillion Btu,False,road
0,energy,lcv,phev_d,2045,1.117797,trillion Btu,False,road
0,energy,lcv,phev_d,2046,1.219284,trillion Btu,False,road
0,energy,lcv,phev_d,2047,1.324989,trillion Btu,False,road
0,energy,lcv,phev_d,2048,1.431711,trillion Btu,False,road
0,energy,lcv,phev_d,2049,1.542152,trillion Btu,False,road
0,energy,lcv,phev_d,2050,1.659889,trillion Btu,False,road
0,energy,lcv,phev_g,2021,,trillion Btu,False,road
0,energy,lcv,phev_g,2022,0.0,trillion Btu,False,road
0,energy,lcv,phev_g,2023,0.039742,trillion Btu,False,road
0,energy,lcv,phev_g,2024,0.079436,trillion Btu,False,road
0,energy,lcv,phev_g,2025,0.119691,trillion Btu,False,road
0,energy,lcv,phev_g,2026,0.160329,trillion Btu,False,road
0,energy,lcv,phev_g,2027,0.199692,trillion Btu,False,road
0,energy,lcv,phev_g,2028,0.237663,trillion Btu,False,road
0,energy,lcv,phev_g,2029,0.27446,trillion Btu,False,road
0,energy,lcv,phev_g,2030,0.311191,trillion Btu,False,road
0,energy,lcv,phev_g,2031,0.349268,trillion Btu,False,road
0,energy,lcv,phev_g,2032,0.389597,trillion Btu,False,road
0,energy,lcv,phev_g,2033,0.431086,trillion Btu,False,road
0,energy,lcv,phev_g,2034,0.475127,trillion Btu,False,road
0,energy,lcv,phev_g,2035,0.523366,trillion Btu,False,road
0,energy,lcv,phev_g,2036,0.575913,trillion Btu,False,road
0,energy,lcv,phev_g,2037,0.635429,trillion Btu,False,road
0,energy,lcv,phev_g,2038,0.702605,trillion Btu,False,road
0,energy,lcv,phev_g,2039,0.7789,trillion Btu,False,road
0,energy,lcv,phev_g,2040,0.866414,trillion Btu,False,road
0,energy,lcv,phev_g,2041,0.965463,trillion Btu,False,road
0,energy,lcv,phev_g,2042,1.074376,trillion Btu,False,road
0,energy,lcv,phev_g,2043,1.192066,trillion Btu,False,road
0,energy,lcv,phev_g,2044,1.317839,trillion Btu,False,road
0,energy,lcv,phev_g,2045,1.452814,trillion Btu,False,road
0,energy,lcv,phev_g,2046,1.596785,trillion Btu,False,road
0,energy,lcv,phev_g,2047,1.746942,trillion Btu,False,road
0,energy,lcv,phev_g,2048,1.89845,trillion Btu,False,road
0,energy,lcv,phev_g,2049,2.054983,trillion Btu,False,road
0,energy,lcv,phev_g,2050,2.220644,trillion Btu,False,road
0,energy,lcv,fcev,2021,,trillion Btu,False,road
0,energy,lcv,fcev,2022,0.0,trillion Btu,False,road
0,energy,lcv,fcev,2023,0.0,trillion Btu,False,road
0,energy,lcv,fcev,2024,1.4e-05,trillion Btu,False,road
0,energy,lcv,fcev,2025,3e-05,trillion Btu,False,road
0,energy,lcv,fcev,2026,4.7e-05,trillion Btu,False,road
0,energy,lcv,fcev,2027,6.3e-05,trillion Btu,False,road
0,energy,lcv,fcev,2028,8e-05,trillion Btu,False,road
0,energy,lcv,fcev,2029,9.5e-05,trillion Btu,False,road
0,energy,lcv,fcev,2030,0.00011,trillion Btu,False,road
0,energy,lcv,fcev,2031,0.000125,trillion Btu,False,road
0,energy,lcv,fcev,2032,0.00014,trillion Btu,False,road
0,energy,lcv,fcev,2033,0.000153,trillion Btu,False,road
0,energy,lcv,fcev,2034,0.000166,trillion Btu,False,road
0,energy,lcv,fcev,2035,0.000177,trillion Btu,False,road
0,energy,lcv,fcev,2036,0.000188,trillion Btu,False,road
0,energy,lcv,fcev,2037,0.000197,trillion Btu,False,road
0,energy,lcv,fcev,2038,0.000206,trillion Btu,False,road
0,energy,lcv,fcev,2039,0.000215,trillion Btu,False,road
0,energy,lcv,fcev,2040,0.000222,trillion Btu,False,road
0,energy,lcv,fcev,2041,0.000229,trillion Btu,False,road
0,energy,lcv,fcev,2042,0.000235,trillion Btu,False,road
0,energy,lcv,fcev,2043,0.000239,trillion Btu,False,road
0,energy,lcv,fcev,2044,0.000241,trillion Btu,False,road
0,energy,lcv,fcev,2045,0.000243,trillion Btu,False,road
0,energy,lcv,fcev,2046,0.000243,trillion Btu,False,road
0,energy,lcv,fcev,2047,0.000241,trillion Btu,False,road
0,energy,lcv,fcev,2048,0.000238,trillion Btu,False,road
0,energy,lcv,fcev,2049,0.000232,trillion Btu,False,road
0,energy,lcv,fcev,2050,0.000226,trillion Btu,False,road
0,energy,mt,ice_d,2021,,trillion Btu,False,road
0,energy,mt,ice_d,2022,596.79718,trillion Btu,False,road
0,energy,mt,ice_d,2023,582.570312,trillion Btu,False,road
0,energy,mt,ice_d,2024,570.545837,trillion Btu,False,road
0,energy,mt,ice_d,2025,562.609924,trillion Btu,False,road
0,energy,mt,ice_d,2026,557.476379,trillion Btu,False,road
0,energy,mt,ice_d,2027,552.100586,trillion Btu,False,road
0,energy,mt,ice_d,2028,547.567261,trillion Btu,False,road
0,energy,mt,ice_d,2029,541.8349,trillion Btu,False,road
0,energy,mt,ice_d,2030,535.993042,trillion Btu,False,road
0,energy,mt,ice_d,2031,531.105774,trillion Btu,False,road
0,energy,mt,ice_d,2032,528.557983,trillion Btu,False,road
0,energy,mt,ice_d,2033,525.619995,trillion Btu,False,road
0,energy,mt,ice_d,2034,523.055237,trillion Btu,False,road
0,energy,mt,ice_d,2035,521.635132,trillion Btu,False,road
0,energy,mt,ice_d,2036,520.473267,trillion Btu,False,road
0,energy,mt,ice_d,2037,520.688171,trillion Btu,False,road
0,energy,mt,ice_d,2038,521.266724,trillion Btu,False,road
0,energy,mt,ice_d,2039,522.359558,trillion Btu,False,road
0,energy,mt,ice_d,2040,524.423584,trillion Btu,False,road
0,energy,mt,ice_d,2041,527.081543,trillion Btu,False,road
0,energy,mt,ice_d,2042,529.902527,trillion Btu,False,road
0,energy,mt,ice_d,2043,533.300598,trillion Btu,False,road
0,energy,mt,ice_d,2044,536.989746,trillion Btu,False,road
0,energy,mt,ice_d,2045,540.517883,trillion Btu,False,road
0,energy,mt,ice_d,2046,544.769531,trillion Btu,False,road
0,energy,mt,ice_d,2047,549.506226,trillion Btu,False,road
0,energy,mt,ice_d,2048,553.895203,trillion Btu,False,road
0,energy,mt,ice_d,2049,558.688538,trillion Btu,False,road
0,energy,mt,ice_d,2050,565.292725,trillion Btu,False,road
0,energy,mt,ice_g,2021,,trillion Btu,False,road
0,energy,mt,ice_g,2022,361.097137,trillion Btu,False,road
0,energy,mt,ice_g,2023,352.452667,trillion Btu,False,road
0,energy,mt,ice_g,2024,345.879486,trillion Btu,False,road
0,energy,mt,ice_g,2025,341.195312,trillion Btu,False,road
0,energy,mt,ice_g,2026,338.497406,trillion Btu,False,road
0,energy,mt,ice_g,2027,335.44928,trillion Btu,False,road
0,energy,mt,ice_g,2028,333.129425,trillion Btu,False,road
0,energy,mt,ice_g,2029,330.41745,trillion Btu,False,road
0,energy,mt,ice_g,2030,327.605164,trillion Btu,False,road
0,energy,mt,ice_g,2031,325.208405,trillion Btu,False,road
0,energy,mt,ice_g,2032,324.381378,trillion Btu,False,road
0,energy,mt,ice_g,2033,322.969482,trillion Btu,False,road
0,energy,mt,ice_g,2034,321.808563,trillion Btu,False,road
0,energy,mt,ice_g,2035,321.024597,trillion Btu,False,road
0,energy,mt,ice_g,2036,319.855225,trillion Btu,False,road
0,energy,mt,ice_g,2037,319.805756,trillion Btu,False,road
0,energy,mt,ice_g,2038,319.188629,trillion Btu,False,road
0,energy,mt,ice_g,2039,319.810211,trillion Btu,False,road
0,energy,mt,ice_g,2040,320.524597,trillion Btu,False,road
0,energy,mt,ice_g,2041,321.917358,trillion Btu,False,road
0,energy,mt,ice_g,2042,323.479828,trillion Btu,False,road
0,energy,mt,ice_g,2043,325.354736,trillion Btu,False,road
0,energy,mt,ice_g,2044,327.38092,trillion Btu,False,road
0,energy,mt,ice_g,2045,329.198547,trillion Btu,False,road
0,energy,mt,ice_g,2046,331.447449,trillion Btu,False,road
0,energy,mt,ice_g,2047,333.825043,trillion Btu,False,road
0,energy,mt,ice_g,2048,335.929657,trillion Btu,False,road
0,energy,mt,ice_g,2049,338.384735,trillion Btu,False,road
0,energy,mt,ice_g,2050,341.7948,trillion Btu,False,road
0,energy,mt,lpg,2021,,trillion Btu,False,road
0,energy,mt,lpg,2022,0.665595,trillion Btu,False,road
0,energy,mt,lpg,2023,0.682733,trillion Btu,False,road
0,energy,mt,lpg,2024,0.700859,trillion Btu,False,road
0,energy,mt,lpg,2025,0.720756,trillion Btu,False,road
0,energy,mt,lpg,2026,0.744488,trillion Btu,False,road
0,energy,mt,lpg,2027,0.767789,trillion Btu,False,road
0,energy,mt,lpg,2028,0.792564,trillion Btu,False,road
0,energy,mt,lpg,2029,0.815042,trillion Btu,False,road
0,energy,mt,lpg,2030,0.838861,trillion Btu,False,road
0,energy,mt,lpg,2031,0.866507,trillion Btu,False,road
0,energy,mt,lpg,2032,0.902205,trillion Btu,False,road
0,energy,mt,lpg,2033,0.944946,trillion Btu,False,road
0,energy,mt,lpg,2034,0.993298,trillion Btu,False,road
0,energy,mt,lpg,2035,1.040652,trillion Btu,False,road
0,energy,mt,lpg,2036,1.091984,trillion Btu,False,road
0,energy,mt,lpg,2037,1.151901,trillion Btu,False,road
0,energy,mt,lpg,2038,1.219368,trillion Btu,False,road
0,energy,mt,lpg,2039,1.295874,trillion Btu,False,road
0,energy,mt,lpg,2040,1.383652,trillion Btu,False,road
0,energy,mt,lpg,2041,1.483504,trillion Btu,False,road
0,energy,mt,lpg,2042,1.590991,trillion Btu,False,road
0,energy,mt,lpg,2043,1.705203,trillion Btu,False,road
0,energy,mt,lpg,2044,1.823792,trillion Btu,False,road
0,energy,mt,lpg,2045,1.944942,trillion Btu,False,road
0,energy,mt,lpg,2046,2.071958,trillion Btu,False,road
0,energy,mt,lpg,2047,2.202169,trillion Btu,False,road
0,energy,mt,lpg,2048,2.33111,trillion Btu,False,road
0,energy,mt,lpg,2049,2.451528,trillion Btu,False,road
0,energy,mt,lpg,2050,2.581014,trillion Btu,False,road
0,energy,mt,cng,2021,,trillion Btu,False,road
0,energy,mt,cng,2022,0.761944,trillion Btu,False,road
0,energy,mt,cng,2023,0.718699,trillion Btu,False,road
0,energy,mt,cng,2024,0.676321,trillion Btu,False,road
0,energy,mt,cng,2025,0.637992,trillion Btu,False,road
0,energy,mt,cng,2026,0.602869,trillion Btu,False,road
0,energy,mt,cng,2027,0.56657,trillion Btu,False,road
0,energy,mt,cng,2028,0.532462,trillion Btu,False,road
0,energy,mt,cng,2029,0.497576,trillion Btu,False,road
0,energy,mt,cng,2030,0.462788,trillion Btu,False,road
0,energy,mt,cng,2031,0.430828,trillion Btu,False,road
0,energy,mt,cng,2032,0.402386,trillion Btu,False,road
0,energy,mt,cng,2033,0.374433,trillion Btu,False,road
0,energy,mt,cng,2034,0.346945,trillion Btu,False,road
0,energy,mt,cng,2035,0.320598,trillion Btu,False,road
0,energy,mt,cng,2036,0.295219,trillion Btu,False,road
0,energy,mt,cng,2037,0.273016,trillion Btu,False,road
0,energy,mt,cng,2038,0.253025,trillion Btu,False,road
0,energy,mt,cng,2039,0.235997,trillion Btu,False,road
0,energy,mt,cng,2040,0.220233,trillion Btu,False,road
0,energy,mt,cng,2041,0.204292,trillion Btu,False,road
0,energy,mt,cng,2042,0.190149,trillion Btu,False,road
0,energy,mt,cng,2043,0.173557,trillion Btu,False,road
0,energy,mt,cng,2044,0.156469,trillion Btu,False,road
0,energy,mt,cng,2045,0.142422,trillion Btu,False,road
0,energy,mt,cng,2046,0.130806,trillion Btu,False,road
0,energy,mt,cng,2047,0.118887,trillion Btu,False,road
0,energy,mt,cng,2048,0.106766,trillion Btu,False,road
0,energy,mt,cng,2049,0.095869,trillion Btu,False,road
0,energy,mt,cng,2050,0.086903,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2021,,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2022,10.331885,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2023,10.758182,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2024,11.321586,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2025,11.975374,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2026,12.744726,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2027,13.587193,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2028,14.506134,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2029,15.44483,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2030,16.450348,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2031,17.581884,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2032,18.915562,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2033,20.372982,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2034,22.01041,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2035,23.794563,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2036,25.57753,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2037,27.489719,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2038,29.423685,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2039,31.3827,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2040,33.47094,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2041,35.564487,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2042,37.641945,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2043,39.69342,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2044,41.6465,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2045,43.501041,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2046,45.296207,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2047,47.027523,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2048,48.595695,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2049,50.145443,trillion Btu,False,road
0,energy,mt,ethanol_flex_fuel,2050,51.783787,trillion Btu,False,road
0,energy,mt,bev,2021,,trillion Btu,False,road
0,energy,mt,bev,2022,0.038242,trillion Btu,False,road
0,energy,mt,bev,2023,0.045435,trillion Btu,False,road
0,energy,mt,bev,2024,0.050754,trillion Btu,False,road
0,energy,mt,bev,2025,0.054753,trillion Btu,False,road
0,energy,mt,bev,2026,0.057684,trillion Btu,False,road
0,energy,mt,bev,2027,0.059468,trillion Btu,False,road
0,energy,mt,bev,2028,0.060365,trillion Btu,False,road
0,energy,mt,bev,2029,0.060383,trillion Btu,False,road
0,energy,mt,bev,2030,0.05979,trillion Btu,False,road
0,energy,mt,bev,2031,0.058834,trillion Btu,False,road
0,energy,mt,bev,2032,0.057679,trillion Btu,False,road
0,energy,mt,bev,2033,0.056149,trillion Btu,False,road
0,energy,mt,bev,2034,0.054414,trillion Btu,False,road
0,energy,mt,bev,2035,0.052583,trillion Btu,False,road
0,energy,mt,bev,2036,0.050235,trillion Btu,False,road
0,energy,mt,bev,2037,0.047787,trillion Btu,False,road
0,energy,mt,bev,2038,0.045778,trillion Btu,False,road
0,energy,mt,bev,2039,0.043761,trillion Btu,False,road
0,energy,mt,bev,2040,0.041476,trillion Btu,False,road
0,energy,mt,bev,2041,0.03928,trillion Btu,False,road
0,energy,mt,bev,2042,0.037174,trillion Btu,False,road
0,energy,mt,bev,2043,0.035144,trillion Btu,False,road
0,energy,mt,bev,2044,0.033201,trillion Btu,False,road
0,energy,mt,bev,2045,0.031363,trillion Btu,False,road
0,energy,mt,bev,2046,0.029679,trillion Btu,False,road
0,energy,mt,bev,2047,0.02809,trillion Btu,False,road
0,energy,mt,bev,2048,0.026553,trillion Btu,False,road
0,energy,mt,bev,2049,0.025127,trillion Btu,False,road
0,energy,mt,bev,2050,0.02381,trillion Btu,False,road
0,energy,mt,phev_d,2021,,trillion Btu,False,road
0,energy,mt,phev_d,2022,0.0,trillion Btu,False,road
0,energy,mt,phev_d,2023,0.0,trillion Btu,False,road
0,energy,mt,phev_d,2024,0.046031,trillion Btu,False,road
0,energy,mt,phev_d,2025,0.087364,trillion Btu,False,road
0,energy,mt,phev_d,2026,0.125998,trillion Btu,False,road
0,energy,mt,phev_d,2027,0.162359,trillion Btu,False,road
0,energy,mt,phev_d,2028,0.196929,trillion Btu,False,road
0,energy,mt,phev_d,2029,0.228566,trillion Btu,False,road
0,energy,mt,phev_d,2030,0.257603,trillion Btu,False,road
0,energy,mt,phev_d,2031,0.285156,trillion Btu,False,road
0,energy,mt,phev_d,2032,0.312729,trillion Btu,False,road
0,energy,mt,phev_d,2033,0.339615,trillion Btu,False,road
0,energy,mt,phev_d,2034,0.36633,trillion Btu,False,road
0,energy,mt,phev_d,2035,0.393577,trillion Btu,False,road
0,energy,mt,phev_d,2036,0.420733,trillion Btu,False,road
0,energy,mt,phev_d,2037,0.449286,trillion Btu,False,road
0,energy,mt,phev_d,2038,0.47926,trillion Btu,False,road
0,energy,mt,phev_d,2039,0.511257,trillion Btu,False,road
0,energy,mt,phev_d,2040,0.546639,trillion Btu,False,road
0,energy,mt,phev_d,2041,0.585939,trillion Btu,False,road
0,energy,mt,phev_d,2042,0.62877,trillion Btu,False,road
0,energy,mt,phev_d,2043,0.672651,trillion Btu,False,road
0,energy,mt,phev_d,2044,0.719311,trillion Btu,False,road
0,energy,mt,phev_d,2045,0.768308,trillion Btu,False,road
0,energy,mt,phev_d,2046,0.821181,trillion Btu,False,road
0,energy,mt,phev_d,2047,0.877112,trillion Btu,False,road
0,energy,mt,phev_d,2048,0.934619,trillion Btu,False,road
0,energy,mt,phev_d,2049,0.994792,trillion Btu,False,road
0,energy,mt,phev_d,2050,1.060159,trillion Btu,False,road
0,energy,mt,phev_g,2021,,trillion Btu,False,road
0,energy,mt,phev_g,2022,0.0,trillion Btu,False,road
0,energy,mt,phev_g,2023,0.0,trillion Btu,False,road
0,energy,mt,phev_g,2024,0.055973,trillion Btu,False,road
0,energy,mt,phev_g,2025,0.105385,trillion Btu,False,road
0,energy,mt,phev_g,2026,0.151093,trillion Btu,False,road
0,energy,mt,phev_g,2027,0.193687,trillion Btu,False,road
0,energy,mt,phev_g,2028,0.233462,trillion Btu,False,road
0,energy,mt,phev_g,2029,0.26947,trillion Btu,False,road
0,energy,mt,phev_g,2030,0.302646,trillion Btu,False,road
0,energy,mt,phev_g,2031,0.335016,trillion Btu,False,road
0,energy,mt,phev_g,2032,0.368535,trillion Btu,False,road
0,energy,mt,phev_g,2033,0.40277,trillion Btu,False,road
0,energy,mt,phev_g,2034,0.438283,trillion Btu,False,road
0,energy,mt,phev_g,2035,0.476151,trillion Btu,False,road
0,energy,mt,phev_g,2036,0.515752,trillion Btu,False,road
0,energy,mt,phev_g,2037,0.559245,trillion Btu,False,road
0,energy,mt,phev_g,2038,0.606796,trillion Btu,False,road
0,energy,mt,phev_g,2039,0.659627,trillion Btu,False,road
0,energy,mt,phev_g,2040,0.719741,trillion Btu,False,road
0,energy,mt,phev_g,2041,0.788289,trillion Btu,False,road
0,energy,mt,phev_g,2042,0.864886,trillion Btu,False,road
0,energy,mt,phev_g,2043,0.946915,trillion Btu,False,road
0,energy,mt,phev_g,2044,1.035699,trillion Btu,False,road
0,energy,mt,phev_g,2045,1.130374,trillion Btu,False,road
0,energy,mt,phev_g,2046,1.23231,trillion Btu,False,road
0,energy,mt,phev_g,2047,1.340697,trillion Btu,False,road
0,energy,mt,phev_g,2048,1.452583,trillion Btu,False,road
0,energy,mt,phev_g,2049,1.569724,trillion Btu,False,road
0,energy,mt,phev_g,2050,1.695413,trillion Btu,False,road
0,energy,mt,fcev,2021,,trillion Btu,False,road
0,energy,mt,fcev,2022,0.0,trillion Btu,False,road
0,energy,mt,fcev,2023,0.0,trillion Btu,False,road
0,energy,mt,fcev,2024,0.097282,trillion Btu,False,road
0,energy,mt,fcev,2025,0.188421,trillion Btu,False,road
0,energy,mt,fcev,2026,0.276858,trillion Btu,False,road
0,energy,mt,fcev,2027,0.363454,trillion Btu,False,road
0,energy,mt,fcev,2028,0.447537,trillion Btu,False,road
0,energy,mt,fcev,2029,0.527429,trillion Btu,False,road
0,energy,mt,fcev,2030,0.603393,trillion Btu,False,road
0,energy,mt,fcev,2031,0.677971,trillion Btu,False,road
0,energy,mt,fcev,2032,0.75438,trillion Btu,False,road
0,energy,mt,fcev,2033,0.830451,trillion Btu,False,road
0,energy,mt,fcev,2034,0.907503,trillion Btu,False,road
0,energy,mt,fcev,2035,0.98692,trillion Btu,False,road
0,energy,mt,fcev,2036,1.067797,trillion Btu,False,road
0,energy,mt,fcev,2037,1.153837,trillion Btu,False,road
0,energy,mt,fcev,2038,1.245005,trillion Btu,False,road
0,energy,mt,fcev,2039,1.34302,trillion Btu,False,road
0,energy,mt,fcev,2040,1.451644,trillion Btu,False,road
0,energy,mt,fcev,2041,1.572443,trillion Btu,False,road
0,energy,mt,fcev,2042,1.704381,trillion Btu,False,road
0,energy,mt,fcev,2043,1.842259,trillion Btu,False,road
0,energy,mt,fcev,2044,1.989176,trillion Btu,False,road
0,energy,mt,fcev,2045,2.143766,trillion Btu,False,road
0,energy,mt,fcev,2046,2.310273,trillion Btu,False,road
0,energy,mt,fcev,2047,2.48651,trillion Btu,False,road
0,energy,mt,fcev,2048,2.668105,trillion Btu,False,road
0,energy,mt,fcev,2049,2.857946,trillion Btu,False,road
0,energy,mt,fcev,2050,3.063244,trillion Btu,False,road
0,energy,ht,ice_d,2021,,trillion Btu,False,road
0,energy,ht,ice_d,2022,4152.294922,trillion Btu,False,road
0,energy,ht,ice_d,2023,4082.831543,trillion Btu,False,road
0,energy,ht,ice_d,2024,4021.451172,trillion Btu,False,road
0,energy,ht,ice_d,2025,3982.276367,trillion Btu,False,road
0,energy,ht,ice_d,2026,3955.953125,trillion Btu,False,road
0,energy,ht,ice_d,2027,3919.748291,trillion Btu,False,road
0,energy,ht,ice_d,2028,3881.103271,trillion Btu,False,road
0,energy,ht,ice_d,2029,3831.778809,trillion Btu,False,road
0,energy,ht,ice_d,2030,3778.530762,trillion Btu,False,road
0,energy,ht,ice_d,2031,3730.32959,trillion Btu,False,road
0,energy,ht,ice_d,2032,3694.220703,trillion Btu,False,road
0,energy,ht,ice_d,2033,3656.864258,trillion Btu,False,road
0,energy,ht,ice_d,2034,3623.75708,trillion Btu,False,road
0,energy,ht,ice_d,2035,3598.014648,trillion Btu,False,road
0,energy,ht,ice_d,2036,3572.140625,trillion Btu,False,road
0,energy,ht,ice_d,2037,3555.013184,trillion Btu,False,road
0,energy,ht,ice_d,2038,3541.656982,trillion Btu,False,road
0,energy,ht,ice_d,2039,3529.009277,trillion Btu,False,road
0,energy,ht,ice_d,2040,3520.971191,trillion Btu,False,road
0,energy,ht,ice_d,2041,3515.907227,trillion Btu,False,road
0,energy,ht,ice_d,2042,3513.188965,trillion Btu,False,road
0,energy,ht,ice_d,2043,3509.61792,trillion Btu,False,road
0,energy,ht,ice_d,2044,3504.09082,trillion Btu,False,road
0,energy,ht,ice_d,2045,3495.705811,trillion Btu,False,road
0,energy,ht,ice_d,2046,3490.008057,trillion Btu,False,road
0,energy,ht,ice_d,2047,3484.090332,trillion Btu,False,road
0,energy,ht,ice_d,2048,3473.501953,trillion Btu,False,road
0,energy,ht,ice_d,2049,3463.939941,trillion Btu,False,road
0,energy,ht,ice_d,2050,3464.123535,trillion Btu,False,road
0,energy,ht,ice_g,2021,,trillion Btu,False,road
0,energy,ht,ice_g,2022,3.967448,trillion Btu,False,road
0,energy,ht,ice_g,2023,3.91121,trillion Btu,False,road
0,energy,ht,ice_g,2024,3.927975,trillion Btu,False,road
0,energy,ht,ice_g,2025,4.003333,trillion Btu,False,road
0,energy,ht,ice_g,2026,4.154909,trillion Btu,False,road
0,energy,ht,ice_g,2027,4.346583,trillion Btu,False,road
0,energy,ht,ice_g,2028,4.555941,trillion Btu,False,road
0,energy,ht,ice_g,2029,4.758452,trillion Btu,False,road
0,energy,ht,ice_g,2030,4.97601,trillion Btu,False,road
0,energy,ht,ice_g,2031,5.18817,trillion Btu,False,road
