,measure,vehicle_type,drive,year,value,unit,new_vehicles,medium
0,vehicle_stock,lcv,phev_d,2028,0.002067,millions,False,road
0,vehicle_stock,lcv,phev_d,2029,0.002456,millions,False,road
0,vehicle_stock,lcv,phev_d,2030,0.002866,millions,False,road
0,vehicle_stock,lcv,phev_d,2031,0.0033,millions,False,road
0,vehicle_stock,lcv,phev_d,2032,0.003763,millions,False,road
0,vehicle_stock,lcv,phev_d,2033,0.004256,millions,False,road
0,vehicle_stock,lcv,phev_d,2034,0.004784,millions,False,road
0,vehicle_stock,lcv,phev_d,2035,0.005357,millions,False,road
0,vehicle_stock,lcv,phev_d,2036,0.005983,millions,False,road
0,vehicle_stock,lcv,phev_d,2037,0.006671,millions,False,road
0,vehicle_stock,lcv,phev_d,2038,0.007429,millions,False,road
0,vehicle_stock,lcv,phev_d,2039,0.008266,millions,False,road
0,vehicle_stock,lcv,phev_d,2040,0.009191,millions,False,road
0,vehicle_stock,lcv,phev_d,2041,0.010203,millions,False,road
0,vehicle_stock,lcv,phev_d,2042,0.011304,millions,False,road
0,vehicle_stock,lcv,phev_d,2043,0.012495,millions,False,road
0,vehicle_stock,lcv,phev_d,2044,0.013772,millions,False,road
0,vehicle_stock,lcv,phev_d,2045,0.015141,millions,False,road
0,vehicle_stock,lcv,phev_d,2046,0.016595,millions,False,road
0,vehicle_stock,lcv,phev_d,2047,0.018123,millions,False,road
0,vehicle_stock,lcv,phev_d,2048,0.019715,millions,False,road
0,vehicle_stock,lcv,phev_d,2049,0.021368,millions,False,road
0,vehicle_stock,lcv,phev_d,2050,0.02308,millions,False,road
0,vehicle_stock,lcv,phev_g,2021,,millions,False,road
0,vehicle_stock,lcv,phev_g,2022,0.0,millions,False,road
0,vehicle_stock,lcv,phev_g,2023,0.000329,millions,False,road
0,vehicle_stock,lcv,phev_g,2024,0.000674,millions,False,road
0,vehicle_stock,lcv,phev_g,2025,0.001024,millions,False,road
0,vehicle_stock,lcv,phev_g,2026,0.001377,millions,False,road
0,vehicle_stock,lcv,phev_g,2027,0.001734,millions,False,road
0,vehicle_stock,lcv,phev_g,2028,0.002095,millions,False,road
0,vehicle_stock,lcv,phev_g,2029,0.002467,millions,False,road
0,vehicle_stock,lcv,phev_g,2030,0.002856,millions,False,road
0,vehicle_stock,lcv,phev_g,2031,0.003268,millions,False,road
0,vehicle_stock,lcv,phev_g,2032,0.00371,millions,False,road
0,vehicle_stock,lcv,phev_g,2033,0.004187,millions,False,road
0,vehicle_stock,lcv,phev_g,2034,0.004705,millions,False,road
0,vehicle_stock,lcv,phev_g,2035,0.005276,millions,False,road
0,vehicle_stock,lcv,phev_g,2036,0.005909,millions,False,road
0,vehicle_stock,lcv,phev_g,2037,0.006614,millions,False,road
0,vehicle_stock,lcv,phev_g,2038,0.007401,millions,False,road
0,vehicle_stock,lcv,phev_g,2039,0.008281,millions,False,road
0,vehicle_stock,lcv,phev_g,2040,0.009263,millions,False,road
0,vehicle_stock,lcv,phev_g,2041,0.010349,millions,False,road
0,vehicle_stock,lcv,phev_g,2042,0.011543,millions,False,road
0,vehicle_stock,lcv,phev_g,2043,0.012847,millions,False,road
0,vehicle_stock,lcv,phev_g,2044,0.014251,millions,False,road
0,vehicle_stock,lcv,phev_g,2045,0.015765,millions,False,road
0,vehicle_stock,lcv,phev_g,2046,0.017374,millions,False,road
0,vehicle_stock,lcv,phev_g,2047,0.019071,millions,False,road
0,vehicle_stock,lcv,phev_g,2048,0.020841,millions,False,road
0,vehicle_stock,lcv,phev_g,2049,0.022685,millions,False,road
0,vehicle_stock,lcv,phev_g,2050,0.024594,millions,False,road
0,vehicle_stock,lcv,fcev,2021,,millions,False,road
0,vehicle_stock,lcv,fcev,2022,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2023,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2024,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2025,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2026,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2027,0.0,millions,False,road
0,vehicle_stock,lcv,fcev,2028,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2029,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2030,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2031,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2032,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2033,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2034,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2035,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2036,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2037,1e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2038,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2039,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2040,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2041,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2042,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2043,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2044,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2045,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2046,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2047,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2048,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2049,2e-06,millions,False,road
0,vehicle_stock,lcv,fcev,2050,2e-06,millions,False,road
0,vehicle_stock,mt,ice_d,2021,,millions,False,road
0,vehicle_stock,mt,ice_d,2022,2.243737,millions,False,road
0,vehicle_stock,mt,ice_d,2023,2.286295,millions,False,road
0,vehicle_stock,mt,ice_d,2024,2.328259,millions,False,road
0,vehicle_stock,mt,ice_d,2025,2.370502,millions,False,road
0,vehicle_stock,mt,ice_d,2026,2.414231,millions,False,road
0,vehicle_stock,mt,ice_d,2027,2.460129,millions,False,road
0,vehicle_stock,mt,ice_d,2028,2.506537,millions,False,road
0,vehicle_stock,mt,ice_d,2029,2.548879,millions,False,road
0,vehicle_stock,mt,ice_d,2030,2.587681,millions,False,road
0,vehicle_stock,mt,ice_d,2031,2.622012,millions,False,road
0,vehicle_stock,mt,ice_d,2032,2.655789,millions,False,road
0,vehicle_stock,mt,ice_d,2033,2.685311,millions,False,road
0,vehicle_stock,mt,ice_d,2034,2.711695,millions,False,road
0,vehicle_stock,mt,ice_d,2035,2.738997,millions,False,road
0,vehicle_stock,mt,ice_d,2036,2.768613,millions,False,road
0,vehicle_stock,mt,ice_d,2037,2.79958,millions,False,road
0,vehicle_stock,mt,ice_d,2038,2.830105,millions,False,road
0,vehicle_stock,mt,ice_d,2039,2.858739,millions,False,road
0,vehicle_stock,mt,ice_d,2040,2.885525,millions,False,road
0,vehicle_stock,mt,ice_d,2041,2.910813,millions,False,road
0,vehicle_stock,mt,ice_d,2042,2.936603,millions,False,road
0,vehicle_stock,mt,ice_d,2043,2.96862,millions,False,road
0,vehicle_stock,mt,ice_d,2044,3.004866,millions,False,road
0,vehicle_stock,mt,ice_d,2045,3.040366,millions,False,road
0,vehicle_stock,mt,ice_d,2046,3.072969,millions,False,road
0,vehicle_stock,mt,ice_d,2047,3.105739,millions,False,road
0,vehicle_stock,mt,ice_d,2048,3.138565,millions,False,road
0,vehicle_stock,mt,ice_d,2049,3.169194,millions,False,road
0,vehicle_stock,mt,ice_d,2050,3.197983,millions,False,road
0,vehicle_stock,mt,ice_g,2021,,millions,False,road
0,vehicle_stock,mt,ice_g,2022,1.502801,millions,False,road
0,vehicle_stock,mt,ice_g,2023,1.51066,millions,False,road
0,vehicle_stock,mt,ice_g,2024,1.521682,millions,False,road
0,vehicle_stock,mt,ice_g,2025,1.536027,millions,False,road
0,vehicle_stock,mt,ice_g,2026,1.553299,millions,False,road
0,vehicle_stock,mt,ice_g,2027,1.574067,millions,False,road
0,vehicle_stock,mt,ice_g,2028,1.595553,millions,False,road
0,vehicle_stock,mt,ice_g,2029,1.615586,millions,False,road
0,vehicle_stock,mt,ice_g,2030,1.634533,millions,False,road
0,vehicle_stock,mt,ice_g,2031,1.649641,millions,False,road
0,vehicle_stock,mt,ice_g,2032,1.666078,millions,False,road
0,vehicle_stock,mt,ice_g,2033,1.679308,millions,False,road
0,vehicle_stock,mt,ice_g,2034,1.691457,millions,False,road
0,vehicle_stock,mt,ice_g,2035,1.706057,millions,False,road
0,vehicle_stock,mt,ice_g,2036,1.72157,millions,False,road
0,vehicle_stock,mt,ice_g,2037,1.737829,millions,False,road
0,vehicle_stock,mt,ice_g,2038,1.753844,millions,False,road
0,vehicle_stock,mt,ice_g,2039,1.770923,millions,False,road
0,vehicle_stock,mt,ice_g,2040,1.786276,millions,False,road
0,vehicle_stock,mt,ice_g,2041,1.802689,millions,False,road
0,vehicle_stock,mt,ice_g,2042,1.82011,millions,False,road
0,vehicle_stock,mt,ice_g,2043,1.840473,millions,False,road
0,vehicle_stock,mt,ice_g,2044,1.862393,millions,False,road
0,vehicle_stock,mt,ice_g,2045,1.882443,millions,False,road
0,vehicle_stock,mt,ice_g,2046,1.900587,millions,False,road
0,vehicle_stock,mt,ice_g,2047,1.917874,millions,False,road
0,vehicle_stock,mt,ice_g,2048,1.934745,millions,False,road
0,vehicle_stock,mt,ice_g,2049,1.950881,millions,False,road
0,vehicle_stock,mt,ice_g,2050,1.965027,millions,False,road
0,vehicle_stock,mt,lpg,2021,,millions,False,road
0,vehicle_stock,mt,lpg,2022,0.002492,millions,False,road
0,vehicle_stock,mt,lpg,2023,0.002512,millions,False,road
0,vehicle_stock,mt,lpg,2024,0.002565,millions,False,road
0,vehicle_stock,mt,lpg,2025,0.002639,millions,False,road
0,vehicle_stock,mt,lpg,2026,0.002741,millions,False,road
0,vehicle_stock,mt,lpg,2027,0.002861,millions,False,road
0,vehicle_stock,mt,lpg,2028,0.002997,millions,False,road
0,vehicle_stock,mt,lpg,2029,0.003128,millions,False,road
0,vehicle_stock,mt,lpg,2030,0.003265,millions,False,road
0,vehicle_stock,mt,lpg,2031,0.003406,millions,False,road
0,vehicle_stock,mt,lpg,2032,0.003566,millions,False,road
0,vehicle_stock,mt,lpg,2033,0.003757,millions,False,road
0,vehicle_stock,mt,lpg,2034,0.003949,millions,False,road
0,vehicle_stock,mt,lpg,2035,0.004152,millions,False,road
0,vehicle_stock,mt,lpg,2036,0.004395,millions,False,road
0,vehicle_stock,mt,lpg,2037,0.004677,millions,False,road
0,vehicle_stock,mt,lpg,2038,0.004995,millions,False,road
0,vehicle_stock,mt,lpg,2039,0.005348,millions,False,road
0,vehicle_stock,mt,lpg,2040,0.005736,millions,False,road
0,vehicle_stock,mt,lpg,2041,0.006158,millions,False,road
0,vehicle_stock,mt,lpg,2042,0.006608,millions,False,road
0,vehicle_stock,mt,lpg,2043,0.00709,millions,False,road
0,vehicle_stock,mt,lpg,2044,0.007595,millions,False,road
0,vehicle_stock,mt,lpg,2045,0.008116,millions,False,road
0,vehicle_stock,mt,lpg,2046,0.008653,millions,False,road
0,vehicle_stock,mt,lpg,2047,0.009204,millions,False,road
0,vehicle_stock,mt,lpg,2048,0.009771,millions,False,road
0,vehicle_stock,mt,lpg,2049,0.010268,millions,False,road
0,vehicle_stock,mt,lpg,2050,0.010788,millions,False,road
0,vehicle_stock,mt,cng,2021,,millions,False,road
0,vehicle_stock,mt,cng,2022,0.002435,millions,False,road
0,vehicle_stock,mt,cng,2023,0.002467,millions,False,road
0,vehicle_stock,mt,cng,2024,0.002486,millions,False,road
0,vehicle_stock,mt,cng,2025,0.002493,millions,False,road
0,vehicle_stock,mt,cng,2026,0.002488,millions,False,road
0,vehicle_stock,mt,cng,2027,0.002473,millions,False,road
0,vehicle_stock,mt,cng,2028,0.00245,millions,False,road
0,vehicle_stock,mt,cng,2029,0.002416,millions,False,road
0,vehicle_stock,mt,cng,2030,0.002375,millions,False,road
0,vehicle_stock,mt,cng,2031,0.002325,millions,False,road
0,vehicle_stock,mt,cng,2032,0.002268,millions,False,road
0,vehicle_stock,mt,cng,2033,0.002206,millions,False,road
0,vehicle_stock,mt,cng,2034,0.002137,millions,False,road
0,vehicle_stock,mt,cng,2035,0.002062,millions,False,road
0,vehicle_stock,mt,cng,2036,0.001977,millions,False,road
0,vehicle_stock,mt,cng,2037,0.00189,millions,False,road
0,vehicle_stock,mt,cng,2038,0.001802,millions,False,road
0,vehicle_stock,mt,cng,2039,0.001719,millions,False,road
0,vehicle_stock,mt,cng,2040,0.001641,millions,False,road
0,vehicle_stock,mt,cng,2041,0.001551,millions,False,road
0,vehicle_stock,mt,cng,2042,0.00147,millions,False,road
0,vehicle_stock,mt,cng,2043,0.001365,millions,False,road
0,vehicle_stock,mt,cng,2044,0.001251,millions,False,road
0,vehicle_stock,mt,cng,2045,0.001158,millions,False,road
0,vehicle_stock,mt,cng,2046,0.001077,millions,False,road
0,vehicle_stock,mt,cng,2047,0.000992,millions,False,road
0,vehicle_stock,mt,cng,2048,0.000902,millions,False,road
0,vehicle_stock,mt,cng,2049,0.00082,millions,False,road
0,vehicle_stock,mt,cng,2050,0.00075,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2021,,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2022,0.033721,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2023,0.037009,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2024,0.040771,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2025,0.044796,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2026,0.049253,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2027,0.054266,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2028,0.059671,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2029,0.065405,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2030,0.071422,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2031,0.077891,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2032,0.084978,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2033,0.092818,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2034,0.101296,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2035,0.110436,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2036,0.120042,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2037,0.130088,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2038,0.140457,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2039,0.151133,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2040,0.162066,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2041,0.173243,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2042,0.184556,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2043,0.196059,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2044,0.207412,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2045,0.218486,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2046,0.229064,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2047,0.239314,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2048,0.249098,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2049,0.258616,millions,False,road
0,vehicle_stock,mt,ethanol_flex_fuel,2050,0.267804,millions,False,road
0,vehicle_stock,mt,bev,2021,,millions,False,road
0,vehicle_stock,mt,bev,2022,0.000244,millions,False,road
0,vehicle_stock,mt,bev,2023,0.000302,millions,False,road
0,vehicle_stock,mt,bev,2024,0.000354,millions,False,road
0,vehicle_stock,mt,bev,2025,0.000398,millions,False,road
0,vehicle_stock,mt,bev,2026,0.000438,millions,False,road
0,vehicle_stock,mt,bev,2027,0.000472,millions,False,road
0,vehicle_stock,mt,bev,2028,0.000502,millions,False,road
0,vehicle_stock,mt,bev,2029,0.000526,millions,False,road
0,vehicle_stock,mt,bev,2030,0.000545,millions,False,road
0,vehicle_stock,mt,bev,2031,0.000559,millions,False,road
0,vehicle_stock,mt,bev,2032,0.000569,millions,False,road
0,vehicle_stock,mt,bev,2033,0.000576,millions,False,road
0,vehicle_stock,mt,bev,2034,0.000579,millions,False,road
0,vehicle_stock,mt,bev,2035,0.000579,millions,False,road
0,vehicle_stock,mt,bev,2036,0.000577,millions,False,road
0,vehicle_stock,mt,bev,2037,0.000571,millions,False,road
0,vehicle_stock,mt,bev,2038,0.000563,millions,False,road
0,vehicle_stock,mt,bev,2039,0.000553,millions,False,road
0,vehicle_stock,mt,bev,2040,0.000541,millions,False,road
0,vehicle_stock,mt,bev,2041,0.000528,millions,False,road
0,vehicle_stock,mt,bev,2042,0.000513,millions,False,road
0,vehicle_stock,mt,bev,2043,0.000497,millions,False,road
0,vehicle_stock,mt,bev,2044,0.00048,millions,False,road
0,vehicle_stock,mt,bev,2045,0.000462,millions,False,road
0,vehicle_stock,mt,bev,2046,0.000444,millions,False,road
0,vehicle_stock,mt,bev,2047,0.000426,millions,False,road
0,vehicle_stock,mt,bev,2048,0.000408,millions,False,road
0,vehicle_stock,mt,bev,2049,0.000389,millions,False,road
0,vehicle_stock,mt,bev,2050,0.000371,millions,False,road
0,vehicle_stock,mt,phev_d,2021,,millions,False,road
0,vehicle_stock,mt,phev_d,2022,0.0,millions,False,road
0,vehicle_stock,mt,phev_d,2023,0.0,millions,False,road
0,vehicle_stock,mt,phev_d,2024,0.000225,millions,False,road
0,vehicle_stock,mt,phev_d,2025,0.000452,millions,False,road
0,vehicle_stock,mt,phev_d,2026,0.000682,millions,False,road
0,vehicle_stock,mt,phev_d,2027,0.000921,millions,False,road
0,vehicle_stock,mt,phev_d,2028,0.001166,millions,False,road
0,vehicle_stock,mt,phev_d,2029,0.001413,millions,False,road
0,vehicle_stock,mt,phev_d,2030,0.001657,millions,False,road
0,vehicle_stock,mt,phev_d,2031,0.001901,millions,False,road
0,vehicle_stock,mt,phev_d,2032,0.002151,millions,False,road
0,vehicle_stock,mt,phev_d,2033,0.002413,millions,False,road
0,vehicle_stock,mt,phev_d,2034,0.002685,millions,False,road
0,vehicle_stock,mt,phev_d,2035,0.002968,millions,False,road
0,vehicle_stock,mt,phev_d,2036,0.003264,millions,False,road
0,vehicle_stock,mt,phev_d,2037,0.003574,millions,False,road
0,vehicle_stock,mt,phev_d,2038,0.003899,millions,False,road
0,vehicle_stock,mt,phev_d,2039,0.004241,millions,False,road
0,vehicle_stock,mt,phev_d,2040,0.004603,millions,False,road
0,vehicle_stock,mt,phev_d,2041,0.004988,millions,False,road
0,vehicle_stock,mt,phev_d,2042,0.005395,millions,False,road
0,vehicle_stock,mt,phev_d,2043,0.005828,millions,False,road
0,vehicle_stock,mt,phev_d,2044,0.006283,millions,False,road
0,vehicle_stock,mt,phev_d,2045,0.006756,millions,False,road
0,vehicle_stock,mt,phev_d,2046,0.007246,millions,False,road
0,vehicle_stock,mt,phev_d,2047,0.007757,millions,False,road
0,vehicle_stock,mt,phev_d,2048,0.008287,millions,False,road
0,vehicle_stock,mt,phev_d,2049,0.008835,millions,False,road
0,vehicle_stock,mt,phev_d,2050,0.009399,millions,False,road
0,vehicle_stock,mt,phev_g,2021,,millions,False,road
0,vehicle_stock,mt,phev_g,2022,0.0,millions,False,road
0,vehicle_stock,mt,phev_g,2023,0.0,millions,False,road
0,vehicle_stock,mt,phev_g,2024,0.000219,millions,False,road
0,vehicle_stock,mt,phev_g,2025,0.000435,millions,False,road
0,vehicle_stock,mt,phev_g,2026,0.000652,millions,False,road
0,vehicle_stock,mt,phev_g,2027,0.000872,millions,False,road
0,vehicle_stock,mt,phev_g,2028,0.001096,millions,False,road
0,vehicle_stock,mt,phev_g,2029,0.001318,millions,False,road
0,vehicle_stock,mt,phev_g,2030,0.001539,millions,False,road
0,vehicle_stock,mt,phev_g,2031,0.001764,millions,False,road
0,vehicle_stock,mt,phev_g,2032,0.002001,millions,False,road
0,vehicle_stock,mt,phev_g,2033,0.002256,millions,False,road
0,vehicle_stock,mt,phev_g,2034,0.002529,millions,False,road
0,vehicle_stock,mt,phev_g,2035,0.002822,millions,False,road
0,vehicle_stock,mt,phev_g,2036,0.003138,millions,False,road
0,vehicle_stock,mt,phev_g,2037,0.00348,millions,False,road
0,vehicle_stock,mt,phev_g,2038,0.00385,millions,False,road
0,vehicle_stock,mt,phev_g,2039,0.004253,millions,False,road
0,vehicle_stock,mt,phev_g,2040,0.004694,millions,False,road
0,vehicle_stock,mt,phev_g,2041,0.005177,millions,False,road
0,vehicle_stock,mt,phev_g,2042,0.005706,millions,False,road
0,vehicle_stock,mt,phev_g,2043,0.006285,millions,False,road
0,vehicle_stock,mt,phev_g,2044,0.00691,millions,False,road
0,vehicle_stock,mt,phev_g,2045,0.007572,millions,False,road
0,vehicle_stock,mt,phev_g,2046,0.00827,millions,False,road
0,vehicle_stock,mt,phev_g,2047,0.009006,millions,False,road
0,vehicle_stock,mt,phev_g,2048,0.009779,millions,False,road
0,vehicle_stock,mt,phev_g,2049,0.010584,millions,False,road
0,vehicle_stock,mt,phev_g,2050,0.011415,millions,False,road
0,vehicle_stock,mt,fcev,2021,,millions,False,road
0,vehicle_stock,mt,fcev,2022,0.0,millions,False,road
0,vehicle_stock,mt,fcev,2023,0.0,millions,False,road
0,vehicle_stock,mt,fcev,2024,0.000376,millions,False,road
0,vehicle_stock,mt,fcev,2025,0.000758,millions,False,road
0,vehicle_stock,mt,fcev,2026,0.001151,millions,False,road
0,vehicle_stock,mt,fcev,2027,0.001561,millions,False,road
0,vehicle_stock,mt,fcev,2028,0.001984,millions,False,road
0,vehicle_stock,mt,fcev,2029,0.002411,millions,False,road
0,vehicle_stock,mt,fcev,2030,0.002835,millions,False,road
0,vehicle_stock,mt,fcev,2031,0.003259,millions,False,road
0,vehicle_stock,mt,fcev,2032,0.003692,millions,False,road
0,vehicle_stock,mt,fcev,2033,0.004139,millions,False,road
0,vehicle_stock,mt,fcev,2034,0.004602,millions,False,road
0,vehicle_stock,mt,fcev,2035,0.005084,millions,False,road
0,vehicle_stock,mt,fcev,2036,0.005589,millions,False,road
0,vehicle_stock,mt,fcev,2037,0.006121,millions,False,road
0,vehicle_stock,mt,fcev,2038,0.006684,millions,False,road
0,vehicle_stock,mt,fcev,2039,0.007282,millions,False,road
0,vehicle_stock,mt,fcev,2040,0.007921,millions,False,road
0,vehicle_stock,mt,fcev,2041,0.008608,millions,False,road
0,vehicle_stock,mt,fcev,2042,0.009343,millions,False,road
0,vehicle_stock,mt,fcev,2043,0.010131,millions,False,road
0,vehicle_stock,mt,fcev,2044,0.010968,millions,False,road
0,vehicle_stock,mt,fcev,2045,0.011843,millions,False,road
0,vehicle_stock,mt,fcev,2046,0.012758,millions,False,road
0,vehicle_stock,mt,fcev,2047,0.013715,millions,False,road
0,vehicle_stock,mt,fcev,2048,0.014716,millions,False,road
0,vehicle_stock,mt,fcev,2049,0.015752,millions,False,road
0,vehicle_stock,mt,fcev,2050,0.016823,millions,False,road
0,vehicle_stock,ht,ice_d,2021,,millions,False,road
0,vehicle_stock,ht,ice_d,2022,5.206402,millions,False,road
0,vehicle_stock,ht,ice_d,2023,5.288878,millions,False,road
0,vehicle_stock,ht,ice_d,2024,5.370301,millions,False,road
0,vehicle_stock,ht,ice_d,2025,5.452541,millions,False,road
0,vehicle_stock,ht,ice_d,2026,5.538279,millions,False,road
0,vehicle_stock,ht,ice_d,2027,5.627815,millions,False,road
0,vehicle_stock,ht,ice_d,2028,5.713941,millions,False,road
0,vehicle_stock,ht,ice_d,2029,5.786925,millions,False,road
0,vehicle_stock,ht,ice_d,2030,5.848112,millions,False,road
0,vehicle_stock,ht,ice_d,2031,5.900604,millions,False,road
0,vehicle_stock,ht,ice_d,2032,5.946559,millions,False,road
0,vehicle_stock,ht,ice_d,2033,5.984505,millions,False,road
0,vehicle_stock,ht,ice_d,2034,6.011301,millions,False,road
0,vehicle_stock,ht,ice_d,2035,6.039535,millions,False,road
0,vehicle_stock,ht,ice_d,2036,6.073293,millions,False,road
0,vehicle_stock,ht,ice_d,2037,6.107425,millions,False,road
0,vehicle_stock,ht,ice_d,2038,6.139886,millions,False,road
0,vehicle_stock,ht,ice_d,2039,6.163034,millions,False,road
0,vehicle_stock,ht,ice_d,2040,6.179583,millions,False,road
0,vehicle_stock,ht,ice_d,2041,6.184459,millions,False,road
0,vehicle_stock,ht,ice_d,2042,6.199824,millions,False,road
0,vehicle_stock,ht,ice_d,2043,6.221303,millions,False,road
0,vehicle_stock,ht,ice_d,2044,6.247955,millions,False,road
0,vehicle_stock,ht,ice_d,2045,6.272795,millions,False,road
0,vehicle_stock,ht,ice_d,2046,6.288472,millions,False,road
0,vehicle_stock,ht,ice_d,2047,6.297391,millions,False,road
0,vehicle_stock,ht,ice_d,2048,6.301702,millions,False,road
0,vehicle_stock,ht,ice_d,2049,6.2969,millions,False,road
0,vehicle_stock,ht,ice_d,2050,6.28317,millions,False,road
0,vehicle_stock,ht,ice_g,2021,,millions,False,road
0,vehicle_stock,ht,ice_g,2022,0.04372,millions,False,road
0,vehicle_stock,ht,ice_g,2023,0.039244,millions,False,road
0,vehicle_stock,ht,ice_g,2024,0.035564,millions,False,road
0,vehicle_stock,ht,ice_g,2025,0.032552,millions,False,road
0,vehicle_stock,ht,ice_g,2026,0.030339,millions,False,road
0,vehicle_stock,ht,ice_g,2027,0.028803,millions,False,road
0,vehicle_stock,ht,ice_g,2028,0.027738,millions,False,road
0,vehicle_stock,ht,ice_g,2029,0.026907,millions,False,road
0,vehicle_stock,ht,ice_g,2030,0.026339,millions,False,road
0,vehicle_stock,ht,ice_g,2031,0.025862,millions,False,road
0,vehicle_stock,ht,ice_g,2032,0.025571,millions,False,road
0,vehicle_stock,ht,ice_g,2033,0.025485,millions,False,road
0,vehicle_stock,ht,ice_g,2034,0.025562,millions,False,road
0,vehicle_stock,ht,ice_g,2035,0.025825,millions,False,road
0,vehicle_stock,ht,ice_g,2036,0.026147,millions,False,road
0,vehicle_stock,ht,ice_g,2037,0.026608,millions,False,road
0,vehicle_stock,ht,ice_g,2038,0.027149,millions,False,road
0,vehicle_stock,ht,ice_g,2039,0.027683,millions,False,road
0,vehicle_stock,ht,ice_g,2040,0.028167,millions,False,road
0,vehicle_stock,ht,ice_g,2041,0.028699,millions,False,road
0,vehicle_stock,ht,ice_g,2042,0.02913,millions,False,road
0,vehicle_stock,ht,ice_g,2043,0.029527,millions,False,road
0,vehicle_stock,ht,ice_g,2044,0.029994,millions,False,road
0,vehicle_stock,ht,ice_g,2045,0.030487,millions,False,road
0,vehicle_stock,ht,ice_g,2046,0.030977,millions,False,road
0,vehicle_stock,ht,ice_g,2047,0.031456,millions,False,road
0,vehicle_stock,ht,ice_g,2048,0.031931,millions,False,road
0,vehicle_stock,ht,ice_g,2049,0.032369,millions,False,road
0,vehicle_stock,ht,ice_g,2050,0.032777,millions,False,road
0,vehicle_stock,ht,lpg,2021,,millions,False,road
0,vehicle_stock,ht,lpg,2022,0.003208,millions,False,road
0,vehicle_stock,ht,lpg,2023,0.003134,millions,False,road
0,vehicle_stock,ht,lpg,2024,0.00308,millions,False,road
0,vehicle_stock,ht,lpg,2025,0.003044,millions,False,road
0,vehicle_stock,ht,lpg,2026,0.003052,millions,False,road
0,vehicle_stock,ht,lpg,2027,0.003077,millions,False,road
0,vehicle_stock,ht,lpg,2028,0.003099,millions,False,road
0,vehicle_stock,ht,lpg,2029,0.003083,millions,False,road
0,vehicle_stock,ht,lpg,2030,0.003075,millions,False,road
