,date,medium,measure,transport_type,unit,vehicle_type,scope,frequency,economy,fuel,comment,dataset,drive,value
2675,2013,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2676,2014,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2677,2015,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2678,2016,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2679,2017,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2680,2018,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2681,2019,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2682,2020,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2683,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2684,2022,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2685,2023,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2686,2010,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2687,2011,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2688,2012,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2689,2013,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2690,2014,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2691,2015,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2692,2016,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2693,2017,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2694,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2695,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2696,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2697,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2698,2022,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2699,2023,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,1028911564.62585
2700,2010,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2701,2011,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2702,2012,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2703,2013,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2704,2014,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2705,2015,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2706,2016,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2707,2017,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2708,2018,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2709,2019,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2710,2020,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2711,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2712,2022,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2713,2023,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2714,2010,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2715,2011,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2716,2012,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2717,2013,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2718,2014,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2719,2015,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2720,2016,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2721,2017,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2722,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2723,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2724,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2725,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2726,2022,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2727,2023,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_d,332174839.265811
2728,2010,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2729,2011,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2730,2012,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2731,2013,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2732,2014,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2733,2015,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2734,2016,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2735,2017,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2736,2018,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2737,2019,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2738,2020,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2739,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2740,2022,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2741,2023,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2742,2010,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2743,2011,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2744,2012,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2745,2013,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2746,2014,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2747,2015,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2748,2016,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2749,2017,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2750,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2751,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2752,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2753,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2754,2022,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2755,2023,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,293974732.750243
2756,2010,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2757,2011,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2758,2012,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2759,2013,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2760,2014,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2761,2015,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2762,2016,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2763,2017,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2764,2018,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2765,2019,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
2766,2020,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,usa_data,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,293974732.750243
