Vehicle Type,Transport Type,Value,Measure,Unit,Dataset,Date,Source,Medium,Frequency,Scope,Economy,Drive
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,07_INA,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,08_JPN,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX,phevg
