Vehicle Type,Transport Type,Value,Measure,Unit,Dataset,Date,Source,Medium,Frequency,Scope,Economy,Drive
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,01_AUS,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,02_BD,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,03_CDA,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,04_CHL,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,lpg
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,phevd
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,bev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,cng
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,d
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,fcev
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,g
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,lpg
ldv,freight,43107.82696437915,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,phevg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,bev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,cng
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,d
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,fcev
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,g
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,lpg
ldv,passenger,10038.804075302423,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,05_PRC,phevg
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,bev
2w,passenger,2171.9819886098894,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,bev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,cng
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,d
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,fcev
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,g
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,lpg
bus,passenger,23285.718200081814,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,phevd
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,bev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,cng
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,d
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,fcev
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,g
ht,freight,33494.33299302268,Travel_km_per_stock,Travel km per stock,travkm_per_stock_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,06_HKC,lpg
